ExpID: 1763972727
Start Location: 1084
Number of Location: 319
StartTime: 2025-11-24 03:25:27.721370

Item: 1084, Location ID: WyH3tNXNBlZc_V0cziICVw_37.766358_-122.416532, lat:37.766358, long:-122.416532, alt106, time(sec): 503.03406286239624
Item: 1115, Location ID: NFx4pwylPH2yQwKlZQF9QA_37.758175_-122.446527, lat:37.758175, long:-122.446527, alt249, time(sec): 228.6972177028656
Item: 1116, Location ID: aenNVOa28Slglo6VbLCcqQ_37.745127_-122.397183, lat:37.745127, long:-122.397183, alt102, time(sec): 252.7027645111084
Item: 1117, Location ID: 1uojaDf3RuSwgSFYumAXhw_37.752617_-122.419616, lat:37.752617, long:-122.419616, alt124, time(sec): 307.6921772956848
Item: 1118, Location ID: y3DwjFaRZ2HnCF8mS71cUQ_37.759054_-122.406969, lat:37.759054, long:-122.406969, alt125, time(sec): 351.71067476272583
Item: 1119, Location ID: sPEWmSyGL0_ePhpWs4c5Ew_37.774626_-122.408557, lat:37.774626, long:-122.408557, alt108, time(sec): 443.71354842185974
Item: 1120, Location ID: YHI32T5d2ars_AYvN0Ea8A_37.762419_-122.400380, lat:37.762419, long:-122.40038, alt113, time(sec): 398.6988914012909
Item: 1121, Location ID: 0o-Cx9VNMBMAvfNrya43yw_37.737504_-122.428658, lat:37.737504, long:-122.428658, alt206, time(sec): 530.7151787281036
Item: 1122, Location ID: a9tg2UT5jagYS4S_bWx4og_37.788434_-122.422067, lat:37.788434, long:-122.422067, alt164, time(sec): 567.7321598529816
Item: 1123, Location ID: qpGeMWo7vRj4ZCCHmNDlWg_37.779319_-122.441314, lat:37.779319, long:-122.441314, alt189, time(sec): 93.72940158843994
Item: 1124, Location ID: kg7gzLrIK53Y0jmRaFEwIg_37.740813_-122.432892, lat:37.740813, long:-122.432892, alt223, time(sec): 129.69251585006714
Item: 1125, Location ID: JQdCQ1DBrtMyDbxfdWrLfw_37.745881_-122.450126, lat:37.745881, long:-122.450126, alt286, time(sec): 171.71455025672913
Item: 1126, Location ID: Zer5gRFrInCqQ4JgMOHocw_37.766524_-122.422720, lat:37.766524, long:-122.42272, alt114, time(sec): 218.7109773159027
Item: 1127, Location ID: wI6d5aaiFXmeziLWbqosyQ_37.750493_-122.450105, lat:37.750493, long:-122.450105, alt325, time(sec): 320.71468472480774
Item: 1128, Location ID: vIf4f1vOrZUWknR8FWZE9Q_37.757431_-122.440513, lat:37.757431, long:-122.440513, alt214, time(sec): 297.70198035240173
Item: 1129, Location ID: dv4MlRywZ77K3X0fPHjj2g_37.776335_-122.423698, lat:37.776335, long:-122.423698, alt121, time(sec): 379.6926829814911
Item: 1130, Location ID: WIPHYFC2GmPAjxAznsjhWA_37.788319_-122.415852, lat:37.788319, long:-122.415852, alt171, time(sec): 524.7090001106262
Item: 1131, Location ID: QKUBUn2j1FJyDXuiR5vjaQ_37.749809_-122.432386, lat:37.749809, long:-122.432386, alt157, time(sec): 411.70885276794434
Item: 1132, Location ID: H8-nvMJRzTeZqUYhLM5eDQ_37.738032_-122.423098, lat:37.738032, long:-122.423098, alt164, time(sec): 519.7079811096191
Item: 1133, Location ID: daVNVebhN73ASja4EOl8qA_37.759350_-122.421883, lat:37.75935, long:-122.421883, alt117, time(sec): 516.7107634544373
Item: 1134, Location ID: uuT9933mBOeJl2RJS4Ut1g_37.786935_-122.397994, lat:37.786935, long:-122.397994, alt113, time(sec): 137.70965433120728
Item: 1135, Location ID: fGoQmRHEVY_OFiQh_ezJUA_37.782839_-122.428857, lat:37.782839, long:-122.428857, alt143, time(sec): 151.71225094795227
Item: 1136, Location ID: OzYmUc6LbDtZM4jTLzJhyw_37.764680_-122.437978, lat:37.76468, long:-122.437978, alt208, time(sec): 195.6973581314087
Item: 1137, Location ID: c8-68IRB298ZuhoXuQufbA_37.763873_-122.396883, lat:37.763873, long:-122.396883, alt121, time(sec): 241.71045327186584
Item: 1138, Location ID: S_aVLQbMNnipDFGZiu-Oxw_37.736760_-122.433868, lat:37.73676, long:-122.433868, alt193, time(sec): 301.6774744987488
Item: 1139, Location ID: DD5FFVS57Eax2RWEsyiASg_37.761035_-122.412001, lat:37.761035, long:-122.412001, alt108, time(sec): 316.7071907520294
Item: 1140, Location ID: xXQGuPOwHeZ5l4-WA7qOSw_37.768789_-122.443432, lat:37.768789, long:-122.443432, alt212, time(sec): 480.70307421684265
Item: 1141, Location ID: v0gRUcmRlb2KMYVb3NHYAA_37.773012_-122.435739, lat:37.773012, long:-122.435739, alt159, time(sec): 441.7293746471405
Item: 1142, Location ID: ro_PvRSzzXFk5UzqZTm-sQ_37.772541_-122.433905, lat:37.772541, long:-122.433905, alt154, time(sec): 430.7289879322052
Item: 1143, Location ID: TFIYaT2h0iZYE7iWzBaCiQ_37.772272_-122.429393, lat:37.772272, long:-122.429393, alt156, time(sec): 518.7384316921234
Item: 1144, Location ID: HlPW7kWZnvF2AnAV__KUdQ_37.750036_-122.448031, lat:37.750036, long:-122.448031, alt338, time(sec): 419.7195599079132
Item: 1145, Location ID: uE9jP5wqjDPWaAIW1YYH7g_37.762675_-122.425649, lat:37.762675, long:-122.425649, alt122, time(sec): 91.70523166656494
Item: 1146, Location ID: pE_nbWt4a6U4lGZkF-NBYg_37.744551_-122.392792, lat:37.744551, long:-122.392792, alt102, time(sec): 104.68699908256531
Item: 1147, Location ID: 0ylRgiGwdmcC65jgycpMWQ_37.748029_-122.446875, lat:37.748029, long:-122.446875, alt292, time(sec): 93.70237064361572
Item: 1148, Location ID: -FAb3BVoEisfKWDf8o4yhg_37.786042_-122.411424, lat:37.786042, long:-122.411424, alt157, time(sec): 98.71070790290833
Item: 1149, Location ID: fGsx_5tdlRe5RsNd_l4Isw_37.751722_-122.414051, lat:37.751722, long:-122.414051, alt121, time(sec): 84.70623660087585
Item: 1150, Location ID: T8Kq5X6Uo_N4E8iAsP43Ww_37.756688_-122.424551, lat:37.756688, long:-122.424551, alt156, time(sec): 82.72219896316528
Item: 1151, Location ID: Uzr9CVdMjJ9CU4bsPuwd_w_37.777681_-122.445159, lat:37.777681, long:-122.445159, alt180, time(sec): 84.71045994758606
Item: 1152, Location ID: KRaVS1pHbvQNoo-w2o_TCQ_37.751465_-122.411828, lat:37.751465, long:-122.411828, alt118, time(sec): 81.70934772491455
Item: 1153, Location ID: reVejkDavRHSb9-k_h2C8Q_37.772719_-122.433362, lat:37.772719, long:-122.433362, alt154, time(sec): 86.69937920570374
Item: 1154, Location ID: 1tShMYwteE59C3b7YtEjWg_37.754604_-122.446435, lat:37.754604, long:-122.446435, alt360, time(sec): 93.68393850326538
Item: 1155, Location ID: _fnpovnDLtKu2kQ1laIPFQ_37.736685_-122.449286, lat:37.736685, long:-122.449286, alt276, time(sec): 92.71390295028687
Item: 1156, Location ID: PjxHKnpUgP0N9Uf4CcdQVg_37.756929_-122.420714, lat:37.756929, long:-122.420714, alt125, time(sec): 82.71067714691162
Item: 1157, Location ID: jQ3Px4x9gzmiwIjFg4DNoQ_37.781847_-122.394581, lat:37.781847, long:-122.394581, alt110, time(sec): 97.70405197143555
Item: 1158, Location ID: Q_b8F_Fhob6ntUCM4Voq3w_37.784181_-122.401556, lat:37.784181, long:-122.401556, alt112, time(sec): 100.71521759033203
Item: 1159, Location ID: h_dC1w8wjJGExt_9d9nHdA_37.746059_-122.405992, lat:37.746059, long:-122.405992, alt148, time(sec): 85.69810509681702
Item: 1160, Location ID: 0n54WQ8YhGLyTeZFzFqF3w_37.746077_-122.449064, lat:37.746077, long:-122.449064, alt276, time(sec): 90.72485423088074
Item: 1161, Location ID: WtzIvksIbkjcsapsUdrGhw_37.773239_-122.410220, lat:37.773239, long:-122.41022, alt111, time(sec): 92.6958270072937
Item: 1162, Location ID: s3BWmuEWs3OfzS0xE5hkrg_37.739047_-122.420024, lat:37.739047, long:-122.420024, alt173, time(sec): 93.70553660392761
Item: 1163, Location ID: Q5NJ4_ibq_ep91-67jdkNg_37.736667_-122.435877, lat:37.736667, long:-122.435877, alt201, time(sec): 93.6870424747467
Item: 1164, Location ID: H1Yvo1MGQ36hTQAxEYEZ8g_37.775035_-122.408983, lat:37.775035, long:-122.408983, alt109, time(sec): 92.69917702674866
Item: 1165, Location ID: wvfPKMhjd-79U3SfkB7KCQ_37.758940_-122.422782, lat:37.75894, long:-122.422782, alt120, time(sec): 86.7011513710022
Item: 1166, Location ID: yD9mQCCcUbxrHekSPpXoJw_37.752677_-122.415224, lat:37.752677, long:-122.415224, alt119, time(sec): 84.70221376419067
Item: 1167, Location ID: GUIuzfp-MuZBbcpDzlsA7g_37.740725_-122.405327, lat:37.740725, long:-122.405327, alt101, time(sec): 78.69098377227783
Item: 1168, Location ID: DvK0lxeyxvO-EaR6C98EOA_37.764445_-122.397724, lat:37.764445, long:-122.397724, alt110, time(sec): 85.70011568069458
Item: 1169, Location ID: 6eW41MzPm4J-DBJcNINV5g_37.789952_-122.402886, lat:37.789952, long:-122.402886, alt175, time(sec): 128.69521355628967
Item: 1170, Location ID: pK_mF59RFVumKEhhtQUDSg_37.743750_-122.426182, lat:37.74375, long:-122.426182, alt137, time(sec): 83.69404220581055
Item: 1171, Location ID: 6FNWRpCF4Ezwe2pmO4i8pg_37.751322_-122.421093, lat:37.751322, long:-122.421093, alt131, time(sec): 88.70672988891602
Item: 1172, Location ID: in20YGrIbN34EMeBkBkd-Q_37.744384_-122.435652, lat:37.744384, long:-122.435652, alt232, time(sec): 91.70283961296082
Item: 1173, Location ID: 6XNWrpXLBMV2zOm8368RHw_37.779235_-122.396469, lat:37.779235, long:-122.396469, alt102, time(sec): 92.69934344291687
Item: 1174, Location ID: 9CapUVkOAms-4K5icsTOag_37.749845_-122.445398, lat:37.749845, long:-122.445398, alt303, time(sec): 98.7025511264801
Item: 1175, Location ID: X-wQm01d-98jr37No6FIyQ_37.752285_-122.397018, lat:37.752285, long:-122.397018, alt136, time(sec): 91.68913173675537
Item: 1176, Location ID: 2BW-LDXLet0O8otZV0K0Jw_37.738270_-122.419831, lat:37.73827, long:-122.419831, alt185, time(sec): 94.68490934371948
Item: 1177, Location ID: iCynQgB9-arC5dJnKndegA_37.775936_-122.436309, lat:37.775936, long:-122.436309, alt167, time(sec): 93.70366501808167
Item: 1178, Location ID: hDJ9bpGPx1hkwnOJZLph7Q_37.755674_-122.414925, lat:37.755674, long:-122.414925, alt118, time(sec): 94.70658040046692
Item: 1179, Location ID: KPYmToOYbiYqBWhpSkc1nQ_37.765753_-122.394886, lat:37.765753, long:-122.394886, alt104, time(sec): 99.70674729347229
Item: 1180, Location ID: ckEX_Xhn0i6pHug7Bc1gfw_37.782391_-122.424965, lat:37.782391, long:-122.424965, alt153, time(sec): 103.71449851989746
Item: 1181, Location ID: ScWg0yJ4T4EDfOT9V3vyqA_37.742161_-122.400388, lat:37.742161, long:-122.400388, alt103, time(sec): 85.7014992237091
Item: 1182, Location ID: L7A7GjwJiFbLNdupiboTeA_37.765525_-122.439478, lat:37.765525, long:-122.439478, alt226, time(sec): 103.7100121974945
Item: 1183, Location ID: zbpUS5RWVMWN0eEfn11d6w_37.782377_-122.417592, lat:37.782377, long:-122.417592, alt132, time(sec): 103.70305800437927
Item: 1184, Location ID: tNHfE116h7jLOs6pv28-cQ_37.745615_-122.409994, lat:37.745615, long:-122.409994, alt130, time(sec): 91.69387793540955
Item: 1185, Location ID: UeMT50664hL-qk-wGYZOCQ_37.779122_-122.408594, lat:37.779122, long:-122.408594, alt110, time(sec): 100.69581389427185
Item: 1186, Location ID: KbYAz6-KIMY2kElIw-_ZbA_37.764229_-122.441641, lat:37.764229, long:-122.441641, alt207, time(sec): 111.6812252998352
Item: 1187, Location ID: vbg1nRpXp9sPkJIPbsNpQA_37.738535_-122.433201, lat:37.738535, long:-122.433201, alt236, time(sec): 165.71028590202332
Item: 1188, Location ID: pKhJKiVgRvCpuclXLRM4Lg_37.743996_-122.401215, lat:37.743996, long:-122.401215, alt103, time(sec): 155.7095911502838
Item: 1189, Location ID: AJCbjeg5a9nTC0ZRw_Gr9w_37.737894_-122.392831, lat:37.737894, long:-122.392831, alt109, time(sec): 184.7107434272766
Item: 1190, Location ID: C5WdTX3C4GG3Y_IvAd_vBQ_37.741081_-122.406780, lat:37.741081, long:-122.40678, alt107, time(sec): 189.6999387741089
Item: 1191, Location ID: jUPYixkukXTF3Rj-QsULgw_37.776247_-122.438137, lat:37.776247, long:-122.438137, alt162, time(sec): 311.69139766693115
Item: 1192, Location ID: 7nGzG_O6kLh88ZVa6dc0NQ_37.750245_-122.396332, lat:37.750245, long:-122.396332, alt107, time(sec): 271.68368268013
Item: 1193, Location ID: PNdWhxUePstI9AvreakUpw_37.748171_-122.419563, lat:37.748171, long:-122.419563, alt121, time(sec): 331.7192807197571
Item: 1194, Location ID: BxoDgAigGqZbtOwlh-2UHQ_37.747294_-122.416780, lat:37.747294, long:-122.41678, alt121, time(sec): 330.7113387584686
Item: 1195, Location ID: oZBe7cmu8A56c3INnNR8kg_37.746315_-122.396767, lat:37.746315, long:-122.396767, alt100, time(sec): 383.7143657207489
Item: 1196, Location ID: qMMeEzRyxC9WFgZBI59g3g_37.788426_-122.407188, lat:37.788426, long:-122.407188, alt128, time(sec): 598.7008106708527
Item: 1197, Location ID: I_qayAlrTw9xlEkZ0bOcPg_37.786432_-122.392445, lat:37.786432, long:-122.392445, alt123, time(sec): 568.7027049064636
Item: 1198, Location ID: 4j7_lxjlDoVeYs92sq6Q_Q_37.756971_-122.404369, lat:37.756971, long:-122.404369, alt134, time(sec): 89.70955348014832
Item: 1199, Location ID: 3itsXLOoG-HtxCwgwAVLeA_37.748624_-122.449637, lat:37.748624, long:-122.449637, alt335, time(sec): 95.69635486602783
Item: 1200, Location ID: SnEPdr4aBhgRVsH7zKw7sA_37.756223_-122.416708, lat:37.756223, long:-122.416708, alt120, time(sec): 84.708811044693
Item: 1201, Location ID: 7riPrTYFR_xPSWKGctfujg_37.770854_-122.447904, lat:37.770854, long:-122.447904, alt179, time(sec): 89.69665837287903
Item: 1202, Location ID: Whb_V1m1ipJLOTEo31WQNg_37.758192_-122.444135, lat:37.758192, long:-122.444135, alt217, time(sec): 85.70608639717102
Item: 1203, Location ID: tScrldCzaAUOjJHyaSBMiw_37.769085_-122.419734, lat:37.769085, long:-122.419734, alt111, time(sec): 87.69288468360901
Item: 1204, Location ID: mGPSCXvHAKEk2JAKD_tOtg_37.779318_-122.395343, lat:37.779318, long:-122.395343, alt106, time(sec): 93.69555854797363
Item: 1205, Location ID: 0fCqMkfER_RJw_BVff95Pw_37.770507_-122.393829, lat:37.770507, long:-122.393829, alt106, time(sec): 93.69934344291687
Item: 1206, Location ID: 9tQr-iPcdGA5WPIE-M_lpg_37.776176_-122.393953, lat:37.776176, long:-122.393953, alt101, time(sec): 89.69975781440735
Item: 1207, Location ID: NZcDi5cdV3NvqVmxN716ww_37.771944_-122.390613, lat:37.771944, long:-122.390613, alt102, time(sec): 95.71008229255676
Item: 1208, Location ID: p4Pg7OcIFEdUJUoJgW9baA_37.738981_-122.440261, lat:37.738981, long:-122.440261, alt215, time(sec): 90.69955921173096
Item: 1209, Location ID: HN53Olx_RsXYmrifkUGDtA_37.781101_-122.432301, lat:37.781101, long:-122.432301, alt141, time(sec): 84.71337723731995
Item: 1210, Location ID: mqnSaG3UGlwFG_3d_7slDw_37.787742_-122.427710, lat:37.787742, long:-122.42771, alt173, time(sec): 99.68968391418457
Item: 1211, Location ID: H9j8iff93vHqvHR4Y7SYaw_37.762858_-122.397542, lat:37.762858, long:-122.397542, alt126, time(sec): 88.69284629821777
Item: 1212, Location ID: 9dopc-9lrMHISA1Weg9amA_37.765870_-122.438409, lat:37.76587, long:-122.438409, alt197, time(sec): 95.68477153778076
Item: 1213, Location ID: 0dl96TwxpZM5P6TAciYTqg_37.762217_-122.391594, lat:37.762217, long:-122.391594, alt110, time(sec): 88.68998837471008
Item: 1214, Location ID: rRueIDejptFCq8Ykk9XF5A_37.772943_-122.427929, lat:37.772943, long:-122.427929, alt154, time(sec): 90.7021734714508
Item: 1215, Location ID: qO_Koj0bDbnszTI6sFpWyA_37.761588_-122.443246, lat:37.761588, long:-122.443246, alt201, time(sec): 82.6995313167572
Item: 1216, Location ID: WgLuFuFFMEy3JNFZLGChgQ_37.740887_-122.436494, lat:37.740887, long:-122.436494, alt292, time(sec): 94.68117213249207
Item: 1217, Location ID: b3sPcJ1-tQF2vK4y9Ayg6Q_37.750023_-122.403936, lat:37.750023, long:-122.403936, alt103, time(sec): 79.69067287445068
Item: 1218, Location ID: TknwLTMzjNl2gVLreFuuSA_37.743061_-122.441611, lat:37.743061, long:-122.441611, alt255, time(sec): 93.70159912109375
Item: 1219, Location ID: Ru5IEaMHCnNcE-O0-_QJlw_37.781816_-122.415524, lat:37.781816, long:-122.415524, alt126, time(sec): 96.69514894485474
Item: 1220, Location ID: 5ouvgp6npqyawdTDZp2LyA_37.746045_-122.428077, lat:37.746045, long:-122.428077, alt145, time(sec): 84.70092344284058
Item: 1221, Location ID: AOhSYp-20TlL-U94hVSPBA_37.772542_-122.449800, lat:37.772542, long:-122.4498, alt179, time(sec): 88.6820924282074
Item: 1222, Location ID: RHcygAH52vEbISmqWChMaA_37.756867_-122.441308, lat:37.756867, long:-122.441308, alt225, time(sec): 85.69323492050171
Item: 1223, Location ID: c6kTOFKoHubClnfAcm_eaQ_37.766769_-122.428835, lat:37.766769, long:-122.428835, alt130, time(sec): 87.68895125389099
Item: 1224, Location ID: nAlW174QGcLQLAbAgOSpKQ_37.782198_-122.426510, lat:37.782198, long:-122.42651, alt143, time(sec): 89.67524790763855
Item: 1225, Location ID: h1WJE7Dat_bUxH46u800yw_37.738164_-122.443720, lat:37.738164, long:-122.44372, alt275, time(sec): 87.68133902549744
Item: 1226, Location ID: EpEd-qzC2eV3sbbLEvT0Kw_37.781561_-122.430668, lat:37.781561, long:-122.430668, alt135, time(sec): 83.69489216804504
Item: 1227, Location ID: HgDUpYbvZQRA_tOmZ7Ct8w_37.771641_-122.412568, lat:37.771641, long:-122.412568, alt108, time(sec): 87.69771528244019
Item: 1228, Location ID: fLy5ltm7QlpwMLaEkCR3cQ_37.762620_-122.428546, lat:37.76262, long:-122.428546, alt128, time(sec): 83.7032380104065
Item: 1229, Location ID: wvsum-QlvT3DAc1DYBjJPg_37.742344_-122.422413, lat:37.742344, long:-122.422413, alt134, time(sec): 80.70143008232117
Item: 1230, Location ID: igZ4zSuIdT9zjWAQwnAAtw_37.753310_-122.440819, lat:37.75331, long:-122.440819, alt218, time(sec): 86.70199275016785
Item: 1231, Location ID: ZBGlikZTieSE0CwQZp5cNw_37.788888_-122.418673, lat:37.788888, long:-122.418673, alt156, time(sec): 96.69613647460938
Item: 1232, Location ID: JKEwelEAulRx3xi_QfJbCQ_37.750449_-122.421583, lat:37.750449, long:-122.421583, alt132, time(sec): 86.6994526386261
Item: 1233, Location ID: nafhBDLKxvz0fNnQMGgCnA_37.750087_-122.442684, lat:37.750087, long:-122.442684, alt245, time(sec): 81.69717478752136
Item: 1234, Location ID: YBm17twzhUTcMLliXwNKOQ_37.784078_-122.446203, lat:37.784078, long:-122.446203, alt178, time(sec): 89.71521735191345
Item: 1235, Location ID: QTsmTaKAUhM3vqYMFOB82A_37.782815_-122.417436, lat:37.782815, long:-122.417436, alt134, time(sec): 96.6870973110199
Item: 1236, Location ID: coZo4BqVJdFHXg7P7ocmkw_37.744767_-122.412353, lat:37.744767, long:-122.412353, alt139, time(sec): 87.6850266456604
Item: 1237, Location ID: Oso7gMXX4YPShRw7xgkCwQ_37.755904_-122.430041, lat:37.755904, long:-122.430041, alt215, time(sec): 89.68343544006348
Item: 1238, Location ID: uMWVKTCjuUeXHXHwDMGMVg_37.752475_-122.414132, lat:37.752475, long:-122.414132, alt118, time(sec): 79.70581388473511
Item: 1239, Location ID: _trmf7xf397agnBk5qoi9g_37.761629_-122.449678, lat:37.761629, long:-122.449678, alt217, time(sec): 97.69436144828796
Item: 1240, Location ID: EPHi8vXbANH0g1Pn6gYQrQ_37.790420_-122.398829, lat:37.79042, long:-122.398829, alt104, time(sec): 282.65555357933044
Item: 1241, Location ID: 5ZDD86XakR4zFucrZBi0Eg_37.754297_-122.407429, lat:37.754297, long:-122.407429, alt118, time(sec): 216.65733766555786
Item: 1242, Location ID: j3hANE8AtUMehT12-s8WAg_37.754609_-122.440873, lat:37.754609, long:-122.440873, alt232, time(sec): 283.69577193260193
Item: 1243, Location ID: kBNRBJfJ0CTtdD6EuijGIg_37.750640_-122.401403, lat:37.75064, long:-122.401403, alt121, time(sec): 272.65836238861084
Item: 1244, Location ID: M2xR2ITfq6yqOayTe6oi-A_37.754615_-122.401390, lat:37.754615, long:-122.40139, alt135, time(sec): 304.6679096221924
Item: 1245, Location ID: Jne2rfYROWADRdwOyeQ09g_37.790322_-122.403682, lat:37.790322, long:-122.403682, alt147, time(sec): 82.64045882225037
Item: 1246, Location ID: gKFtAMukqAdTLdmGghOAZg_37.764353_-122.410042, lat:37.764353, long:-122.410042, alt118, time(sec): 50.70198345184326
Item: 1247, Location ID: LYlHfl4G8OUryN2xF5SFWg_37.742413_-122.411570, lat:37.742413, long:-122.41157, alt197, time(sec): 50.71754860877991
Item: 1248, Location ID: TbTuMUpK3NjLFxhKmx7Yqg_37.768104_-122.430152, lat:37.768104, long:-122.430152, alt136, time(sec): 50.735294818878174
Item: 1249, Location ID: rMfrEwhXvXYlQFM7a6JN2A_37.744176_-122.445710, lat:37.744176, long:-122.44571, alt239, time(sec): 50.70675611495972
Item: 1250, Location ID: acX4kHxk6badYtW6v8ts0g_37.763125_-122.450097, lat:37.763125, long:-122.450097, alt199, time(sec): 50.731850147247314
Item: 1251, Location ID: rZZI_z9VUfLlRrU-rUkh4Q_37.749790_-122.446609, lat:37.74979, long:-122.446609, alt323, time(sec): 50.719029903411865
Item: 1252, Location ID: GwaGeq0y-ffiNXoX5fDOOg_37.742742_-122.408777, lat:37.742742, long:-122.408777, alt167, time(sec): 50.724838733673096
Item: 1253, Location ID: 9KfKtgiRghbgN_Q_nlvzRg_37.740503_-122.413931, lat:37.740503, long:-122.413931, alt180, time(sec): 50.704482555389404
Item: 1254, Location ID: m6p4EyUx6lhw0GFlwWmbjA_37.776282_-122.389709, lat:37.776282, long:-122.389709, alt100, time(sec): 50.725909948349
Item: 1255, Location ID: T5uhgMVvbd-2y-1Eyc9x1g_37.756676_-122.416754, lat:37.756676, long:-122.416754, alt119, time(sec): 50.715078830718994
Item: 1256, Location ID: h2MEKU8EsNmjsKTS2QymdA_37.767674_-122.430571, lat:37.767674, long:-122.430571, alt137, time(sec): 50.71666955947876
Item: 1257, Location ID: BvByKF1JK63UmXb1BnILpA_37.765897_-122.433084, lat:37.765897, long:-122.433084, alt147, time(sec): 50.73040294647217
