ExpID: 1760937984
Start Location: 561
Number of Location: 300
StartTime: 2025-10-20 01:26:24.876374

Item: 561, Location ID: 5lwfzDU2JJ72AvMWwwUqew_37.787937_-122.413420, lat:37.787937, long:-122.41342, alt159, time(sec): 95.42525577545166
Item: 633, Location ID: fk62ecnKYlpko_8ESda5_A_37.748650_-122.413748, lat:37.74865, long:-122.413748, alt116, time(sec): 211.04503178596497
Item: 634, Location ID: OhU2D6LK0EMt5nvQHpxd3g_37.779165_-122.390711, lat:37.779165, long:-122.390711, alt113, time(sec): 328.057608127594
Item: 635, Location ID: lzWUSLVOH2UQN7NHFkzpQA_37.765272_-122.440331, lat:37.765272, long:-122.440331, alt222, time(sec): 440.0728089809418
Item: 636, Location ID: DSAZ7Nb8jpUbf0XscvrXdw_37.767052_-122.408423, lat:37.767052, long:-122.408423, alt122, time(sec): 429.07409286499023
Item: 637, Location ID: EXEIZbhyXM9svmv02nCKsw_37.766184_-122.413023, lat:37.766184, long:-122.413023, alt107, time(sec): 363.0770707130432
Item: 638, Location ID: 3EPPRtFfv-FyQrJyYjTtoQ_37.782111_-122.394241, lat:37.782111, long:-122.394241, alt112, time(sec): 642.1245267391205
Item: 639, Location ID: Sl9fMPdcbc9ESEXRqCEl6A_37.790080_-122.409310, lat:37.79008, long:-122.40931, alt159, time(sec): 584.1003661155701
Item: 640, Location ID: tZ9RMT60_0x9JUBsRZFjMQ_37.777832_-122.412137, lat:37.777832, long:-122.412137, alt113, time(sec): 106.07248544692993
Item: 641, Location ID: pF_nXOl_BYsSP1rsViQ7Xg_37.782608_-122.406399, lat:37.782608, long:-122.406399, alt115, time(sec): 196.04336595535278
Item: 642, Location ID: k_PA_t-Xo5XWsMZ79og96g_37.749883_-122.394938, lat:37.749883, long:-122.394938, alt105, time(sec): 182.0540611743927
Item: 643, Location ID: oNhjESuMVMd4DSRgn3MUFA_37.750562_-122.394633, lat:37.750562, long:-122.394633, alt107, time(sec): 174.09763860702515
Item: 644, Location ID: 8p3ZrCWX36jSrHnxtp5ZbQ_37.751500_-122.405218, lat:37.7515, long:-122.405218, alt114, time(sec): 243.0436086654663
Item: 645, Location ID: ZToki1mVwsoSr0Yx0UwisA_37.789488_-122.448995, lat:37.789488, long:-122.448995, alt191, time(sec): 405.08275985717773
Item: 646, Location ID: ataQVRXJ-AtcQ7rEHDfcTw_37.778323_-122.440229, lat:37.778323, long:-122.440229, alt181, time(sec): 420.0725438594818
Item: 647, Location ID: p7KotYY7ukS-sGKqgkO3_g_37.740929_-122.448174, lat:37.740929, long:-122.448174, alt276, time(sec): 470.0875928401947
Item: 648, Location ID: 6HpKxpGJXeyx-T7KsUxcdg_37.788857_-122.444012, lat:37.788857, long:-122.444012, alt176, time(sec): 581.0929713249207
Item: 649, Location ID: J_TibGneBcIZfOP9AGVlXg_37.755713_-122.414434, lat:37.755713, long:-122.414434, alt118, time(sec): 515.0946249961853
Item: 650, Location ID: WbJ6tojsA556Is_8HLzUaw_37.767238_-122.415550, lat:37.767238, long:-122.41555, alt114, time(sec): 313.0873529911041
Item: 651, Location ID: XTC-sAO9fGFZFIU0kFoQxg_37.769705_-122.389774, lat:37.769705, long:-122.389774, alt100, time(sec): 82.10017681121826
Item: 652, Location ID: Bjl3ZutII0NOEeJYzn2DNQ_37.781739_-122.440884, lat:37.781739, long:-122.440884, alt170, time(sec): 79.07699632644653
Item: 653, Location ID: 2yan1gIK7yx4Sigm3JwHlg_37.741748_-122.422643, lat:37.741748, long:-122.422643, alt135, time(sec): 74.08612036705017
Item: 654, Location ID: W6XvUnB8_ScxpFds2NKKPw_37.747917_-122.437047, lat:37.747917, long:-122.437047, alt212, time(sec): 79.08266520500183
Item: 655, Location ID: TiiJ4WFNk5KivZEPxtxAvQ_37.745164_-122.442007, lat:37.745164, long:-122.442007, alt285, time(sec): 84.08499526977539
Item: 656, Location ID: 1IT_a1F9bV2qw2b221738g_37.772246_-122.393119, lat:37.772246, long:-122.393119, alt103, time(sec): 79.08720016479492
Item: 657, Location ID: JYnYgILZWyeiC8nzPRKT4A_37.788914_-122.425460, lat:37.788914, long:-122.42546, alt184, time(sec): 89.07212972640991
Item: 658, Location ID: IZ0lDNq4w8uWPBf1q9e4Og_37.767894_-122.402858, lat:37.767894, long:-122.402858, alt110, time(sec): 80.07955598831177
Item: 659, Location ID: bNL5Xp11TcJuCU7NjmaBfQ_37.785510_-122.419102, lat:37.78551, long:-122.419102, alt142, time(sec): 88.08391499519348
Item: 660, Location ID: RzT7bDWHeVZ4PbRy-8JtXw_37.739603_-122.420565, lat:37.739603, long:-122.420565, alt168, time(sec): 80.06994557380676
Item: 661, Location ID: Sq_Vu-CCC-Q9bspfEj-4Uw_37.744731_-122.423322, lat:37.744731, long:-122.423322, alt130, time(sec): 74.09332299232483
Item: 662, Location ID: asLtr2FrEyJvNDaKzmYRpg_37.782004_-122.404283, lat:37.782004, long:-122.404283, alt114, time(sec): 90.0687849521637
Item: 663, Location ID: 1U-JBfAuTslPopvrF8w2pg_37.759286_-122.417000, lat:37.759286, long:-122.417, alt114, time(sec): 78.08940148353577
Item: 664, Location ID: qj3q7W09wvU-eSFvE_Vklg_37.789199_-122.420089, lat:37.789199, long:-122.420089, alt150, time(sec): 83.0914294719696
Item: 665, Location ID: GoUATYjYVxVosgYDHelRog_37.782890_-122.409564, lat:37.78289, long:-122.409564, alt117, time(sec): 91.10022902488708
Item: 666, Location ID: O86zsm63r-dNQVi27hSTHQ_37.775419_-122.442072, lat:37.775419, long:-122.442072, alt170, time(sec): 82.08857321739197
Item: 667, Location ID: ujnafVh08vpClsTuIo0AGw_37.748283_-122.448497, lat:37.748283, long:-122.448497, alt315, time(sec): 90.0820209980011
Item: 668, Location ID: dUoQUGA0I3bl_3ESa7JlIw_37.739621_-122.439223, lat:37.739621, long:-122.439223, alt247, time(sec): 90.0822331905365
Item: 669, Location ID: jg0P8iFO5GDgU7Q9D8cLGQ_37.777719_-122.448760, lat:37.777719, long:-122.44876, alt193, time(sec): 88.08442687988281
Item: 670, Location ID: _A5pgbWJu9CdU_Z2PRBicQ_37.760055_-122.401171, lat:37.760055, long:-122.401171, alt162, time(sec): 85.08170080184937
Item: 671, Location ID: 8Kc4B0WcoOqFhBse0ir6GQ_37.741235_-122.418819, lat:37.741235, long:-122.418819, alt166, time(sec): 82.08618497848511
Item: 672, Location ID: d200-0PJeBkwMLkqP--4xQ_37.779069_-122.390341, lat:37.779069, long:-122.390341, alt109, time(sec): 82.08977437019348
Item: 673, Location ID: pz79nxfD1V-kDW_RGU5d3Q_37.751298_-122.407446, lat:37.751298, long:-122.407446, alt115, time(sec): 76.09858179092407
Item: 674, Location ID: 19eE1famSXGJK3tLoyNmkA_37.743439_-122.430939, lat:37.743439, long:-122.430939, alt163, time(sec): 76.09824538230896
Item: 675, Location ID: 3R8QIkLqwUvkgSqT3byfhg_37.753009_-122.447861, lat:37.753009, long:-122.447861, alt348, time(sec): 92.10510849952698
Item: 676, Location ID: H0guETL8qFhPdQ8eGdGVbQ_37.776696_-122.436441, lat:37.776696, long:-122.436441, alt175, time(sec): 85.11433410644531
Item: 677, Location ID: jXrLnLIFXHRJ4C0ONFE3gA_37.742688_-122.439766, lat:37.742688, long:-122.439766, alt274, time(sec): 89.07733464241028
Item: 678, Location ID: 4mPyXvKIdDEtkiG5FF4zaA_37.781332_-122.425781, lat:37.781332, long:-122.425781, alt137, time(sec): 82.08829593658447
Item: 679, Location ID: 5o85DZoWu8kSnekFG6uhXQ_37.785969_-122.419180, lat:37.785969, long:-122.41918, alt144, time(sec): 86.10287189483643
Item: 680, Location ID: F5EaeAd2NjJLz9UQIspyWg_37.762711_-122.441888, lat:37.762711, long:-122.441888, alt216, time(sec): 81.08954358100891
Item: 681, Location ID: aS9k0GKvQX19tPNXN87agw_37.760965_-122.392331, lat:37.760965, long:-122.392331, alt122, time(sec): 83.09964561462402
Item: 682, Location ID: 92hkIsppwYxOA_PRRLZHTA_37.762979_-122.390771, lat:37.762979, long:-122.390771, alt109, time(sec): 79.10199904441833
Item: 683, Location ID: d-97wf3X8wKzqHR03m3drw_37.781561_-122.402865, lat:37.781561, long:-122.402865, alt121, time(sec): 89.0864086151123
Item: 684, Location ID: DKFIfn0SvQ5ZQP0A_kcoWg_37.771656_-122.408961, lat:37.771656, long:-122.408961, alt107, time(sec): 80.08031797409058
Item: 685, Location ID: KsZOskzNY7j9Qjk-eRU3rg_37.745940_-122.414302, lat:37.74594, long:-122.414302, alt144, time(sec): 76.09695816040039
Item: 686, Location ID: LEkURQKzd0bsvHxPQ3uOhA_37.780827_-122.403794, lat:37.780827, long:-122.403794, alt113, time(sec): 88.08953380584717
Item: 687, Location ID: nuDLHENPEJ9Fig-uncvWog_37.755974_-122.409899, lat:37.755974, long:-122.409899, alt113, time(sec): 77.09871935844421
Item: 688, Location ID: dAqiv0OKK9NPQYOIanyIbA_37.755250_-122.412211, lat:37.75525, long:-122.412211, alt114, time(sec): 74.09719967842102
Item: 689, Location ID: 68dAAQnLiuitU-4rDHKC-A_37.778070_-122.414380, lat:37.77807, long:-122.41438, alt123, time(sec): 89.08110737800598
Item: 690, Location ID: iEaGRfHNsC6aj1pfIXC_zw_37.756866_-122.406160, lat:37.756866, long:-122.40616, alt123, time(sec): 79.08214473724365
Item: 691, Location ID: nml1FyUtBbNkMFltkA11Tg_37.756444_-122.431800, lat:37.756444, long:-122.4318, alt208, time(sec): 88.09581518173218
Item: 692, Location ID: QL02_KTOLZOlmY3IeD7B0A_37.769941_-122.433404, lat:37.769941, long:-122.433404, alt152, time(sec): 82.09083318710327
Item: 693, Location ID: ZBHYI2odCKy9bPbWkNTQug_37.751191_-122.420641, lat:37.751191, long:-122.420641, alt130, time(sec): 80.10602068901062
Item: 694, Location ID: nl2XEJydRHB1Oef_d-KPow_37.772233_-122.415481, lat:37.772233, long:-122.415481, alt110, time(sec): 86.09647130966187
Item: 695, Location ID: qXC5BxOAhaMsbwBIsjTRDw_37.761732_-122.447306, lat:37.761732, long:-122.447306, alt233, time(sec): 118.08750057220459
Item: 696, Location ID: kdFlgDPJVQ7yS_rcDq98Og_37.758773_-122.439177, lat:37.758773, long:-122.439177, alt177, time(sec): 140.07650518417358
Item: 697, Location ID: 11CvG-qhthX82wsb50ijng_37.782333_-122.393960, lat:37.782333, long:-122.39396, alt115, time(sec): 259.081337928772
Item: 698, Location ID: 3nz5CCyPa0E7ArVw8YDepg_37.758242_-122.449010, lat:37.758242, long:-122.44901, alt300, time(sec): 314.0747404098511
Item: 699, Location ID: lB4fOYVEnjqQujqcMEEyzg_37.745275_-122.394602, lat:37.745275, long:-122.394602, alt100, time(sec): 284.0741183757782
Item: 700, Location ID: PfKAtdDnP8yIBPTjskz5EQ_37.785590_-122.422240, lat:37.78559, long:-122.42224, alt169, time(sec): 458.0884075164795
Item: 701, Location ID: 4xBc3PHUTpHytsDOflLUfA_37.781954_-122.420950, lat:37.781954, long:-122.42095, alt138, time(sec): 463.10547709465027
Item: 702, Location ID: cRGbSmUXcnaxAvqZgko-Pw_37.750548_-122.438440, lat:37.750548, long:-122.43844, alt189, time(sec): 407.0730531215668
Item: 703, Location ID: WQMW8bldF061z_1uZtyAyg_37.749414_-122.401682, lat:37.749414, long:-122.401682, alt105, time(sec): 429.1042597293854
Item: 704, Location ID: AlHVVhbEIDaWyVFZH8FWjQ_37.764988_-122.407472, lat:37.764988, long:-122.407472, alt121, time(sec): 559.1054310798645
Item: 705, Location ID: EuF4rjqwg7Gl_PVCrysHRw_37.756528_-122.445434, lat:37.756528, long:-122.445434, alt281, time(sec): 146.06837797164917
Item: 706, Location ID: 6OQUCAVTcMlEg5SIMyVnRg_37.770254_-122.408572, lat:37.770254, long:-122.408572, alt107, time(sec): 83.08915543556213
Item: 707, Location ID: Tb2MP5zyIFrgwgZW0C2clw_37.747298_-122.433712, lat:37.747298, long:-122.433712, alt186, time(sec): 84.08243942260742
Item: 708, Location ID: IijMedbnuZz4C3FydIa2RQ_37.762005_-122.390656, lat:37.762005, long:-122.390656, alt112, time(sec): 83.10038590431213
Item: 709, Location ID: uJs4VDHVsP9Uo6mx8zrGSA_37.778185_-122.427765, lat:37.778185, long:-122.427765, alt129, time(sec): 82.09666013717651
Item: 710, Location ID: TnX0mSY_F8NwD3cjo4w1QQ_37.749581_-122.409154, lat:37.749581, long:-122.409154, alt113, time(sec): 79.07759547233582
Item: 711, Location ID: et9lGaTBXFvtd2Nr1tgGNA_37.781485_-122.442011, lat:37.781485, long:-122.442011, alt180, time(sec): 86.0984194278717
Item: 712, Location ID: vCpIC4-jDxFkCRMLJHmLpQ_37.740566_-122.411330, lat:37.740566, long:-122.41133, alt148, time(sec): 87.09186053276062
Item: 713, Location ID: E_oIoYWDxleJ6BQU8C_4dQ_37.776106_-122.436858, lat:37.776106, long:-122.436858, alt172, time(sec): 86.10539197921753
Item: 714, Location ID: x0A0vpXT9h2nJQjRGTm8wg_37.750375_-122.449459, lat:37.750375, long:-122.449459, alt337, time(sec): 91.07404685020447
Item: 715, Location ID: Gbs4Ftmf0REqOiAS57adGg_37.774945_-122.441216, lat:37.774945, long:-122.441216, alt167, time(sec): 81.10541105270386
Item: 716, Location ID: CX-J-uhs_AiATwlzEQtM5w_37.737777_-122.420840, lat:37.737777, long:-122.42084, alt184, time(sec): 85.07699203491211
Item: 717, Location ID: nedf2PUYf5QTY-D_K7_loA_37.764005_-122.394168, lat:37.764005, long:-122.394168, alt115, time(sec): 82.09003782272339
Item: 718, Location ID: 06_hS0XV4wsqVhknCOuSCQ_37.762241_-122.425722, lat:37.762241, long:-122.425722, alt122, time(sec): 82.09327101707458
Item: 719, Location ID: h_lAAU6pTuTuEJArA2_Ngg_37.750605_-122.432174, lat:37.750605, long:-122.432174, alt159, time(sec): 81.06684851646423
Item: 720, Location ID: KU7u1V5zwcodyvmF1Y_yQA_37.749574_-122.419865, lat:37.749574, long:-122.419865, alt128, time(sec): 84.094229221344
Item: 721, Location ID: klv53qAs9wkELJ5qPg5kfg_37.756043_-122.449574, lat:37.756043, long:-122.449574, alt338, time(sec): 96.09194612503052
Item: 722, Location ID: N37JqvMq6WRkoYEhdM2Neg_37.739742_-122.434342, lat:37.739742, long:-122.434342, alt236, time(sec): 94.0801887512207
Item: 723, Location ID: jT3vskuGCzllMDoA6EMt4w_37.736962_-122.438896, lat:37.736962, long:-122.438896, alt196, time(sec): 84.08107233047485
Item: 724, Location ID: oah28UItMIM22vMgrzGvrg_37.769981_-122.403769, lat:37.769981, long:-122.403769, alt105, time(sec): 88.08347010612488
Item: 725, Location ID: 5QPjEc9tJAc8KmCRb6YhKQ_37.774058_-122.425779, lat:37.774058, long:-122.425779, alt141, time(sec): 91.11037278175354
Item: 726, Location ID: pYmUO4Qyc46vNnVXFgz1sg_37.763011_-122.418418, lat:37.763011, long:-122.418418, alt110, time(sec): 84.07537126541138
Item: 727, Location ID: L_XaOKRMKyuEMF5uvC54HA_37.753357_-122.395380, lat:37.753357, long:-122.39538, alt157, time(sec): 83.0766704082489
Item: 728, Location ID: GqV2zDetuHwOg51chWPtFA_37.755197_-122.404410, lat:37.755197, long:-122.40441, alt137, time(sec): 81.09148263931274
Item: 729, Location ID: 5aIYad8n1uzb9aOOiwgPQA_37.751733_-122.391715, lat:37.751733, long:-122.391715, alt114, time(sec): 81.08812546730042
Item: 730, Location ID: Fx2PPG_URbjTmURabKOKmA_37.765394_-122.398728, lat:37.765394, long:-122.398728, alt106, time(sec): 85.10607171058655
Item: 731, Location ID: iTcKJGuIbTpLQEquaPIC4w_37.757550_-122.401929, lat:37.75755, long:-122.401929, alt176, time(sec): 92.07555294036865
Item: 732, Location ID: 5G5Hm4AEgcGuFwMVElwAOw_37.785855_-122.442514, lat:37.785855, long:-122.442514, alt157, time(sec): 86.0717511177063
Item: 733, Location ID: OU2HaWok0R3ZMNEc90gAjw_37.738063_-122.398149, lat:37.738063, long:-122.398149, alt107, time(sec): 80.0744080543518
Item: 734, Location ID: 7L_k5UP5sh2QEs1de8N8CA_37.763008_-122.389782, lat:37.763008, long:-122.389782, alt105, time(sec): 85.08573174476624
Item: 735, Location ID: FN7CUi0us8mSxu1PRI8CgA_37.790081_-122.425636, lat:37.790081, long:-122.425636, alt199, time(sec): 102.09101724624634
Item: 736, Location ID: BeAAhz3UDSPEFWBdDpABLw_37.756606_-122.400874, lat:37.756606, long:-122.400874, alt180, time(sec): 99.08393502235413
