ExpID: 1764239384
Start Location: 1302
Number of Location: 300
StartTime: 2025-11-27 05:29:44.242321

Item: 1302, Location ID: yzSxSZfIrXOplfGF7dOPbQ_37.758617_-122.419719, lat:37.758617, long:-122.419719, alt117, time(sec): 76.57309484481812
Item: 1325, Location ID: X-IuDrDe_b_u8pOXD4PSNQ_37.771444_-122.443368, lat:37.771444, long:-122.443368, alt180, time(sec): 105.19703078269958
Item: 1326, Location ID: wN5ZG9BfetJJ4v2tWbjjYQ_37.756150_-122.433856, lat:37.75615, long:-122.433856, alt191, time(sec): 122.18429899215698
Item: 1327, Location ID: UwvoQEYB0M5TNI9__KKF6w_37.748755_-122.445952, lat:37.748755, long:-122.445952, alt315, time(sec): 143.17296242713928
Item: 1328, Location ID: leiAoR_Ib_ZTLwlw7_qpUg_37.754409_-122.392873, lat:37.754409, long:-122.392873, alt112, time(sec): 129.1678490638733
Item: 1329, Location ID: eIMvV9jUAZRCrseKmj2OUg_37.761522_-122.394532, lat:37.761522, long:-122.394532, alt150, time(sec): 154.1693296432495
Item: 1330, Location ID: 9DcA2H81EiTaY2TVLHmDwg_37.790396_-122.402240, lat:37.790396, long:-122.40224, alt158, time(sec): 312.1592547893524
Item: 1331, Location ID: KREvu8RlRb3no9Vp-JwMXw_37.781172_-122.400200, lat:37.781172, long:-122.4002, alt111, time(sec): 231.15658736228943
Item: 1332, Location ID: B4oRn0qm5aE-ROJoyFUQRg_37.749905_-122.413881, lat:37.749905, long:-122.413881, alt116, time(sec): 204.16713666915894
Item: 1333, Location ID: 7WiN32fqPv2IOPuqJwrREg_37.741879_-122.442874, lat:37.741879, long:-122.442874, alt206, time(sec): 194.1586480140686
Item: 1334, Location ID: PCmzxE_1ZZcTgG9ApkXMsg_37.739752_-122.416479, lat:37.739752, long:-122.416479, alt173, time(sec): 282.19260692596436
Item: 1335, Location ID: 09xNRHIqqURWVpM2q4E2qQ_37.740464_-122.406981, lat:37.740464, long:-122.406981, alt109, time(sec): 208.1895990371704
Item: 1336, Location ID: dafeBCXwCnzrp1kjWsW-rg_37.741667_-122.438902, lat:37.741667, long:-122.438902, alt286, time(sec): 345.1846981048584
Item: 1337, Location ID: DeYryMba04gS39xg6GU37Q_37.775916_-122.412044, lat:37.775916, long:-122.412044, alt113, time(sec): 370.1941137313843
Item: 1338, Location ID: G8vMPRBWe9H5wQBUNYkvJQ_37.771151_-122.442114, lat:37.771151, long:-122.442114, alt182, time(sec): 351.1808886528015
Item: 1339, Location ID: U6Kn0PplAjm5ZZSpUinxrw_37.762842_-122.439571, lat:37.762842, long:-122.439571, alt179, time(sec): 119.16880226135254
Item: 1340, Location ID: QJ7l289Pv-2cd2aVSXcdBw_37.788081_-122.417687, lat:37.788081, long:-122.417687, alt161, time(sec): 116.18223834037781
Item: 1341, Location ID: v0baWckGdZCIqNWEE9SnoA_37.757109_-122.417733, lat:37.757109, long:-122.417733, alt120, time(sec): 144.2122883796692
Item: 1342, Location ID: 66hx1y33Mk81QfEc8OGZTg_37.790158_-122.445666, lat:37.790158, long:-122.445666, alt200, time(sec): 250.16870212554932
Item: 1343, Location ID: 1ex5CAwdi2JgR511vRoxkA_37.761480_-122.425650, lat:37.76148, long:-122.42565, alt120, time(sec): 222.1620111465454
Item: 1344, Location ID: 0cyQBcuQWP1pVeUhz81Usw_37.780998_-122.413572, lat:37.780998, long:-122.413572, alt125, time(sec): 415.18483114242554
Item: 1345, Location ID: LfiK8XiiMbpH0--ADdTHrw_37.744226_-122.412397, lat:37.744226, long:-122.412397, alt157, time(sec): 370.187379360199
Item: 1346, Location ID: ZhaWYLFa72__-javqyoJFw_37.749940_-122.421731, lat:37.74994, long:-122.421731, alt132, time(sec): 383.1832478046417
Item: 1347, Location ID: nL1CG56RHLdlRY4pDdZOlg_37.758093_-122.439979, lat:37.758093, long:-122.439979, alt186, time(sec): 402.1873619556427
Item: 1348, Location ID: O55WJYcnZv8Twwrmjc2J9Q_37.751705_-122.446286, lat:37.751705, long:-122.446286, alt331, time(sec): 595.2130954265594
Item: 1349, Location ID: pif3qTDFPp6CTrcx0EmgfA_37.750359_-122.389556, lat:37.750359, long:-122.389556, alt102, time(sec): 468.190313577652
Item: 1350, Location ID: YMqBYAdEf3SOTW2GKtVZHw_37.788361_-122.405156, lat:37.788361, long:-122.405156, alt131, time(sec): 247.17534184455872
Item: 1351, Location ID: QITGJIvPi4AKoFYA0XTPog_37.782610_-122.423065, lat:37.78261, long:-122.423065, alt152, time(sec): 122.20199370384216
Item: 1352, Location ID: I-LRia5ySH0_MQxkH4a1Ig_37.767240_-122.419905, lat:37.76724, long:-122.419905, alt114, time(sec): 153.19714951515198
Item: 1353, Location ID: VT0l7jq_dTDSwOysHGSZBw_37.765064_-122.432127, lat:37.765064, long:-122.432127, alt143, time(sec): 194.1811547279358
Item: 1354, Location ID: MrEZ3xJcRhvD293FpOXZfA_37.774511_-122.415860, lat:37.774511, long:-122.41586, alt116, time(sec): 325.17577171325684
Item: 1355, Location ID: ZMm2nxdJsKu8AfORj-5-_A_37.760371_-122.448863, lat:37.760371, long:-122.448863, alt233, time(sec): 311.1787655353546
Item: 1356, Location ID: Oo6QzFLGz0RH99dpnJZGSw_37.769441_-122.420931, lat:37.769441, long:-122.420931, alt115, time(sec): 350.18051838874817
Item: 1357, Location ID: zP7vIHSwgPNBaMtFmMiZmA_37.761350_-122.427804, lat:37.76135, long:-122.427804, alt118, time(sec): 334.18144059181213
Item: 1358, Location ID: oHYpuLvww4qH3vFNBe__CQ_37.785265_-122.400771, lat:37.785265, long:-122.400771, alt116, time(sec): 774.2355449199677
Item: 1359, Location ID: up5UqCXHx_8P4slaYP2S2A_37.751896_-122.410906, lat:37.751896, long:-122.410906, alt116, time(sec): 451.19273352622986
Item: 1360, Location ID: wQwBJzbOFtyQbjF3MYN5hg_37.758883_-122.449745, lat:37.758883, long:-122.449745, alt283, time(sec): 514.2003881931305
Item: 1361, Location ID: ULZj9JOhOV2M7vfI68_Nig_37.785768_-122.436012, lat:37.785768, long:-122.436012, alt148, time(sec): 85.20005297660828
Item: 1362, Location ID: ebruHzoebo0HUh3Aoec2tg_37.738255_-122.412360, lat:37.738255, long:-122.41236, alt153, time(sec): 79.22551226615906
Item: 1363, Location ID: g2--uPmnss4B7-cPe5_Snw_37.787229_-122.424425, lat:37.787229, long:-122.424425, alt171, time(sec): 89.18254733085632
Item: 1364, Location ID: oo-6EAptXOsxql2ifVbVqg_37.767010_-122.403790, lat:37.76701, long:-122.40379, alt105, time(sec): 81.18521928787231
Item: 1365, Location ID: TsXZoog1nLZ90Y6herf2TA_37.765017_-122.434098, lat:37.765017, long:-122.434098, alt150, time(sec): 81.20556998252869
Item: 1366, Location ID: Yz0ZeW-0QUS1iKa1doLcVw_37.742039_-122.428716, lat:37.742039, long:-122.428716, alt150, time(sec): 80.19972443580627
Item: 1367, Location ID: CuMfjaPSzys26qdNxgSPkw_37.783676_-122.437403, lat:37.783676, long:-122.437403, alt146, time(sec): 87.21072006225586
Item: 1368, Location ID: nDV6GtjMXc3O2NqbEUtE-w_37.767123_-122.406975, lat:37.767123, long:-122.406975, alt116, time(sec): 82.21087980270386
Item: 1369, Location ID: i5Ss98a9Tn9SWxsqOw8Q9A_37.753976_-122.427706, lat:37.753976, long:-122.427706, alt163, time(sec): 85.2017469406128
Item: 1370, Location ID: IGNpzIWeL5NYKLLWkd8J7A_37.788145_-122.447479, lat:37.788145, long:-122.447479, alt188, time(sec): 92.18830561637878
Item: 1371, Location ID: ddd8Ye7_Yrj5R3yETyFcpw_37.787010_-122.402159, lat:37.78701, long:-122.402159, alt116, time(sec): 114.17795634269714
Item: 1372, Location ID: oJNcvmDRUa52j_8XEM_A2w_37.753275_-122.441436, lat:37.753275, long:-122.441436, alt233, time(sec): 85.1975314617157
Item: 1373, Location ID: MwfSCJlp0p1Vb9wXCnqpGA_37.774725_-122.412453, lat:37.774725, long:-122.412453, alt116, time(sec): 90.19688320159912
Item: 1374, Location ID: mbF0YkuN4OEZphscLCQVbA_37.767691_-122.447331, lat:37.767691, long:-122.447331, alt209, time(sec): 90.19174766540527
Item: 1375, Location ID: OJ2EbomgDwugDIQm14Kiaw_37.762943_-122.445105, lat:37.762943, long:-122.445105, alt261, time(sec): 89.19137382507324
Item: 1376, Location ID: ZBTG1_my3xi34ACkhE3DBA_37.771136_-122.420218, lat:37.771136, long:-122.420218, alt121, time(sec): 85.1960699558258
Item: 1377, Location ID: Zww3fhN3fbuRZCHVazXVwA_37.780825_-122.433891, lat:37.780825, long:-122.433891, alt137, time(sec): 84.2007508277893
Item: 1378, Location ID: RjspCFA_yQskSSeTsiOq5g_37.780826_-122.430562, lat:37.780826, long:-122.430562, alt136, time(sec): 79.20811057090759
Item: 1379, Location ID: TBGbBCLT_FVAkP_XrqN0fQ_37.747213_-122.440726, lat:37.747213, long:-122.440726, alt279, time(sec): 87.19402575492859
Item: 1380, Location ID: krci5WyNtL_E50XwlXDogw_37.761744_-122.442420, lat:37.761744, long:-122.44242, alt192, time(sec): 78.20027279853821
Item: 1381, Location ID: WWAMgpTG4B9MIDdgqP99bg_37.774798_-122.407194, lat:37.774798, long:-122.407194, alt106, time(sec): 86.21012854576111
Item: 1382, Location ID: O84v2f--VyUdtLhBuo9ASQ_37.778190_-122.409638, lat:37.77819, long:-122.409638, alt109, time(sec): 86.20684170722961
Item: 1383, Location ID: qjOjKSkLxwwHZxdsjPyF9Q_37.775362_-122.390027, lat:37.775362, long:-122.390027, alt106, time(sec): 90.19759368896484
Item: 1384, Location ID: 0NEDFc5PF5v10m886_JOPA_37.768432_-122.430185, lat:37.768432, long:-122.430185, alt137, time(sec): 82.2147479057312
Item: 1385, Location ID: efQuyjz44Z7kI1Dmfq2l9A_37.787270_-122.448549, lat:37.78727, long:-122.448549, alt185, time(sec): 90.19291234016418
Item: 1386, Location ID: bHpRn8SekcF8uHIZ_Myquw_37.756937_-122.414554, lat:37.756937, long:-122.414554, alt116, time(sec): 81.20796084403992
Item: 1387, Location ID: jTL6vfiBXxmlqz3F90_jiQ_37.738032_-122.428106, lat:37.738032, long:-122.428106, alt200, time(sec): 88.20069813728333
Item: 1388, Location ID: k7owIPkQjDj5MjL_xbwghg_37.743843_-122.393379, lat:37.743843, long:-122.393379, alt101, time(sec): 80.19313597679138
Item: 1389, Location ID: UhtK1S19AjyvAKZKD0YflA_37.756877_-122.398892, lat:37.756877, long:-122.398892, alt193, time(sec): 93.19412899017334
Item: 1390, Location ID: -KM6BZOcYdl4MNWHmeMfWw_37.777908_-122.421491, lat:37.777908, long:-122.421491, alt127, time(sec): 86.20031428337097
Item: 1391, Location ID: Fz1KF0uk2VpGjx_B0sUd2Q_37.748725_-122.423812, lat:37.748725, long:-122.423812, alt145, time(sec): 83.19581151008606
Item: 1392, Location ID: R_tCnUs7Qf-XgB9asQk7RA_37.754808_-122.449890, lat:37.754808, long:-122.44989, alt324, time(sec): 102.17414736747742
Item: 1393, Location ID: E2Axakob7TfzbdnFszrbyg_37.755375_-122.433120, lat:37.755375, long:-122.43312, alt200, time(sec): 88.19631838798523
Item: 1394, Location ID: 2yddRsr1swTlejxNvGtqiw_37.783834_-122.408382, lat:37.783834, long:-122.408382, alt118, time(sec): 96.18860816955566
Item: 1395, Location ID: 7n_lBBwFvDGzXBV4mB3F7Q_37.737620_-122.423134, lat:37.73762, long:-122.423134, alt165, time(sec): 86.20083713531494
Item: 1396, Location ID: KySJGnK69oJwg9UmTDDJ2Q_37.739604_-122.414626, lat:37.739604, long:-122.414626, alt174, time(sec): 85.19912242889404
Item: 1397, Location ID: WGIEaGTvdCxoyDVeggtuQg_37.789767_-122.404549, lat:37.789767, long:-122.404549, alt136, time(sec): 111.18994855880737
Item: 1398, Location ID: YPWbK93lvzU4pXRNTqmC_A_37.750422_-122.422054, lat:37.750422, long:-122.422054, alt136, time(sec): 83.18431949615479
Item: 1399, Location ID: KpgIICN1zoWM0QzG07RzPg_37.751363_-122.433295, lat:37.751363, long:-122.433295, alt160, time(sec): 79.19416379928589
Item: 1400, Location ID: vOfuL2YCnPq5EVI4Ow3YWw_37.766681_-122.415496, lat:37.766681, long:-122.415496, alt107, time(sec): 83.21332383155823
Item: 1401, Location ID: fmqoYqBxgmF18kGCbfhyCQ_37.742009_-122.408834, lat:37.742009, long:-122.408834, alt163, time(sec): 82.19692659378052
Item: 1402, Location ID: DT8aFXCMJTeo7NoKk9EF1w_37.763406_-122.445341, lat:37.763406, long:-122.445341, alt262, time(sec): 91.20214438438416
Item: 1403, Location ID: Lj1WBU4eOrsJHwkVdVkLvQ_37.755157_-122.413261, lat:37.755157, long:-122.413261, alt112, time(sec): 85.20428490638733
Item: 1404, Location ID: Z5sFbRp3AWkRNlxcWl8S9A_37.771207_-122.437710, lat:37.771207, long:-122.43771, alt170, time(sec): 91.20417189598083
Item: 1405, Location ID: kiqzbf5GnrqThb-v1MU03w_37.782316_-122.403886, lat:37.782316, long:-122.403886, alt109, time(sec): 99.20812511444092
Item: 1406, Location ID: 6VvuZMyaBiQa8Ur-A7oEDw_37.755417_-122.419079, lat:37.755417, long:-122.419079, alt125, time(sec): 86.18936252593994
Item: 1407, Location ID: pY9apyL-CB9EaYXZek0-OQ_37.780752_-122.410103, lat:37.780752, long:-122.410103, alt117, time(sec): 95.20681953430176
Item: 1408, Location ID: ZfJULgBZRjeZlDj_P5LpBw_37.767076_-122.440642, lat:37.767076, long:-122.440642, alt248, time(sec): 106.21576404571533
Item: 1409, Location ID: SEIbvu2E54iIBzKj2WgilQ_37.790377_-122.408897, lat:37.790377, long:-122.408897, alt160, time(sec): 118.20691299438477
Item: 1410, Location ID: ifoU4wHskMVDzY51UIWS2Q_37.748084_-122.401245, lat:37.748084, long:-122.401245, alt104, time(sec): 82.2104287147522
Item: 1411, Location ID: F50UqaHQ-BXOMP7hp0MoRw_37.782940_-122.415755, lat:37.78294, long:-122.415755, alt131, time(sec): 100.19599986076355
Item: 1412, Location ID: wLjCdjmUoW18nH042D46Yw_37.787305_-122.423822, lat:37.787305, long:-122.423822, alt169, time(sec): 96.21131587028503
Item: 1413, Location ID: Jr-igvWEI24sbu68hLW8jw_37.769118_-122.434435, lat:37.769118, long:-122.434435, alt160, time(sec): 90.20769834518433
Item: 1414, Location ID: GWQUXJN6_O011BEbvlJf6w_37.762903_-122.416203, lat:37.762903, long:-122.416203, alt104, time(sec): 88.2067973613739
Item: 1415, Location ID: 7ohEghHg0EkrYV1xGWcpjg_37.757516_-122.404801, lat:37.757516, long:-122.404801, alt133, time(sec): 91.20190620422363
Item: 1416, Location ID: PsP0AE7OZ5RQS2h9YBKM0A_37.772281_-122.442347, lat:37.772281, long:-122.442347, alt176, time(sec): 91.21165490150452
Item: 1417, Location ID: ipdgCw80HpCBNcYByeAAXg_37.781048_-122.415440, lat:37.781048, long:-122.41544, alt131, time(sec): 102.21682834625244
Item: 1418, Location ID: 3AVUAlb56kWBMs3FckKbmw_37.740287_-122.439785, lat:37.740287, long:-122.439785, alt241, time(sec): 105.18895387649536
Item: 1419, Location ID: taZFgkuTSRJk3UX0bQ_xkQ_37.766762_-122.431917, lat:37.766762, long:-122.431917, alt140, time(sec): 90.19660067558289
Item: 1420, Location ID: VPB8N-Tr9rTAUmWE95jMeA_37.763247_-122.449141, lat:37.763247, long:-122.449141, alt201, time(sec): 88.21805810928345
Item: 1421, Location ID: 7uEmRmxOGlhE6B7VXGKZng_37.789241_-122.400285, lat:37.789241, long:-122.400285, alt114, time(sec): 129.21571350097656
Item: 1422, Location ID: ct0cIhFSHlZN9IWpdqXFRg_37.741512_-122.407625, lat:37.741512, long:-122.407625, alt135, time(sec): 86.21739053726196
Item: 1423, Location ID: Pi9yjQSetJji2tHWvEJI6A_37.764479_-122.410423, lat:37.764479, long:-122.410423, alt118, time(sec): 89.21495175361633
Item: 1424, Location ID: kNJy6tvqtqXoVFAylDo96g_37.747095_-122.424054, lat:37.747095, long:-122.424054, alt133, time(sec): 85.195876121521
Item: 1425, Location ID: sMhzEWd7TfEVEAw7xW3tww_37.754642_-122.443159, lat:37.754642, long:-122.443159, alt267, time(sec): 93.1884753704071
Item: 1426, Location ID: kMpP7QiPKqLU4V-YhfghXg_37.754112_-122.444103, lat:37.754112, long:-122.444103, alt285, time(sec): 81.20366621017456
Item: 1427, Location ID: 6dOISgiZfOPDIrmrDnE-ng_37.763721_-122.442005, lat:37.763721, long:-122.442005, alt218, time(sec): 96.21572494506836
Item: 1428, Location ID: Gf0wn2rLlMY7HO6994hdlw_37.749718_-122.449718, lat:37.749718, long:-122.449718, alt344, time(sec): 99.20358443260193
Item: 1429, Location ID: FKisIS8e2S6wb341JZLf-w_37.764917_-122.422620, lat:37.764917, long:-122.42262, alt119, time(sec): 90.20556569099426
Item: 1430, Location ID: PNgAVNpFPVk5-GTX4QHqGQ_37.754705_-122.426607, lat:37.754705, long:-122.426607, alt149, time(sec): 93.21045136451721
Item: 1431, Location ID: YOF0SoH-YMC9lXpindhmsA_37.740051_-122.437474, lat:37.740051, long:-122.437474, alt283, time(sec): 97.188551902771
Item: 1432, Location ID: vyyprQ6VRyGc7AWhpxt8FQ_37.758218_-122.415752, lat:37.758218, long:-122.415752, alt117, time(sec): 89.19889569282532
Item: 1433, Location ID: QQwSX99riP-5UoppsLVSlA_37.738842_-122.401121, lat:37.738842, long:-122.401121, alt107, time(sec): 84.19829511642456
Item: 1434, Location ID: nn4PQ_RJJH14St70JUrVEQ_37.789123_-122.405572, lat:37.789123, long:-122.405572, alt137, time(sec): 113.21128034591675
Item: 1435, Location ID: d9xQhu_R1AieIJiCA_SYhg_37.770107_-122.420615, lat:37.770107, long:-122.420615, alt114, time(sec): 92.21319842338562
Item: 1436, Location ID: lvx4-wJoB-87sr1riJ3xBw_37.764165_-122.406395, lat:37.764165, long:-122.406395, alt128, time(sec): 90.22612261772156
Item: 1437, Location ID: B0Q1NG6o4ZRn_NTWIHQxUA_37.769192_-122.430245, lat:37.769192, long:-122.430245, alt139, time(sec): 89.19423770904541
Item: 1438, Location ID: FzYV72ne7V5eubt7ZRZBhw_37.780418_-122.399651, lat:37.780418, long:-122.399651, alt109, time(sec): 94.19856882095337
Item: 1439, Location ID: xN20rQ28D1w_7VEVZNFrZg_37.749327_-122.448976, lat:37.749327, long:-122.448976, alt344, time(sec): 98.21033525466919
Item: 1440, Location ID: fh6HJq7i2nU0-cSK5YNpxw_37.742235_-122.443479, lat:37.742235, long:-122.443479, alt221, time(sec): 85.17198133468628
Item: 1441, Location ID: 8cOrghR_wsN4PHy_e1vweA_37.784410_-122.433849, lat:37.78441, long:-122.433849, alt142, time(sec): 99.21057939529419
Item: 1442, Location ID: XW5z5IrVgM_KwAi7qX_7fg_37.758911_-122.442973, lat:37.758911, long:-122.442973, alt185, time(sec): 109.1940381526947
Item: 1443, Location ID: nwdFXq7C5diL2IxeXrVRkA_37.770848_-122.393605, lat:37.770848, long:-122.393605, alt103, time(sec): 182.21313452720642
Item: 1444, Location ID: yzzdDkzesPZ0OFQKWFmOkA_37.775691_-122.428783, lat:37.775691, long:-122.428783, alt143, time(sec): 229.19898438453674
Item: 1445, Location ID: tRvbx568CaOOJrC04nEgrA_37.750288_-122.414464, lat:37.750288, long:-122.414464, alt118, time(sec): 243.19272232055664
Item: 1446, Location ID: St5TceL-uWWjmi1p6GB0uQ_37.742655_-122.394679, lat:37.742655, long:-122.394679, alt101, time(sec): 266.20585799217224
Item: 1447, Location ID: CvXf7iIH5mlFClIkX5ztZg_37.765703_-122.392354, lat:37.765703, long:-122.392354, alt106, time(sec): 381.21216917037964
Item: 1448, Location ID: RgEqfplNnpT8DhzBpiBo9Q_37.742150_-122.434831, lat:37.74215, long:-122.434831, alt231, time(sec): 453.19955134391785
Item: 1449, Location ID: hQ2PhD_FwVm_oLVqSLUDcw_37.783655_-122.418732, lat:37.783655, long:-122.418732, alt136, time(sec): 557.2089419364929
Item: 1450, Location ID: T4EzaGLngh89l62VpAKuSg_37.780744_-122.407958, lat:37.780744, long:-122.407958, alt113, time(sec): 669.243311882019
Item: 1451, Location ID: qyzoXOnRdGqfL5Eu_4g5UA_37.777246_-122.390791, lat:37.777246, long:-122.390791, alt109, time(sec): 403.2088725566864
Item: 1452, Location ID: TKS-RfHRQju9kKnlYxHmHw_37.752908_-122.449254, lat:37.752908, long:-122.449254, alt312, time(sec): 128.22403979301453
Item: 1453, Location ID: isIjtlVlRBjBfBD0Br0fvQ_37.760408_-122.411873, lat:37.760408, long:-122.411873, alt108, time(sec): 138.21790766716003
Item: 1454, Location ID: dsa5JWuF3Ryo28guiuzqwQ_37.759098_-122.398198, lat:37.759098, long:-122.398198, alt166, time(sec): 218.22025609016418
Item: 1455, Location ID: r2gt6an27EAU-irUkVHm0A_37.741179_-122.438598, lat:37.741179, long:-122.438598, alt283, time(sec): 310.1867048740387
Item: 1456, Location ID: b8wTV2kkKcurdyP271oouA_37.746713_-122.418579, lat:37.746713, long:-122.418579, alt124, time(sec): 266.2114140987396
Item: 1457, Location ID: MRl4DT3gIHpk-gm8sk6eUw_37.758181_-122.449990, lat:37.758181, long:-122.44999, alt305, time(sec): 453.2179114818573
Item: 1458, Location ID: U-rIlHSEEKhxvgoj7BfGDQ_37.750711_-122.396383, lat:37.750711, long:-122.396383, alt109, time(sec): 332.17816615104675
Item: 1459, Location ID: RQNEw_hkdLu6S3o_uEZxQQ_37.742686_-122.430237, lat:37.742686, long:-122.430237, alt152, time(sec): 357.19521260261536
Item: 1460, Location ID: F8L2UOL2pomkR5BwQsO3cQ_37.785717_-122.413856, lat:37.785717, long:-122.413856, alt143, time(sec): 648.2253935337067
Item: 1461, Location ID: ALmveqB2JTW1ypjuPGo56w_37.757651_-122.393583, lat:37.757651, long:-122.393583, alt113, time(sec): 435.19554448127747
Item: 1462, Location ID: WbyTU4fd8KQ6jDpk1q8lqw_37.783316_-122.440326, lat:37.783316, long:-122.440326, alt162, time(sec): 317.1838517189026
Item: 1463, Location ID: 7qJNDpdvs809hvb5386cmg_37.756450_-122.439629, lat:37.75645, long:-122.439629, alt221, time(sec): 87.19546103477478
Item: 1464, Location ID: Szk4Ck5iBzKtvfr1NfidNQ_37.781261_-122.441171, lat:37.781261, long:-122.441171, alt172, time(sec): 88.19589805603027
Item: 1465, Location ID: -oNjTDvCGk_SmEpoEDaPag_37.765245_-122.427674, lat:37.765245, long:-122.427674, alt129, time(sec): 84.20945739746094
Item: 1466, Location ID: AzFTmBCttcvseCbkhfqlmA_37.751736_-122.412408, lat:37.751736, long:-122.412408, alt114, time(sec): 83.20866823196411
Item: 1467, Location ID: rcvzr-TumoNsf0d7mCdKKA_37.782453_-122.428186, lat:37.782453, long:-122.428186, alt141, time(sec): 86.19945430755615
Item: 1468, Location ID: cBIvWiOVZfj5NfZsEtFShg_37.784489_-122.397640, lat:37.784489, long:-122.39764, alt119, time(sec): 106.20882439613342
Item: 1469, Location ID: GaVoT0vCbH4toes1LF9SBQ_37.788406_-122.437547, lat:37.788406, long:-122.437547, alt161, time(sec): 86.20659470558167
Item: 1470, Location ID: WIZnyAcMN_jneM5beOxGAw_37.756815_-122.449306, lat:37.756815, long:-122.449306, alt345, time(sec): 104.20527219772339
Item: 1471, Location ID: xtqpB1_dfqiusC1UIYOXBA_37.742769_-122.397988, lat:37.742769, long:-122.397988, alt104, time(sec): 80.19338512420654
Item: 1472, Location ID: u-Yjy-2idpA1heP2qRaClw_37.777327_-122.427243, lat:37.777327, long:-122.427243, alt126, time(sec): 88.21054124832153
Item: 1473, Location ID: -SZSh5UZeiYIZ3qEziRBxg_37.774550_-122.414212, lat:37.77455, long:-122.414212, alt119, time(sec): 97.20547914505005
Item: 1474, Location ID: ktl10rXQm_8cgNCtKYlF-Q_37.783223_-122.412437, lat:37.783223, long:-122.412437, alt122, time(sec): 95.21009922027588
Item: 1475, Location ID: Ch_koEeVeSSWIDFKS7dyyQ_37.765008_-122.428682, lat:37.765008, long:-122.428682, alt132, time(sec): 86.20343017578125
