ExpID: 1760859078
Start Location: 518
Number of Location: 300
StartTime: 2025-10-19 03:31:18.865733

Item: 518, Location ID: JDVcuBAFUrHOHKa_Ov4siA_37.769646_-122.442476, lat:37.769646, long:-122.442476, alt201, time(sec): 92.68133616447449
Item: 545, Location ID: hzjmp6MV4RVJP6TO1C7MUA_37.772655_-122.448918, lat:37.772655, long:-122.448918, alt177, time(sec): 74.58827948570251
Item: 546, Location ID: YStfxHPnPXET69Vrt6yxDw_37.781730_-122.444490, lat:37.78173, long:-122.44449, alt188, time(sec): 76.59353137016296
Item: 547, Location ID: b-zY8InSk3aHIpbx0bPrnA_37.769184_-122.433269, lat:37.769184, long:-122.433269, alt150, time(sec): 77.587322473526
Item: 548, Location ID: aRsm3NXqlJWaSJFmE-FkAg_37.764941_-122.390743, lat:37.764941, long:-122.390743, alt105, time(sec): 80.5855405330658
Item: 549, Location ID: GcwRXu7RajUzc_oe0o5fIQ_37.750431_-122.427360, lat:37.750431, long:-122.42736, alt150, time(sec): 74.58117485046387
Item: 550, Location ID: o6ifnjq6k_PIyl9cmvVRSg_37.745011_-122.390385, lat:37.745011, long:-122.390385, alt100, time(sec): 68.5999436378479
Item: 551, Location ID: f807ChQuVDB8Fyt2PHrWyQ_37.784368_-122.417768, lat:37.784368, long:-122.417768, alt136, time(sec): 80.57654237747192
Item: 552, Location ID: K7k7HY2SpeVOCTbbsGIwmw_37.760403_-122.422324, lat:37.760403, long:-122.422324, alt119, time(sec): 74.59961652755737
Item: 553, Location ID: A35WmwunfHYGIbK6XUubQg_37.757340_-122.413856, lat:37.75734, long:-122.413856, alt114, time(sec): 74.58568811416626
Item: 554, Location ID: Ce_sW4dko-tJypKWM3WUGQ_37.790277_-122.400120, lat:37.790277, long:-122.40012, alt106, time(sec): 110.55463027954102
Item: 555, Location ID: MJlVLUZG5dk6T7h4fgmjuw_37.787293_-122.408822, lat:37.787293, long:-122.408822, alt139, time(sec): 88.56948018074036
Item: 556, Location ID: jLqkOVsf2X8o4w4jkST3ag_37.756004_-122.418798, lat:37.756004, long:-122.418798, alt122, time(sec): 73.60881638526917
Item: 557, Location ID: O1yWBQAiX2jZZIMLphdSNA_37.781767_-122.429882, lat:37.781767, long:-122.429882, alt134, time(sec): 76.58655953407288
Item: 558, Location ID: IzsQhIquSLP-fpUU8zkKHg_37.747963_-122.449379, lat:37.747963, long:-122.449379, alt319, time(sec): 80.59792470932007
Item: 559, Location ID: dpokRiwsdgGvsRv1W35TWw_37.744276_-122.403118, lat:37.744276, long:-122.403118, alt100, time(sec): 69.59288549423218
Item: 560, Location ID: QNpowV1TPj4FnYcT0fwz4w_37.788109_-122.445535, lat:37.788109, long:-122.445535, alt180, time(sec): 56.59155082702637
Item: 561, Location ID: 5lwfzDU2JJ72AvMWwwUqew_37.787937_-122.413420, lat:37.787937, long:-122.41342, alt159, time(sec): 50.61862301826477
Item: 562, Location ID: iQXrCd9yrGfrM-KEaLHVQw_37.765103_-122.446817, lat:37.765103, long:-122.446817, alt216, time(sec): 50.61585259437561
Item: 563, Location ID: RhtFcINbdekXa3VZGU7dyg_37.747440_-122.404576, lat:37.74744, long:-122.404576, alt122, time(sec): 50.609763383865356
Item: 564, Location ID: JdWN8GfZt2d6JiWwXitlZw_37.758754_-122.417438, lat:37.758754, long:-122.417438, alt116, time(sec): 50.630335092544556
Item: 565, Location ID: oLn_7H-s9bQlYI7RRaM0fA_37.777926_-122.408214, lat:37.777926, long:-122.408214, alt108, time(sec): 50.598103284835815
Item: 566, Location ID: xK5hl4qpIVGyZDmtpDkujQ_37.766193_-122.400518, lat:37.766193, long:-122.400518, alt104, time(sec): 50.608054637908936
Item: 567, Location ID: 6TBXZvf5Suo6QRMuydXRkg_37.745141_-122.429762, lat:37.745141, long:-122.429762, alt164, time(sec): 50.61272215843201
Item: 568, Location ID: sTzP9ia3yxwHUnVhE4vAWw_37.773730_-122.391474, lat:37.77373, long:-122.391474, alt106, time(sec): 50.604063510894775
Item: 569, Location ID: bS62hGZGBhbW5L1UZ894Xg_37.763982_-122.440100, lat:37.763982, long:-122.4401, alt205, time(sec): 50.61321973800659
Item: 570, Location ID: X1axnNdSSVPula2JITyM6A_37.766513_-122.450136, lat:37.766513, long:-122.450136, alt194, time(sec): 50.61266779899597
Item: 571, Location ID: ZObJYg4dz99t1tZVBof9fQ_37.755226_-122.395339, lat:37.755226, long:-122.395339, alt160, time(sec): 50.621745109558105
Item: 572, Location ID: JTie2MQO3wEA5XfjBVEu_g_37.755279_-122.434467, lat:37.755279, long:-122.434467, alt203, time(sec): 50.61470055580139
Item: 573, Location ID: ZNsQQWuXpXp8Lo7__eMllg_37.782719_-122.430074, lat:37.782719, long:-122.430074, alt140, time(sec): 50.60988688468933
Item: 574, Location ID: l_okWxLITjotTARa5eHPhQ_37.788456_-122.414886, lat:37.788456, long:-122.414886, alt169, time(sec): 50.608049154281616
Item: 575, Location ID: 23eoI9OTrjMCAD2AOVhm_w_37.766922_-122.389786, lat:37.766922, long:-122.389786, alt102, time(sec): 50.60154914855957
Item: 576, Location ID: TAsKCctJMjZLQOqHcEwCeQ_37.757513_-122.424463, lat:37.757513, long:-122.424463, alt146, time(sec): 50.61295294761658
Item: 577, Location ID: x1KaBZCb_kYllypqGh2zMQ_37.748334_-122.401946, lat:37.748334, long:-122.401946, alt104, time(sec): 50.617475509643555
Item: 578, Location ID: p2qscEN8pL5vkqvRqLLHyA_37.752998_-122.449737, lat:37.752998, long:-122.449737, alt308, time(sec): 50.614582777023315
Item: 579, Location ID: qidDmecvrjxfU4SYzW5aIg_37.758131_-122.414667, lat:37.758131, long:-122.414667, alt115, time(sec): 50.61686825752258
Item: 580, Location ID: SOsE92QlPZd953UWGJWxrw_37.753694_-122.443190, lat:37.753694, long:-122.44319, alt264, time(sec): 50.608232736587524
Item: 581, Location ID: yUVbQ-5oyi0Kiwm17TpQrA_37.787386_-122.430758, lat:37.787386, long:-122.430758, alt163, time(sec): 50.61097598075867
Item: 582, Location ID: kh8SjqbixE5KLSkWyhx5gA_37.746502_-122.412534, lat:37.746502, long:-122.412534, alt128, time(sec): 50.61995840072632
Item: 583, Location ID: oFXu4OfDRVJTkUg9lNRQqA_37.737879_-122.445667, lat:37.737879, long:-122.445667, alt284, time(sec): 50.60728931427002
Item: 584, Location ID: j-8rK9aA2DhaNN0vTuzPTg_37.771800_-122.393400, lat:37.7718, long:-122.3934, alt104, time(sec): 50.62066864967346
Item: 585, Location ID: FBFkvwSz_Q8Yf-fYf7APHw_37.768002_-122.394221, lat:37.768002, long:-122.394221, alt103, time(sec): 50.60920977592468
Item: 586, Location ID: sj02wUAMHAsO5OxQlbozCw_37.744367_-122.446087, lat:37.744367, long:-122.446087, alt237, time(sec): 50.62066054344177
Item: 587, Location ID: bnWpTwKOzWdeqTWBxOkvcw_37.765761_-122.429929, lat:37.765761, long:-122.429929, alt135, time(sec): 50.59800601005554
Item: 588, Location ID: rTlh9l3awQ2MvcFJfDGVDQ_37.740090_-122.420579, lat:37.74009, long:-122.420579, alt158, time(sec): 50.60260820388794
Item: 589, Location ID: Nyp0qjeVPGMm532WG1A3TA_37.748681_-122.424398, lat:37.748681, long:-122.424398, alt151, time(sec): 50.621177434921265
Item: 590, Location ID: 4ZJrVNYI3tGExUInKsrpNQ_37.766383_-122.390845, lat:37.766383, long:-122.390845, alt102, time(sec): 50.625754594802856
Item: 591, Location ID: 0_YpZyrdoS6mkqbqeSYilA_37.736988_-122.397879, lat:37.736988, long:-122.397879, alt118, time(sec): 50.615774631500244
Item: 592, Location ID: FIF5AJ8zGwl8J9QzXk-08A_37.772218_-122.438955, lat:37.772218, long:-122.438955, alt176, time(sec): 50.61801600456238
Item: 593, Location ID: im4XaLeVxBsIE-arC6TwGw_37.768393_-122.407262, lat:37.768393, long:-122.407262, alt107, time(sec): 50.61595344543457
Item: 594, Location ID: tkgEryHAxSSnfc8v8FSRTQ_37.746419_-122.424749, lat:37.746419, long:-122.424749, alt133, time(sec): 50.62626528739929
Item: 595, Location ID: KDY6bT_nROrSs7Tk1RcAzA_37.775421_-122.412701, lat:37.775421, long:-122.412701, alt114, time(sec): 50.62361788749695
Item: 596, Location ID: M5Jv8phhgfgz5KE9ClmnnA_37.757532_-122.407771, lat:37.757532, long:-122.407771, alt116, time(sec): 50.636873722076416
Item: 597, Location ID: 3b0Igm_YKORmP9KNLniRFg_37.763452_-122.411273, lat:37.763452, long:-122.411273, alt115, time(sec): 50.61554932594299
Item: 598, Location ID: Xid9ny9TSWY5LT8OFPVTSA_37.737038_-122.429377, lat:37.737038, long:-122.429377, alt200, time(sec): 50.625362157821655
Item: 599, Location ID: 9cxr8n0xglkJ32bNed1yfA_37.751131_-122.440679, lat:37.751131, long:-122.440679, alt206, time(sec): 50.610642194747925
Item: 600, Location ID: sSMtwigZUifPA-gtaUHJQA_37.772174_-122.418009, lat:37.772174, long:-122.418009, alt113, time(sec): 50.61073637008667
Item: 601, Location ID: OnNT12DVFRZCl6kv0I_tNQ_37.752205_-122.409100, lat:37.752205, long:-122.4091, alt116, time(sec): 50.616862773895264
Item: 602, Location ID: M7YYbfK9ecd7ZL-BLuLaOw_37.737324_-122.400126, lat:37.737324, long:-122.400126, alt120, time(sec): 50.63460898399353
Item: 603, Location ID: JbwRNH6j-kRBAP95GnB3sA_37.748036_-122.390304, lat:37.748036, long:-122.390304, alt100, time(sec): 50.60472083091736
Item: 604, Location ID: FmTZ2TMgVxJTNvJqVJTeEw_37.761231_-122.397562, lat:37.761231, long:-122.397562, alt138, time(sec): 50.61470699310303
Item: 605, Location ID: _9yw4ugarXHDY4IshNFKeA_37.778931_-122.429668, lat:37.778931, long:-122.429668, alt133, time(sec): 50.60065174102783
Item: 606, Location ID: URvSJAdCAXXct40q3Rngyg_37.790341_-122.449141, lat:37.790341, long:-122.449141, alt187, time(sec): 50.619250535964966
Item: 607, Location ID: f3N_ZRUNqtMzR5xtqUN9Bg_37.739957_-122.421441, lat:37.739957, long:-122.421441, alt158, time(sec): 50.61102533340454
Item: 608, Location ID: BLWVZXEZKQbJkZe0UDNFWA_37.780069_-122.445974, lat:37.780069, long:-122.445974, alt196, time(sec): 50.60938620567322
Item: 609, Location ID: iDTsOrKawEeloWHzaJp5fg_37.762160_-122.441103, lat:37.76216, long:-122.441103, alt187, time(sec): 50.61241340637207
Item: 610, Location ID: WA_OfWerjZzJy6MouNasvg_37.756012_-122.436457, lat:37.756012, long:-122.436457, alt208, time(sec): 50.61125040054321
Item: 611, Location ID: -EvoO_t-eM3rj0c3AIfG9w_37.765725_-122.413217, lat:37.765725, long:-122.413217, alt111, time(sec): 50.60320973396301
Item: 612, Location ID: en0RstMSviXAx9Dc6_3yOw_37.750703_-122.430611, lat:37.750703, long:-122.430611, alt152, time(sec): 50.59695625305176
Item: 613, Location ID: 1leQq6QrQEf2TLxkxyoTsA_37.777578_-122.436621, lat:37.777578, long:-122.436621, alt168, time(sec): 50.62424850463867
Item: 614, Location ID: _Lf9X5_1BymTJHevsC04qw_37.748025_-122.421831, lat:37.748025, long:-122.421831, alt125, time(sec): 50.619038105010986
Item: 615, Location ID: -kHLVGtoxpVtShtn81TI4w_37.737311_-122.421976, lat:37.737311, long:-122.421976, alt175, time(sec): 50.60586619377136
Item: 616, Location ID: N00tOFB635PiHyqeOj-O9A_37.789004_-122.447644, lat:37.789004, long:-122.447644, alt198, time(sec): 50.62001061439514
Item: 617, Location ID: Qokb8181CrSOuPRIda9oKQ_37.764083_-122.410398, lat:37.764083, long:-122.410398, alt116, time(sec): 50.619081020355225
Item: 618, Location ID: BcPL2DRbC0GMkZxvzOvBEA_37.749286_-122.427783, lat:37.749286, long:-122.427783, alt146, time(sec): 50.60704207420349
Item: 619, Location ID: TVqwbSB1ci2NJ9j11gJ_VA_37.789473_-122.439019, lat:37.789473, long:-122.439019, alt172, time(sec): 50.60904908180237
Item: 620, Location ID: UHxaSCZOJFyaVMZDWDfWjQ_37.738325_-122.440088, lat:37.738325, long:-122.440088, alt206, time(sec): 50.61113929748535
Item: 621, Location ID: roUY7WyKIHfmhOkWyICk8Q_37.777909_-122.412587, lat:37.777909, long:-122.412587, alt113, time(sec): 50.63084077835083
Item: 622, Location ID: Vv_xLEsJ36NBkQy5DLHvQA_37.775331_-122.408590, lat:37.775331, long:-122.40859, alt107, time(sec): 50.619383335113525
Item: 623, Location ID: akBPariHOE0pMrmYJ5OasA_37.760965_-122.447121, lat:37.760965, long:-122.447121, alt240, time(sec): 50.62927865982056
Item: 624, Location ID: naXw_Y6LNmgJjkHrlxHp6g_37.788565_-122.447104, lat:37.788565, long:-122.447104, alt190, time(sec): 50.61863708496094
Item: 625, Location ID: cg4WEDV56CMvJ8UmPHmbYg_37.764719_-122.444637, lat:37.764719, long:-122.444637, alt245, time(sec): 50.60733485221863
Item: 626, Location ID: rqGi5SyxFu7us6ip3y2vhw_37.763632_-122.400916, lat:37.763632, long:-122.400916, alt111, time(sec): 50.610204219818115
Item: 627, Location ID: 20Z2iNb7w4HuMJHt4ySYdg_37.741502_-122.394120, lat:37.741502, long:-122.39412, alt101, time(sec): 50.61464810371399
Item: 628, Location ID: 7if33SHI7WUTyLzVRp_g6A_37.738296_-122.392687, lat:37.738296, long:-122.392687, alt108, time(sec): 50.61997365951538
Item: 629, Location ID: snUg2tBnf03oqc9S4rBiDA_37.742715_-122.429775, lat:37.742715, long:-122.429775, alt149, time(sec): 50.6128306388855
Item: 630, Location ID: tOzBKOIpovRrFQbkjoPZZQ_37.754344_-122.408352, lat:37.754344, long:-122.408352, alt119, time(sec): 50.61168193817139
Item: 631, Location ID: B4JBegrzVoFTQXgWS-AAyQ_37.750566_-122.390492, lat:37.750566, long:-122.390492, alt104, time(sec): 50.61291432380676
Item: 632, Location ID: ijqkHsSXnetb7Cw-czwsBw_37.763252_-122.395636, lat:37.763252, long:-122.395636, alt123, time(sec): 50.629003047943115
Item: 633, Location ID: fk62ecnKYlpko_8ESda5_A_37.748650_-122.413748, lat:37.74865, long:-122.413748, alt116, time(sec): 50.61473631858826
Item: 634, Location ID: OhU2D6LK0EMt5nvQHpxd3g_37.779165_-122.390711, lat:37.779165, long:-122.390711, alt113, time(sec): 50.61652326583862
Item: 635, Location ID: lzWUSLVOH2UQN7NHFkzpQA_37.765272_-122.440331, lat:37.765272, long:-122.440331, alt222, time(sec): 50.61305594444275
Item: 636, Location ID: DSAZ7Nb8jpUbf0XscvrXdw_37.767052_-122.408423, lat:37.767052, long:-122.408423, alt122, time(sec): 50.6098952293396
Item: 637, Location ID: EXEIZbhyXM9svmv02nCKsw_37.766184_-122.413023, lat:37.766184, long:-122.413023, alt107, time(sec): 50.601078510284424
Item: 638, Location ID: 3EPPRtFfv-FyQrJyYjTtoQ_37.782111_-122.394241, lat:37.782111, long:-122.394241, alt112, time(sec): 50.607234954833984
Item: 639, Location ID: Sl9fMPdcbc9ESEXRqCEl6A_37.790080_-122.409310, lat:37.79008, long:-122.40931, alt159, time(sec): 50.608023166656494
Item: 640, Location ID: tZ9RMT60_0x9JUBsRZFjMQ_37.777832_-122.412137, lat:37.777832, long:-122.412137, alt113, time(sec): 50.62337517738342
Item: 641, Location ID: pF_nXOl_BYsSP1rsViQ7Xg_37.782608_-122.406399, lat:37.782608, long:-122.406399, alt115, time(sec): 50.61517405509949
Item: 642, Location ID: k_PA_t-Xo5XWsMZ79og96g_37.749883_-122.394938, lat:37.749883, long:-122.394938, alt105, time(sec): 50.610376834869385
Item: 643, Location ID: oNhjESuMVMd4DSRgn3MUFA_37.750562_-122.394633, lat:37.750562, long:-122.394633, alt107, time(sec): 50.62480187416077
Item: 644, Location ID: 8p3ZrCWX36jSrHnxtp5ZbQ_37.751500_-122.405218, lat:37.7515, long:-122.405218, alt114, time(sec): 50.613720655441284
Item: 645, Location ID: ZToki1mVwsoSr0Yx0UwisA_37.789488_-122.448995, lat:37.789488, long:-122.448995, alt191, time(sec): 50.59933376312256
Item: 646, Location ID: ataQVRXJ-AtcQ7rEHDfcTw_37.778323_-122.440229, lat:37.778323, long:-122.440229, alt181, time(sec): 50.62890696525574
Item: 647, Location ID: p7KotYY7ukS-sGKqgkO3_g_37.740929_-122.448174, lat:37.740929, long:-122.448174, alt276, time(sec): 50.613950967788696
Item: 648, Location ID: 6HpKxpGJXeyx-T7KsUxcdg_37.788857_-122.444012, lat:37.788857, long:-122.444012, alt176, time(sec): 50.62694787979126
Item: 649, Location ID: J_TibGneBcIZfOP9AGVlXg_37.755713_-122.414434, lat:37.755713, long:-122.414434, alt118, time(sec): 50.604986906051636
Item: 650, Location ID: WbJ6tojsA556Is_8HLzUaw_37.767238_-122.415550, lat:37.767238, long:-122.41555, alt114, time(sec): 50.6055326461792
Item: 651, Location ID: XTC-sAO9fGFZFIU0kFoQxg_37.769705_-122.389774, lat:37.769705, long:-122.389774, alt100, time(sec): 50.61637568473816
Item: 652, Location ID: Bjl3ZutII0NOEeJYzn2DNQ_37.781739_-122.440884, lat:37.781739, long:-122.440884, alt170, time(sec): 50.62398600578308
Item: 653, Location ID: 2yan1gIK7yx4Sigm3JwHlg_37.741748_-122.422643, lat:37.741748, long:-122.422643, alt135, time(sec): 50.627044677734375
Item: 654, Location ID: W6XvUnB8_ScxpFds2NKKPw_37.747917_-122.437047, lat:37.747917, long:-122.437047, alt212, time(sec): 50.62463188171387
Item: 655, Location ID: TiiJ4WFNk5KivZEPxtxAvQ_37.745164_-122.442007, lat:37.745164, long:-122.442007, alt285, time(sec): 50.605074882507324
Item: 656, Location ID: 1IT_a1F9bV2qw2b221738g_37.772246_-122.393119, lat:37.772246, long:-122.393119, alt103, time(sec): 50.61304044723511
Item: 657, Location ID: JYnYgILZWyeiC8nzPRKT4A_37.788914_-122.425460, lat:37.788914, long:-122.42546, alt184, time(sec): 50.623193979263306
Item: 658, Location ID: IZ0lDNq4w8uWPBf1q9e4Og_37.767894_-122.402858, lat:37.767894, long:-122.402858, alt110, time(sec): 50.615774631500244
Item: 659, Location ID: bNL5Xp11TcJuCU7NjmaBfQ_37.785510_-122.419102, lat:37.78551, long:-122.419102, alt142, time(sec): 50.601343870162964
Item: 660, Location ID: RzT7bDWHeVZ4PbRy-8JtXw_37.739603_-122.420565, lat:37.739603, long:-122.420565, alt168, time(sec): 50.62266826629639
Item: 661, Location ID: Sq_Vu-CCC-Q9bspfEj-4Uw_37.744731_-122.423322, lat:37.744731, long:-122.423322, alt130, time(sec): 50.60932803153992
Item: 662, Location ID: asLtr2FrEyJvNDaKzmYRpg_37.782004_-122.404283, lat:37.782004, long:-122.404283, alt114, time(sec): 50.619760036468506
Item: 663, Location ID: 1U-JBfAuTslPopvrF8w2pg_37.759286_-122.417000, lat:37.759286, long:-122.417, alt114, time(sec): 50.61874985694885
Item: 664, Location ID: qj3q7W09wvU-eSFvE_Vklg_37.789199_-122.420089, lat:37.789199, long:-122.420089, alt150, time(sec): 50.612934827804565
Item: 665, Location ID: GoUATYjYVxVosgYDHelRog_37.782890_-122.409564, lat:37.78289, long:-122.409564, alt117, time(sec): 50.61502647399902
Item: 666, Location ID: O86zsm63r-dNQVi27hSTHQ_37.775419_-122.442072, lat:37.775419, long:-122.442072, alt170, time(sec): 50.62342619895935
Item: 667, Location ID: ujnafVh08vpClsTuIo0AGw_37.748283_-122.448497, lat:37.748283, long:-122.448497, alt315, time(sec): 50.600099086761475
Item: 668, Location ID: dUoQUGA0I3bl_3ESa7JlIw_37.739621_-122.439223, lat:37.739621, long:-122.439223, alt247, time(sec): 50.620335817337036
Item: 669, Location ID: jg0P8iFO5GDgU7Q9D8cLGQ_37.777719_-122.448760, lat:37.777719, long:-122.44876, alt193, time(sec): 50.61694049835205
Item: 670, Location ID: _A5pgbWJu9CdU_Z2PRBicQ_37.760055_-122.401171, lat:37.760055, long:-122.401171, alt162, time(sec): 50.59206247329712
Item: 671, Location ID: 8Kc4B0WcoOqFhBse0ir6GQ_37.741235_-122.418819, lat:37.741235, long:-122.418819, alt166, time(sec): 50.61107683181763
Item: 672, Location ID: d200-0PJeBkwMLkqP--4xQ_37.779069_-122.390341, lat:37.779069, long:-122.390341, alt109, time(sec): 50.62352538108826
Item: 673, Location ID: pz79nxfD1V-kDW_RGU5d3Q_37.751298_-122.407446, lat:37.751298, long:-122.407446, alt115, time(sec): 50.613895654678345
Item: 674, Location ID: 19eE1famSXGJK3tLoyNmkA_37.743439_-122.430939, lat:37.743439, long:-122.430939, alt163, time(sec): 50.62268924713135
Item: 675, Location ID: 3R8QIkLqwUvkgSqT3byfhg_37.753009_-122.447861, lat:37.753009, long:-122.447861, alt348, time(sec): 50.60128593444824
Item: 676, Location ID: H0guETL8qFhPdQ8eGdGVbQ_37.776696_-122.436441, lat:37.776696, long:-122.436441, alt175, time(sec): 50.617840051651
Item: 677, Location ID: jXrLnLIFXHRJ4C0ONFE3gA_37.742688_-122.439766, lat:37.742688, long:-122.439766, alt274, time(sec): 50.61244201660156
Item: 678, Location ID: 4mPyXvKIdDEtkiG5FF4zaA_37.781332_-122.425781, lat:37.781332, long:-122.425781, alt137, time(sec): 50.60292410850525
Item: 679, Location ID: 5o85DZoWu8kSnekFG6uhXQ_37.785969_-122.419180, lat:37.785969, long:-122.41918, alt144, time(sec): 50.61047101020813
Item: 680, Location ID: F5EaeAd2NjJLz9UQIspyWg_37.762711_-122.441888, lat:37.762711, long:-122.441888, alt216, time(sec): 50.60197424888611
Item: 681, Location ID: aS9k0GKvQX19tPNXN87agw_37.760965_-122.392331, lat:37.760965, long:-122.392331, alt122, time(sec): 50.60615062713623
Item: 682, Location ID: 92hkIsppwYxOA_PRRLZHTA_37.762979_-122.390771, lat:37.762979, long:-122.390771, alt109, time(sec): 50.60963678359985
Item: 683, Location ID: d-97wf3X8wKzqHR03m3drw_37.781561_-122.402865, lat:37.781561, long:-122.402865, alt121, time(sec): 50.60880637168884
Item: 684, Location ID: DKFIfn0SvQ5ZQP0A_kcoWg_37.771656_-122.408961, lat:37.771656, long:-122.408961, alt107, time(sec): 50.620110273361206
Item: 685, Location ID: KsZOskzNY7j9Qjk-eRU3rg_37.745940_-122.414302, lat:37.74594, long:-122.414302, alt144, time(sec): 50.60513091087341
Item: 686, Location ID: LEkURQKzd0bsvHxPQ3uOhA_37.780827_-122.403794, lat:37.780827, long:-122.403794, alt113, time(sec): 50.631476163864136
Item: 687, Location ID: nuDLHENPEJ9Fig-uncvWog_37.755974_-122.409899, lat:37.755974, long:-122.409899, alt113, time(sec): 50.6065092086792
Item: 688, Location ID: dAqiv0OKK9NPQYOIanyIbA_37.755250_-122.412211, lat:37.75525, long:-122.412211, alt114, time(sec): 50.6147575378418
Item: 689, Location ID: 68dAAQnLiuitU-4rDHKC-A_37.778070_-122.414380, lat:37.77807, long:-122.41438, alt123, time(sec): 50.60955762863159
Item: 690, Location ID: iEaGRfHNsC6aj1pfIXC_zw_37.756866_-122.406160, lat:37.756866, long:-122.40616, alt123, time(sec): 50.61570620536804
Item: 691, Location ID: nml1FyUtBbNkMFltkA11Tg_37.756444_-122.431800, lat:37.756444, long:-122.4318, alt208, time(sec): 50.607696294784546
Item: 692, Location ID: QL02_KTOLZOlmY3IeD7B0A_37.769941_-122.433404, lat:37.769941, long:-122.433404, alt152, time(sec): 50.61510229110718
Item: 693, Location ID: ZBHYI2odCKy9bPbWkNTQug_37.751191_-122.420641, lat:37.751191, long:-122.420641, alt130, time(sec): 50.62680506706238
