ExpID: 1764322801
Start Location: 1550
Number of Location: 300
StartTime: 2025-11-28 04:40:01.325260

Item: 1550, Location ID: kg6ZXp2TR4uyqjaTiSQw0A_37.789594_-122.403784, lat:37.789594, long:-122.403784, alt149, time(sec): 135.56363105773926
Item: 1570, Location ID: Um7PRkeek2DbFwlsSziDIQ_37.771185_-122.437027, lat:37.771185, long:-122.437027, alt164, time(sec): 79.41377377510071
Item: 1571, Location ID: DtHPGN3xNhUzBY0OARksvA_37.746370_-122.416810, lat:37.74637, long:-122.41681, alt136, time(sec): 76.42177248001099
Item: 1572, Location ID: 1XoxdcIED6KHNmCJhbHY9A_37.747512_-122.430459, lat:37.747512, long:-122.430459, alt164, time(sec): 75.4229793548584
Item: 1573, Location ID: 6VWCESJzjKWQSpdTLQcJpg_37.782445_-122.448413, lat:37.782445, long:-122.448413, alt184, time(sec): 78.39654898643494
Item: 1574, Location ID: iNRL7ECHHVgG_NyQ_miNBg_37.744255_-122.397434, lat:37.744255, long:-122.397434, alt101, time(sec): 72.41626214981079
Item: 1575, Location ID: uoYzYK_u7gT9XZogDXus5g_37.746457_-122.420133, lat:37.746457, long:-122.420133, alt124, time(sec): 73.4155924320221
Item: 1576, Location ID: BdE3aIxVc2TcQulsctpqcg_37.741108_-122.402955, lat:37.741108, long:-122.402955, alt105, time(sec): 69.42769503593445
Item: 1577, Location ID: vLHM0Oc762tp-uoDjk90UQ_37.758743_-122.448528, lat:37.758743, long:-122.448528, alt280, time(sec): 77.42684721946716
Item: 1578, Location ID: O5t6N9HkvlHnqu10YVhuNw_37.786219_-122.439602, lat:37.786219, long:-122.439602, alt151, time(sec): 77.42074680328369
Item: 1579, Location ID: cdCFRF00SI3Rjk4b144K9Q_37.779939_-122.399270, lat:37.779939, long:-122.39927, alt105, time(sec): 81.40761923789978
Item: 1580, Location ID: a7Rz89VH3cyMLg7YJkwMhg_37.771795_-122.394310, lat:37.771795, long:-122.39431, alt102, time(sec): 79.40472984313965
Item: 1581, Location ID: XhsLaBy4pBbvn6JMvsEEpg_37.760312_-122.431309, lat:37.760312, long:-122.431309, alt137, time(sec): 77.4071409702301
Item: 1582, Location ID: X0H60Np24HZPbu9PDOP3cQ_37.740424_-122.437123, lat:37.740424, long:-122.437123, alt288, time(sec): 83.42311477661133
Item: 1583, Location ID: AV6jufUFJuEM8Pzc4kNGOA_37.756237_-122.423877, lat:37.756237, long:-122.423877, alt148, time(sec): 76.41404294967651
Item: 1584, Location ID: Ie07GF8d6mXMqz1--6AFQQ_37.753695_-122.412062, lat:37.753695, long:-122.412062, alt117, time(sec): 76.41798400878906
Item: 1585, Location ID: VhOzK9RiRlFjbiARPKhjWA_37.766180_-122.421518, lat:37.76618, long:-122.421518, alt113, time(sec): 77.41781854629517
Item: 1586, Location ID: uvGXKSx4siR2oZmNwynqpQ_37.767749_-122.446505, lat:37.767749, long:-122.446505, alt208, time(sec): 81.4284245967865
Item: 1587, Location ID: JkfAmNviL4z4Bwlhn7QorQ_37.737779_-122.430789, lat:37.737779, long:-122.430789, alt228, time(sec): 83.4143979549408
Item: 1588, Location ID: RLEeE702fn28KFxLMBUqBw_37.742305_-122.407150, lat:37.742305, long:-122.40715, alt125, time(sec): 74.40921545028687
Item: 1589, Location ID: 10KXptfxqoDSwBAOW_Z2dQ_37.747938_-122.436699, lat:37.747938, long:-122.436699, alt212, time(sec): 78.4196081161499
Item: 1590, Location ID: hU_Cxkw8-UQNksuqCZt92A_37.758264_-122.442745, lat:37.758264, long:-122.442745, alt202, time(sec): 75.41347360610962
Item: 1591, Location ID: gkPWsr_GK_N2pgA2EBAhNw_37.749133_-122.442983, lat:37.749133, long:-122.442983, alt259, time(sec): 77.40212225914001
Item: 1592, Location ID: fdnOxjeusArWlTqvmhQnzw_37.789275_-122.399430, lat:37.789275, long:-122.39943, alt111, time(sec): 100.38550233840942
Item: 1593, Location ID: DrXPbLBkXZzj_5qat85Pig_37.759025_-122.440945, lat:37.759025, long:-122.440945, alt183, time(sec): 74.40611600875854
Item: 1594, Location ID: 7742O8Hon0HgT9BJfDenBw_37.774621_-122.422132, lat:37.774621, long:-122.422132, alt119, time(sec): 81.42246747016907
Item: 1595, Location ID: Ynqc4_69rszufKL8YU5TgQ_37.758867_-122.393251, lat:37.758867, long:-122.393251, alt128, time(sec): 78.43002390861511
Item: 1596, Location ID: w8BOv6xZHpvhXP12-s76WA_37.753707_-122.447952, lat:37.753707, long:-122.447952, alt344, time(sec): 91.41646099090576
Item: 1597, Location ID: 7f_lzuoxyecX7x2o6ivKFQ_37.752191_-122.449396, lat:37.752191, long:-122.449396, alt317, time(sec): 85.4028251171112
Item: 1598, Location ID: Wox0334RLvT6lxbq0U_6TQ_37.781045_-122.428020, lat:37.781045, long:-122.42802, alt131, time(sec): 78.4176926612854
Item: 1599, Location ID: 4EnEQH1kOt0Ec6-_HJC2fQ_37.760824_-122.419256, lat:37.760824, long:-122.419256, alt115, time(sec): 77.41420269012451
Item: 1600, Location ID: hEZTJmX1fwT600hYlBiDPQ_37.753042_-122.391669, lat:37.753042, long:-122.391669, alt109, time(sec): 77.41779637336731
Item: 1601, Location ID: tdK5aKJ74nD0ovfSkCZFkw_37.784664_-122.431875, lat:37.784664, long:-122.431875, alt146, time(sec): 78.42861104011536
Item: 1602, Location ID: q4pnyiELKMHrwPVtWufMlQ_37.746840_-122.449943, lat:37.74684, long:-122.449943, alt302, time(sec): 82.41670846939087
Item: 1603, Location ID: 8hL694VscCYfqCFZAe-GQg_37.764798_-122.406457, lat:37.764798, long:-122.406457, alt122, time(sec): 80.42975902557373
Item: 1604, Location ID: Q4bej2b7GRdLcqG5jm19fw_37.763228_-122.443945, lat:37.763228, long:-122.443945, alt241, time(sec): 83.40733027458191
Item: 1605, Location ID: HGj5NCQUhCF_qDPMkmJWHg_37.767328_-122.395873, lat:37.767328, long:-122.395873, alt108, time(sec): 81.4047110080719
Item: 1606, Location ID: HOitVRJN8eFfX9sAo0Kmpg_37.742917_-122.403311, lat:37.742917, long:-122.403311, alt101, time(sec): 76.41020703315735
Item: 1607, Location ID: H9_WjV6kqu5XAw3VUd_MQQ_37.744544_-122.417292, lat:37.744544, long:-122.417292, alt162, time(sec): 107.39185118675232
Item: 1608, Location ID: 8t8sfZX7ld0mkIJCFtDQJg_37.754044_-122.403505, lat:37.754044, long:-122.403505, alt127, time(sec): 143.39444875717163
Item: 1609, Location ID: qmX8bF0Ic4Zqr7nX2UmccA_37.780346_-122.425642, lat:37.780346, long:-122.425642, alt133, time(sec): 191.37804627418518
Item: 1610, Location ID: BKCoU2gjvxE8qQbmG4QlcA_37.783382_-122.424703, lat:37.783382, long:-122.424703, alt162, time(sec): 273.37888860702515
Item: 1611, Location ID: 7XctDuSBvBopk2z6P3GFOg_37.783818_-122.417627, lat:37.783818, long:-122.417627, alt132, time(sec): 350.4063127040863
Item: 1612, Location ID: v1JIfTezYCDOtIjyb7TPFw_37.785929_-122.398264, lat:37.785929, long:-122.398264, alt114, time(sec): 603.4086055755615
Item: 1613, Location ID: oZQ9lslGpNWNb2H4BVVFAA_37.744870_-122.419641, lat:37.74487, long:-122.419641, alt133, time(sec): 381.385089635849
Item: 1614, Location ID: whlrVWJBaz4MUJkeRGrQPQ_37.765567_-122.420556, lat:37.765567, long:-122.420556, alt116, time(sec): 472.41768288612366
Item: 1615, Location ID: yvOw8P6j-Fi9dBENME4XYw_37.773330_-122.417281, lat:37.77333, long:-122.417281, alt114, time(sec): 626.4190144538879
Item: 1616, Location ID: 9JqRz0eGXZwOJQZQkdL5xw_37.775874_-122.424514, lat:37.775874, long:-122.424514, alt125, time(sec): 338.3859062194824
Item: 1617, Location ID: 6pHMNF-y_CeEGjW7vktxHQ_37.747636_-122.447815, lat:37.747636, long:-122.447815, alt290, time(sec): 89.40088963508606
Item: 1618, Location ID: OYvoa9sacfqlbL-_vAcwSA_37.770545_-122.428441, lat:37.770545, long:-122.428441, alt141, time(sec): 110.42354822158813
Item: 1619, Location ID: l78w1CYjvxHYme6pCkCncQ_37.749412_-122.417629, lat:37.749412, long:-122.417629, alt120, time(sec): 138.39331007003784
Item: 1620, Location ID: yjKcUJY5LKQb-syWe6z1gA_37.769539_-122.426300, lat:37.769539, long:-122.4263, alt138, time(sec): 190.37220740318298
Item: 1621, Location ID: xOdyrQkJaY1m4-sLqwjOyg_37.766604_-122.406619, lat:37.766604, long:-122.406619, alt112, time(sec): 242.39028763771057
Item: 1622, Location ID: xY8ZbBk1FyBVBuT_iJOCBA_37.742447_-122.409401, lat:37.742447, long:-122.409401, alt173, time(sec): 279.3760299682617
Item: 1623, Location ID: aVACw7SFr8FSyvETDPPiNQ_37.767855_-122.390395, lat:37.767855, long:-122.390395, alt100, time(sec): 404.3876051902771
Item: 1624, Location ID: QabPHLGCnXScpStpFfWcdw_37.766456_-122.409812, lat:37.766456, long:-122.409812, alt121, time(sec): 412.4140157699585
Item: 1625, Location ID: sQUuoEZ5knUDFqXCkQgHIA_37.766835_-122.395408, lat:37.766835, long:-122.395408, alt106, time(sec): 446.4156632423401
Item: 1626, Location ID: 6QS6e6sRzBsIg1Z5nMxB0A_37.746994_-122.425462, lat:37.746994, long:-122.425462, alt135, time(sec): 448.39500737190247
Item: 1627, Location ID: ys-aCtC4morMBtkiL66_qQ_37.751779_-122.400401, lat:37.751779, long:-122.400401, alt151, time(sec): 473.40453910827637
Item: 1628, Location ID: zgLZCpPoGYvECShOpeb4nA_37.759320_-122.430362, lat:37.75932, long:-122.430362, alt167, time(sec): 394.3876643180847
Item: 1629, Location ID: d-Gjoed3-DWrbI5gu4b0FQ_37.762650_-122.443939, lat:37.76265, long:-122.443939, alt235, time(sec): 94.40736818313599
Item: 1630, Location ID: gnajsJTX3BMhZCMb2dyMhw_37.742709_-122.445272, lat:37.742709, long:-122.445272, alt223, time(sec): 97.40325331687927
Item: 1631, Location ID: IjHegC42-3QHQOqySf3s4Q_37.750303_-122.437390, lat:37.750303, long:-122.43739, alt182, time(sec): 130.4056100845337
Item: 1632, Location ID: C6C0rUe3wpIQMgcYCrR02w_37.760046_-122.413102, lat:37.760046, long:-122.413102, alt108, time(sec): 182.39559412002563
Item: 1633, Location ID: gQM2IT9DdWn32CMOfdqVEg_37.754856_-122.444117, lat:37.754856, long:-122.444117, alt286, time(sec): 235.38959336280823
Item: 1634, Location ID: Q9dxkCS1q5t8ZobXg7sXYg_37.754455_-122.428836, lat:37.754455, long:-122.428836, alt184, time(sec): 304.400780916214
Item: 1635, Location ID: 9cTnTRjb5WO9qeX7TsBU8w_37.759354_-122.434169, lat:37.759354, long:-122.434169, alt144, time(sec): 269.3946249485016
Item: 1636, Location ID: 8xS8ZWmy086rKOpWju5R9g_37.771357_-122.436540, lat:37.771357, long:-122.43654, alt162, time(sec): 375.39550495147705
Item: 1637, Location ID: 72OX4aF5AnpjzyIil--eLQ_37.745634_-122.412446, lat:37.745634, long:-122.412446, alt130, time(sec): 360.39401721954346
Item: 1638, Location ID: rXA6HB5_7Y0AwbWK0rbXwA_37.738896_-122.429149, lat:37.738896, long:-122.429149, alt201, time(sec): 492.4083023071289
Item: 1639, Location ID: aanTLaQ5OjQRiG21cDDEwQ_37.764489_-122.441111, lat:37.764489, long:-122.441111, alt218, time(sec): 617.418699502945
Item: 1640, Location ID: Dn_x1UQ2pwatc-tc7zyFJw_37.739514_-122.437083, lat:37.739514, long:-122.437083, alt272, time(sec): 455.40947937965393
Item: 1641, Location ID: RDI8HpFUsTDBu-D234llug_37.760004_-122.413696, lat:37.760004, long:-122.413696, alt109, time(sec): 91.41331672668457
Item: 1642, Location ID: YJbSpbTgxX_6XKh0hIjDOA_37.774754_-122.436086, lat:37.774754, long:-122.436086, alt168, time(sec): 131.4073464870453
Item: 1643, Location ID: MHSe2_lEL5Wobw9RT6m7Ew_37.740774_-122.406902, lat:37.740774, long:-122.406902, alt108, time(sec): 133.3802764415741
Item: 1644, Location ID: L8NIQk4zplmWGRGknqKH-g_37.741400_-122.449786, lat:37.7414, long:-122.449786, alt285, time(sec): 212.38832116127014
Item: 1645, Location ID: Sek6UD7qBDkWG71UZSEmew_37.783333_-122.442926, lat:37.783333, long:-122.442926, alt164, time(sec): 248.36441016197205
Item: 1646, Location ID: P-QG0wJk9bxHD-y1lDF9yw_37.767380_-122.408807, lat:37.76738, long:-122.408807, alt121, time(sec): 307.382493019104
Item: 1647, Location ID: L9DdFpJTt3AfZSkAxrQj9w_37.790320_-122.402623, lat:37.79032, long:-122.402623, alt156, time(sec): 482.4042785167694
Item: 1648, Location ID: -CSITtV6vUtuskvAlsUQ-w_37.740244_-122.397040, lat:37.740244, long:-122.39704, alt104, time(sec): 350.4106864929199
Item: 1649, Location ID: m7KRB-QHfXpqIVwcB0PmcA_37.767816_-122.403864, lat:37.767816, long:-122.403864, alt107, time(sec): 442.4445888996124
Item: 1650, Location ID: sG4cOpU1Mjf-UTYejlFbBQ_37.752920_-122.413055, lat:37.75292, long:-122.413055, alt116, time(sec): 441.4257001876831
Item: 1651, Location ID: IyihV8ZcWIaJiSusP_m0kw_37.787860_-122.449790, lat:37.78786, long:-122.44979, alt196, time(sec): 620.4186403751373
Item: 1652, Location ID: 9Lw-riGPrd1hi9oTf1WfQw_37.790412_-122.391381, lat:37.790412, long:-122.391381, alt145, time(sec): 193.39978456497192
Item: 1653, Location ID: 9BgG1kPbW3tZIRYxYd4Itw_37.760710_-122.407020, lat:37.76071, long:-122.40702, alt127, time(sec): 116.40462565422058
Item: 1654, Location ID: altcMjGvMVFYuTzejIK4DQ_37.775873_-122.403442, lat:37.775873, long:-122.403442, alt104, time(sec): 162.4153916835785
Item: 1655, Location ID: FP_ocgv8YIOU8KV37AMk7A_37.770374_-122.444343, lat:37.770374, long:-122.444343, alt186, time(sec): 223.41879796981812
Item: 1656, Location ID: kgx4DKI1h4CM88FdAW0-ZA_37.742023_-122.446238, lat:37.742023, long:-122.446238, alt257, time(sec): 227.42306232452393
Item: 1657, Location ID: xHanZsLA1Uwrg-gXT5lQsw_37.773571_-122.419226, lat:37.773571, long:-122.419226, alt116, time(sec): 358.42305731773376
Item: 1658, Location ID: pNocKbaN6K32bMXD_HhqXg_37.742604_-122.447234, lat:37.742604, long:-122.447234, alt245, time(sec): 266.39223313331604
Item: 1659, Location ID: CPA2oHQhRz5xcan4DCx8yg_37.782881_-122.448166, lat:37.782881, long:-122.448166, alt192, time(sec): 405.4276933670044
Item: 1660, Location ID: yPHRS3UOfT2zrdDKjBTaqA_37.756589_-122.417794, lat:37.756589, long:-122.417794, alt122, time(sec): 417.41853761672974
Item: 1661, Location ID: fgOL6iMhATKu-5vERzFvYQ_37.749550_-122.416073, lat:37.74955, long:-122.416073, alt121, time(sec): 401.4448094367981
Item: 1662, Location ID: OH35ZobefgKeT3XclTY-bA_37.757658_-122.435676, lat:37.757658, long:-122.435676, alt169, time(sec): 484.4292731285095
Item: 1663, Location ID: SvIoR6W4G2KDBNdwG8yO8Q_37.780227_-122.434249, lat:37.780227, long:-122.434249, alt137, time(sec): 466.4135799407959
Item: 1664, Location ID: b89F1LDoADJdYM6TAz21tw_37.784268_-122.393897, lat:37.784268, long:-122.393897, alt122, time(sec): 118.41982984542847
Item: 1665, Location ID: CXCjfXzq-1DJxjgbCo-8Kw_37.756774_-122.449904, lat:37.756774, long:-122.449904, alt344, time(sec): 175.42306685447693
Item: 1666, Location ID: bI_c1QBvs-zffj42fZSgvQ_37.778601_-122.439455, lat:37.778601, long:-122.439455, alt179, time(sec): 209.41901230812073
Item: 1667, Location ID: x0ZAVwGLOJRfjxvTNz1Bzg_37.774833_-122.431439, lat:37.774833, long:-122.431439, alt170, time(sec): 262.4308350086212
Item: 1668, Location ID: 9Hh_T4dFBrzigBy0_55ITA_37.790447_-122.398455, lat:37.790447, long:-122.398455, alt104, time(sec): 586.4358439445496
Item: 1669, Location ID: FRYtWh4gUGXy1LgLudy2dw_37.764328_-122.442251, lat:37.764328, long:-122.442251, alt222, time(sec): 495.41858673095703
Item: 1670, Location ID: Xg-B6_Jj4lz6eQl6zmZGjQ_37.763507_-122.444616, lat:37.763507, long:-122.444616, alt257, time(sec): 417.4479308128357
Item: 1671, Location ID: pnYOljPeVIEyHipdOPASRw_37.737863_-122.404931, lat:37.737863, long:-122.404931, alt104, time(sec): 379.38628816604614
Item: 1672, Location ID: Q3-en8p6MbOXd9LsqSq4xw_37.764252_-122.392007, lat:37.764252, long:-122.392007, alt107, time(sec): 562.4312493801117
Item: 1673, Location ID: -B2C9gfkbJVtK50T1XJoFQ_37.782249_-122.418632, lat:37.782249, long:-122.418632, alt135, time(sec): 418.4016275405884
Item: 1674, Location ID: CqWHEctypKrTQkhOYeYPnw_37.770784_-122.441030, lat:37.770784, long:-122.44103, alt189, time(sec): 102.42513108253479
Item: 1675, Location ID: X-Q6ep1BIYRTzncxNaSWJQ_37.773285_-122.403466, lat:37.773285, long:-122.403466, alt106, time(sec): 101.41474652290344
Item: 1676, Location ID: q9kjG8lZg5ZHjd4vbL75ag_37.778808_-122.418374, lat:37.778808, long:-122.418374, alt124, time(sec): 108.41853332519531
Item: 1677, Location ID: LKCL8naNUEMeh6u8-UhlUw_37.790456_-122.436466, lat:37.790456, long:-122.436466, alt169, time(sec): 107.42358899116516
Item: 1678, Location ID: T_yQrn1k82MjuqfdPH_7Bw_37.749382_-122.413238, lat:37.749382, long:-122.413238, alt117, time(sec): 93.43003129959106
Item: 1679, Location ID: V44JxGkLhTIDqmvD_NNing_37.763097_-122.425582, lat:37.763097, long:-122.425582, alt121, time(sec): 96.41705012321472
Item: 1680, Location ID: jAgjz2fnfx3GPNGOQXJ7vQ_37.787995_-122.421823, lat:37.787995, long:-122.421823, alt158, time(sec): 106.42666697502136
Item: 1681, Location ID: CH3GjShEh7Nnu4c7Rffacg_37.766100_-122.442575, lat:37.7661, long:-122.442575, alt247, time(sec): 111.4094660282135
Item: 1682, Location ID: 19tLUVfEKK3w3C_gZPV9Ow_37.790268_-122.442633, lat:37.790268, long:-122.442633, alt182, time(sec): 105.41801857948303
Item: 1683, Location ID: iPsAl9M74VHOfxFFbB-D0w_37.782144_-122.444100, lat:37.782144, long:-122.4441, alt183, time(sec): 96.42415165901184
Item: 1684, Location ID: eXAYZUS2cFcuHWCnNezwCQ_37.770926_-122.448818, lat:37.770926, long:-122.448818, alt179, time(sec): 102.420077085495
Item: 1685, Location ID: pEuo9VW1pOjtwBhsopSdQA_37.755744_-122.394574, lat:37.755744, long:-122.394574, alt134, time(sec): 97.42188787460327
Item: 1686, Location ID: 8o1lGhwrL2uFhMSUrGPbqg_37.765052_-122.413226, lat:37.765052, long:-122.413226, alt111, time(sec): 108.41102409362793
Item: 1687, Location ID: O2oxS_UTAcQUWiGytXfrfA_37.776244_-122.449017, lat:37.776244, long:-122.449017, alt200, time(sec): 101.41446185112
Item: 1688, Location ID: 6Xm8aWtIIxpFB-0G8bdCYg_37.789836_-122.411202, lat:37.789836, long:-122.411202, alt166, time(sec): 128.42427277565002
Item: 1689, Location ID: KXB-ZpI4v1YvS-be2VnKKw_37.784195_-122.447388, lat:37.784195, long:-122.447388, alt190, time(sec): 95.41913366317749
Item: 1690, Location ID: pwU_FP-sPBZW6Jyu1FDRSQ_37.766704_-122.437413, lat:37.766704, long:-122.437413, alt189, time(sec): 97.40842294692993
Item: 1691, Location ID: bdLQ7VSZ9leZqcKEh9wZuA_37.756672_-122.409552, lat:37.756672, long:-122.409552, alt113, time(sec): 87.42937421798706
Item: 1692, Location ID: vwAmrnUU7nAcAMptEzT64w_37.747756_-122.440762, lat:37.747756, long:-122.440762, alt268, time(sec): 98.42310094833374
Item: 1693, Location ID: AEqRGh_qS3-_FedIY8guaA_37.770507_-122.392648, lat:37.770507, long:-122.392648, alt101, time(sec): 99.43343091011047
Item: 1694, Location ID: OGKU4uA5fuAs95wDefwNZA_37.736776_-122.447105, lat:37.736776, long:-122.447105, alt275, time(sec): 100.42443871498108
Item: 1695, Location ID: Do5ZzY0Qy9rS6HkJCIyQsQ_37.773262_-122.417654, lat:37.773262, long:-122.417654, alt115, time(sec): 104.41532588005066
Item: 1696, Location ID: Z5ozCAn-J_-cIAqlOLZnNg_37.746588_-122.438063, lat:37.746588, long:-122.438063, alt248, time(sec): 100.41221261024475
Item: 1697, Location ID: DJ9wcLvHyYeN83QzTgNgpw_37.740716_-122.447889, lat:37.740716, long:-122.447889, alt274, time(sec): 97.4206612110138
Item: 1698, Location ID: eZIq4jWDcOH1796SrwjKGg_37.780602_-122.391954, lat:37.780602, long:-122.391954, alt111, time(sec): 103.41549324989319
Item: 1699, Location ID: NKPjyBhHWDICe6MbxkSZdA_37.773619_-122.420067, lat:37.773619, long:-122.420067, alt118, time(sec): 101.40763640403748
Item: 1700, Location ID: 7vcJkLQoppOhaQ3R2OHvGg_37.763070_-122.409213, lat:37.76307, long:-122.409213, alt114, time(sec): 92.42233848571777
Item: 1701, Location ID: 1HqgraI5ITMuB7v7ToPNMA_37.781939_-122.408608, lat:37.781939, long:-122.408608, alt113, time(sec): 109.41973447799683
Item: 1702, Location ID: Bq1Rd__kG0k84l-H-HD-DQ_37.790388_-122.393739, lat:37.790388, long:-122.393739, alt137, time(sec): 126.42160725593567
Item: 1703, Location ID: 4ru-IT5KvTSfoP9h339org_37.754968_-122.392902, lat:37.754968, long:-122.392902, alt114, time(sec): 87.42269158363342
Item: 1704, Location ID: I7kUWO5_n5Nl1Oc1l6vaVg_37.786251_-122.441789, lat:37.786251, long:-122.441789, alt154, time(sec): 93.42226576805115
Item: 1705, Location ID: lrxHn8BmbcAQVMKFKYhLJA_37.782715_-122.424212, lat:37.782715, long:-122.424212, alt153, time(sec): 98.4097044467926
Item: 1706, Location ID: z9_M427kORFdboxR506dpA_37.763273_-122.406275, lat:37.763273, long:-122.406275, alt132, time(sec): 94.42495679855347
Item: 1707, Location ID: p-fvbvE1s3IA-nWpaqZxvw_37.778723_-122.396064, lat:37.778723, long:-122.396064, alt105, time(sec): 97.40979313850403
Item: 1708, Location ID: nxZtUGiylfDE113hLP2nuw_37.747467_-122.415707, lat:37.747467, long:-122.415707, alt121, time(sec): 88.43090152740479
Item: 1709, Location ID: SSQdS_P6G752Ub9iJO_oCA_37.752411_-122.421617, lat:37.752411, long:-122.421617, alt129, time(sec): 91.41931223869324
Item: 1710, Location ID: NrcpTLmMv-yL36G3z1OPiQ_37.765878_-122.423238, lat:37.765878, long:-122.423238, alt114, time(sec): 104.4241464138031
Item: 1711, Location ID: -LvuioQgRb0ZFRnXE_ykKA_37.749524_-122.422715, lat:37.749524, long:-122.422715, alt138, time(sec): 132.4173605442047
Item: 1712, Location ID: vXC9LfPK_HYYs5WZ-Bsi1Q_37.787895_-122.408270, lat:37.787895, long:-122.40827, alt140, time(sec): 290.4230327606201
Item: 1713, Location ID: NTiXeXxrH8kX75R8SiE8Pw_37.782095_-122.400025, lat:37.782095, long:-122.400025, alt112, time(sec): 326.419456243515
Item: 1714, Location ID: w8pAnhQe9H6j_bnCAzK6BA_37.756959_-122.445913, lat:37.756959, long:-122.445913, alt258, time(sec): 296.39457535743713
Item: 1715, Location ID: xXenXePPu6lYlqXmH9Hrow_37.738675_-122.416485, lat:37.738675, long:-122.416485, alt161, time(sec): 374.4151635169983
Item: 1716, Location ID: PpLbDfpK4brXUA8Ri-otNQ_37.772898_-122.410480, lat:37.772898, long:-122.41048, alt111, time(sec): 443.4198751449585
Item: 1717, Location ID: DN0jC8bbllhnxBaaziPbYQ_37.756113_-122.440116, lat:37.756113, long:-122.440116, alt231, time(sec): 448.41730189323425
Item: 1718, Location ID: P-msJxZHHx2CiEr_zUFhvg_37.786418_-122.391776, lat:37.786418, long:-122.391776, alt124, time(sec): 744.4555768966675
Item: 1719, Location ID: ADEnfVgkDeO2E1dR34objQ_37.755475_-122.418072, lat:37.755475, long:-122.418072, alt121, time(sec): 394.41234374046326
Item: 1720, Location ID: WvIsIcJx8ydBJut-u8MqFA_37.753119_-122.390849, lat:37.753119, long:-122.390849, alt110, time(sec): 85.42089867591858
Item: 1721, Location ID: 8L8cgucDe-yHA2h-p9c52Q_37.776682_-122.428335, lat:37.776682, long:-122.428335, alt136, time(sec): 88.40914702415466
Item: 1722, Location ID: qAaIa07puDNlfhpi394jdw_37.757282_-122.418913, lat:37.757282, long:-122.418913, alt122, time(sec): 88.40891981124878
