ExpID: 1764925782
Start Location: 1103
Number of Location: 500
StartTime: 2025-12-05 04:09:42.959074

Item: 1103, Location ID: p9PN5AqpspuvFuE8BDA-OQ_47.559780_-122.323340, lat:47.55978, long:-122.32334, alt104, time(sec): 62.56467080116272
Item: 1137, Location ID: 15GP8TUXzLnvEsTFb7gcqA_47.603498_-122.300210, lat:47.603498, long:-122.30021, alt199, time(sec): 75.3778645992279
Item: 1138, Location ID: IyXTDJSNtEof03YmjByOEQ_47.575608_-122.287728, lat:47.575608, long:-122.287728, alt130, time(sec): 70.39383602142334
Item: 1139, Location ID: tX8cmbCJlpr5If65LHwvpw_47.595729_-122.293385, lat:47.595729, long:-122.293385, alt190, time(sec): 75.40424799919128
Item: 1140, Location ID: aDOmFXPEiVY3AMaSGzMvBQ_47.601276_-122.305082, lat:47.601276, long:-122.305082, alt188, time(sec): 70.40146851539612
Item: 1141, Location ID: sTm0Ap9CpR_nmQ8oQuLlEQ_47.609561_-122.308252, lat:47.609561, long:-122.308252, alt222, time(sec): 75.3953149318695
Item: 1142, Location ID: 43wlIuk4a6Z8sp7nkAzRqA_47.600125_-122.303294, lat:47.600125, long:-122.303294, alt185, time(sec): 70.39292907714844
Item: 1143, Location ID: R1wqZXLpGEv7QBm7_bPF3g_47.605420_-122.310257, lat:47.60542, long:-122.310257, alt199, time(sec): 70.38248777389526
Item: 1144, Location ID: Mro31CmtnWSTm7x3i_foMw_47.560584_-122.323272, lat:47.560584, long:-122.323272, alt104, time(sec): 59.40598487854004
Item: 1145, Location ID: BB6Hms-e-dyc5JXidliYoA_47.590269_-122.331689, lat:47.590269, long:-122.331689, alt118, time(sec): 70.40971660614014
Item: 1146, Location ID: j5vH6Z9_UJ-Ef8Guc3gA_Q_47.585137_-122.291410, lat:47.585137, long:-122.29141, alt168, time(sec): 76.38949513435364
Item: 1147, Location ID: f5UXWMBU7tg3hrSE0-EEMA_47.604923_-122.332613, lat:47.604923, long:-122.332613, alt150, time(sec): 85.3615996837616
Item: 1148, Location ID: XiYvumy_gZw-xGm2s0oUZw_47.585733_-122.306882, lat:47.585733, long:-122.306882, alt127, time(sec): 64.3888783454895
Item: 1149, Location ID: HuQ5Zm5Q1V-4Pe2bJjo2qA_47.585699_-122.334513, lat:47.585699, long:-122.334513, alt103, time(sec): 64.4237413406372
Item: 1150, Location ID: O7a1ZoW8IzJSqLXc7hq5Qw_47.567265_-122.311057, lat:47.567265, long:-122.311057, alt193, time(sec): 70.41414880752563
Item: 1151, Location ID: Gb_EzsPmGmF19MX8bbTnIg_47.586972_-122.323577, lat:47.586972, long:-122.323577, alt106, time(sec): 62.40452790260315
Item: 1152, Location ID: ZpMgx7lbs70vK80HdLRmiQ_47.574633_-122.288828, lat:47.574633, long:-122.288828, alt122, time(sec): 67.40825939178467
Item: 1153, Location ID: 66YyzRGnXMZGxElbVMt8yQ_47.588743_-122.295992, lat:47.588743, long:-122.295992, alt144, time(sec): 69.37911868095398
Item: 1154, Location ID: o2sdCBPUB8LKBtSqqnyiEg_47.604009_-122.321394, lat:47.604009, long:-122.321394, alt206, time(sec): 78.39403772354126
Item: 1155, Location ID: XjUixz-fBZyKUIO0pgckLw_47.594149_-122.324217, lat:47.594149, long:-122.324217, alt112, time(sec): 65.3860411643982
Item: 1156, Location ID: vALZ5RvJCeAvZUe7LMTA2Q_47.577744_-122.316693, lat:47.577744, long:-122.316693, alt172, time(sec): 72.39849591255188
Item: 1157, Location ID: lQxWcXra3qObi_Ytmqh25g_47.577751_-122.321833, lat:47.577751, long:-122.321833, alt108, time(sec): 57.408952951431274
Item: 1158, Location ID: nQhUJtNjH2AyZqQBw1K6sg_47.610844_-122.331912, lat:47.610844, long:-122.331912, alt171, time(sec): 102.37961673736572
Item: 1159, Location ID: gkgRIeQjhNh7F9f3HZZ-Jw_47.599156_-122.315961, lat:47.599156, long:-122.315961, alt152, time(sec): 67.41141510009766
Item: 1160, Location ID: fYPfbY3KPfFCbVhe8S4JNQ_47.616976_-122.323465, lat:47.616976, long:-122.323465, alt191, time(sec): 75.38932776451111
Item: 1161, Location ID: a-hn5r8lE-vskWarG4zlIQ_47.576075_-122.288793, lat:47.576075, long:-122.288793, alt128, time(sec): 69.3795747756958
Item: 1162, Location ID: ux29q2VarW0kRJ4uUYSosQ_47.559685_-122.289712, lat:47.559685, long:-122.289712, alt140, time(sec): 71.40631198883057
Item: 1163, Location ID: TBdrRKfRb0z0YGnZJWq5cg_47.567627_-122.314745, lat:47.567627, long:-122.314745, alt177, time(sec): 70.38761639595032
Item: 1164, Location ID: CVv_CiIjex47uVqPk0D2lg_47.595454_-122.307313, lat:47.595454, long:-122.307313, alt160, time(sec): 66.38683152198792
Item: 1165, Location ID: mEkfP41UxA8FzOIi2iIbbQ_47.592940_-122.299290, lat:47.59294, long:-122.29929, alt163, time(sec): 67.37630295753479
Item: 1166, Location ID: COYXFyAUuGDkUi2KnIekLg_47.565718_-122.315993, lat:47.565718, long:-122.315993, alt179, time(sec): 71.3971300125122
Item: 1167, Location ID: MrQwqbhhVT0-YbOSVacTyQ_47.572568_-122.333800, lat:47.572568, long:-122.3338, alt104, time(sec): 63.392415285110474
Item: 1168, Location ID: TjzyXZaG100DZBhzrfwj2Q_47.566768_-122.322771, lat:47.566768, long:-122.322771, alt106, time(sec): 60.41137981414795
Item: 1169, Location ID: IP8V2yi0-aZdiM4ekpjdOg_47.597904_-122.308585, lat:47.597904, long:-122.308585, alt172, time(sec): 69.40944528579712
Item: 1170, Location ID: DXv3Xv59kZPXj_L65gbbjA_47.618025_-122.312804, lat:47.618025, long:-122.312804, alt224, time(sec): 75.40075516700745
Item: 1171, Location ID: kr6Yt0T9tzNF03KZrPFqjA_47.562457_-122.338069, lat:47.562457, long:-122.338069, alt102, time(sec): 64.39401149749756
Item: 1172, Location ID: 04MCATg8X275O3je9KOotg_47.617338_-122.338296, lat:47.617338, long:-122.338296, alt125, time(sec): 81.36574029922485
Item: 1173, Location ID: Cd5REMc197e7e2BZVM79ag_47.558756_-122.293419, lat:47.558756, long:-122.293419, alt160, time(sec): 66.38334155082703
Item: 1174, Location ID: zWdxDXN9Zj-OiKMi9-067g_47.583758_-122.318254, lat:47.583758, long:-122.318254, alt147, time(sec): 69.39281606674194
Item: 1175, Location ID: V6t-XLG3B8liP2xgGLD5wg_47.588078_-122.291489, lat:47.588078, long:-122.291489, alt178, time(sec): 73.39259171485901
Item: 1176, Location ID: J66FmuZdwggB2Yaoh342eA_47.608442_-122.297571, lat:47.608442, long:-122.297571, alt186, time(sec): 68.38421654701233
Item: 1177, Location ID: a7Zj0E7mxpTVUJbjFzKI4A_47.619936_-122.319015, lat:47.619936, long:-122.319015, alt201, time(sec): 71.39625096321106
Item: 1178, Location ID: P47pz0y7Mw5r-qxlndxeXQ_47.567045_-122.310661, lat:47.567045, long:-122.310661, alt196, time(sec): 71.4024453163147
Item: 1179, Location ID: zs_WI9V3GjdVS6ETuDL5mQ_47.581634_-122.331639, lat:47.581634, long:-122.331639, alt104, time(sec): 63.401894330978394
Item: 1180, Location ID: MCstjJTv7qraOtxqvEP08A_47.560406_-122.302946, lat:47.560406, long:-122.302946, alt197, time(sec): 43.39281678199768
Item: 1181, Location ID: tsolCpmMuK8sCZrOUM-WvQ_47.591503_-122.302301, lat:47.591503, long:-122.302301, alt150, time(sec): 65.40114521980286
Item: 1182, Location ID: wjS74xWJw5MxGM1vRD4yEg_47.619879_-122.305400, lat:47.619879, long:-122.3054, alt206, time(sec): 69.39146566390991
Item: 1183, Location ID: KGroREWVXjRbltNxklX-dw_47.585885_-122.298069, lat:47.585885, long:-122.298069, alt133, time(sec): 65.39754891395569
Item: 1184, Location ID: IxRv6vWyxbYmSw3y7UcQ9Q_47.621213_-122.289988, lat:47.621213, long:-122.289988, alt145, time(sec): 77.39300012588501
Item: 1185, Location ID: FIXQzURp1SD3T3htE3fMhQ_47.615631_-122.314292, lat:47.615631, long:-122.314292, alt208, time(sec): 72.37910985946655
Item: 1186, Location ID: Io_dVJ8BovTe8qoeXkUucw_47.586780_-122.328406, lat:47.58678, long:-122.328406, alt106, time(sec): 61.39561891555786
Item: 1187, Location ID: z2JMvQS1c4VRQPMxhNLhLQ_47.567155_-122.296242, lat:47.567155, long:-122.296242, alt139, time(sec): 69.40085196495056
Item: 1188, Location ID: KoIQ4Xm9fRcpnK8WtouTHg_47.610467_-122.302816, lat:47.610467, long:-122.302816, alt195, time(sec): 69.3973126411438
Item: 1189, Location ID: PuPCoMC_epoC2Cy4KHFauw_47.577670_-122.295166, lat:47.57767, long:-122.295166, alt122, time(sec): 65.39037847518921
Item: 1190, Location ID: tTCr-6PX4vXWK34diYhflQ_47.602682_-122.312368, lat:47.602682, long:-122.312368, alt179, time(sec): 69.38420987129211
Item: 1191, Location ID: _a4gBN2Z4zPCVZBpOEmGXQ_47.617348_-122.297474, lat:47.617348, long:-122.297474, alt152, time(sec): 62.38716912269592
Item: 1192, Location ID: LNNomp3kLPKvuFuN-M1EzA_47.620511_-122.309585, lat:47.620511, long:-122.309585, alt224, time(sec): 73.40558767318726
Item: 1193, Location ID: 9euaCCoGYOy6jd_xISndnQ_47.597900_-122.307257, lat:47.5979, long:-122.307257, alt178, time(sec): 70.39210486412048
Item: 1194, Location ID: decO-2sa59XupwvqyDlopQ_47.600900_-122.330352, lat:47.6009, long:-122.330352, alt133, time(sec): 77.37899732589722
Item: 1195, Location ID: Aorp5FLLTntedlnDdUL86w_47.607862_-122.326366, lat:47.607862, long:-122.326366, alt209, time(sec): 91.3576238155365
Item: 1196, Location ID: ChKjfuCTsJHK0khhxpK7Lg_47.609242_-122.320927, lat:47.609242, long:-122.320927, alt216, time(sec): 87.37882375717163
Item: 1197, Location ID: UUXljAB7jnBym-kj9vok1w_47.582468_-122.296445, lat:47.582468, long:-122.296445, alt138, time(sec): 67.40059566497803
Item: 1198, Location ID: zZXshs7CNmiT2LPQt7-5xw_47.574173_-122.336636, lat:47.574173, long:-122.336636, alt102, time(sec): 63.38467741012573
Item: 1199, Location ID: LLEgVooKM2llm5iEKGeBZQ_47.577881_-122.301322, lat:47.577881, long:-122.301322, alt151, time(sec): 68.39289355278015
Item: 1200, Location ID: QODwO7OxkDAqTxvDJkcyZg_47.600986_-122.292580, lat:47.600986, long:-122.29258, alt188, time(sec): 76.41374015808105
Item: 1201, Location ID: Z40JOiAwd4YhEfsTq4_GAQ_47.605935_-122.317468, lat:47.605935, long:-122.317468, alt188, time(sec): 72.37995052337646
Item: 1202, Location ID: ebWYXOsWXOpxfeJ3hMUEJw_47.611707_-122.336584, lat:47.611707, long:-122.336584, alt172, time(sec): 104.3756206035614
Item: 1203, Location ID: SGDmPY45Ack0Xe2NCYKy6Q_47.575924_-122.299090, lat:47.575924, long:-122.29909, alt128, time(sec): 65.40946936607361
Item: 1204, Location ID: _J3NcfPkpJy2OgV7KljOzA_47.584165_-122.310817, lat:47.584165, long:-122.310817, alt176, time(sec): 72.3944149017334
Item: 1205, Location ID: pHKeHEZ3pbe6wQMHGCq0FA_47.569324_-122.332927, lat:47.569324, long:-122.332927, alt107, time(sec): 64.38942551612854
Item: 1206, Location ID: hx40PGhGsaPCHH76Iwgubg_47.577261_-122.313393, lat:47.577261, long:-122.313393, alt185, time(sec): 75.40904426574707
Item: 1207, Location ID: LrcOxJG7QrCKwJclQpwpSQ_47.588195_-122.323604, lat:47.588195, long:-122.323604, alt107, time(sec): 61.39334273338318
Item: 1208, Location ID: FZTipXrQHt0tXmyP-6qn7A_47.604334_-122.303330, lat:47.604334, long:-122.30333, alt193, time(sec): 70.40548324584961
Item: 1209, Location ID: 7h_gDEXL4cHx-n4DRsTVnw_47.560505_-122.310686, lat:47.560505, long:-122.310686, alt188, time(sec): 72.41469645500183
Item: 1210, Location ID: 52DkivaAAtB14gTUngnr8w_47.615661_-122.327452, lat:47.615661, long:-122.327452, alt172, time(sec): 82.37195944786072
Item: 1211, Location ID: _m-PTag_qHpHOPN9yUviRA_47.561568_-122.335468, lat:47.561568, long:-122.335468, alt104, time(sec): 62.419896364212036
Item: 1212, Location ID: QLZA7yyUVkOHOujMS0bXng_47.599987_-122.306074, lat:47.599987, long:-122.306074, alt185, time(sec): 71.40301132202148
Item: 1213, Location ID: Bu-OtfpfJbrN-wBiRt1-Bw_47.590018_-122.290407, lat:47.590018, long:-122.290407, alt167, time(sec): 73.39675974845886
Item: 1214, Location ID: a0zYL7RSSuODTA76HAhFxw_47.568930_-122.323268, lat:47.56893, long:-122.323268, alt103, time(sec): 65.39126062393188
Item: 1215, Location ID: IIqMpb7G3FitvjrdceZ3AQ_47.608363_-122.324249, lat:47.608363, long:-122.324249, alt216, time(sec): 102.374520778656
Item: 1216, Location ID: 7g3kOEa0n-nZ58_GbFi3RA_47.566598_-122.315968, lat:47.566598, long:-122.315968, alt188, time(sec): 74.39684844017029
Item: 1217, Location ID: UtyrVC79C3wdsfM5OsXqtQ_47.567196_-122.325488, lat:47.567196, long:-122.325488, alt102, time(sec): 60.4098904132843
Item: 1218, Location ID: PJNOLJOtw1OdrJ5jrXSOvQ_47.577454_-122.319361, lat:47.577454, long:-122.319361, alt129, time(sec): 65.4010763168335
Item: 1219, Location ID: y0jsp1qzHfAPiJaHAu5Ppg_47.616959_-122.303569, lat:47.616959, long:-122.303569, alt201, time(sec): 71.3933629989624
Item: 1220, Location ID: LQmw0VW7-BPa-OTjJN2WmA_47.567748_-122.300149, lat:47.567748, long:-122.300149, alt182, time(sec): 74.38781142234802
Item: 1221, Location ID: GRph9w-QpkIZ1w-FtFZ4pQ_47.560779_-122.333595, lat:47.560779, long:-122.333595, alt100, time(sec): 61.40470790863037
Item: 1222, Location ID: VfTHifL-tgipBj-YE2onCg_47.572261_-122.295905, lat:47.572261, long:-122.295905, alt124, time(sec): 67.39749455451965
Item: 1223, Location ID: f6qb9I6uk39YOuLILyKyfw_47.588072_-122.309878, lat:47.588072, long:-122.309878, alt137, time(sec): 64.40931034088135
Item: 1224, Location ID: OybSTFak6KcLAYxjmxOEbw_47.565854_-122.316635, lat:47.565854, long:-122.316635, alt178, time(sec): 73.37169766426086
Item: 1225, Location ID: K8aQpzjacb2luQzndm5_fg_47.558878_-122.294383, lat:47.558878, long:-122.294383, alt172, time(sec): 71.4022786617279
Item: 1226, Location ID: jM8WG1C5Pz0duN2OUHlTPg_47.615694_-122.330146, lat:47.615694, long:-122.330146, alt155, time(sec): 80.36872339248657
Item: 1227, Location ID: AT0-HauGzrLS8kSXIjmY_Q_47.590498_-122.312737, lat:47.590498, long:-122.312737, alt159, time(sec): 80.4002742767334
Item: 1228, Location ID: 6wsvvyFUKM2hJynv5P9gnQ_47.592430_-122.325543, lat:47.59243, long:-122.325543, alt105, time(sec): 67.40696740150452
Item: 1229, Location ID: ZnZ_g5C-nxnvx6H0yAyvrw_47.578857_-122.334175, lat:47.578857, long:-122.334175, alt104, time(sec): 67.42320132255554
Item: 1230, Location ID: MHBKT2IHPAS1rPdCmTZupQ_47.577878_-122.309790, lat:47.577878, long:-122.30979, alt188, time(sec): 79.41946148872375
Item: 1231, Location ID: F7SffB5bPE8x8VleuiSHqw_47.596630_-122.290850, lat:47.59663, long:-122.29085, alt162, time(sec): 74.40648627281189
Item: 1232, Location ID: FFNqb0GxQ2AJVDbhP1E2Ng_47.572243_-122.319246, lat:47.572243, long:-122.319246, alt141, time(sec): 76.40239095687866
Item: 1233, Location ID: heiYB7irpBcQUZC9dnosTg_47.609639_-122.300823, lat:47.609639, long:-122.300823, alt189, time(sec): 71.39847469329834
Item: 1234, Location ID: dCu-XtKu6NGQmBiDfXzmFg_47.577415_-122.300319, lat:47.577415, long:-122.300319, alt140, time(sec): 69.39794445037842
Item: 1235, Location ID: PJD-rpu_tj3q6fVWvjQ_GQ_47.610650_-122.308871, lat:47.61065, long:-122.308871, alt221, time(sec): 80.40025353431702
Item: 1236, Location ID: jRUK1ZygGoK4ZqP8KuMQRQ_47.568627_-122.308957, lat:47.568627, long:-122.308957, alt200, time(sec): 78.42141366004944
Item: 1237, Location ID: GSkSmAsLMnZqwThnjNLugQ_47.613856_-122.297519, lat:47.613856, long:-122.297519, alt173, time(sec): 70.4114637374878
Item: 1238, Location ID: kuN45zp5uNdXZEVcE0Mlvg_47.616274_-122.310816, lat:47.616274, long:-122.310816, alt232, time(sec): 80.4056568145752
Item: 1239, Location ID: RNpsa2ARogEkjBXGyUcGcw_47.577775_-122.300320, lat:47.577775, long:-122.30032, alt139, time(sec): 70.4055507183075
Item: 1240, Location ID: IZKnC4Nc4XQoQIae69q1Gw_47.607657_-122.289455, lat:47.607657, long:-122.289455, alt204, time(sec): 84.4259672164917
Item: 1241, Location ID: H5gieKykATmGh92elBzfRg_47.617631_-122.294267, lat:47.617631, long:-122.294267, alt139, time(sec): 67.41831350326538
Item: 1242, Location ID: a2Bc6ldqsOCD2mRVr0Z8Cg_47.608002_-122.309246, lat:47.608002, long:-122.309246, alt213, time(sec): 80.39068818092346
Item: 1243, Location ID: HNtNjNsIykwlzFAuqnmzew_47.615587_-122.316837, lat:47.615587, long:-122.316837, alt201, time(sec): 77.41057896614075
Item: 1244, Location ID: y2K2P6brqp3tiqpAR0uA0g_47.574385_-122.336210, lat:47.574385, long:-122.33621, alt102, time(sec): 66.41204714775085
Item: 1245, Location ID: U1r2_ow_pS2agALumxWjWA_47.583731_-122.320683, lat:47.583731, long:-122.320683, alt106, time(sec): 65.39070510864258
Item: 1246, Location ID: fOa7zBnYqx7pAXgc3a5i6g_47.613676_-122.290355, lat:47.613676, long:-122.290355, alt203, time(sec): 86.39412474632263
Item: 1247, Location ID: 0XcawAVJFXuo23eVYy2q2Q_47.607678_-122.319584, lat:47.607678, long:-122.319584, alt214, time(sec): 89.38645815849304
Item: 1248, Location ID: z3v1hhN88hL-iN4U9nJxjg_47.584786_-122.323442, lat:47.584786, long:-122.323442, alt103, time(sec): 67.4099473953247
Item: 1249, Location ID: Ke4iBC0t-48QVSJgBBSR4A_47.579059_-122.326895, lat:47.579059, long:-122.326895, alt105, time(sec): 64.40792655944824
Item: 1250, Location ID: jPNgT8cBxdNmO9bb-lEmrg_47.593277_-122.293350, lat:47.593277, long:-122.29335, alt183, time(sec): 82.39614963531494
Item: 1251, Location ID: gwEnFbVIElJv02uhgvCG3Q_47.575764_-122.290937, lat:47.575764, long:-122.290937, alt129, time(sec): 77.40594244003296
Item: 1252, Location ID: cl75PKM9HQ7RH5SxWakBQQ_47.599638_-122.319848, lat:47.599638, long:-122.319848, alt154, time(sec): 77.40521693229675
Item: 1253, Location ID: Wp7phyR_DGIbLHO8d9bWtw_47.591208_-122.300249, lat:47.591208, long:-122.300249, alt150, time(sec): 73.3972532749176
Item: 1254, Location ID: e-d_Q7iDsGdgYweSVPHTwA_47.574628_-122.305290, lat:47.574628, long:-122.30529, alt175, time(sec): 76.3991219997406
Item: 1255, Location ID: o0JuFqd_yOT3EyYjONO31Q_47.597933_-122.288838, lat:47.597933, long:-122.288838, alt130, time(sec): 67.39414262771606
Item: 1256, Location ID: gdBk0QM3Z572423EQZshJg_47.584848_-122.293050, lat:47.584848, long:-122.29305, alt174, time(sec): 83.40554857254028
Item: 1257, Location ID: R34as500SZPSx7_1EIsrDQ_47.585006_-122.314042, lat:47.585006, long:-122.314042, alt190, time(sec): 85.39865756034851
Item: 1258, Location ID: k42CgZS6fqJLslaUn7YcdA_47.589968_-122.321766, lat:47.589968, long:-122.321766, alt107, time(sec): 68.39985346794128
Item: 1259, Location ID: G6cVl38RQSQyZSNPeXDAMQ_47.580812_-122.323266, lat:47.580812, long:-122.323266, alt106, time(sec): 65.4169270992279
Item: 1260, Location ID: xKqvbRNIgAWkfpkGVRy5pA_47.612991_-122.324827, lat:47.612991, long:-122.324827, alt197, time(sec): 87.37610745429993
Item: 1261, Location ID: 8iCzCJsO9lkXtppy2yihuw_47.601221_-122.319532, lat:47.601221, long:-122.319532, alt178, time(sec): 80.39701437950134
Item: 1262, Location ID: dDAWXS00zRMBEX3apznLWA_47.603605_-122.319891, lat:47.603605, long:-122.319891, alt196, time(sec): 85.39546513557434
Item: 1263, Location ID: VDjU4xK4Sv6qIsNjNb5ZLQ_47.569787_-122.315422, lat:47.569787, long:-122.315422, alt185, time(sec): 81.40764713287354
Item: 1264, Location ID: WQM3DavWT8SJ5s9yUEp0xw_47.619127_-122.287429, lat:47.619127, long:-122.287429, alt173, time(sec): 89.39481830596924
Item: 1265, Location ID: pgRUZO9XwdyldwEISxboMg_47.580170_-122.314736, lat:47.58017, long:-122.314736, alt180, time(sec): 83.39824438095093
Item: 1266, Location ID: 5mktNpVSiwSuyFhSj_JdtA_47.603806_-122.290452, lat:47.603806, long:-122.290452, alt173, time(sec): 83.38632321357727
Item: 1267, Location ID: mE9HRJ5QO2fx3QNWoQeb0Q_47.573088_-122.303947, lat:47.573088, long:-122.303947, alt175, time(sec): 81.42026495933533
Item: 1268, Location ID: KIR6Qyz-qP2XnkTO6mksMw_47.604041_-122.318763, lat:47.604041, long:-122.318763, alt192, time(sec): 85.41115021705627
Item: 1269, Location ID: meJWj5HK7ikCqv_a8h6k2A_47.590603_-122.293465, lat:47.590603, long:-122.293465, alt165, time(sec): 86.41536331176758
Item: 1270, Location ID: 1383_aNkcFNH56QIKo7mJA_47.568463_-122.314749, lat:47.568463, long:-122.314749, alt178, time(sec): 80.40661430358887
Item: 1271, Location ID: gSNXTvCsWHCx6WlDk7LzMQ_47.601667_-122.308307, lat:47.601667, long:-122.308307, alt189, time(sec): 79.40532684326172
Item: 1272, Location ID: 1_tBxkMlAIg2lIxJIHHZrg_47.561243_-122.325098, lat:47.561243, long:-122.325098, alt105, time(sec): 66.41814756393433
Item: 1273, Location ID: 0h2N87RLEGKby9x2qgSOtg_47.592072_-122.336849, lat:47.592072, long:-122.336849, alt104, time(sec): 72.40293598175049
Item: 1274, Location ID: evO5mUPiKWMnq7Y9ccd24w_47.599234_-122.307817, lat:47.599234, long:-122.307817, alt184, time(sec): 80.40555477142334
Item: 1275, Location ID: yF04W-fzP-3qMLtFEaFNtQ_47.574472_-122.288290, lat:47.574472, long:-122.28829, alt123, time(sec): 76.40309047698975
