ExpID: 1764807079
Start Location: 852
Number of Location: 500
StartTime: 2025-12-03 19:11:19.974325

Item: 852, Location ID: _lyT3cwHI8u2ZFzoG3zhRA_47.560489_-122.308718, lat:47.560489, long:-122.308718, alt190, time(sec): 72.77661776542664
Item: 869, Location ID: JgY2htnmNuFDD_EDkAT40Q_47.563066_-122.309199, lat:47.563066, long:-122.309199, alt199, time(sec): 76.60340976715088
Item: 870, Location ID: WMt6ff2XGp0LCTmykMe78w_47.599247_-122.312971, lat:47.599247, long:-122.312971, alt159, time(sec): 71.53451633453369
Item: 871, Location ID: feVTjp7ChM2J2UQftmUDGA_47.594137_-122.329628, lat:47.594137, long:-122.329628, alt107, time(sec): 74.5551266670227
Item: 872, Location ID: NMW3NMOM0DtURFdzzKEMOQ_47.588576_-122.308406, lat:47.588576, long:-122.308406, alt135, time(sec): 67.56457448005676
Item: 873, Location ID: FGqNDtAFbJ13NpEZAExxew_47.562472_-122.312820, lat:47.562472, long:-122.31282, alt185, time(sec): 74.83573508262634
Item: 874, Location ID: FyxeigMEjapldMelPrkTdw_47.619628_-122.325595, lat:47.619628, long:-122.325595, alt185, time(sec): 77.7173707485199
Item: 875, Location ID: wgNfn-A-q-zZe-gAdid6yw_47.559027_-122.310619, lat:47.559027, long:-122.310619, alt181, time(sec): 72.48467588424683
Item: 876, Location ID: gC_3tkE9RecgHANv-mJa8A_47.561115_-122.326730, lat:47.561115, long:-122.32673, alt105, time(sec): 61.71905493736267
Item: 877, Location ID: om842Mxi8RVcR2pMTwCo5w_47.582579_-122.329051, lat:47.582579, long:-122.329051, alt105, time(sec): 63.624722480773926
Item: 878, Location ID: IaX84cgeuzA4dBXFsOLAeg_47.570375_-122.307921, lat:47.570375, long:-122.307921, alt199, time(sec): 78.56684923171997
Item: 879, Location ID: fF5a6gqKX3ieLTL7DlMMMQ_47.588210_-122.322804, lat:47.58821, long:-122.322804, alt106, time(sec): 64.62417554855347
Item: 880, Location ID: 6BH3tXbUXIceL063bKlRYw_47.573082_-122.302666, lat:47.573082, long:-122.302666, alt172, time(sec): 74.70700740814209
Item: 881, Location ID: InXxSmIaQspjfbLBGS5-Ig_47.612852_-122.333693, lat:47.612852, long:-122.333693, alt163, time(sec): 3952.5273995399475
Item: 882, Location ID: drvYLLb_z_Ah28jyjXE4vg_47.615528_-122.334300, lat:47.615528, long:-122.3343, alt141, time(sec): 214.631578207016
Item: 883, Location ID: 00vJXp-mXmSoi9ZjGU9khg_47.620624_-122.304783, lat:47.620624, long:-122.304783, alt208, time(sec): 253.57680821418762
Item: 884, Location ID: mSqhFAGw66BEVUaRTm4dsA_47.610739_-122.328923, lat:47.610739, long:-122.328923, alt195, time(sec): 530.5752303600311
Item: 885, Location ID: qGcAyq2wzfwPoEuydQBRYA_47.603519_-122.308240, lat:47.603519, long:-122.30824, alt194, time(sec): 424.7001633644104
Item: 886, Location ID: og74Y0lfzUFV_NA2NbvcFA_47.562861_-122.287606, lat:47.562861, long:-122.287606, alt114, time(sec): 376.7210531234741
Item: 887, Location ID: 5TfB0UCLVKgQnuYWHY-xdA_47.588399_-122.302227, lat:47.588399, long:-122.302227, alt141, time(sec): 431.5743741989136
Item: 888, Location ID: Bq_Gi-MpDsnJa_voehUvDA_47.589828_-122.332111, lat:47.589828, long:-122.332111, alt115, time(sec): 540.5987226963043
Item: 889, Location ID: amtgkz8S51jYkufQp3-L6A_47.620841_-122.324389, lat:47.620841, long:-122.324389, alt193, time(sec): 735.5858144760132
Item: 890, Location ID: ryYrmUEE5-QN2Wr8NVqq8g_47.569654_-122.324854, lat:47.569654, long:-122.324854, alt103, time(sec): 76.62793016433716
Item: 891, Location ID: z4v9lFEEtk7-thFRsAsQTQ_47.609244_-122.337372, lat:47.609244, long:-122.337372, alt162, time(sec): 122.62388777732849
Item: 892, Location ID: BjyNwfGc69EjTGXr3OLC0g_47.579068_-122.296270, lat:47.579068, long:-122.29627, alt121, time(sec): 79.59526896476746
Item: 893, Location ID: HMfqp4e-TGlr76SWlI04yQ_47.586147_-122.315992, lat:47.586147, long:-122.315992, alt195, time(sec): 103.45535683631897
Item: 894, Location ID: pjrbmr9vaAceiJ_rmq7Zwg_47.582895_-122.317255, lat:47.582895, long:-122.317255, alt160, time(sec): 81.7733383178711
Item: 895, Location ID: y4EekZowNBV6HHz_xzNtzg_47.592409_-122.330283, lat:47.592409, long:-122.330283, alt108, time(sec): 87.56026673316956
Item: 896, Location ID: frvbvQ_LHfUutglOKVkuFg_47.564337_-122.316682, lat:47.564337, long:-122.316682, alt175, time(sec): 90.63449048995972
Item: 897, Location ID: f-6LZlx18bQ6QVKHgEcejw_47.584522_-122.305333, lat:47.584522, long:-122.305333, alt121, time(sec): 77.73010420799255
Item: 898, Location ID: DAN3PoihuU5-Z-4cfTF9ig_47.589696_-122.334094, lat:47.589696, long:-122.334094, alt105, time(sec): 84.67470788955688
Item: 899, Location ID: jzXqMlUUZwS-tPjdQFCSWg_47.607073_-122.320779, lat:47.607073, long:-122.320779, alt211, time(sec): 109.62281918525696
Item: 900, Location ID: PeZ-Z5HqSKg5KMbqvCwVFQ_47.610982_-122.338172, lat:47.610982, long:-122.338172, alt152, time(sec): 119.74236702919006
Item: 901, Location ID: UX5_NVwXz_9RcxMmw_owiA_47.562208_-122.319220, lat:47.562208, long:-122.31922, alt157, time(sec): 83.51978468894958
Item: 902, Location ID: gDhU9iV8W5y1dkvwIw7Scw_47.588440_-122.306616, lat:47.58844, long:-122.306616, alt123, time(sec): 76.56153631210327
Item: 903, Location ID: uvny9MlKnO-al3iHyybHyg_47.560909_-122.308693, lat:47.560909, long:-122.308693, alt192, time(sec): 84.59451842308044
Item: 904, Location ID: RPI_B-jfR2GJ2F8NP0sTlw_47.559344_-122.336832, lat:47.559344, long:-122.336832, alt106, time(sec): 74.54352736473083
Item: 905, Location ID: pUqCuEIxaLtDIo3vkIu16Q_47.583300_-122.294133, lat:47.5833, long:-122.294133, alt159, time(sec): 91.67938232421875
Item: 906, Location ID: ad1YRi15tqMScD7mC81wyw_47.598825_-122.290002, lat:47.598825, long:-122.290002, alt139, time(sec): 78.51829075813293
Item: 907, Location ID: 1spKGzHOBOeIqlTgWTZ6XA_47.579599_-122.330662, lat:47.579599, long:-122.330662, alt106, time(sec): 74.69086384773254
Item: 908, Location ID: UHP93LeuCxOsUu7Ja4YXsA_47.579950_-122.287605, lat:47.57995, long:-122.287605, alt144, time(sec): 83.8230254650116
Item: 909, Location ID: 1TnyqpraJwbHhOlbPmZfZg_47.594346_-122.333248, lat:47.594346, long:-122.333248, alt104, time(sec): 87.66984796524048
Item: 910, Location ID: i_TByu-OPKYw5ckDBs0e5g_47.570950_-122.294726, lat:47.57095, long:-122.294726, alt133, time(sec): 81.656165599823
Item: 911, Location ID: i-9V7_8P7401rluj4pqDQg_47.607592_-122.303785, lat:47.607592, long:-122.303785, alt191, time(sec): 80.48781442642212
Item: 912, Location ID: AgUZjS1jY27UBVVV1tVRvw_47.620854_-122.297275, lat:47.620854, long:-122.297275, alt148, time(sec): 75.84248781204224
Item: 913, Location ID: LLjHsEPUemW_HzZp53doYA_47.573777_-122.290930, lat:47.573777, long:-122.29093, alt121, time(sec): 74.7954740524292
Item: 914, Location ID: 9p3btYmfDQnReXKjuujd6A_47.568751_-122.317278, lat:47.568751, long:-122.317278, alt174, time(sec): 80.47354936599731
Item: 915, Location ID: 8zqbcNei7XNJfBzwlwHLJg_47.563087_-122.290242, lat:47.563087, long:-122.290242, alt141, time(sec): 78.76884150505066
Item: 916, Location ID: 9OIdxj5R1kstv32cL8jpGg_47.591205_-122.299717, lat:47.591205, long:-122.299717, alt156, time(sec): 79.57852029800415
Item: 917, Location ID: BZHzbK0XU0iRVSX7ENBe9w_47.576605_-122.311427, lat:47.576605, long:-122.311427, alt190, time(sec): 86.66614484786987
Item: 918, Location ID: oKrhASWcFS1HDiLlQXBPkw_47.603191_-122.316758, lat:47.603191, long:-122.316758, alt170, time(sec): 82.5950517654419
Item: 919, Location ID: 4AF0c95HHzTAgEE9F5BMmw_47.608582_-122.316838, lat:47.608582, long:-122.316838, alt188, time(sec): 82.65075516700745
Item: 920, Location ID: 80-4CFNt_urPcj7Ylfz89w_47.619198_-122.334276, lat:47.619198, long:-122.334276, alt142, time(sec): 101.73175716400146
Item: 921, Location ID: BMsUsJKwmkR_zq3cHEmMEA_47.606742_-122.295907, lat:47.606742, long:-122.295907, alt190, time(sec): 87.5945975780487
Item: 922, Location ID: VXiQCJ80BDqrJL-weRiKsg_47.593078_-122.327810, lat:47.593078, long:-122.32781, alt102, time(sec): 78.70666694641113
Item: 923, Location ID: unDt6VAM64p9grm5IaOA3w_47.599212_-122.289042, lat:47.599212, long:-122.289042, alt156, time(sec): 76.79125690460205
Item: 924, Location ID: hFyqHmQyB3NxpHFqX7WNJA_47.601631_-122.291669, lat:47.601631, long:-122.291669, alt178, time(sec): 82.67290139198303
Item: 925, Location ID: IXkOhk9ARdv1alGUJeZ6cA_47.584540_-122.310733, lat:47.58454, long:-122.310733, alt173, time(sec): 81.63868832588196
Item: 926, Location ID: awzL4-8fDt3pmBdiqADjlA_47.598377_-122.302198, lat:47.598377, long:-122.302198, alt186, time(sec): 84.7147262096405
Item: 927, Location ID: aNWbBFeydqcqo-LgI2xq9g_47.598087_-122.300419, lat:47.598087, long:-122.300419, alt187, time(sec): 79.68469047546387
Item: 928, Location ID: LQhH1I81PAt7wE3EoJjnaA_47.592925_-122.311621, lat:47.592925, long:-122.311621, alt128, time(sec): 72.64214396476746
Item: 929, Location ID: cptw6nmbLl8a7EttS4w8XA_47.598049_-122.331618, lat:47.598049, long:-122.331618, alt115, time(sec): 86.6472840309143
Item: 930, Location ID: cQTxOpd-EsA7gYUNyoy4DQ_47.594793_-122.304877, lat:47.594793, long:-122.304877, alt167, time(sec): 80.63244724273682
Item: 931, Location ID: yFPdMDaR-hUr8EoAOnyoiw_47.567902_-122.329181, lat:47.567902, long:-122.329181, alt109, time(sec): 72.70774960517883
Item: 932, Location ID: 4D4GS6WPzH-3jJT3dr5txg_47.559072_-122.316111, lat:47.559072, long:-122.316111, alt160, time(sec): 76.59730410575867
Item: 933, Location ID: FbL3BX4JIan_ujsYhg4OZQ_47.611180_-122.312852, lat:47.61118, long:-122.312852, alt205, time(sec): 80.6895477771759
Item: 934, Location ID: kokje9klV7gwJyy6k7peDQ_47.597162_-122.336306, lat:47.597162, long:-122.336306, alt104, time(sec): 73.55952286720276
Item: 935, Location ID: hd2nLiLFYaRaut5_n2YyrA_47.580033_-122.315516, lat:47.580033, long:-122.315516, alt174, time(sec): 81.62867999076843
Item: 936, Location ID: z5KFFz59s7TQRiKrr5aH4w_47.601713_-122.318638, lat:47.601713, long:-122.318638, alt183, time(sec): 77.6630072593689
Item: 937, Location ID: KWsxRvfp91PjZaA76nIxAA_47.590406_-122.316003, lat:47.590406, long:-122.316003, alt199, time(sec): 91.63652777671814
Item: 938, Location ID: 7NwBFO1qurJYvKuXSvTPgA_47.576056_-122.300307, lat:47.576056, long:-122.300307, alt147, time(sec): 74.62130212783813
Item: 939, Location ID: 4XV8i1Vt2PSCS0pZcvYpuw_47.595529_-122.309997, lat:47.595529, long:-122.309997, alt134, time(sec): 68.70382523536682
Item: 940, Location ID: XMVPx4r1jou5nz5W0ruWvQ_47.581096_-122.336704, lat:47.581096, long:-122.336704, alt110, time(sec): 70.63585591316223
Item: 941, Location ID: 2axdAzPKcBZ0QGT8uW5_Cg_47.564408_-122.321441, lat:47.564408, long:-122.321441, alt119, time(sec): 69.57089138031006
Item: 942, Location ID: TzXtNcudYUA3N7rZuEHUZQ_47.582085_-122.320245, lat:47.582085, long:-122.320245, alt105, time(sec): 64.53503370285034
Item: 943, Location ID: 6uG5eCjXznDQxnEfzYx0lw_47.618239_-122.297277, lat:47.618239, long:-122.297277, alt149, time(sec): 67.66985774040222
Item: 944, Location ID: KeRlF8kqAHa-plzlmKua4g_47.608022_-122.314441, lat:47.608022, long:-122.314441, alt184, time(sec): 70.78301334381104
Item: 945, Location ID: OVNvNfCJ2k9j16mMmvWWZg_47.558965_-122.297429, lat:47.558965, long:-122.297429, alt209, time(sec): 86.62271618843079
Item: 946, Location ID: UrZ-MjWQDsXZ75GnXUlinw_47.591172_-122.315998, lat:47.591172, long:-122.315998, alt197, time(sec): 88.6970899105072
Item: 947, Location ID: T2ubj_TZb1coshz-XQk-Tg_47.615312_-122.299393, lat:47.615312, long:-122.299393, alt179, time(sec): 70.63328528404236
Item: 948, Location ID: W3XrOEDwk-_VRC1ZLM4c8g_47.586508_-122.335110, lat:47.586508, long:-122.33511, alt105, time(sec): 78.77012467384338
Item: 949, Location ID: SiYkvfHq3F5dSbf1F17VFA_47.580434_-122.296522, lat:47.580434, long:-122.296522, alt121, time(sec): 68.56093120574951
Item: 950, Location ID: CM4JcJhT1qQMf1E1CN3ztQ_47.578889_-122.306733, lat:47.578889, long:-122.306733, alt167, time(sec): 71.59960389137268
Item: 951, Location ID: ZN_WXxTosNaixxszhAlBew_47.574617_-122.304360, lat:47.574617, long:-122.30436, alt174, time(sec): 71.6861560344696
Item: 952, Location ID: blNTFGSrVjTWNKWOevbETQ_47.588268_-122.329961, lat:47.588268, long:-122.329961, alt104, time(sec): 68.6936571598053
Item: 953, Location ID: RK4_rNHaE0OPrAkAEHUjew_47.602092_-122.307679, lat:47.602092, long:-122.307679, alt191, time(sec): 74.5165536403656
Item: 954, Location ID: sXsk2t7S3isQqpQOPTwtcw_47.558368_-122.296831, lat:47.558368, long:-122.296831, alt204, time(sec): 83.60446667671204
Item: 955, Location ID: sRXOLVS0jpQPqolXmZUFsw_47.593162_-122.325997, lat:47.593162, long:-122.325997, alt108, time(sec): 71.58770847320557
Item: 956, Location ID: o2hXnmnVq4jmCAhd7RX7rg_47.585602_-122.287592, lat:47.585602, long:-122.287592, alt129, time(sec): 66.54108762741089
Item: 957, Location ID: el3ea8nkUf43m0EonVowSg_47.588045_-122.308416, lat:47.588045, long:-122.308416, alt135, time(sec): 67.80684471130371
Item: 958, Location ID: FniZxgccA190y-t2f8vV6g_47.570684_-122.299244, lat:47.570684, long:-122.299244, alt165, time(sec): 71.59934735298157
Item: 959, Location ID: br4xgzm2qvf-_r1FF5Dybw_47.603425_-122.288408, lat:47.603425, long:-122.288408, alt143, time(sec): 69.54120349884033
Item: 960, Location ID: 2YjrUc2FRFNemLM1jxBRcg_47.614124_-122.296281, lat:47.614124, long:-122.296281, alt166, time(sec): 68.57264494895935
Item: 961, Location ID: XVrnvDPrurlgesE-Mg0S1w_47.597464_-122.305747, lat:47.597464, long:-122.305747, alt179, time(sec): 74.69052910804749
Item: 962, Location ID: h0CRTVFPJkLylsxgzbxBgA_47.593514_-122.299061, lat:47.593514, long:-122.299061, alt167, time(sec): 73.56616044044495
Item: 963, Location ID: pVAhuP46kkYBeZTR-GXoNQ_47.578383_-122.336732, lat:47.578383, long:-122.336732, alt103, time(sec): 66.48950862884521
Item: 964, Location ID: CzmIOdf0BMGlvuSdmVYKNg_47.621124_-122.317621, lat:47.621124, long:-122.317621, alt209, time(sec): 78.63807678222656
Item: 965, Location ID: Q4GCD_t7V2XUb_NAXFi5Xg_47.620175_-122.296025, lat:47.620175, long:-122.296025, alt138, time(sec): 64.54529523849487
Item: 966, Location ID: 3Oo6TTuJrqn7qIVixxUiKQ_47.576342_-122.330028, lat:47.576342, long:-122.330028, alt106, time(sec): 66.65457201004028
Item: 967, Location ID: l1QGAJMApOhtphvgWjJsIg_47.579637_-122.321375, lat:47.579637, long:-122.321375, alt105, time(sec): 63.654255390167236
Item: 968, Location ID: sFUsJP4vN2VDuGj0pZGq9Q_47.561442_-122.336792, lat:47.561442, long:-122.336792, alt105, time(sec): 64.72329354286194
Item: 969, Location ID: 6dcv-PoQgBO33mS1Hg6F0Q_47.581889_-122.312769, lat:47.581889, long:-122.312769, alt184, time(sec): 77.63420677185059
Item: 970, Location ID: _-1ztOw-scuB0J6jCKkptw_47.599741_-122.297311, lat:47.599741, long:-122.297311, alt188, time(sec): 79.71861815452576
Item: 971, Location ID: kcZyrSCi43Ut1BP9p04s3A_47.589409_-122.306681, lat:47.589409, long:-122.306681, alt123, time(sec): 67.5235116481781
Item: 972, Location ID: Hz3HlrGwz3OycLu4KcyN5Q_47.605656_-122.315503, lat:47.605656, long:-122.315503, alt177, time(sec): 69.58071637153625
Item: 973, Location ID: t5neKRSte1Q_E1jhNOnfKw_47.618922_-122.302995, lat:47.618922, long:-122.302995, alt205, time(sec): 74.73371434211731
Item: 974, Location ID: AhRc_W_0ypSiwu1GCCeIyw_47.610803_-122.287727, lat:47.610803, long:-122.287727, alt199, time(sec): 81.68155288696289
Item: 975, Location ID: BrSHtHlR2ig3RuC9Qsl6eA_47.604282_-122.323572, lat:47.604282, long:-122.323572, alt204, time(sec): 94.48297047615051
Item: 976, Location ID: 3V21J6H-HiolJpOVm4Ympg_47.579879_-122.324456, lat:47.579879, long:-122.324456, alt110, time(sec): 64.66953539848328
Item: 977, Location ID: jJOlxt3LEIFQBxLnJJH92Q_47.572737_-122.300589, lat:47.572737, long:-122.300589, alt158, time(sec): 71.64764833450317
Item: 978, Location ID: CFgyySMpcuIHtvD6B0dGjA_47.558930_-122.323243, lat:47.55893, long:-122.323243, alt104, time(sec): 62.62389397621155
Item: 979, Location ID: 7lf5qjRO0UiSoClxhLsGCQ_47.560801_-122.293141, lat:47.560801, long:-122.293141, alt139, time(sec): 69.80074191093445
Item: 980, Location ID: gaWYD-piCWFUFaz7xi65og_47.617920_-122.326097, lat:47.61792, long:-122.326097, alt178, time(sec): 78.66290068626404
Item: 981, Location ID: FNnZ5cnL7BneYhQso4olFA_47.600611_-122.322937, lat:47.600611, long:-122.322937, alt159, time(sec): 76.66003704071045
Item: 982, Location ID: F2GuoCm5RRmmFj6b621l0A_47.602473_-122.335786, lat:47.602473, long:-122.335786, alt116, time(sec): 75.62742567062378
Item: 983, Location ID: 9yAL5kljwEM3M9ZFONhYcw_47.568196_-122.317236, lat:47.568196, long:-122.317236, alt168, time(sec): 74.64366006851196
Item: 984, Location ID: CREo64zbFYLq-4mnJzaLvQ_47.558660_-122.321014, lat:47.55866, long:-122.321014, alt140, time(sec): 67.73600792884827
Item: 985, Location ID: -2C-2UcVX9h_0FJMUOQV3A_47.594244_-122.301160, lat:47.594244, long:-122.30116, alt171, time(sec): 71.63522028923035
Item: 986, Location ID: O8yFTQ6oAv4EJyNF2tvWMA_47.607389_-122.306348, lat:47.607389, long:-122.306348, alt195, time(sec): 73.65053343772888
Item: 987, Location ID: ZyjEDcU2pKuss5lVfmq_Xg_47.617459_-122.326760, lat:47.617459, long:-122.32676, alt172, time(sec): 79.63666415214539
Item: 988, Location ID: wbKZ0vBvRew8PtNEzq7KlQ_47.574447_-122.308328, lat:47.574447, long:-122.308328, alt192, time(sec): 74.69113683700562
Item: 989, Location ID: 3faHsdmA3WqspgMH889-OQ_47.578013_-122.303308, lat:47.578013, long:-122.303308, alt165, time(sec): 70.67303419113159
Item: 990, Location ID: yTmj6fEEzOwhcDBwNAtKpA_47.613232_-122.332785, lat:47.613232, long:-122.332785, alt152, time(sec): 93.67887949943542
Item: 991, Location ID: sVA48o-2fE0TA1sQswI9aA_47.583911_-122.296427, lat:47.583911, long:-122.296427, alt147, time(sec): 71.56080317497253
Item: 992, Location ID: ta4Y81HjNVwZPMfvWWjPBg_47.597473_-122.307192, lat:47.597473, long:-122.307192, alt173, time(sec): 71.60544276237488
Item: 993, Location ID: byBcVpej7t_pN0Nyrnsc4Q_47.591117_-122.302878, lat:47.591117, long:-122.302878, alt147, time(sec): 66.77536010742188
Item: 994, Location ID: tmmBA42LlxT7leekRx87NQ_47.576712_-122.317369, lat:47.576712, long:-122.317369, alt171, time(sec): 74.84417033195496
Item: 995, Location ID: Ypv8wXqge9jQsU2y1JKVwg_47.601123_-122.311265, lat:47.601123, long:-122.311265, alt179, time(sec): 70.76895952224731
Item: 996, Location ID: TCpqOXfybt_pC0RUEO-92g_47.596966_-122.331577, lat:47.596966, long:-122.331577, alt103, time(sec): 72.63112783432007
Item: 997, Location ID: FCA54ZylKe2Y9049cvJMsQ_47.618272_-122.320901, lat:47.618272, long:-122.320901, alt202, time(sec): 75.74325799942017
Item: 998, Location ID: PH1ZCWpC-kzY0W7RBkjZFQ_47.611663_-122.321134, lat:47.611663, long:-122.321134, alt205, time(sec): 84.72949123382568
Item: 999, Location ID: R6Aes4SvSUhcPQPuABN3jg_47.598815_-122.315515, lat:47.598815, long:-122.315515, alt151, time(sec): 67.73334431648254
Item: 1000, Location ID: v-QsihUhhsUzwU37GKZ6Aw_47.592487_-122.331948, lat:47.592487, long:-122.331948, alt109, time(sec): 71.59148693084717
Item: 1001, Location ID: DC_PuVtzMYuwLRxBdzkvhQ_47.603671_-122.322225, lat:47.603671, long:-122.322225, alt210, time(sec): 89.53470396995544
Item: 1002, Location ID: o27lQC_s2uNqb1YmRCUebA_47.560500_-122.307454, lat:47.5605, long:-122.307454, alt195, time(sec): 77.7283775806427
Item: 1003, Location ID: NG-IE8NY29a4gMaWy5MN1Q_47.562622_-122.309806, lat:47.562622, long:-122.309806, alt195, time(sec): 83.69381308555603
Item: 1004, Location ID: 9_Os3R66XJKLWvtDPKx94g_47.619417_-122.300541, lat:47.619417, long:-122.300541, alt180, time(sec): 97.56312227249146
Item: 1005, Location ID: KpKuvFG3FcI7rALCxrKF3g_47.598321_-122.308520, lat:47.598321, long:-122.30852, alt174, time(sec): 123.55281352996826
Item: 1006, Location ID: 9USoaRsCnj0Ps8roYUY5Pw_47.595484_-122.319757, lat:47.595484, long:-122.319757, alt130, time(sec): 131.76780009269714
Item: 1007, Location ID: bZ9chE7upN0ThtGJNiXsrQ_47.598422_-122.331663, lat:47.598422, long:-122.331663, alt121, time(sec): 182.48571825027466
Item: 1008, Location ID: CxN1zg5Rif67DnAjQcJvBQ_47.587434_-122.294926, lat:47.587434, long:-122.294926, alt173, time(sec): 237.5197765827179
Item: 1009, Location ID: x8xvdKAMHSSPb87AXE5xEg_47.605200_-122.317212, lat:47.6052, long:-122.317212, alt182, time(sec): 252.5254783630371
Item: 1010, Location ID: QMBQ0kg0C6uBGIt5UIdBNQ_47.573232_-122.325938, lat:47.573232, long:-122.325938, alt105, time(sec): 218.52755570411682
Item: 1011, Location ID: YKltDF_6QFagSct7fu9MjQ_47.588748_-122.301464, lat:47.588748, long:-122.301464, alt147, time(sec): 263.5194399356842
Item: 1012, Location ID: 9_XBuQ4RIsp72IAWpuJFeQ_47.598317_-122.308114, lat:47.598317, long:-122.308114, alt177, time(sec): 321.55325531959534
Item: 1013, Location ID: nwob4Emyyk_hAKU8-uoGdw_47.582742_-122.312763, lat:47.582742, long:-122.312763, alt181, time(sec): 391.7377438545227
Item: 1014, Location ID: bP3go8zoO3jO9mbKdJN0WQ_47.587067_-122.315999, lat:47.587067, long:-122.315999, alt196, time(sec): 454.5222899913788
Item: 1015, Location ID: tf9rZqS6C03LqOrNCqIsdA_47.603872_-122.316756, lat:47.603872, long:-122.316756, alt171, time(sec): 415.6374113559723
Item: 1016, Location240
 ID: 6-b3FLEiFnjWaQlstIgktQ_47.607978_-122.335453, lat:47.607978, long:-122.335453, alt161, time(sec): 376.5520648956299
Item: 1017, Location ID: kudRwviyUq7pRfxDl3rutQ_47.592977_-122.333807, lat:47.592977, long:-122.333807, alt105, time(sec): 77.61523413658142
Item: 1018, Location ID: 9hQykhe4UKEaBTm-ZIjAQA_47.602299_-122.311597, lat:47.602299, long:-122.311597, alt180, time(sec): 84.60183477401733
Item: 1019, Location ID: gSZhEX5ehAJP-pQVqM0bnQ_47.600166_-122.309011, lat:47.600166, long:-122.309011, alt182, time(sec): 91.67106127738953
Item: 1020, Location ID: wwNT-M2HGUzJpYUIdIZVhA_47.570183_-122.313859, lat:47.570183, long:-122.313859, alt178, time(sec): 106.62026166915894
Item: 1021, Location ID: y2n0cApzJ1_4ydbMITNM7w_47.564847_-122.293393, lat:47.564847, long:-122.293393, alt142, time(sec): 113.64729428291321
Item: 1022, Location ID: 1N6B1mOFbrcs_e8btnui1A_47.590235_-122.333502, lat:47.590235, long:-122.333502, alt114, time(sec): 133.51799654960632
Item: 1023, Location ID: R0r3QXp8YK45fAKELBkqBQ_47.558371_-122.288839, lat:47.558371, long:-122.288839, alt136, time(sec): 134.71941590309143
Item: 1024, Location ID: 27svO2i4u3lRvLdRnRPwlg_47.604306_-122.300381, lat:47.604306, long:-122.300381, alt197, time(sec): 173.60755395889282
Item: 1025, Location ID: Kq5fz0WSkZVSwF3F947QqA_47.605779_-122.310256, lat:47.605779, long:-122.310256, alt199, time(sec): 178.5903923511505
Item: 1026, Location ID: AK50j7vyXwPKwCx5S3nyNg_47.592488_-122.321360, lat:47.592488, long:-122.32136, alt120, time(sec): 175.74722528457642
