ExpID: 1765778182
Start Location: 556
Location: NewYork
Number of Location: 500
StartTime: 2025-12-15 00:56:22.479521

Item: 556, Location ID: _kPRPwWdGit52HhzFTD-7w_40.751615_-73.968537, lat:40.751615, long:-73.968537, alt111, time(sec): 99.42584204673767
Item: 568, Location ID: bG66YYVMTJITjMbn_2nz8A_40.750627_-73.987665, lat:40.750627, long:-73.987665, alt115, time(sec): 126.4140989780426
Item: 569, Location ID: wcg3f--DCMfO9xmzzfm80g_40.721040_-74.005315, lat:40.72104, long:-74.005315, alt114, time(sec): 102.39689207077026
Item: 570, Location ID: iPABVGmmF0ut2-Zc_E6lpg_40.736219_-74.001334, lat:40.736219, long:-74.001334, alt114, time(sec): 101.360360622406
Item: 571, Location ID: j0KsJs_BeOK6F31CnSu4xA_40.777339_-73.970868, lat:40.777339, long:-73.970868, alt125, time(sec): 93.61420226097107
Item: 572, Location ID: EbkyWqjmcIlDhcNXOtVrUg_40.779387_-73.988662, lat:40.779387, long:-73.988662, alt105, time(sec): 82.47100901603699
Item: 573, Location ID: KDbbFJ5tEwaCIO1y3WnsWg_40.769365_-73.955585, lat:40.769365, long:-73.955585, alt127, time(sec): 108.4735004901886
Item: 574, Location ID: fia6QZErwdtMDnG3tqSwIA_40.750750_-73.998279, lat:40.75075, long:-73.998279, alt125, time(sec): 111.46672368049622
Item: 575, Location ID: zmZOv48pCuWy5-uoNvpbOg_40.736970_-74.008094, lat:40.73697, long:-74.008094, alt113, time(sec): 87.36867570877075
Item: 576, Location ID: JAYD5BkLKr_HYGnBG89IEg_40.731005_-74.007286, lat:40.731005, long:-74.007286, alt126, time(sec): 92.58181142807007
Item: 577, Location ID: IjDXL7w8hZLTZ_KtS_p93g_40.758814_-73.989495, lat:40.758814, long:-73.989495, alt119, time(sec): 107.35563778877258
Item: 578, Location ID: NBKYukb0k_EWAcycmqIC5w_40.773355_-73.984059, lat:40.773355, long:-73.984059, alt135, time(sec): 108.35017848014832
Item: 579, Location ID: n0RQeJ0r7PrzsUjuhcWP-w_40.716754_-74.010438, lat:40.716754, long:-74.010438, alt100, time(sec): 99.3583631515503
Item: 580, Location ID: ad-rAO1ZetlwZGWyIuTycA_40.714779_-73.997834, lat:40.714779, long:-73.997834, alt119, time(sec): 101.53294706344604
Item: 581, Location ID: kpJNyH0Ibwgy21455cxRyw_40.757684_-73.990872, lat:40.757684, long:-73.990872, alt123, time(sec): 63.485154151916504
Item: 582, Location ID: _6csZfvXNiVScZWwq0olJg_40.719170_-73.976901, lat:40.71917, long:-73.976901, alt109, time(sec): 88.38316440582275
Item: 583, Location ID: cY__KXYCf9pGeHWxsGrtYw_40.756965_-73.993137, lat:40.756965, long:-73.993137, alt123, time(sec): 113.47145652770996
Item: 584, Location ID: qvXwRpmuzRogLVUdV7FeqA_40.763313_-73.964911, lat:40.763313, long:-73.964911, alt130, time(sec): 108.47204041481018
Item: 585, Location ID: 8q9yF71iSUfDe8RNxL4h5g_40.748065_-73.983649, lat:40.748065, long:-73.983649, alt181, time(sec): 122.51120519638062
Item: 586, Location ID: Oy4NmG43bDWDCQN_G1VAqg_40.712402_-73.999079, lat:40.712402, long:-73.999079, alt109, time(sec): 97.45374608039856
Item: 587, Location ID: yvlkuIxnNxQripm3-kkZYg_40.739064_-74.005448, lat:40.739064, long:-74.005448, alt105, time(sec): 99.39448547363281
Item: 588, Location ID: LBggrYGw99OqkrFsv74O1A_40.750157_-74.000282, lat:40.750157, long:-74.000282, alt111, time(sec): 109.44125938415527
Item: 589, Location ID: bfmu04PDgKk1hu6HgcJf0Q_40.737676_-74.005684, lat:40.737676, long:-74.005684, alt109, time(sec): 96.54576849937439
Item: 590, Location ID: ESkiH9RPErviuzAZnfXOpw_40.760893_-73.965048, lat:40.760893, long:-73.965048, alt129, time(sec): 113.57963466644287
Item: 591, Location ID: 8dMRZgXaoI2sQM2cGsIYRg_40.773871_-73.958423, lat:40.773871, long:-73.958423, alt131, time(sec): 197.42572689056396
Item: 592, Location ID: 9OACrEGfTQZmhdfUwkO5bg_40.737809_-73.986522, lat:40.737809, long:-73.986522, alt127, time(sec): 382.23356914520264
Item: 593, Location ID: dm3v4AOHIECcji9d9N5d-Q_40.748231_-73.982007, lat:40.748231, long:-73.982007, alt130, time(sec): 687.2220973968506
Item: 594, Location ID: 4hgHx68fIt10yM8sVDR_pg_40.751151_-74.004547, lat:40.751151, long:-74.004547, alt108, time(sec): 655.2327287197113
Item: 595, Location ID: eSpc9Fi6Q81IpcBWQ5V4hw_40.743267_-73.978201, lat:40.743267, long:-73.978201, alt114, time(sec): 963.2732408046722
Item: 596, Location ID: 78EEEjd9KMr3UpLfyNBNDw_40.745246_-73.982898, lat:40.745246, long:-73.982898, alt141, time(sec): 724.2604267597198
Item: 597, Location ID: h8BgzDeweo-Qmy_9eGD1Mw_40.778120_-73.950223, lat:40.77812, long:-73.950223, alt131, time(sec): 199.17416977882385
Item: 598, Location ID: Z8XTAxMR3kPXseH2lS7KPw_40.710411_-73.995136, lat:40.710411, long:-73.995136, alt113, time(sec): 257.1822991371155
Item: 599, Location ID: XvxAx6qWTQYF6bly1bvNTA_40.781162_-73.947678, lat:40.781162, long:-73.947678, alt115, time(sec): 445.1794686317444
Item: 600, Location ID: G8McgLdBdKPbPOzeAgHT5Q_40.772381_-73.978024, lat:40.772381, long:-73.978024, alt139, time(sec): 569.2140703201294
Item: 601, Location ID: -TQHWsWwsXmBrmkCwsNxnA_40.753021_-73.983761, lat:40.753021, long:-73.983761, alt124, time(sec): 1023.2752327919006
Item: 602, Location ID: 4eUZULfT6CPQ1DF8c1ZmRQ_40.749082_-74.003478, lat:40.749082, long:-74.003478, alt109, time(sec): 924.2740726470947
Item: 603, Location ID: UxFkCezsHTm4WvuATI3GYA_40.735954_-73.982119, lat:40.735954, long:-73.982119, alt112, time(sec): 213.1789848804474
Item: 604, Location ID: NQrefM7HxGBVpwHYZRClSw_40.720800_-74.011957, lat:40.7208, long:-74.011957, alt100, time(sec): 86.20760846138
Item: 605, Location ID: bwiV-7g_1-pf3ZFKZyG6WA_40.760546_-73.991660, lat:40.760546, long:-73.99166, alt120, time(sec): 105.1791877746582
Item: 606, Location ID: FDeRTDtSY8BtagQJH7hLJQ_40.708221_-74.001977, lat:40.708221, long:-74.001977, alt108, time(sec): 94.21033334732056
Item: 607, Location ID: p_Rp9IRvBTCwgnOHiZ5CHg_40.749463_-73.997709, lat:40.749463, long:-73.997709, alt112, time(sec): 105.19829058647156
Item: 608, Location ID: t-W6gKmS6FytAzQ5g8761A_40.716039_-73.999256, lat:40.716039, long:-73.999256, alt119, time(sec): 100.1897873878479
Item: 609, Location ID: uUv037zq5SxviiTD8QC83A_40.714120_-73.996405, lat:40.71412, long:-73.996405, alt137, time(sec): 93.1978132724762
Item: 610, Location ID: Z5gVm1jkdie-1iEzWigf1g_40.730150_-74.005315, lat:40.73015, long:-74.005315, alt113, time(sec): 98.1933844089508
Item: 611, Location ID: lEml-4AZsRdOoYkH-dyt1w_40.730008_-73.974555, lat:40.730008, long:-73.974555, alt106, time(sec): 88.22219944000244
Item: 612, Location ID: -394siybOyLSGAcREMt3mw_40.760266_-73.959640, lat:40.760266, long:-73.95964, alt141, time(sec): 98.1827437877655
Item: 613, Location ID: HgrUk3Dhz02Tb7OddR2R2Q_40.781347_-73.985258, lat:40.781347, long:-73.985258, alt138, time(sec): 94.20288896560669
Item: 614, Location ID: aWlNxZy_y61cgAgJ7STD2A_40.731040_-74.008013, lat:40.73104, long:-74.008013, alt123, time(sec): 89.198233127594
Item: 615, Location ID: 7ON3u2ox-Tsoe2MyMfqGrw_40.715843_-73.976310, lat:40.715843, long:-73.97631, alt108, time(sec): 83.18540406227112
Item: 616, Location ID: uan3mdrilRdXvuO4ldH6yQ_40.722782_-73.981347, lat:40.722782, long:-73.981347, alt107, time(sec): 93.20995426177979
Item: 617, Location ID: EEjajBWaH-DDDaUDmgHyDQ_40.701181_-74.004580, lat:40.701181, long:-74.00458, alt100, time(sec): 72.21623468399048
Item: 618, Location ID: PgQZ6_yxw96pGZ37suv9-A_40.718119_-73.998972, lat:40.718119, long:-73.998972, alt114, time(sec): 101.20271277427673
Item: 619, Location ID: x1CEKwPaEBlwM0uU8vbJCg_40.781074_-73.977456, lat:40.781074, long:-73.977456, alt132, time(sec): 103.20670914649963
Item: 620, Location ID: M8g4LYktjFJqFV94ByuXRA_40.724326_-73.990891, lat:40.724326, long:-73.990891, alt119, time(sec): 100.27406644821167
Item: 621, Location ID: Gza8sEgAESFeXz2IT4Gg1g_40.755250_-73.963575, lat:40.75525, long:-73.963575, alt140, time(sec): 92.1848349571228
Item: 622, Location ID: 5yoRJJSdII2C0efGDehiLQ_40.767545_-73.961380, lat:40.767545, long:-73.96138, alt143, time(sec): 111.1816885471344
Item: 623, Location ID: _fyt8h7E-64LiujbAmovKQ_40.708349_-74.018717, lat:40.708349, long:-74.018717, alt104, time(sec): 83.21742677688599
Item: 624, Location ID: Ay7CIgT_D1RPBWQDfRDoPw_40.758471_-73.962818, lat:40.758471, long:-73.962818, alt131, time(sec): 108.18218874931335
Item: 625, Location ID: mhkyEnDSyPlOZlpf5kVlUg_40.725622_-74.005204, lat:40.725622, long:-74.005204, alt118, time(sec): 101.20711421966553
Item: 626, Location ID: MOinshC8Ehgx3cE4tqITyQ_40.727468_-73.984990, lat:40.727468, long:-73.98499, alt115, time(sec): 98.20648121833801
Item: 627, Location ID: v8cKBxFjtrHY_WHcP0K0Fw_40.780312_-73.975553, lat:40.780312, long:-73.975553, alt144, time(sec): 115.20636510848999
Item: 628, Location ID: ExDEGZlWLx8m7vaJGGl1Ow_40.733623_-73.990123, lat:40.733623, long:-73.990123, alt146, time(sec): 99.18907403945923
Item: 629, Location ID: pvpuTS718uOUkY9DLbyhqw_40.705699_-74.012302, lat:40.705699, long:-74.012302, alt110, time(sec): 108.18062210083008
Item: 630, Location ID: _Hvat2cPYyh8_OPlsG5bnQ_40.712203_-74.017481, lat:40.712203, long:-74.017481, alt105, time(sec): 84.21427845954895
Item: 631, Location ID: McZWJX0le7dA8dbpyxWKrA_40.726124_-74.010348, lat:40.726124, long:-74.010348, alt102, time(sec): 88.22036719322205
Item: 632, Location ID: jqmJ6ckF8SE1swci-lFeuw_40.754165_-74.000209, lat:40.754165, long:-74.000209, alt110, time(sec): 102.19468760490417
Item: 633, Location ID: NHE9Z2guSQ-DlK7OqmaesA_40.720311_-73.991855, lat:40.720311, long:-73.991855, alt120, time(sec): 97.19582438468933
Item: 634, Location ID: Pr6kYna087Fvoxp-TMErsA_40.764212_-73.996473, lat:40.764212, long:-73.996473, alt113, time(sec): 94.27395176887512
Item: 635, Location ID: oCNJTqAjreLcHaswW77UBg_40.740533_-73.985118, lat:40.740533, long:-73.985118, alt135, time(sec): 103.1826319694519
Item: 636, Location ID: vxsFKy8wa4oHfxZTXjcQBg_40.759365_-73.998855, lat:40.759365, long:-73.998855, alt105, time(sec): 104.19396781921387
Item: 637, Location ID: jSDaeTyikgWJzyGVSwBvHg_40.750254_-73.987437, lat:40.750254, long:-73.987437, alt116, time(sec): 116.19159412384033
Item: 638, Location ID: vqa54Is2Oyjg6TrQGEziOg_40.728527_-73.977968, lat:40.728527, long:-73.977968, alt107, time(sec): 94.20152688026428
Item: 639, Location ID: g55anzHX2s6XuW1O0eSCsg_40.768368_-73.970030, lat:40.768368, long:-73.97003, alt129, time(sec): 102.1941773891449
Item: 640, Location ID: j4EivQIIecJ2n2iLM86Z9A_40.746867_-73.996311, lat:40.746867, long:-73.996311, alt115, time(sec): 152.17710185050964
Item: 641, Location ID: ICB9q-vXFbF_Pb3qmYyCcw_40.761264_-73.993358, lat:40.761264, long:-73.993358, alt115, time(sec): 277.1728973388672
Item: 642, Location ID: NYImm1pv9VFzKFREP7iztQ_40.713897_-74.012233, lat:40.713897, long:-74.012233, alt108, time(sec): 468.19145584106445
Item: 643, Location ID: qhz7REFDkEuC55hYiejrew_40.748407_-73.996138, lat:40.748407, long:-73.996138, alt110, time(sec): 718.2259261608124
Item: 644, Location ID: hIlSI9asaB8yW1U13l4A9Q_40.724598_-73.980083, lat:40.724598, long:-73.980083, alt109, time(sec): 644.2322766780853
Item: 645, Location ID: V22GTwToNgScEGJKLTkuOQ_40.772166_-73.987872, lat:40.772166, long:-73.987872, alt117, time(sec): 954.2685422897339
Item: 646, Location ID: w-pGjY9oRrgRoexhBoQhpw_40.770848_-73.977689, lat:40.770848, long:-73.977689, alt128, time(sec): 445.2213656902313
Item: 647, Location ID: JzJgZW2fKJKtTMhEKPiALg_40.755466_-73.997238, lat:40.755466, long:-73.997238, alt124, time(sec): 108.1877088546753
Item: 648, Location ID: pakQNMe9oRhBvxoSLc2HUg_40.767163_-73.991868, lat:40.767163, long:-73.991868, alt109, time(sec): 98.2664635181427
Item: 649, Location ID: 0tE_QmaGPvaXcPM7V7wjdQ_40.724289_-73.992819, lat:40.724289, long:-73.992819, alt118, time(sec): 100.1836507320404
Item: 650, Location ID: W9yjg4nreTHamWwNqBDQyg_40.719982_-73.991037, lat:40.719982, long:-73.991037, alt119, time(sec): 98.19633293151855
Item: 651, Location ID: HnBdwGtuKrKktu29fAYNhA_40.743666_-74.007687, lat:40.743666, long:-74.007687, alt106, time(sec): 94.20769882202148
Item: 652, Location ID: 50mISrb1tszVVcArDOxvtw_40.754717_-74.006743, lat:40.754717, long:-74.006743, alt101, time(sec): 82.22647976875305
Item: 653, Location ID: 4I93eHNPenjKYSQLz1uffw_40.710025_-73.998840, lat:40.710025, long:-73.99884, alt109, time(sec): 94.19354200363159
Item: 654, Location ID: lReDCSvAJHEiVdDy3-Gy_w_40.733843_-73.986342, lat:40.733843, long:-73.986342, alt117, time(sec): 103.19384241104126
Item: 655, Location ID: zsPuLcYhSSbK06KLtHHTSg_40.728567_-73.991132, lat:40.728567, long:-73.991132, alt127, time(sec): 100.16573405265808
Item: 656, Location ID: CbPCeObAQ3Zg1sHIfs9rSw_40.745536_-73.993180, lat:40.745536, long:-73.99318, alt136, time(sec): 112.19506406784058
Item: 657, Location ID: zm_F9zXykmLKPcFBuxDzaw_40.738757_-74.004466, lat:40.738757, long:-74.004466, alt111, time(sec): 100.19117879867554
Item: 658, Location ID: BU8gSgjfHRsgHzu2GF9LnQ_40.781156_-73.961754, lat:40.781156, long:-73.961754, alt135, time(sec): 96.19787812232971
Item: 659, Location ID: XIOv5NeKw1mXptqdblpUog_40.736382_-74.007094, lat:40.736382, long:-74.007094, alt111, time(sec): 94.22496843338013
Item: 660, Location ID: fx6Nr1TDJk-Gg_5tb-VFZA_40.762432_-73.974772, lat:40.762432, long:-73.974772, alt122, time(sec): 119.18882322311401
Item: 661, Location ID: 5LxW2TfwU3vOSqqoJHeiTQ_40.709521_-74.006328, lat:40.709521, long:-74.006328, alt156, time(sec): 113.19764995574951
Item: 662, Location ID: MfIOKxdC9uodZo3AZJIlWQ_40.757372_-73.966723, lat:40.757372, long:-73.966723, alt132, time(sec): 120.18586587905884
Item: 663, Location ID: kBQq-GMhmyMDmym9mEHOVQ_40.751137_-73.982604, lat:40.751137, long:-73.982604, alt164, time(sec): 112.16616916656494
Item: 664, Location ID: 3QgvieC7j7NEyNeGQ5DKgA_40.741676_-73.999321, lat:40.741676, long:-73.999321, alt114, time(sec): 106.21000552177429
Item: 665, Location ID: Xg5-bPDZFsDLaHDpt_H_Xw_40.737414_-73.975767, lat:40.737414, long:-73.975767, alt105, time(sec): 98.19198560714722
Item: 666, Location ID: hzrCIckXd-u3vnvrV1b6Wg_40.771961_-73.987384, lat:40.771961, long:-73.987384, alt122, time(sec): 104.19467949867249
Item: 667, Location ID: t2lOWj3wmZx7r4Es0Mftyg_40.780350_-73.964316, lat:40.78035, long:-73.964316, alt138, time(sec): 97.1981475353241
Item: 668, Location ID: XTsRYAAqBoMVvpo5xIXeUQ_40.779063_-73.958624, lat:40.779063, long:-73.958624, alt140, time(sec): 113.19389748573303
Item: 669, Location ID: iW6RUpdY7F5iqK1AhuJQlA_40.773831_-73.977015, lat:40.773831, long:-73.977015, alt140, time(sec): 99.21750712394714
Item: 670, Location ID: HVp9No3wLvD6RtuNnbot9Q_40.756995_-73.967684, lat:40.756995, long:-73.967684, alt114, time(sec): 112.17428827285767
Item: 671, Location ID: jPVMfMpGTJbgeHYCtTPQrg_40.773381_-73.961205, lat:40.773381, long:-73.961205, alt140, time(sec): 111.18519878387451
Item: 672, Location ID: ZlfG1rNluFdeLTF1lclsjA_40.734323_-74.009505, lat:40.734323, long:-74.009505, alt100, time(sec): 85.20470523834229
Item: 673, Location ID: JKWlA9AEjGM-RexD5xgXGw_40.718137_-73.981799, lat:40.718137, long:-73.981799, alt113, time(sec): 95.21618866920471
Item: 674, Location ID: ihj0xnNtXrNkRt6h4gv7Rg_40.714382_-73.992669, lat:40.714382, long:-73.992669, alt120, time(sec): 100.20713186264038
Item: 675, Location ID: ws3HNZozuDT57QvheGlrjQ_40.760256_-73.989032, lat:40.760256, long:-73.989032, alt112, time(sec): 112.2069787979126
Item: 676, Location ID: l9UQIWOoiQLHKSrld51y1g_40.727330_-74.007322, lat:40.72733, long:-74.007322, alt132, time(sec): 97.1851818561554
Item: 677, Location ID: KPYKwbC7z9W0A8i1KnppUQ_40.740336_-73.986327, lat:40.740336, long:-73.986327, alt111, time(sec): 114.18198728561401
Item: 678, Location ID: _N9J6sO5_K3oEwJ_shfjPw_40.720797_-73.988871, lat:40.720797, long:-73.988871, alt116, time(sec): 99.2122073173523
Item: 679, Location ID: E8uB1AaDo1UyzLMsX9IUBQ_40.774399_-73.970190, lat:40.774399, long:-73.97019, alt129, time(sec): 96.20130848884583
Item: 680, Location ID: gPG-J2_Z4WRL5hqzKuQO7A_40.765541_-73.972541, lat:40.765541, long:-73.972541, alt116, time(sec): 105.1968982219696
Item: 681, Location ID: 6dJet9nowvdaig3Br4ONYQ_40.728454_-73.983667, lat:40.728454, long:-73.983667, alt116, time(sec): 99.21770024299622
Item: 682, Location ID: aOi7X2lJYwqZwjT0dBW12g_40.724608_-73.983812, lat:40.724608, long:-73.983812, alt113, time(sec): 96.21286511421204
Item: 683, Location ID: KVeRAi45A_59zoULLJRbMQ_40.781867_-73.948867, lat:40.781867, long:-73.948867, alt124, time(sec): 102.21449708938599
Item: 684, Location ID: ua5mI-gLkrkrKJeV5f1l7Q_40.781624_-73.944493, lat:40.781624, long:-73.944493, alt101, time(sec): 87.21266412734985
Item: 685, Location ID: n17DvVWsKjOLwPfOIHS6IA_40.726073_-73.992986, lat:40.726073, long:-73.992986, alt121, time(sec): 107.18883919715881
Item: 686, Location ID: s1J2r_fNBdy9cUcnrNfGUA_40.782401_-73.978671, lat:40.782401, long:-73.978671, alt145, time(sec): 106.18443703651428
Item: 687, Location ID: 3XKb_XeWeQbA5HVf03193A_40.745513_-74.004806, lat:40.745513, long:-74.004806, alt109, time(sec): 105.19433379173279
Item: 688, Location ID: VPzqZocE53ti_DnVmsdcGA_40.729859_-73.978689, lat:40.729859, long:-73.978689, alt111, time(sec): 101.19480204582214
Item: 689, Location ID: cX1cbl8lcq3YP_6QRt1lXQ_40.738870_-73.996314, lat:40.73887, long:-73.996314, alt115, time(sec): 110.18116927146912
Item: 690, Location ID: lRlcnCurz6Z_TqaDySZlaw_40.716891_-73.980334, lat:40.716891, long:-73.980334, alt113, time(sec): 98.20101642608643
Item: 691, Location ID: rHASctIyFjAv2eOU0FdpEQ_40.775294_-73.987524, lat:40.775294, long:-73.987524, alt129, time(sec): 101.2000036239624
Item: 692, Location ID: htT6BB2-53VG7dn5FSpwfA_40.719997_-73.986554, lat:40.719997, long:-73.986554, alt114, time(sec): 101.2141695022583
Item: 693, Location ID: x8dUIGCbr4WyfyD93Qc1yw_40.732732_-74.002467, lat:40.732732, long:-74.002467, alt113, time(sec): 101.20890545845032
Item: 694, Location ID: 4GYse4rQqrDpEnmLJ5hpAQ_40.747299_-73.999279, lat:40.747299, long:-73.999279, alt117, time(sec): 110.19331812858582
Item: 695, Location ID: aYdCWbJWhSoAFmp9tErOlA_40.742918_-73.994906, lat:40.742918, long:-73.994906, alt125, time(sec): 113.26026368141174
Item: 696, Location ID: 7a2uO4QNIkHKDuzrM0dRLg_40.767606_-73.967331, lat:40.767606, long:-73.967331, alt141, time(sec): 113.22439789772034
Item: 697, Location ID: daon6gJ7qQiXrPF2-QtkAA_40.714391_-73.986284, lat:40.714391, long:-73.986284, alt121, time(sec): 104.19183278083801
Item: 698, Location ID: XpujBmuKIpj_wwUDj3gQfg_40.780694_-73.980119, lat:40.780694, long:-73.980119, alt137, time(sec): 110.2006573677063
Item: 699, Location ID: Rt-K71IV10qGVhk_zo1WIQ_40.728809_-73.986322, lat:40.728809, long:-73.986322, alt117, time(sec): 104.20451307296753
Item: 700, Location ID: hDMjpCJESFwtEOvvzi97sg_40.755557_-73.993640, lat:40.755557, long:-73.99364, alt115, time(sec): 120.15653944015503
Item: 701, Location ID: 7jnWPJL6AmZ5jf8OnBxUOg_40.748841_-73.995242, lat:40.748841, long:-73.995242, alt112, time(sec): 116.19883227348328
Item: 702, Location ID: W67IgKgpE81LeTWq0Tc5FA_40.773412_-73.977257, lat:40.773412, long:-73.977257, alt137, time(sec): 102.20054984092712
Item: 703, Location ID: aFD4k8h7rmfER0iCLC79Hw_40.742730_-74.001828, lat:40.74273, long:-74.001828, alt113, time(sec): 106.19409584999084
Item: 704, Location ID: mEKnmZgn0mhZ2f5sd-fHmQ_40.765231_-73.989198, lat:40.765231, long:-73.989198, alt116, time(sec): 112.19423794746399
Item: 705, Location ID: PiYRseOXxkw-9ZuOJjU4BQ_40.711543_-73.994895, lat:40.711543, long:-73.994895, alt117, time(sec): 94.21106123924255
Item: 706, Location ID: bbYUsQIZImv6MCQq8YNSvw_40.758562_-73.959475, lat:40.758562, long:-73.959475, alt110, time(sec): 99.18616843223572
Item: 707, Location ID: -oigDSI9ywQgu1VZnvLaBA_40.731178_-74.008930, lat:40.731178, long:-74.00893, alt114, time(sec): 91.21535420417786
Item: 708, Location ID: 3wWJNWhnewo6-0k8bZQDXg_40.722982_-73.979929, lat:40.722982, long:-73.979929, alt107, time(sec): 100.21314430236816
Item: 709, Location ID: RJYhlRAquZY0kuWXuzE2cA_40.744872_-73.970748, lat:40.744872, long:-73.970748, alt207, time(sec): 93.19696474075317
Item: 710, Location ID: Kv0SlMoL7YsY0mc7A_F8Hw_40.774010_-73.946675, lat:40.77401, long:-73.946675, alt125, time(sec): 104.20125269889832
Item: 711, Location ID: 7NSLWVPI5ufjdPzkn1gmyQ_40.772798_-73.945743, lat:40.772798, long:-73.945743, alt135, time(sec): 92.21562814712524
Item: 712, Location ID: PIqwbYWlFd2IyNdOfEHv6A_40.748739_-74.002664, lat:40.748739, long:-74.002664, alt114, time(sec): 107.19836807250977
Item: 713, Location ID: mltjUYQ_j8-8n_wwurtBkg_40.745182_-73.994219, lat:40.745182, long:-73.994219, alt123, time(sec): 110.22505950927734
Item: 714, Location ID: vcSxFzW45GrniCUGsES-jA_40.756949_-73.977296, lat:40.756949, long:-73.977296, alt115, time(sec): 126.18782925605774
Item: 715, Location ID: xmIJBAH6sY2C-E1BAs0rXA_40.781186_-73.959580, lat:40.781186, long:-73.95958, alt145, time(sec): 109.17847681045532
Item: 716, Location ID: uh3hvrNZGlBOCP3qosl4Dg_40.772260_-73.963115, lat:40.77226, long:-73.963115, alt129, time(sec): 156.1939082145691
Item: 717, Location ID: 4q7tI8BYsaXPSZi-w1P5dQ_40.780640_-73.948409, lat:40.78064, long:-73.948409, alt125, time(sec): 274.181720495224
Item: 718, Location ID: h4BPhZ2a-5JH-ypqKHcBuA_40.778442_-73.981242, lat:40.778442, long:-73.981242, alt145, time(sec): 466.1759009361267
Item: 719, Location ID: nnRKcd03ItaLCriMlu_O0Q_40.724128_-73.996748, lat:40.724128, long:-73.996748, alt133, time(sec): 604.2176866531372
Item: 720, Location ID: wxtX9sbjvUYW7oy8R6qrCw_40.721315_-73.981755, lat:40.721315, long:-73.981755, alt114, time(sec): 630.2258808612823
Item: 721, Location ID: IaxhTYEscereJRW4t0MX9A_40.711638_-73.999836, lat:40.711638, long:-73.999836, alt115, time(sec): 839.2449607849121
Item: 722, Location ID: Ltzx-0Fj5uc2tXraTq0HqQ_40.704539_-74.005681, lat:40.704539, long:-74.005681, alt167, time(sec): 668.245222568512
Item: 723, Location ID: fQtpgw3hId_J7UYYT6PfPw_40.773030_-73.966627, lat:40.77303, long:-73.966627, alt158, time(sec): 119.21401834487915
Item: 724, Location ID: F76q4BvhIn3L7d_kw6pJ3Q_40.756630_-73.972671, lat:40.75663, long:-73.972671, alt117, time(sec): 140.169331073761
Item: 725, Location ID: hhl6pBvVvG4TzEVYJKN5_g_40.749679_-73.987862, lat:40.749679, long:-73.987862, alt113, time(sec): 141.25668048858643
Item: 726, Location ID: Dq-YoRTVp9p945GR9Z2r4g_40.756342_-73.987655, lat:40.756342, long:-73.987655, alt122, time(sec): 138.17726755142212
Item: 727, Location ID: W7AjsukzjZCyNw_Gstibbw_40.716007_-74.005504, lat:40.716007, long:-74.005504, alt108, time(sec): 128.1954836845398
Item: 728, Location ID: b-HINJo7LfyHagnJGSjEZg_40.723647_-73.987276, lat:40.723647, long:-73.987276, alt114, time(sec): 109.18670225143433
Item: 729, Location ID: HDCReuqPhT5HTZebm_G2bQ_40.779079_-73.965157, lat:40.779079, long:-73.965157, alt128, time(sec): 111.19538307189941
Item: 730, Location ID: v3bJpnioujNxavLfJmhuRA_40.722936_-74.000034, lat:40.722936, long:-74.000034, alt118, time(sec): 118.19241642951965
Item: 731, Location ID: tMll1cpzwZVAwpKHzF857A_40.756385_-73.977903, lat:40.756385, long:-73.977903, alt118, time(sec): 144.16837453842163
