ExpID: 1765660117
Start Location: 41
Location: NewYork
Number of Location: 500
StartTime: 2025-12-13 16:08:37.481047

Item: 41, Location ID: K7toMjROlN4nF9U6fVPgTw_40.749070_-73.988289, lat:40.74907, long:-73.988289, alt114, time(sec): 154.58337807655334
Item: 83, Location ID: Q8dc0hnToaZfc7YnPBXtNw_40.754930_-73.962819, lat:40.75493, long:-73.962819, alt129, time(sec): 124.41307950019836
Item: 84, Location ID: mID6H7IS6Tw-fGYO0VLL5w_40.713772_-73.998071, lat:40.713772, long:-73.998071, alt123, time(sec): 125.4177815914154
Item: 85, Location ID: e2UPtZlvuyUUJ6thUWUPMw_40.709484_-74.017913, lat:40.709484, long:-74.017913, alt103, time(sec): 105.39106488227844
Item: 86, Location ID: 6Vl5FLsU0CZ8qX8LmuAiaQ_40.766682_-73.957386, lat:40.766682, long:-73.957386, alt125, time(sec): 135.39671635627747
Item: 87, Location ID: f6r6xpg9gPMujvLRGCRCDg_40.766461_-73.986767, lat:40.766461, long:-73.986767, alt123, time(sec): 134.4194004535675
Item: 88, Location ID: f2oebFaqBvCbMR8AjYqPSQ_40.729002_-73.988601, lat:40.729002, long:-73.988601, alt119, time(sec): 128.5068929195404
Item: 89, Location ID: rtKTtC5YV8inlgR9suOZRA_40.782198_-73.975317, lat:40.782198, long:-73.975317, alt150, time(sec): 125.46051263809204
Item: 90, Location ID: bwUxojGlnh0p0dpf17oBYQ_40.775354_-73.960604, lat:40.775354, long:-73.960604, alt148, time(sec): 140.43802404403687
Item: 91, Location ID: V45BbPpNGrv-tLpUlQbSZg_40.708701_-74.001067, lat:40.708701, long:-74.001067, alt118, time(sec): 115.42811894416809
Item: 92, Location ID: yGs2zRagckNLxoAg0BYxIg_40.729463_-74.006537, lat:40.729463, long:-74.006537, alt131, time(sec): 125.4352445602417
Item: 93, Location ID: QJPslL-coVmRSKJhzTW98Q_40.754858_-73.995230, lat:40.754858, long:-73.99523, alt114, time(sec): 153.54202699661255
Item: 94, Location ID: KSwxBE2Phf3sG1nvgDXLvA_40.725169_-74.007308, lat:40.725169, long:-74.007308, alt108, time(sec): 128.56607127189636
Item: 95, Location ID: II_CbEAwZYI2ZiOTXaL9JA_40.708484_-73.998321, lat:40.708484, long:-73.998321, alt104, time(sec): 109.57398390769958
Item: 96, Location ID: Rr5lu9aNKOkJyKHNqZZnIQ_40.721227_-74.006541, lat:40.721227, long:-74.006541, alt111, time(sec): 128.39425420761108
Item: 97, Location ID: XXKV-7Mm9sEpg4-3URVO_A_40.762205_-73.982460, lat:40.762205, long:-73.98246, alt122, time(sec): 161.38844895362854
Item: 98, Location ID: ZkoJ6ebEyDR1Uaf_d9aVXA_40.745208_-73.980859, lat:40.745208, long:-73.980859, alt123, time(sec): 158.40790033340454
Item: 99, Location ID: u_xAXHk_thM4JQcqkCE9wA_40.703610_-74.015388, lat:40.70361, long:-74.015388, alt105, time(sec): 115.48461699485779
Item: 100, Location ID: r0916WnhYkE9SQBQBBiZSg_40.720785_-73.999579, lat:40.720785, long:-73.999579, alt118, time(sec): 130.39965319633484
Item: 101, Location ID: Llot716qlEq4kPqq_L3mrg_40.781726_-73.971945, lat:40.781726, long:-73.971945, alt157, time(sec): 122.46988487243652
Item: 102, Location ID: jW0YzQIQTJV3Fw-xo12OwA_40.715445_-73.993671, lat:40.715445, long:-73.993671, alt120, time(sec): 127.51394510269165
Item: 103, Location ID: bEPLiXnqrStrSbywA-x9Kw_40.765135_-73.965370, lat:40.765135, long:-73.96537, alt130, time(sec): 137.36667037010193
Item: 104, Location ID: jSg1snsQKsTIT1Pz_gRTyg_40.730243_-73.989729, lat:40.730243, long:-73.989729, alt124, time(sec): 136.47769379615784
Item: 105, Location ID: jHUQtsYbQegHMmIGNF6P0w_40.756614_-73.968724, lat:40.756614, long:-73.968724, alt115, time(sec): 154.5070447921753
Item: 106, Location ID: m7-c9q8dVV9ofjexJhiBzQ_40.710724_-73.981867, lat:40.710724, long:-73.981867, alt104, time(sec): 105.54606652259827
Item: 107, Location ID: 1pzmsue4OwukGIvi0VbCOQ_40.773400_-73.970271, lat:40.7734, long:-73.970271, alt138, time(sec): 118.57262086868286
Item: 108, Location ID: cTJLtrP2FnZIg3s4_09drg_40.703502_-74.013120, lat:40.703502, long:-74.01312, alt106, time(sec): 123.43230533599854
Item: 109, Location ID: w4N7tzhzqTAzLaTEMp6qdQ_40.750125_-73.982669, lat:40.750125, long:-73.982669, alt164, time(sec): 169.52851223945618
Item: 110, Location ID: PhYaWYIEGHR_rcK1R4EDnA_40.777904_-73.953922, lat:40.777904, long:-73.953922, alt133, time(sec): 139.46406722068787
Item: 111, Location ID: OWxIWrzfNlvJczfUBgKfPg_40.753127_-73.989779, lat:40.753127, long:-73.989779, alt117, time(sec): 163.467139005661
Item: 112, Location ID: S2bwwkOSDOvnC0mYiMTNVA_40.755952_-74.000325, lat:40.755952, long:-74.000325, alt114, time(sec): 129.54441785812378
Item: 113, Location ID: FgAWq8_rwAGbL9UaQDdvZA_40.750127_-73.994956, lat:40.750127, long:-73.994956, alt112, time(sec): 144.44258904457092
Item: 114, Location ID: MBJ9xqWUH1-ZENaHz6M3aw_40.776963_-73.951677, lat:40.776963, long:-73.951677, alt131, time(sec): 133.5768177509308
Item: 115, Location ID: ysx1rw1W8VMUIqHVrIvRGg_40.712660_-73.997077, lat:40.71266, long:-73.997077, alt115, time(sec): 123.34333562850952
Item: 116, Location ID: qYJW3NVJYxYmtJxQBLGvVA_40.772628_-73.966922, lat:40.772628, long:-73.966922, alt140, time(sec): 131.41850900650024
Item: 117, Location ID: Z94m_4OaWXSdacirSKJqdw_40.719887_-73.992327, lat:40.719887, long:-73.992327, alt115, time(sec): 125.47973465919495
Item: 118, Location ID: YKh9hTaDgK8_SWw2xZAeJw_40.718327_-73.982542, lat:40.718327, long:-73.982542, alt116, time(sec): 124.58148694038391
Item: 119, Location ID: rdM-DiUyM2Ny690zfwPzTw_40.763368_-73.959246, lat:40.763368, long:-73.959246, alt125, time(sec): 130.5459587574005
Item: 120, Location ID: qmrfhPGGV1v4lC-JQSdEQA_40.766094_-73.963749, lat:40.766094, long:-73.963749, alt131, time(sec): 133.4019169807434
Item: 121, Location ID: ucyPaZgJ7xFvtbEiTELvzw_40.770151_-73.976008, lat:40.770151, long:-73.976008, alt124, time(sec): 116.45186591148376
Item: 122, Location ID: O1jcAQDOVZu-pLTMoM6saw_40.780162_-73.967511, lat:40.780162, long:-73.967511, alt131, time(sec): 117.48112654685974
Item: 123, Location ID: ISemTVOd7rIDr4DMNArqgQ_40.746300_-74.004875, lat:40.7463, long:-74.004875, alt106, time(sec): 123.51183533668518
Item: 124, Location ID: x2kN4IGmrPzt61ir9Xn6jA_40.721303_-73.996530, lat:40.721303, long:-73.99653, alt115, time(sec): 125.45755672454834
Item: 125, Location ID: n0d0VV0gt-YotNI4oNXJOA_40.706748_-74.005156, lat:40.706748, long:-74.005156, alt107, time(sec): 135.49819803237915
Item: 126, Location ID: U8mq5viKgGq_UAeE_92UUA_40.749111_-73.979754, lat:40.749111, long:-73.979754, alt154, time(sec): 148.61092591285706
Item: 127, Location ID: 9BZenXYT8Sw5EHwBHMwMLg_40.710200_-73.988970, lat:40.7102, long:-73.98897, alt100, time(sec): 107.57537651062012
Item: 128, Location ID: XhiE49XcB5_cNG-36ESDng_40.716784_-74.008804, lat:40.716784, long:-74.008804, alt147, time(sec): 131.47091627120972
Item: 129, Location ID: DZy8OUF_ePCUkg1K8XrVdg_40.723585_-73.998334, lat:40.723585, long:-73.998334, alt132, time(sec): 125.4625871181488
Item: 130, Location ID: s-hmL6M1ttTgBVj_y-zGjQ_40.754711_-74.001451, lat:40.754711, long:-74.001451, alt105, time(sec): 124.49759340286255
Item: 131, Location ID: BmgEEQ4oO8KKqetUJJZtJA_40.715393_-74.002632, lat:40.715393, long:-74.002632, alt100, time(sec): 131.48139667510986
Item: 132, Location ID: vE58v1ILFYtvDOIVzuQ1-w_40.746391_-73.999913, lat:40.746391, long:-73.999913, alt116, time(sec): 150.4466907978058
Item: 133, Location ID: GOO1w1dFI7FuXbolnpk0GA_40.762037_-73.972573, lat:40.762037, long:-73.972573, alt123, time(sec): 385.3969078063965
Item: 134, Location ID: F-ZtqhTouoQmAmlSLXTONg_40.765868_-73.976560, lat:40.765868, long:-73.97656, alt129, time(sec): 564.4465107917786
Item: 135, Location ID: gr1rTbxcNxM-g7dpVXNAJQ_40.746206_-73.985180, lat:40.746206, long:-73.98518, alt133, time(sec): 1048.4616963863373
Item: 136, Location ID: 5Lg0K92v7Rjl1jiAZmpjUA_40.703951_-74.006376, lat:40.703951, long:-74.006376, alt155, time(sec): 896.4846148490906
Item: 137, Location ID: ZqH8onExgohwuwxN3QChYA_40.763573_-73.994974, lat:40.763573, long:-73.994974, alt118, time(sec): 616.4632151126862
Item: 138, Location ID: WmuohwmAzYQB9u7DCD5X3A_40.725905_-73.994590, lat:40.725905, long:-73.99459, alt125, time(sec): 125.44963383674622
Item: 139, Location ID: sTEfMuq96NAZ7GOtIgsCZg_40.747363_-73.991736, lat:40.747363, long:-73.991736, alt129, time(sec): 146.42822408676147
Item: 140, Location ID: DNQ3trUwYO9Diwbi6ZpFLg_40.725350_-73.990062, lat:40.72535, long:-73.990062, alt114, time(sec): 120.51781678199768
Item: 141, Location ID: DfruOtg50FChF0awDWze-w_40.719749_-74.001021, lat:40.719749, long:-74.001021, alt114, time(sec): 124.64531922340393
Item: 142, Location ID: P7pkbiHuCGlM5NC_EK5Lgw_40.718868_-73.979320, lat:40.718868, long:-73.97932, alt109, time(sec): 114.47513198852539
Item: 143, Location ID: oM6cHoHKfrqiOd3a0xHXZw_40.775915_-73.991199, lat:40.775915, long:-73.991199, alt102, time(sec): 101.56361889839172
Item: 144, Location ID: rC3NX4pLtqUsttSpaAj_fw_40.724791_-73.997302, lat:40.724791, long:-73.997302, alt129, time(sec): 124.61986756324768
Item: 145, Location ID: W-QjAp8slaXdRZOQIM2ZvA_40.752765_-74.004542, lat:40.752765, long:-74.004542, alt103, time(sec): 112.53514289855957
Item: 146, Location ID: AbsxFOpmVTHfah_HoyuEnw_40.766379_-73.994262, lat:40.766379, long:-73.994262, alt113, time(sec): 116.55409526824951
Item: 147, Location ID: McC9zSqFQ9HL0_qYDrSCKg_40.772446_-73.955050, lat:40.772446, long:-73.95505, alt126, time(sec): 128.44178557395935
Item: 148, Location ID: s25oAUz5o19B2ULlmsbZBw_40.705654_-74.018902, lat:40.705654, long:-74.018902, alt103, time(sec): 96.58062052726746
Item: 149, Location ID: hpSJfOqM2btnZM2oFwQlSg_40.737851_-74.004481, lat:40.737851, long:-74.004481, alt107, time(sec): 117.47760248184204
Item: 150, Location ID: iD6oCVAzONqTT86rL9w_EA_40.741537_-73.995363, lat:40.741537, long:-73.995363, alt127, time(sec): 132.53447818756104
Item: 151, Location ID: uvEXDegMpPE4aTbGIKrRpw_40.722864_-73.974322, lat:40.722864, long:-73.974322, alt108, time(sec): 103.56076788902283
Item: 152, Location ID: 08paHVIRDSZGYhgUtjgODg_40.768046_-73.968379, lat:40.768046, long:-73.968379, alt132, time(sec): 121.48628807067871
Item: 153, Location ID: RewGWiI84m01CS4bcHZvxw_40.767272_-73.981988, lat:40.767272, long:-73.981988, alt124, time(sec): 135.47448229789734
Item: 154, Location ID: 6v22Q5_l67ehJ1FElUtvQA_40.746520_-73.987822, lat:40.74652, long:-73.987822, alt148, time(sec): 155.50346446037292
Item: 155, Location ID: Jf55r74H_cYIruYpmirgUw_40.740936_-74.008889, lat:40.740936, long:-74.008889, alt104, time(sec): 105.6041464805603
Item: 156, Location ID: qbnrgNYw-u8kC6TuthBjFA_40.729640_-73.980646, lat:40.72964, long:-73.980646, alt114, time(sec): 120.46484804153442
Item: 157, Location ID: 2-S8Ezj4SIS3YcUt0pTBcg_40.778173_-73.989557, lat:40.778173, long:-73.989557, alt100, time(sec): 99.54893064498901
Item: 158, Location ID: VGXkq-i11KG1zuHBRLCeWQ_40.755008_-73.977700, lat:40.755008, long:-73.9777, alt120, time(sec): 150.53828024864197
Item: 159, Location ID: LbXsMncoKSh4Yxuj1p9lZw_40.737832_-73.995821, lat:40.737832, long:-73.995821, alt118, time(sec): 133.65473055839539
Item: 160, Location ID: Vjg8Le-Z8PJCS0q8HkYaMw_40.735165_-73.987912, lat:40.735165, long:-73.987912, alt137, time(sec): 121.43977475166321
Item: 161, Location ID: y0Xe3RRozObQmepVxZ9ZUw_40.750050_-74.008277, lat:40.75005, long:-74.008277, alt110, time(sec): 104.53437232971191
Item: 162, Location ID: iLnyIsStuNkkkmIzE8Jabg_40.724612_-74.010156, lat:40.724612, long:-74.010156, alt109, time(sec): 107.54967403411865
Item: 163, Location ID: G7E_8tLX6_MmGhzYneA9Lw_40.767142_-73.979806, lat:40.767142, long:-73.979806, alt138, time(sec): 134.62420988082886
Item: 164, Location ID: XPLFo-w8TjNRbKkettJn6A_40.767516_-73.964331, lat:40.767516, long:-73.964331, alt142, time(sec): 132.4710874557495
Item: 165, Location ID: KZQATD3N_wrdyoe-aw9pqg_40.702249_-74.015566, lat:40.702249, long:-74.015566, alt104, time(sec): 97.57877969741821
Item: 166, Location ID: B0Wuvl-H2kygkO_cxxI7Ng_40.773229_-73.975177, lat:40.773229, long:-73.975177, alt125, time(sec): 112.55964040756226
Item: 167, Location ID: csVBgo0oS9siRiUQKw3HJg_40.747522_-73.993161, lat:40.747522, long:-73.993161, alt135, time(sec): 148.4845359325409
Item: 168, Location ID: kQLkHAaQCE_bATYw4lOPsQ_40.753694_-73.994959, lat:40.753694, long:-73.994959, alt126, time(sec): 314.47459149360657
Item: 169, Location ID: fga4wF0kLbV-oEFd2zm5jQ_40.717803_-73.985267, lat:40.717803, long:-73.985267, alt114, time(sec): 423.3613202571869
Item: 170, Location ID: xIIrk4gaA8ihSIzTQYmpDA_40.716052_-74.012128, lat:40.716052, long:-74.012128, alt103, time(sec): 579.4103598594666
Item: 171, Location ID: 1OQ60FngbhUbXcPAR7g8cw_40.768664_-73.971659, lat:40.768664, long:-73.971659, alt116, time(sec): 674.4366245269775
Item: 172, Location ID: x_iLY6uAoQ3UgxM4AskvNA_40.704302_-74.008678, lat:40.704302, long:-74.008678, alt113, time(sec): 1050.459393978119
Item: 173, Location ID: IvNsDOrEJPAXzNa3QKVULg_40.764557_-73.960121, lat:40.764557, long:-73.960121, alt125, time(sec): 541.6573259830475
Item: 174, Location ID: eFsY_gDr3VQNfUvBKF4jkA_40.733219_-73.979585, lat:40.733219, long:-73.979585, alt122, time(sec): 203.53748750686646
Item: 175, Location ID: WyD4MvSYAnleLqS5pErZcg_40.765283_-73.985448, lat:40.765283, long:-73.985448, alt130, time(sec): 440.41851902008057
Item: 176, Location ID: xp5HuXCbMnoBkX66zypeFw_40.758788_-73.973902, lat:40.758788, long:-73.973902, alt195, time(sec): 978.360292673111
Item: 177, Location ID: tPNEHr-KRs4QnAKmbC17KA_40.763439_-73.998525, lat:40.763439, long:-73.998525, alt103, time(sec): 645.3815383911133
Item: 178, Location ID: ex1JpnXvUbbo86sm6x0x0g_40.746671_-74.001739, lat:40.746671, long:-74.001739, alt109, time(sec): 888.4374854564667
