ExpID: 1767090795
Start Location: 230
Location: Chicago
Number of Location: 1000
StartTime: 2025-12-30 05:33:15.786562

Item: 230, Location ID: Ma6uciyMf79_BBve1vq38w_41.885726_-87.632942, lat:41.885726, long:-87.632942, alt283, time(sec): 116.50076222419739
Item: 253, Location ID: w4jPxYFpnke3eoJqRyD55Q_41.865812_-87.622417, lat:41.865812, long:-87.622417, alt279, time(sec): 99.20691680908203
Item: 254, Location ID: i7Qpm4kWzOomUns6Yv6AlA_41.856855_-87.635744, lat:41.856855, long:-87.635744, alt286, time(sec): 86.21434116363525
Item: 255, Location ID: 1udO8fQca-v78qgMOX4wZQ_41.891795_-87.620524, lat:41.891795, long:-87.620524, alt292, time(sec): 117.22131371498108
Item: 256, Location ID: m2j67HRSuX6SLJCvXJD2tg_41.894867_-87.627731, lat:41.894867, long:-87.627731, alt290, time(sec): 113.22309923171997
Item: 257, Location ID: 064yn_ag_5iBO4nLh7hK3g_41.871971_-87.642334, lat:41.871971, long:-87.642334, alt285, time(sec): 89.21229553222656
Item: 258, Location ID: JWp1O41LZP1V-aDT4ol2og_41.866051_-87.629452, lat:41.866051, long:-87.629452, alt284, time(sec): 90.23208594322205
Item: 259, Location ID: NSb9ZxivZwwlfomWvrDd6g_41.866223_-87.620071, lat:41.866223, long:-87.620071, alt278, time(sec): 94.21852397918701
Item: 260, Location ID: 6iRlw1ojFZAZ638gMx0exQ_41.862827_-87.644240, lat:41.862827, long:-87.64424, alt281, time(sec): 87.22204351425171
Item: 261, Location ID: wErIwS11LQxHHfC968Nwkw_41.894387_-87.686287, lat:41.894387, long:-87.686287, alt284, time(sec): 87.21964001655579
Item: 262, Location ID: r2G4KOLtmoh0bWgSw9OCYw_41.893919_-87.660857, lat:41.893919, long:-87.660857, alt282, time(sec): 91.2110481262207
Item: 263, Location ID: SxhvTqJALuZdPhL8KMXR6Q_41.874188_-87.682326, lat:41.874188, long:-87.682326, alt285, time(sec): 84.22278618812561
Item: 264, Location ID: BvgSRd-oG_e7JDCGl-P0HA_41.887773_-87.624471, lat:41.887773, long:-87.624471, alt283, time(sec): 108.20334315299988
Item: 265, Location ID: LFL3mmEv5PQqvNSCBhDNRw_41.858076_-87.649343, lat:41.858076, long:-87.649343, alt283, time(sec): 87.22360825538635
Item: 266, Location ID: TU1YM2SC-w9FumeELDnRQg_41.891135_-87.669594, lat:41.891135, long:-87.669594, alt282, time(sec): 89.21462345123291
Item: 267, Location ID: GU5RhlW99CKzX9Q-6keNzg_41.854685_-87.661820, lat:41.854685, long:-87.66182, alt281, time(sec): 87.21986842155457
Item: 268, Location ID: 89atx6me5VSv5Mg6rgjm1A_41.852937_-87.624504, lat:41.852937, long:-87.624504, alt282, time(sec): 102.21444010734558
Item: 269, Location ID: cIE67WLTqQOPnsTsLebgTA_41.859170_-87.685910, lat:41.85917, long:-87.68591, alt283, time(sec): 111.21365571022034
Item: 270, Location ID: qpILVY0uLPcKLxUOpbp4dw_41.893970_-87.635509, lat:41.89397, long:-87.635509, alt284, time(sec): 235.2264220714569
Item: 271, Location ID: h2jiU4eXGp7Dkd2pUUEKDQ_41.878287_-87.624554, lat:41.878287, long:-87.624554, alt280, time(sec): 398.20123863220215
Item: 272, Location ID: -HS8Jb8QMIC2-r2puxt1-Q_41.856706_-87.627650, lat:41.856706, long:-87.62765, alt284, time(sec): 316.20569896698
Item: 273, Location ID: YL0uvpL8G7rgw4rOXEZHmg_41.891050_-87.666686, lat:41.89105, long:-87.666686, alt282, time(sec): 366.1941981315613
Item: 274, Location ID: s-7D9HFoJeRZxQBFCad0Tw_41.859881_-87.648448, lat:41.859881, long:-87.648448, alt284, time(sec): 379.1939754486084
Item: 275, Location ID: 3tUwnIz2aU9lYYawq8cEDg_41.875177_-87.667516, lat:41.875177, long:-87.667516, alt280, time(sec): 513.218138217926
Item: 276, Location ID: hKCPAXDUhlbGmSHbphKcBg_41.886079_-87.686640, lat:41.886079, long:-87.68664, alt283, time(sec): 405.1914494037628
Item: 277, Location ID: s_n1KmtwQ-YuBDB_oed5JA_41.877552_-87.685726, lat:41.877552, long:-87.685726, alt281, time(sec): 439.22577452659607
Item: 278, Location ID: rvGyILav2I4TDeRwnKYEwQ_41.879245_-87.643715, lat:41.879245, long:-87.643715, alt279, time(sec): 367.23980259895325
Item: 279, Location ID: dOf_FUnGAJpKwnZsC_fKbA_41.887601_-87.681389, lat:41.887601, long:-87.681389, alt284, time(sec): 100.22419476509094
Item: 280, Location ID: aIzZD85LrEKZWsK8FOqPZw_41.877783_-87.655210, lat:41.877783, long:-87.65521, alt280, time(sec): 161.23222160339355
Item: 281, Location ID: RTJXp_Z-ziv9jmh7PamwXQ_41.874458_-87.648265, lat:41.874458, long:-87.648265, alt274, time(sec): 206.23051118850708
Item: 282, Location ID: SzGu8z2MGN8rUW-I9Eb0Dg_41.862931_-87.629395, lat:41.862931, long:-87.629395, alt283, time(sec): 242.20245838165283
Item: 283, Location ID: Od0MsY5bw9ea4quHuyaUTw_41.875309_-87.653152, lat:41.875309, long:-87.653152, alt282, time(sec): 311.200407743454
Item: 284, Location ID: _N2QeOUWDV19ArelD2wshQ_41.861971_-87.666227, lat:41.861971, long:-87.666227, alt284, time(sec): 275.2035553455353
Item: 285, Location ID: iCRODvq-VsedoKEP7VcwEg_41.882298_-87.675239, lat:41.882298, long:-87.675239, alt285, time(sec): 342.207391500473
Item: 286, Location ID: eOhGHtcP00jT1zE1Zp0cRw_41.883587_-87.652066, lat:41.883587, long:-87.652066, alt291, time(sec): 554.2369871139526
Item: 287, Location ID: oAOHW2_br16X5Swg8inS-Q_41.852539_-87.682942, lat:41.852539, long:-87.682942, alt285, time(sec): 385.20831274986267
Item: 288, Location ID: VOyzNXlfBqMAlMyy5W0U7Q_41.874936_-87.621796, lat:41.874936, long:-87.621796, alt293, time(sec): 620.2377557754517
Item: 289, Location ID: Nekz9lUYhEpoWvhuvRXv3A_41.873213_-87.659579, lat:41.873213, long:-87.659579, alt286, time(sec): 367.19806265830994
Item: 290, Location ID: g5kGjif86LiOBLhFODgB8g_41.853000_-87.683478, lat:41.853, long:-87.683478, alt285, time(sec): 92.23675012588501
Item: 291, Location ID: PpC9W8u6Jj5sUscF68DkvA_41.886107_-87.669395, lat:41.886107, long:-87.669395, alt282, time(sec): 119.22542762756348
Item: 292, Location ID: FLCbwi65-frZz9oGuK8TuQ_41.870315_-87.684926, lat:41.870315, long:-87.684926, alt280, time(sec): 150.22755575180054
Item: 293, Location ID: mv0TM4WWii-OeiC4VC2Hsg_41.881632_-87.687114, lat:41.881632, long:-87.687114, alt282, time(sec): 178.21822094917297
Item: 294, Location ID: S1JF4IM6aA4HidOXd3c-1A_41.886832_-87.642116, lat:41.886832, long:-87.642116, alt291, time(sec): 346.22207045555115
Item: 295, Location ID: 1QgAsnrNuq7HFh3kZJxa3g_41.859194_-87.640936, lat:41.859194, long:-87.640936, alt282, time(sec): 275.2213807106018
Item: 296, Location ID: HSo3QCjo0RM_4O-NkgpNhA_41.876818_-87.689365, lat:41.876818, long:-87.689365, alt285, time(sec): 287.21677136421204
Item: 297, Location ID: HdQxNivmFJux0ZIFEcw32A_41.880602_-87.637770, lat:41.880602, long:-87.63777, alt283, time(sec): 764.2569327354431
Item: 298, Location ID: GD5-Pctc4CyYM7f3QNPOiw_41.860803_-87.629515, lat:41.860803, long:-87.629515, alt286, time(sec): 453.21453952789307
Item: 299, Location ID: vTzNfzTCbQFLkzkTQMc96g_41.890922_-87.625038, lat:41.890922, long:-87.625038, alt295, time(sec): 910.2786877155304
Item: 300, Location ID: r7DNNYe87QoTph1tnNVP1w_41.894963_-87.644446, lat:41.894963, long:-87.644446, alt292, time(sec): 101.21314573287964
Item: 301, Location ID: sARF28xFH-xK2TY2B7qsaQ_41.887261_-87.622327, lat:41.887261, long:-87.622327, alt290, time(sec): 119.21458435058594
Item: 302, Location ID: repuIY4Op8P8fLUp7jZR7A_41.883433_-87.629447, lat:41.883433, long:-87.629447, alt283, time(sec): 129.22367477416992
Item: 303, Location ID: 1WvbrHLl3UKTUN2EIG-Nlw_41.857152_-87.635493, lat:41.857152, long:-87.635493, alt284, time(sec): 89.22792887687683
Item: 304, Location ID: MtKUc_UMI_X-txPtdQcKHA_41.858003_-87.654228, lat:41.858003, long:-87.654228, alt284, time(sec): 92.22383141517639
Item: 305, Location ID: Pnqig1w6pik0WPCwSGAxmg_41.855348_-87.638796, lat:41.855348, long:-87.638796, alt280, time(sec): 89.21381115913391
Item: 306, Location ID: HexwaGL_32HGLt_Jw_L_mQ_41.881184_-87.683888, lat:41.881184, long:-87.683888, alt281, time(sec): 88.21586465835571
Item: 307, Location ID: qHT8QwvMsEwRyNiSXbV-OA_41.858375_-87.623155, lat:41.858375, long:-87.623155, alt282, time(sec): 101.20086169242859
Item: 308, Location ID: GGQmQSHTQb7GR9dzfS-rlA_41.852124_-87.674127, lat:41.852124, long:-87.674127, alt283, time(sec): 91.21907329559326
Item: 309, Location ID: -scsnA-N6CN-ZFI8AqEJuw_41.865180_-87.661301, lat:41.86518, long:-87.661301, alt280, time(sec): 90.21724534034729
Item: 310, Location ID: nPnO4mcbRiAlj0A79b_eEA_41.880834_-87.641154, lat:41.880834, long:-87.641154, alt297, time(sec): 122.21950173377991
Item: 311, Location ID: hRHNkJ7ZUMsosKnptZQPTg_41.881805_-87.647866, lat:41.881805, long:-87.647866, alt283, time(sec): 101.21131229400635
Item: 312, Location ID: WxZuDfEx3u4lUOTpXtFP2g_41.887282_-87.633971, lat:41.887282, long:-87.633971, alt277, time(sec): 123.22467064857483
Item: 313, Location ID: mp_YsHhwKyEjLHwwMw_Jfg_41.859180_-87.626244, lat:41.85918, long:-87.626244, alt284, time(sec): 102.20752739906311
Item: 314, Location ID: rHq509FmT5F2EmCfZJhIoQ_41.873947_-87.647403, lat:41.873947, long:-87.647403, alt282, time(sec): 99.20952939987183
Item: 315, Location ID: nNK2irZFWfZZyqrF6REOAw_41.853109_-87.676483, lat:41.853109, long:-87.676483, alt282, time(sec): 94.2259476184845
Item: 316, Location ID: 0WvEKkp0vt7IwHLeuSHvSw_41.859957_-87.643382, lat:41.859957, long:-87.643382, alt282, time(sec): 97.21222114562988
Item: 317, Location ID: gWc0i_zHBon_VyFzGOQ7Zw_41.885188_-87.689007, lat:41.885188, long:-87.689007, alt284, time(sec): 88.22002124786377
Item: 318, Location ID: bt5fIgyv36-jZL5nWAnxMw_41.852799_-87.637163, lat:41.852799, long:-87.637163, alt280, time(sec): 98.23279237747192
Item: 319, Location ID: DZllY88rNnH6wwYGPTuR_w_41.882617_-87.625332, lat:41.882617, long:-87.625332, alt326, time(sec): 134.19891905784607
Item: 320, Location ID: yLS67DPHKG7v05xviTjP7w_41.872116_-87.664640, lat:41.872116, long:-87.66464, alt281, time(sec): 102.20687890052795
Item: 321, Location ID: 7eYT9F2oqb3yN4VpjO4sEw_41.883037_-87.653898, lat:41.883037, long:-87.653898, alt284, time(sec): 108.22960186004639
Item: 322, Location ID: 6VDzBd7ndE6qtTRHMzZvCw_41.889110_-87.637544, lat:41.88911, long:-87.637544, alt291, time(sec): 120.21487307548523
Item: 323, Location ID: y-UTYxaxeg_Yn9loJJxvSQ_41.852112_-87.661189, lat:41.852112, long:-87.661189, alt282, time(sec): 89.20788097381592
Item: 324, Location ID: IilHgbzl8up3yg_X5IkFMA_41.892601_-87.620521, lat:41.892601, long:-87.620521, alt289, time(sec): 125.21217346191406
Item: 325, Location ID: _6GHG2_Db6fdWh-oYSLgag_41.869455_-87.656265, lat:41.869455, long:-87.656265, alt282, time(sec): 95.22147941589355
Item: 326, Location ID: g_VHPEj8ogFmlQ55eyofKw_41.859428_-87.628065, lat:41.859428, long:-87.628065, alt281, time(sec): 97.22717332839966
Item: 327, Location ID: 9-vHEKq1mjAwxtVetgf-sw_41.874159_-87.645904, lat:41.874159, long:-87.645904, alt283, time(sec): 99.21839666366577
Item: 328, Location ID: cIYCGushDTEKMBCzvh6oEQ_41.893337_-87.668574, lat:41.893337, long:-87.668574, alt283, time(sec): 99.210764169693
Item: 329, Location ID: 8TZA8B0ECxbwJSy_Jlre4A_41.894908_-87.660403, lat:41.894908, long:-87.660403, alt280, time(sec): 100.21388220787048
Item: 330, Location ID: o7DtTa37Csj7O7Tli0hMlA_41.878869_-87.669769, lat:41.878869, long:-87.669769, alt280, time(sec): 97.22693634033203
Item: 331, Location ID: l5tKMVTGuRqnWvCy54zNrg_41.873464_-87.684341, lat:41.873464, long:-87.684341, alt283, time(sec): 88.2176456451416
Item: 332, Location ID: 1Upjm3eMl-ipd_GQjETzdQ_41.886093_-87.657320, lat:41.886093, long:-87.65732, alt285, time(sec): 100.22385478019714
Item: 333, Location ID: Rpnfeq8oor1w5fDH-9ni1A_41.855955_-87.666473, lat:41.855955, long:-87.666473, alt283, time(sec): 92.22484564781189
Item: 334, Location ID: EvCjbNbHTKy8xZKVACjc0w_41.892694_-87.678863, lat:41.892694, long:-87.678863, alt282, time(sec): 94.21964812278748
Item: 335, Location ID: DHBj96icHfjYSMNEIw-leQ_41.876587_-87.652474, lat:41.876587, long:-87.652474, alt287, time(sec): 103.21344351768494
Item: 336, Location ID: eHTclHEH1tZgU8YzrDwxPA_41.887267_-87.681715, lat:41.887267, long:-87.681715, alt284, time(sec): 99.22873759269714
Item: 337, Location ID: MrlmInoDHxj032MBQVr8ow_41.883151_-87.648869, lat:41.883151, long:-87.648869, alt282, time(sec): 190.24327111244202
Item: 338, Location ID: nPTTEJvVV4DaLb2FTdhhWQ_41.893634_-87.676331, lat:41.893634, long:-87.676331, alt284, time(sec): 213.20723271369934
Item: 339, Location ID: jRJfTWsUf9GyHFJwnox88w_41.893682_-87.674378, lat:41.893682, long:-87.674378, alt283, time(sec): 236.2450909614563
Item: 340, Location ID: W8gDPwd9gXmX3Z94BYpJWg_41.880132_-87.676581, lat:41.880132, long:-87.676581, alt284, time(sec): 285.2179551124573
Item: 341, Location ID: SBTEcW99xX7tUDkg8Kw8nA_41.874632_-87.624156, lat:41.874632, long:-87.624156, alt285, time(sec): 499.2365765571594
Item: 342, Location ID: tKhGYuyes3qulypihrLfUg_41.878007_-87.641818, lat:41.878007, long:-87.641818, alt295, time(sec): 650.2212979793549
Item: 343, Location ID: OZelR3hBFKrOk0ddy-9IBQ_41.891998_-87.669335, lat:41.891998, long:-87.669335, alt283, time(sec): 498.2216956615448
Item: 344, Location ID: ErBGVRz1K-9FBtYcxLZlEQ_41.859361_-87.641923, lat:41.859361, long:-87.641923, alt285, time(sec): 460.2234363555908
Item: 345, Location ID: X_NmEaBa3Gu2JnA4XEwwdQ_41.885093_-87.632856, lat:41.885093, long:-87.632856, alt283, time(sec): 516.2258713245392
Item: 346, Location ID: EA1rvhVpT6g0xzLskzaTxQ_41.874378_-87.648784, lat:41.874378, long:-87.648784, alt285, time(sec): 162.2187623977661
Item: 347, Location ID: tGhSHCqYSh4DCLlMtVzstA_41.888360_-87.654573, lat:41.88836, long:-87.654573, alt274, time(sec): 219.20120334625244
Item: 348, Location ID: iPDFZwQK0GHW8EiwiTfXjA_41.868111_-87.642706, lat:41.868111, long:-87.642706, alt276, time(sec): 222.20762300491333
Item: 349, Location ID: B2VVoYRzhbLcS_L9EFtP9w_41.867288_-87.631671, lat:41.867288, long:-87.631671, alt283, time(sec): 285.2167136669159
Item: 350, Location ID: j3mkdBgeRwzXVuMIDo9f2g_41.865756_-87.681724, lat:41.865756, long:-87.681724, alt289, time(sec): 283.21773982048035
Item: 351, Location ID: 4lw0z62fGhxLNxc3zs-Z7Q_41.882186_-87.679810, lat:41.882186, long:-87.67981, alt284, time(sec): 331.2350523471832
Item: 352, Location ID: BhMmoeUqw91llmUpWStwFQ_41.864667_-87.630396, lat:41.864667, long:-87.630396, alt283, time(sec): 380.2075448036194
Item: 353, Location ID: WMCRrAKz2ymgtD9s-s1Q1Q_41.853427_-87.619046, lat:41.853427, long:-87.619046, alt296, time(sec): 556.2237765789032
Item: 354, Location ID: 3idbbNpWNy9bfmU9pyD-GQ_41.874418_-87.637568, lat:41.874418, long:-87.637568, alt287, time(sec): 655.2388052940369
Item: 355, Location ID: iP2TkO-nYOZADhQq0iDGvw_41.868827_-87.674876, lat:41.868827, long:-87.674876, alt279, time(sec): 419.2108552455902
Item: 356, Location ID: CGsPSzbNBawc29rfoZU8Jg_41.852552_-87.685620, lat:41.852552, long:-87.68562, alt284, time(sec): 91.22029614448547
Item: 357, Location ID: hPoWAf4DlJ2N7suM1jgrKQ_41.887746_-87.685396, lat:41.887746, long:-87.685396, alt285, time(sec): 100.2310152053833
Item: 358, Location ID: Qg_0KoneJZeWFVOjpbgYjQ_41.867488_-87.623672, lat:41.867488, long:-87.623672, alt282, time(sec): 119.21106600761414
Item: 359, Location ID: HjntJsySpvfxIkKL2_nMQA_41.870319_-87.634110, lat:41.870319, long:-87.63411, alt283, time(sec): 107.21578454971313
Item: 360, Location ID: LJlJe29vt_Qe2qgxoTagMg_41.859231_-87.637858, lat:41.859231, long:-87.637858, alt284, time(sec): 93.22260785102844
Item: 361, Location ID: 4gX3cKnKZbx7e0KON6OnOA_41.891760_-87.687957, lat:41.89176, long:-87.687957, alt283, time(sec): 98.22402501106262
Item: 362, Location ID: yfZqeyRY-vfjv_fROgGUgg_41.887410_-87.684158, lat:41.88741, long:-87.684158, alt283, time(sec): 91.23186349868774
Item: 363, Location ID: 2F3rqzub6oNJveNakMGkVw_41.879045_-87.636889, lat:41.879045, long:-87.636889, alt282, time(sec): 143.19851779937744
Item: 364, Location ID: KOKdfRXvhR_RXdE_LuaMog_41.877167_-87.652486, lat:41.877167, long:-87.652486, alt282, time(sec): 113.22259283065796
Item: 365, Location ID: VgULk_AlXrigu4UUpw5DOw_41.865171_-87.640179, lat:41.865171, long:-87.640179, alt283, time(sec): 94.21660161018372
Item: 366, Location ID: u89tP-VANk94f33a21esuQ_41.869240_-87.632821, lat:41.86924, long:-87.632821, alt281, time(sec): 104.22937202453613
Item: 367, Location ID: aFS44_A3yKHizizq7s4MRg_41.882179_-87.626169, lat:41.882179, long:-87.626169, alt337, time(sec): 148.21212434768677
Item: 368, Location ID: _hYFdtyd3gMm1lszNw0ePQ_41.862151_-87.630321, lat:41.862151, long:-87.630321, alt283, time(sec): 99.20809555053711
Item: 369, Location ID: auOn5-8_Z-quVPRFn9pr7g_41.868909_-87.628524, lat:41.868909, long:-87.628524, alt282, time(sec): 115.20001578330994
Item: 370, Location ID: 1bltYuBf28vl3XI1Iw1OQg_41.885707_-87.633954, lat:41.885707, long:-87.633954, alt283, time(sec): 140.20423769950867
Item: 371, Location ID: 0hA5f-6wZLQ-o0CwF2ujGQ_41.865249_-87.655577, lat:41.865249, long:-87.655577, alt284, time(sec): 98.2226505279541
Item: 372, Location ID: xxyS_OPZFu8-GEKhTcOD6Q_41.864992_-87.627329, lat:41.864992, long:-87.627329, alt281, time(sec): 134.23969912528992
Item: 373, Location ID: 2tWidMZtUPPotXANyVzUBA_41.871255_-87.683699, lat:41.871255, long:-87.683699, alt284, time(sec): 153.21444988250732
Item: 374, Location ID: IdJMYG5FQVbKhM3D__hR0Q_41.865146_-87.662296, lat:41.865146, long:-87.662296, alt286, time(sec): 180.22608828544617
Item: 375, Location ID: 5cHKd_qTIAnp5uUE-pl0eg_41.869021_-87.617994, lat:41.869021, long:-87.617994, alt280, time(sec): 241.21849083900452
Item: 376, Location ID: LQUfPd0RP31rGw0Sf9ZM_g_41.856955_-87.627254, lat:41.856955, long:-87.627254, alt283, time(sec): 296.20539569854736
Item: 377, Location ID: v7eXoyVdgptv94rK5jFUbQ_41.883074_-87.680728, lat:41.883074, long:-87.680728, alt282, time(sec): 298.2135727405548
Item: 378, Location ID: 2XRS08NsQ_Qvnlxuvmq6BA_41.894728_-87.665829, lat:41.894728, long:-87.665829, alt281, time(sec): 408.215708732605
Item: 379, Location ID: D2TZIEyDtc6CbqSTATinzQ_41.879793_-87.638308, lat:41.879793, long:-87.638308, alt277, time(sec): 817.2664458751678
Item: 380, Location ID: eP1sDXKU2YK3ubNpXFuIHg_41.890021_-87.689135, lat:41.890021, long:-87.689135, alt287, time(sec): 417.2044589519501
Item: 381, Location ID: UxSfutcd4PEQhTY25weMFA_41.885633_-87.637787, lat:41.885633, long:-87.637787, alt279, time(sec): 609.2634582519531
Item: 382, Location ID: CR4oHTb7pqBIJRawFnvC8g_41.890951_-87.622546, lat:41.890951, long:-87.622546, alt308, time(sec): 139.21998763084412
Item: 383, Location ID: 6n6nqcW8HHEs259FXnNICw_41.867181_-87.686137, lat:41.867181, long:-87.686137, alt281, time(sec): 92.2201657295227
Item: 384, Location ID: C9B1F_uVK8v-t-N1tJ0YFA_41.893778_-87.623185, lat:41.893778, long:-87.623185, alt297, time(sec): 142.21702575683594
Item: 385, Location ID: 2isTjYp_yVVF4yuS5CMAiw_41.883127_-87.650060, lat:41.883127, long:-87.65006, alt284, time(sec): 114.2300546169281
Item: 386, Location ID: ega8UhUIMrFllYu4aphyXA_41.864441_-87.658816, lat:41.864441, long:-87.658816, alt283, time(sec): 95.24420070648193
Item: 387, Location ID: A2ktJMhgegvgviErr3SqlA_41.891279_-87.643122, lat:41.891279, long:-87.643122, alt277, time(sec): 110.23089456558228
Item: 388, Location ID: CIJFxkGY6jBwjgyJS8OJyA_41.889932_-87.663676, lat:41.889932, long:-87.663676, alt285, time(sec): 104.22491097450256
Item: 389, Location ID: DeTTQHT4GHEhyqAhiG516A_41.877346_-87.632752, lat:41.877346, long:-87.632752, alt354, time(sec): 133.20511317253113
Item: 390, Location ID: KlL49DilMJXwYILdcZdEXA_41.891996_-87.661571, lat:41.891996, long:-87.661571, alt278, time(sec): 101.21852731704712
Item: 391, Location ID: B9DG8qB4tawUDhQBZpEViw_41.894766_-87.663857, lat:41.894766, long:-87.663857, alt282, time(sec): 100.23439311981201
Item: 392, Location ID: s_eBZR6IVtZ-bRBDivU-8A_41.879402_-87.633163, lat:41.879402, long:-87.633163, alt283, time(sec): 144.2175145149231
Item: 393, Location ID: RfBrQ26b3MEWJJ8wZvQJhw_41.891144_-87.681632, lat:41.891144, long:-87.681632, alt283, time(sec): 92.22128033638
Item: 394, Location ID: imUF9K-uyuOMe2bdz0OUew_41.893773_-87.668877, lat:41.893773, long:-87.668877, alt284, time(sec): 105.22970175743103
Item: 395, Location ID: 2c5AuroUI9ocTaR5e6GdWQ_41.878767_-87.618175, lat:41.878767, long:-87.618175, alt279, time(sec): 100.22053551673889
Item: 396, Location ID: XYeqlcPC7Y86sA5mVYq5cA_41.892525_-87.661103, lat:41.892525, long:-87.661103, alt277, time(sec): 102.23828959465027
Item: 397, Location ID: y01HkQxuxS6kKnm0YinMig_41.894920_-87.689288, lat:41.89492, long:-87.689288, alt283, time(sec): 95.22202372550964
Item: 398, Location ID: Akllgjl0eB-zVi6MEcQRkA_41.864006_-87.664253, lat:41.864006, long:-87.664253, alt290, time(sec): 91.2178430557251
Item: 399, Location ID: sAxlfGqZrSZLCiyvTlCkDw_41.894835_-87.631418, lat:41.894835, long:-87.631418, alt282, time(sec): 122.22595262527466
Item: 400, Location ID: ACAKekuW1WhXeZSx5LSCHg_41.860966_-87.617293, lat:41.860966, long:-87.617293, alt288, time(sec): 102.20685839653015
Item: 401, Location ID: AM3_bGFM7_HhHRcE_XSXFA_41.858123_-87.676483, lat:41.858123, long:-87.676483, alt281, time(sec): 90.21792507171631
Item: 402, Location ID: T-EeoAEID3031vwxnUqDRA_41.886040_-87.673689, lat:41.88604, long:-87.673689, alt281, time(sec): 94.23591089248657
Item: 403, Location ID: qJtdabgqH1ODug8lrsOkuw_41.864733_-87.677579, lat:41.864733, long:-87.677579, alt285, time(sec): 90.22536015510559
Item: 404, Location ID: 9e3hh1zbbB7jIS8cYAU0MA_41.894976_-87.651143, lat:41.894976, long:-87.651143, alt281, time(sec): 104.22003841400146
Item: 405, Location ID: RQBB_mZIjzZoop6E_L9IAQ_41.891527_-87.678422, lat:41.891527, long:-87.678422, alt286, time(sec): 94.20577335357666
