ExpID: 1764630148
Start Location: 180
Number of Location: 300
StartTime: 2025-12-01 18:02:28.226421

Item: 180, Location ID: bgypPXCe-8OHjgVu5rbShA_47.568256_-122.307083, lat:47.568256, long:-122.307083, alt203, time(sec): 98.6277494430542
Item: 217, Location ID: m_FyFw6lQdz3uk4eYkPePQ_47.585056_-122.306887, lat:47.585056, long:-122.306887, alt128, time(sec): 88.57185649871826
Item: 218, Location ID: f1SfXrX2PaWmRe_nveZKCA_47.571561_-122.292932, lat:47.571561, long:-122.292932, alt112, time(sec): 94.56837272644043
Item: 219, Location ID: MxqiM3IPsrTnJPzq1aU7Sg_47.582753_-122.308837, lat:47.582753, long:-122.308837, alt154, time(sec): 93.6714096069336
Item: 220, Location ID: kpXUak4Hw425qdzWKWj3Xw_47.607118_-122.316836, lat:47.607118, long:-122.316836, alt183, time(sec): 103.69900751113892
Item: 221, Location ID: pO-u_66jBYI5nPw-1afQ9A_47.601782_-122.297879, lat:47.601782, long:-122.297879, alt192, time(sec): 118.61738872528076
Item: 222, Location ID: 2Jl1DzpRag-gQeKOrQxb1w_47.603934_-122.301096, lat:47.603934, long:-122.301096, alt199, time(sec): 100.67008900642395
Item: 223, Location ID: 4UCOfCnX5TVhZFbqP34XvQ_47.577374_-122.308030, lat:47.577374, long:-122.30803, alt180, time(sec): 107.86593174934387
Item: 224, Location ID: 5a_-fv3-pg-Bp2YkOJSzrw_47.565507_-122.301446, lat:47.565507, long:-122.301446, alt204, time(sec): 119.70820760726929
Item: 225, Location ID: WNji_DLzVGzOaV4l1IgPOA_47.602731_-122.288401, lat:47.602731, long:-122.288401, alt152, time(sec): 103.56505012512207
Item: 226, Location ID: Mjf8kjPxSAWPC2wbBLfaeQ_47.600869_-122.318427, lat:47.600869, long:-122.318427, alt171, time(sec): 94.70895338058472
Item: 227, Location ID: O05JLs27Qle6BEvpIJuSVg_47.615752_-122.337972, lat:47.615752, long:-122.337972, alt131, time(sec): 116.56033182144165
Item: 228, Location ID: o4dW-eP9YK72CVzlaYitkQ_47.600032_-122.324386, lat:47.600032, long:-122.324386, alt146, time(sec): 94.70135951042175
Item: 229, Location ID: R4DyX1JQvV4R1oy10xk2gg_47.602284_-122.296747, lat:47.602284, long:-122.296747, alt196, time(sec): 102.60015916824341
Item: 230, Location ID: bRIrc1ST5DiP94c0eFjBPw_47.595770_-122.313325, lat:47.59577, long:-122.313325, alt131, time(sec): 84.58267998695374
Item: 231, Location ID: rIVNxJH973aN3Ti0ZEWp3Q_47.609598_-122.307612, lat:47.609598, long:-122.307612, alt217, time(sec): 98.5718080997467
Item: 232, Location ID: uZb3WKTNvh89IGIJrTZAkw_47.567321_-122.332057, lat:47.567321, long:-122.332057, alt103, time(sec): 83.53818035125732
Item: 233, Location ID: ovbcaWSOhO2akp5THEtskQ_47.597484_-122.311292, lat:47.597484, long:-122.311292, alt148, time(sec): 85.66330766677856
Item: 234, Location ID: ctVdHHreqG6tizsDgUQ6Ww_47.579542_-122.332215, lat:47.579542, long:-122.332215, alt105, time(sec): 86.72068572044373
Item: 235, Location ID: fjHNXL8nHK3SL6nxsn6a9A_47.611049_-122.303712, lat:47.611049, long:-122.303712, alt199, time(sec): 97.55276536941528
Item: 236, Location ID: QGZDcp2BE3Wh-4vOILMXyw_47.610362_-122.322952, lat:47.610362, long:-122.322952, alt212, time(sec): 124.62953543663025
Item: 237, Location ID: KaSZ8n6EtILKzWzrEgRi_w_47.603555_-122.326951, lat:47.603555, long:-122.326951, alt165, time(sec): 119.71761512756348
Item: 238, Location ID: 0pS0PKY4SHqDCkne3RmVVg_47.595835_-122.320523, lat:47.595835, long:-122.320523, alt132, time(sec): 94.70360016822815
Item: 239, Location ID: bxVIZMB4zVc1pwD2nAhEsg_47.559693_-122.321955, lat:47.559693, long:-122.321955, alt126, time(sec): 92.57892441749573
Item: 240, Location ID: JrWydI9G-sypjEeyxhxVcQ_47.593017_-122.329024, lat:47.593017, long:-122.329024, alt103, time(sec): 94.58768439292908
Item: 241, Location ID: Xf2Gy289csnoWSVDnZ_Yrg_47.568611_-122.298605, lat:47.568611, long:-122.298605, alt152, time(sec): 92.72798705101013
Item: 242, Location ID: G7Ir5AxkZQfD2QoiKvl6_g_47.611935_-122.335898, lat:47.611935, long:-122.335898, alt156, time(sec): 134.53796935081482
Item: 243, Location ID: B5FwqafvihsM8Cl3ohDj7g_47.565829_-122.287529, lat:47.565829, long:-122.287529, alt112, time(sec): 89.57460951805115
Item: 244, Location ID: QmivJIOA1LDfhyrq7BhwaA_47.609456_-122.326027, lat:47.609456, long:-122.326027, alt204, time(sec): 132.59315061569214
Item: 245, Location ID: -uuUu8mlgSIEbmfS_WsvyA_47.559531_-122.302160, lat:47.559531, long:-122.30216, alt185, time(sec): 104.4968695640564
Item: 246, Location ID: Y21l48v0HynK49cjWPQv2w_47.600550_-122.335900, lat:47.60055, long:-122.3359, alt109, time(sec): 100.61299562454224
Item: 247, Location ID: mzf5mTRzu6oPBpg0gzhiEA_47.606946_-122.335259, lat:47.606946, long:-122.335259, alt185, time(sec): 147.61564183235168
Item: 248, Location ID: GFDl021uqJbAGOzzBrL5_Q_47.620115_-122.337181, lat:47.620115, long:-122.337181, alt123, time(sec): 136.53767085075378
Item: 249, Location ID: 6Ikc8LjzNjWlgM5Q-a6KZA_47.610361_-122.306899, lat:47.610361, long:-122.306899, alt209, time(sec): 111.48358535766602
Item: 250, Location ID: VSR_y3fmOrwJxQBEradmKg_47.606149_-122.292866, lat:47.606149, long:-122.292866, alt202, time(sec): 112.72715282440186
Item: 251, Location ID: eulikWy3p0Rh-y2cYPiMnA_47.592559_-122.297725, lat:47.592559, long:-122.297725, alt155, time(sec): 90.62523889541626
Item: 252, Location ID: _-wPNwwXBDyad1BvJiPxEA_47.599306_-122.301238, lat:47.599306, long:-122.301238, alt189, time(sec): 138.55966877937317
Item: 253, Location ID: dhL2Sxg6qw5nf8M2cpapoA_47.565337_-122.314357, lat:47.565337, long:-122.314357, alt186, time(sec): 209.65307474136353
Item: 254, Location ID: qW8n3CouMZKQ8OJLy91VKA_47.577447_-122.301766, lat:47.577447, long:-122.301766, alt157, time(sec): 244.66543674468994
Item: 255, Location ID: u3DSf7pPArWbaxhPzDwnQA_47.605573_-122.315972, lat:47.605573, long:-122.315972, alt179, time(sec): 305.6829881668091
Item: 256, Location ID: TJk5R5L8gB799LiPQEXsTg_47.586163_-122.289172, lat:47.586163, long:-122.289172, alt145, time(sec): 362.6113512516022
Item: 257, Location ID: oXqK7OlGySJffPBLXf0_gw_47.587335_-122.317313, lat:47.587335, long:-122.317313, alt183, time(sec): 551.6682262420654
Item: 258, Location ID: q027ZgCCVLIe4mspkPcjzg_47.604444_-122.322709, lat:47.604444, long:-122.322709, alt207, time(sec): 435.5723752975464
Item: 259, Location ID: bUEvfafzzcW6cnqfFWWLcA_47.568163_-122.308734, lat:47.568163, long:-122.308734, alt202, time(sec): 116.56739211082458
Item: 260, Location ID: kkQBfX8GOgeWPaN6-FXJKA_47.594483_-122.317005, lat:47.594483, long:-122.317005, alt149, time(sec): 108.6457085609436
Item: 261, Location ID: 4ikOQPcvd7Aw4RMJM3DwMQ_47.613627_-122.288211, lat:47.613627, long:-122.288211, alt200, time(sec): 134.66549825668335
Item: 262, Location ID: To1ysqWzzlGG14mKLoL80g_47.604259_-122.287447, lat:47.604259, long:-122.287447, alt145, time(sec): 106.70038414001465
Item: 263, Location ID: I4uo_a7828b10VPeSDIRRg_47.578806_-122.306071, lat:47.578806, long:-122.306071, alt166, time(sec): 128.5475616455078
Item: 264, Location ID: q2qctCcHiMphHnA4e0Hxtw_47.595138_-122.289133, lat:47.595138, long:-122.289133, alt130, time(sec): 118.59657549858093
Item: 265, Location ID: ZyGSkMRgW6Llb3Yfnlb-sQ_47.598300_-122.313531, lat:47.5983, long:-122.313531, alt145, time(sec): 138.54955410957336
Item: 266, Location ID: LTYwK_kzwWYFZDjcnKspXg_47.611174_-122.336091, lat:47.611174, long:-122.336091, alt152, time(sec): 299.53586435317993
Item: 267, Location ID: dFesv20J3pXTk-to8D1zKg_47.572755_-122.315399, lat:47.572755, long:-122.315399, alt170, time(sec): 230.58402395248413
Item: 268, Location ID: C72ZkhHUIV_xQvM24whStg_47.608944_-122.321183, lat:47.608944, long:-122.321183, alt227, time(sec): 341.5458416938782
Item: 269, Location ID: DMgcjaaFTwWFBimqsNDxFg_47.571928_-122.302476, lat:47.571928, long:-122.302476, alt181, time(sec): 298.657732963562
Item: 270, Location ID: nMl1SA-Z6iYH3xdF42WTBQ_47.582646_-122.323388, lat:47.582646, long:-122.323388, alt107, time(sec): 227.595454454422
Item: 271, Location ID: BfGcDbv7P-eC5RGZRyB0Vw_47.606074_-122.318776, lat:47.606074, long:-122.318776, alt202, time(sec): 99.63245177268982
Item: 272, Location ID: sk_-FAudOpEzns8QM9yG3Q_47.582297_-122.309490, lat:47.582297, long:-122.30949, alt164, time(sec): 303.6306049823761
Item: 273, Location ID: sclHQEnjFoO8392b-YFyng_47.566002_-122.299811, lat:47.566002, long:-122.299811, alt182, time(sec): 364.6603591442108
Item: 274, Location ID: ZCmAzP7Yx0e38BTG9TpfGA_47.588820_-122.299139, lat:47.58882, long:-122.299139, alt134, time(sec): 305.643248796463
Item: 275, Location ID: 32xkjHjIOBL0FN9C-GLp6A_47.559675_-122.338087, lat:47.559675, long:-122.338087, alt108, time(sec): 234.59159874916077
Item: 276, Location ID: hjdEnAeonROteP8SZ6Frlw_47.592360_-122.292867, lat:47.59236, long:-122.292867, alt183, time(sec): 94.70169234275818
Item: 277, Location ID: kx-CHtJSX15maJyLcf047Q_47.614784_-122.300767, lat:47.614784, long:-122.300767, alt193, time(sec): 88.71494102478027
Item: 278, Location ID: ZyDqAXyuPWASPwUSqiyT5g_47.571765_-122.293605, lat:47.571765, long:-122.293605, alt113, time(sec): 87.6358630657196
Item: 279, Location ID: UaT54wpKeTC8Z-zRU05kVQ_47.592229_-122.306170, lat:47.592229, long:-122.30617, alt144, time(sec): 84.49395632743835
Item: 280, Location ID: PqSwXjOIZaCKso0avb4okg_47.584172_-122.297785, lat:47.584172, long:-122.297785, alt130, time(sec): 83.56510329246521
Item: 281, Location ID: bO-m8KNtMtqH7kl_ahwQ-Q_47.621099_-122.320628, lat:47.621099, long:-122.320628, alt204, time(sec): 100.68570137023926
Item: 282, Location ID: Jz6Ojht411_-kCAYPc5W9Q_47.582811_-122.335107, lat:47.582811, long:-122.335107, alt107, time(sec): 80.6426272392273
Item: 283, Location ID: enP23FXu4Qu4vA_Tt0JdWA_47.565445_-122.332031, lat:47.565445, long:-122.332031, alt103, time(sec): 78.7509834766388
Item: 284, Location ID: poT4u3O3uw6kx1oCtlRDlA_47.574162_-122.309693, lat:47.574162, long:-122.309693, alt193, time(sec): 99.76378273963928
Item: 285, Location ID: mha0CF9ISGWhY7L9Mym2ZA_47.577705_-122.324497, lat:47.577705, long:-122.324497, alt104, time(sec): 80.63471746444702
Item: 286, Location ID: zCz77c7UcOZgQB2PC0oI2Q_47.593823_-122.289771, lat:47.593823, long:-122.289771, alt142, time(sec): 87.526864528656
Item: 287, Location ID: RX5KfUgMhvaW4CFEnzjsBw_47.619794_-122.298593, lat:47.619794, long:-122.298593, alt160, time(sec): 80.85203719139099
Item: 288, Location ID: WZv4JCcgCqdgryZN0D_1HA_47.574374_-122.331713, lat:47.574374, long:-122.331713, alt107, time(sec): 74.68285870552063
Item: 289, Location ID: gHsamgqZWn8yVFPK7vSRMQ_47.595925_-122.305614, lat:47.595925, long:-122.305614, alt174, time(sec): 86.50887894630432
Item: 290, Location ID: UDjFqHYgbe1Keiy9l0FHpQ_47.590996_-122.287923, lat:47.590996, long:-122.287923, alt134, time(sec): 80.6275200843811
Item: 291, Location ID: 2IsR8ONwqR9ORrLI2NfCXQ_47.591997_-122.313308, lat:47.591997, long:-122.313308, alt169, time(sec): 90.7312023639679
Item: 292, Location ID: _a597U8x8yJacD2Lc-DA4w_47.602623_-122.296010, lat:47.602623, long:-122.29601, alt204, time(sec): 93.57606029510498
Item: 293, Location ID: 1CXA4WFX0Qg5Gn1xLnErbQ_47.582714_-122.289811, lat:47.582714, long:-122.289811, alt145, time(sec): 92.86254954338074
Item: 294, Location ID: KvIWxs9jGpN1Dy3wvYPeKg_47.563350_-122.321164, lat:47.56335, long:-122.321164, alt135, time(sec): 79.57612299919128
Item: 295, Location ID: hTyAy0qtO-BQcDEJ7WUSPA_47.588129_-122.338067, lat:47.588129, long:-122.338067, alt102, time(sec): 76.60058569908142
Item: 296, Location ID: yXEspFgmIW6QkfkhGV9kFA_47.591470_-122.336695, lat:47.59147, long:-122.336695, alt104, time(sec): 73.5836865901947
Item: 297, Location ID: pIu6JiJbD8uhateRYO2M7g_47.587635_-122.321321, lat:47.587635, long:-122.321321, alt104, time(sec): 67.61047291755676
Item: 298, Location ID: gB6aE1R8GsUZ-d0c-sxX5Q_47.619750_-122.297279, lat:47.61975, long:-122.297279, alt151, time(sec): 73.51717734336853
Item: 299, Location ID: IhxlgpUYkDlIQGdFj1Nerg_47.600869_-122.296488, lat:47.600869, long:-122.296488, alt196, time(sec): 89.64897751808167
Item: 300, Location ID: -jZnm-SMTFTNYm4P-3Nx7w_47.602106_-122.288675, lat:47.602106, long:-122.288675, alt148, time(sec): 84.66392922401428
Item: 301, Location ID: jQAJhDFD0e34_gZwpRLPpQ_47.618068_-122.292385, lat:47.618068, long:-122.292385, alt143, time(sec): 82.68759822845459
Item: 302, Location ID: rj7j8NaGS5CVGE130Sck5Q_47.568912_-122.293221, lat:47.568912, long:-122.293221, alt139, time(sec): 87.68247270584106
Item: 303, Location ID: XBLgXM6FqciR8RiLn-GclQ_47.616450_-122.294668, lat:47.61645, long:-122.294668, alt152, time(sec): 72.69123363494873
Item: 304, Location ID: SbvfvkfRDI4w_sweNdu1sg_47.567447_-122.292492, lat:47.567447, long:-122.292492, alt151, time(sec): 88.47407817840576
Item: 305, Location ID: JKoSwtAAjyQQIygE3C3fYQ_47.580124_-122.319036, lat:47.580124, long:-122.319036, alt119, time(sec): 69.65176272392273
Item: 306, Location ID: lXe2ezBeD0ME5ro-nOGlqg_47.595387_-122.311856, lat:47.595387, long:-122.311856, alt129, time(sec): 72.72749638557434
Item: 307, Location ID: g425xmktXeE7EXhnpXfNug_47.574081_-122.329765, lat:47.574081, long:-122.329765, alt106, time(sec): 71.74023365974426
Item: 308, Location ID: SD80V-asbsdMhJcIh00g2A_47.619414_-122.291235, lat:47.619414, long:-122.291235, alt146, time(sec): 80.70409774780273
Item: 309, Location ID: K2e1Uh9f3c8VGgTjxJphvQ_47.620105_-122.287991, lat:47.620105, long:-122.287991, alt182, time(sec): 87.8260350227356
Item: 310, Location ID: bdLh6ALo6jRrj7Xad25cBQ_47.611370_-122.302809, lat:47.61137, long:-122.302809, alt197, time(sec): 79.56400561332703
Item: 311, Location ID: sqHfoQqOQ4GEPHLhCQ6zIA_47.599223_-122.329003, lat:47.599223, long:-122.329003, alt109, time(sec): 82.4873776435852
Item: 312, Location ID: asvbdchd_VrslgBjogcoVQ_47.584217_-122.291947, lat:47.584217, long:-122.291947, alt167, time(sec): 96.5420868396759
Item: 313, Location ID: gclUCJt6wGzwO6Q7deSX9A_47.566197_-122.292942, lat:47.566197, long:-122.292942, alt144, time(sec): 87.6102545261383
Item: 314, Location ID: kdrqYOGUPlnhBdPzgFV-ag_47.606176_-122.299351, lat:47.606176, long:-122.299351, alt194, time(sec): 82.81404328346252
Item: 315, Location ID: 95OkZj9gLk9Zy7lIn1STvA_47.601658_-122.305816, lat:47.601658, long:-122.305816, alt191, time(sec): 78.72129487991333
Item: 316, Location ID: X5Fiyhm9uK5uMskV3ge6Vg_47.580272_-122.312128, lat:47.580272, long:-122.312128, alt188, time(sec): 89.63801169395447
Item: 317, Location ID: Y1LkE5jT3_YARQVQ0uZJcg_47.595312_-122.317320, lat:47.595312, long:-122.31732, alt139, time(sec): 77.72867608070374
Item: 318, Location ID: Fw8MHKDxrT7WntJMRarH2g_47.569469_-122.308757, lat:47.569469, long:-122.308757, alt201, time(sec): 86.5779345035553
Item: 319, Location ID: WXaw2M4-cf-BMRF-YgDUwQ_47.596832_-122.297467, lat:47.596832, long:-122.297467, alt175, time(sec): 93.76667523384094
Item: 320, Location ID: 0gGCUHp5xj1AiL4Iq8QWUQ_47.562197_-122.287646, lat:47.562197, long:-122.287646, alt116, time(sec): 120.6305673122406
Item: 321, Location ID: dmdv8B5sVEv5lkRCNW3UbQ_47.608505_-122.298876, lat:47.608505, long:-122.298876, alt186, time(sec): 175.64771032333374
Item: 322, Location ID: rGOoSOmMgCKact32N8XUFA_47.597314_-122.290199, lat:47.597314, long:-122.290199, alt147, time(sec): 226.62910795211792
Item: 323, Location ID: WC0iZxGzjcIEGfdR9WE1tQ_47.596323_-122.333200, lat:47.596323, long:-122.3332, alt110, time(sec): 326.5489044189453
Item: 324, Location ID: gSbLH16e_hGy0kGLWMFx8A_47.620928_-122.319577, lat:47.620928, long:-122.319577, alt203, time(sec): 415.5781066417694
Item: 325, Location ID: RDzDhwZDOxFs7_cHUL0diQ_47.580979_-122.294581, lat:47.580979, long:-122.294581, alt148, time(sec): 457.6638915538788
Item: 326, Location ID: SyuA3hjONouJTqlAewH2nw_47.579642_-122.335131, lat:47.579642, long:-122.335131, alt105, time(sec): 403.550790309906
Item: 327, Location ID: HhzgshXLwNF7SvDkrl56AA_47.609564_-122.335042, lat:47.609564, long:-122.335042, alt181, time(sec): 780.5692663192749
Item: 328, Location ID: KnpY3ug___8FjtG3aN1ICw_47.620727_-122.303632, lat:47.620727, long:-122.303632, alt210, time(sec): 598.6217567920685
Item: 329, Location ID: 76zlshwnot4bmWcIvQ1b3g_47.607624_-122.315504, lat:47.607624, long:-122.315504, alt180, time(sec): 72.536869764328
Item: 330, Location ID: uJ1R94uwCYVT3Zp95UAAHw_47.620136_-122.291373, lat:47.620136, long:-122.291373, alt142, time(sec): 76.66297507286072
Item: 331, Location ID: TAXuuNagNiON1GPtbNPxNw_47.615273_-122.308611, lat:47.615273, long:-122.308611, alt231, time(sec): 88.72227168083191
Item: 332, Location ID: OtPU0bxmSvqSSKg98VLl0Q_47.581720_-122.329980, lat:47.58172, long:-122.32998, alt107, time(sec): 72.67200040817261
Item: 333, Location ID: e-NyAVBKEPR-76w1lhS9nQ_47.596003_-122.297495, lat:47.596003, long:-122.297495, alt172, time(sec): 81.60947370529175
Item: 334, Location ID: abSSGwD5EvJDCltHVRXd8g_47.573555_-122.301721, lat:47.573555, long:-122.301721, alt169, time(sec): 82.80203032493591
Item: 335, Location ID: hwOVIfj9SD9V0PoDRb4Zjg_47.593686_-122.307942, lat:47.593686, long:-122.307942, alt139, time(sec): 72.6322968006134
Item: 336, Location ID: yEKKWreNhNffyaQlhj7kXQ_47.583371_-122.320084, lat:47.583371, long:-122.320084, alt111, time(sec): 67.72938442230225
Item: 337, Location ID: MZCEcLykZcMyvWrt39To4A_47.600207_-122.288521, lat:47.600207, long:-122.288521, alt155, time(sec): 79.79004573822021
Item: 338, Location ID: 4uQvAKSESYvPExHFZbkSbQ_47.559782_-122.303297, lat:47.559782, long:-122.303297, alt189, time(sec): 84.54861426353455
Item: 339, Location ID: mRu8ibyXgIT1Y1eP2Oq94Q_47.589202_-122.317944, lat:47.589202, long:-122.317944, alt185, time(sec): 88.83420157432556
Item: 340, Location ID: NJkXzgW3xvWEWLLFJdgtuA_47.609384_-122.332835, lat:47.609384, long:-122.332835, alt167, time(sec): 101.7664647102356
Item: 341, Location ID: 09LohPIpiqFJykjoqq9O8g_47.591226_-122.306293, lat:47.591226, long:-122.306293, alt134, time(sec): 72.56711387634277
Item: 342, Location ID: DwReSJzE1wcFcgLJLMzpdA_47.613571_-122.332894, lat:47.613571, long:-122.332894, alt150, time(sec): 100.63429117202759
Item: 343, Location ID: hJADpNIFfQi993Za6zBhhA_47.606285_-122.327008, lat:47.606285, long:-122.327008, alt178, time(sec): 94.61355948448181
Item: 344, Location ID: KfWneL1DIGQuVn238am6qg_47.578572_-122.325192, lat:47.578572, long:-122.325192, alt104, time(sec): 69.62005281448364
Item: 345, Location ID: OEUVLuHOCowOUYR-61B6JA_47.578617_-122.293591, lat:47.578617, long:-122.293591, alt140, time(sec): 85.74573969841003
Item: 346, Location ID: AXZ920bKRgYYLt83YM--9g_47.567754_-122.309686, lat:47.567754, long:-122.309686, alt204, time(sec): 86.58366370201111
Item: 347, Location ID: F_tHrflKUoE0-dLw_qEUQg_47.584901_-122.295122, lat:47.584901, long:-122.295122, alt165, time(sec): 81.61854863166809
Item: 348, Location ID: BaWC4IcsGwnIFf6mZiHSFQ_47.580584_-122.288136, lat:47.580584, long:-122.288136, alt135, time(sec): 81.55364942550659
Item: 349, Location ID: VHKRmXASMKEI9mCSErK8gQ_47.581319_-122.314503, lat:47.581319, long:-122.314503, alt183, time(sec): 83.71804141998291
Item: 350, Location ID: PEzYNmUGkv2z5UxM7eR94A_47.575307_-122.301316, lat:47.575307, long:-122.301316, alt153, time(sec): 76.6673092842102
Item: 351, Location ID: y7GMQF3Uh8Sj7MY5jTgtyA_47.580859_-122.327609, lat:47.580859, long:-122.327609, alt104, time(sec): 66.67676115036011
Item: 352, Location ID: 7kLmJlWK3q3Gsstn8EYrzg_47.610073_-122.289418, lat:47.610073, long:-122.289418, alt208, time(sec): 87.77746438980103
Item: 353, Location ID: ha4DzzudM12rn8OuewFhXA_47.602246_-122.325028, lat:47.602246, long:-122.325028, alt170, time(sec): 83.62349104881287
Item: 354, Location ID: oBtWnmpoKMmmOtjps4A6SA_47.571860_-122.308165, lat:47.57186, long:-122.308165, alt196, time(sec): 82.71462368965149
Item: 355, Location ID: 0syQnsYrjrffAJLKqzZ9ZQ_47.620809_-122.331226, lat:47.620809, long:-122.331226, alt136, time(sec): 84.5022976398468
