ExpID: 1765701532
Start Location: 220
Location: NewYork
Number of Location: 500
StartTime: 2025-12-14 03:38:52.858940

Item: 220, Location ID: lXUFSpnUymZWLbUpROvHmA_40.716856_-74.013144, lat:40.716856, long:-74.013144, alt100, time(sec): 104.44098448753357
Item: 266, Location ID: GNK2C-due5dao55m5xwtNQ_40.712323_-73.979156, lat:40.712323, long:-73.979156, alt113, time(sec): 141.2157163619995
Item: 267, Location ID: f3eSeCxbhZyBvebO7bk51g_40.720267_-74.002049, lat:40.720267, long:-74.002049, alt112, time(sec): 233.2001392841339
Item: 268, Location ID: m5iD5FMGFuKAE_syCcbX2A_40.742660_-73.990178, lat:40.74266, long:-73.990178, alt122, time(sec): 421.1805293560028
Item: 269, Location ID: u7VfhVqiHgUme0bNqh8swA_40.779789_-73.974307, lat:40.779789, long:-73.974307, alt141, time(sec): 374.1968674659729
Item: 270, Location ID: sU8tvsVXMu68wfYwcC0R6A_40.778316_-73.967011, lat:40.778316, long:-73.967011, alt134, time(sec): 106.22819137573242
Item: 271, Location ID: FEzmsHVZHAQzUP16w9PJEw_40.759868_-73.978393, lat:40.759868, long:-73.978393, alt122, time(sec): 136.1873083114624
Item: 272, Location ID: 6FjPrJNn9IhMkRfnAufdMA_40.758288_-73.960026, lat:40.758288, long:-73.960026, alt121, time(sec): 113.21486830711365
Item: 273, Location ID: cWNxrNXy7m_TwFiY00Y74Q_40.752784_-73.972988, lat:40.752784, long:-73.972988, alt113, time(sec): 142.19074368476868
Item: 274, Location ID: atceElHTC6hFIo9HmWP0RQ_40.711426_-73.996181, lat:40.711426, long:-73.996181, alt113, time(sec): 107.2197699546814
Item: 275, Location ID: KvlEkvBSrQd2m4DDebLxfQ_40.756078_-73.977177, lat:40.756078, long:-73.977177, alt118, time(sec): 139.1861846446991
Item: 276, Location ID: pf1EXj4YGwWrYPFPkJ878w_40.733566_-73.997651, lat:40.733566, long:-73.997651, alt115, time(sec): 117.22062516212463
Item: 277, Location ID: gzwJX3URVFhDuhS8EVTAig_40.730233_-73.999244, lat:40.730233, long:-73.999244, alt119, time(sec): 110.23162412643433
Item: 278, Location ID: IEZbqGvbwFzf4zzqaQW-Ig_40.741045_-74.001497, lat:40.741045, long:-74.001497, alt114, time(sec): 115.20390796661377
Item: 279, Location ID: Tha63DgZKlc5_rKZgA05eQ_40.770229_-73.983243, lat:40.770229, long:-73.983243, alt151, time(sec): 117.21224594116211
Item: 280, Location ID: 3YFU-o1T8a3NYoFZ0V4Xew_40.724733_-73.973022, lat:40.724733, long:-73.973022, alt105, time(sec): 94.22866916656494
Item: 281, Location ID: gjyVPEJBaadpQy8maDuRfg_40.760445_-73.958129, lat:40.760445, long:-73.958129, alt112, time(sec): 75.21147036552429
Item: 282, Location ID: jQTMXMPDy9ibyoCSXqYnrw_40.759239_-74.003456, lat:40.759239, long:-74.003456, alt104, time(sec): 99.22632312774658
Item: 283, Location ID: xvN1AxT6tEHJGM93OAryQQ_40.756276_-73.983506, lat:40.756276, long:-73.983506, alt119, time(sec): 140.18571615219116
Item: 284, Location ID: 0B3KHyPIzuTLSWF4oPZ-Ng_40.779928_-73.946653, lat:40.779928, long:-73.946653, alt114, time(sec): 107.20162177085876
Item: 285, Location ID: ls7-p8eJMh9mylNLGwpo5w_40.722195_-73.996180, lat:40.722195, long:-73.99618, alt116, time(sec): 116.22323536872864
Item: 286, Location ID: k-eZ8c4dh3iDq939xK-ezQ_40.737637_-73.978235, lat:40.737637, long:-73.978235, alt125, time(sec): 122.20043659210205
Item: 287, Location ID: 1CtqlXcr5Lo_OzH1ZTrivA_40.720171_-74.000104, lat:40.720171, long:-74.000104, alt115, time(sec): 113.23102188110352
Item: 288, Location ID: GHQTZIM7wAAReNwQCd1xrQ_40.775632_-73.991574, lat:40.775632, long:-73.991574, alt100, time(sec): 95.23157334327698
Item: 289, Location ID: RFdBV3IQ0Yvl92ftm4YHgQ_40.716848_-73.989573, lat:40.716848, long:-73.989573, alt123, time(sec): 112.21667313575745
Item: 290, Location ID: WHD-ImnG3CVjlHaFnMZYvg_40.739156_-73.989705, lat:40.739156, long:-73.989705, alt136, time(sec): 123.2140908241272
Item: 291, Location ID: uowCixnUxrmrGGOEjK2WIQ_40.765568_-73.997753, lat:40.765568, long:-73.997753, alt102, time(sec): 98.21101784706116
Item: 292, Location ID: tgpZrPtYKbCGaMd6G9QNTQ_40.733451_-73.976187, lat:40.733451, long:-73.976187, alt116, time(sec): 109.20455074310303
Item: 293, Location ID: pWL8pclv2yYBPKmfl7rQ2A_40.758183_-73.993816, lat:40.758183, long:-73.993816, alt118, time(sec): 124.19077897071838
Item: 294, Location ID: DjPg0tA0ZXcNdvBs7LeX3A_40.729918_-74.009174, lat:40.729918, long:-74.009174, alt111, time(sec): 105.21324849128723
Item: 295, Location ID: eZI4HXXI9HD7HmzhTxlPMA_40.770101_-73.967435, lat:40.770101, long:-73.967435, alt155, time(sec): 119.19457697868347
Item: 296, Location ID: DDOLir3tDsn-LJIEIjL-fg_40.746740_-73.969157, lat:40.74674, long:-73.969157, alt106, time(sec): 101.21894526481628
Item: 297, Location ID: _blZbDDOLKhYzb9RVw0sBA_40.738785_-73.973496, lat:40.738785, long:-73.973496, alt107, time(sec): 102.20858907699585
Item: 298, Location ID: guxh8b6qtQ1rOPrXq1nRQQ_40.759166_-73.976734, lat:40.759166, long:-73.976734, alt122, time(sec): 140.20196199417114
Item: 299, Location ID: uBaS3alTDc3YbyXQj6uN4Q_40.774230_-73.990813, lat:40.77423, long:-73.990813, alt107, time(sec): 103.20637536048889
Item: 300, Location ID: IStoE5vzGp4nnnRXRIo-OQ_40.746128_-73.996471, lat:40.746128, long:-73.996471, alt116, time(sec): 126.20621943473816
Item: 301, Location ID: RCBL1982PdOEdwOsnZriPg_40.740029_-73.991786, lat:40.740029, long:-73.991786, alt140, time(sec): 135.18080854415894
Item: 302, Location ID: owDGQ1pgcrQd4aOj6S9jHg_40.716188_-74.014936, lat:40.716188, long:-74.014936, alt104, time(sec): 161.21485352516174
Item: 303, Location ID: QkNtmx-miD80pXE6CrFkUQ_40.772647_-73.952455, lat:40.772647, long:-73.952455, alt136, time(sec): 326.1914792060852
Item: 304, Location ID: yjkuJzIpnnHVijWaB-ci3g_40.739008_-73.999359, lat:40.739008, long:-73.999359, alt116, time(sec): 493.2090883255005
Item: 305, Location ID: PBq0wogcc3yxf3ByzLJyaw_40.738330_-74.001284, lat:40.73833, long:-74.001284, alt118, time(sec): 525.230785369873
Item: 306, Location ID: ncVAA8SRmzpwTpFhtP969Q_40.739562_-73.995237, lat:40.739562, long:-73.995237, alt117, time(sec): 916.2759976387024
Item: 307, Location ID: ZJRYDTdpA3dGPKA4pXBR-Q_40.740840_-74.002979, lat:40.74084, long:-74.002979, alt122, time(sec): 844.2683424949646
Item: 308, Location ID: uG1y_Y7J46yFUY8pXdBnSw_40.759540_-73.965836, lat:40.75954, long:-73.965836, alt120, time(sec): 394.2151494026184
Item: 309, Location ID: eEQlGGncSuOCoIfhpmJhVQ_40.755627_-73.999556, lat:40.755627, long:-73.999556, alt117, time(sec): 270.20424365997314
Item: 310, Location ID: EMV3Ry082ZQL75fANjMhrw_40.766230_-73.981678, lat:40.76623, long:-73.981678, alt124, time(sec): 589.2207522392273
Item: 311, Location ID: QsqizIDVXQWbrLa4XxWNyA_40.730694_-73.995517, lat:40.730694, long:-73.995517, alt118, time(sec): 710.2431027889252
Item: 312, Location ID: UEqnIQaCSsEgSV8EmXqlNA_40.773427_-73.964259, lat:40.773427, long:-73.964259, alt131, time(sec): 862.2691175937653
Item: 313, Location ID: NMwAgfsMUDJUD0NSOdiSYQ_40.774224_-73.949125, lat:40.774224, long:-73.949125, alt128, time(sec): 1008.2936451435089
Item: 314, Location ID: Rav99ANcbbOtaydTGMut8Q_40.776836_-73.953356, lat:40.776836, long:-73.953356, alt129, time(sec): 151.19462537765503
Item: 315, Location ID: pZgAV7PJl61sPyD-zyf8rw_40.762785_-73.981460, lat:40.762785, long:-73.98146, alt122, time(sec): 145.19678378105164
Item: 316, Location ID: UXio7YyqUjzbU4NCL7THxg_40.759768_-73.960659, lat:40.759768, long:-73.960659, alt130, time(sec): 126.19537234306335
Item: 317, Location ID: 55VrKu4iQkGkj3o-JvhdNA_40.782629_-73.951204, lat:40.782629, long:-73.951204, alt131, time(sec): 123.21683406829834
Item: 318, Location ID: 70dDQxWWYCaZIL110E-E_Q_40.771388_-73.954507, lat:40.771388, long:-73.954507, alt124, time(sec): 125.210453748703
Item: 319, Location ID: LgARwQN7tZR0dJioss5-gw_40.777766_-73.949383, lat:40.777766, long:-73.949383, alt123, time(sec): 119.22409319877625
Item: 320, Location ID: WTnGAzRorNDE4ONIdXXaEg_40.782670_-73.985961, lat:40.78267, long:-73.985961, alt117, time(sec): 106.20922517776489
Item: 321, Location ID: VL43s9gDeimtLONIBcEuKQ_40.733097_-73.974381, lat:40.733097, long:-73.974381, alt105, time(sec): 102.19645810127258
Item: 322, Location ID: P1MHK8PyvkWtdQFM5ydaTw_40.734744_-73.999600, lat:40.734744, long:-73.9996, alt115, time(sec): 118.21156597137451
Item: 323, Location ID: bYwUbyeAZrUrzOUspfYfCQ_40.755033_-73.990472, lat:40.755033, long:-73.990472, alt115, time(sec): 146.21741008758545
Item: 324, Location ID: jmrMlEiX0jsZmSrsLuEZOw_40.753159_-73.974150, lat:40.753159, long:-73.97415, alt117, time(sec): 147.18866658210754
Item: 325, Location ID: CR3gK5ZnjGbBztPAKnVVnQ_40.771620_-73.988506, lat:40.77162, long:-73.988506, alt115, time(sec): 124.20380735397339
Item: 326, Location ID: V_65cXBYM6k6rS8XwOHsKg_40.770363_-73.983943, lat:40.770363, long:-73.983943, alt142, time(sec): 125.22379493713379
Item: 327, Location ID: PuknCubZHIGc3rop1OIIQg_40.744536_-73.977372, lat:40.744536, long:-73.977372, alt116, time(sec): 133.20602703094482
Item: 328, Location ID: OdwGvJXm1SZ7WeSzOwbKQg_40.763413_-73.975006, lat:40.763413, long:-73.975006, alt121, time(sec): 145.19340801239014
Item: 329, Location ID: _PPQ_G4fCeuBM5-Hj6WgjQ_40.722476_-74.001241, lat:40.722476, long:-74.001241, alt117, time(sec): 132.21701788902283
Item: 330, Location ID: T2tCQySMeuRGoE9yhpoDBA_40.725791_-73.986668, lat:40.725791, long:-73.986668, alt116, time(sec): 118.21427154541016
Item: 331, Location ID: UA_odsGeIWV30b5vylSZTg_40.767885_-73.995502, lat:40.767885, long:-73.995502, alt102, time(sec): 105.22607707977295
Item: 332, Location ID: LTxOhlxi8x0iauTsJpFo-Q_40.781966_-73.971289, lat:40.781966, long:-73.971289, alt138, time(sec): 120.21370649337769
Item: 333, Location ID: tN4aG7ZKmi-cbQJd6EGreg_40.775417_-73.971855, lat:40.775417, long:-73.971855, alt125, time(sec): 110.22869420051575
Item: 334, Location ID: zOsu2HTa-4HV7iKwqzVbHQ_40.751451_-73.999402, lat:40.751451, long:-73.999402, alt118, time(sec): 133.19330263137817
Item: 335, Location ID: 5CAtysaY4hTfXuqgYgdQfw_40.777098_-73.945857, lat:40.777098, long:-73.945857, alt121, time(sec): 115.22737550735474
Item: 336, Location ID: De1YZtHrYxJPBz63KRRShA_40.772531_-73.991253, lat:40.772531, long:-73.991253, alt106, time(sec): 113.21837878227234
Item: 337, Location ID: 8jZM0XtxM_90uSauXTxA_Q_40.716605_-73.985215, lat:40.716605, long:-73.985215, alt120, time(sec): 118.22383379936218
Item: 338, Location ID: V2DyLDMg4grtckV5_4erig_40.768100_-73.975822, lat:40.7681, long:-73.975822, alt123, time(sec): 117.21481108665466
Item: 339, Location ID: E_ec7X0O6ZwAPCUocVMQ1Q_40.770327_-73.987402, lat:40.770327, long:-73.987402, alt134, time(sec): 128.19493675231934
Item: 340, Location ID: ETZ5pjlqJRQoZZKmYfXSwg_40.726471_-73.973163, lat:40.726471, long:-73.973163, alt106, time(sec): 103.21565318107605
Item: 341, Location ID: 0ogVgQp4Kc3IR-KL7bfi0g_40.744174_-74.001626, lat:40.744174, long:-74.001626, alt113, time(sec): 128.21301746368408
Item: 342, Location ID: P94MgKzdY-FRtd9qlOpcWg_40.773703_-73.967040, lat:40.773703, long:-73.96704, alt120, time(sec): 119.21682739257812
Item: 343, Location ID: IDbVguOj-Hg-cuMWqR5-wQ_40.765520_-73.952718, lat:40.76552, long:-73.952718, alt137, time(sec): 127.20457673072815
Item: 344, Location ID: LOg9KqSW6psTA8OSqxSgPg_40.723258_-73.986348, lat:40.723258, long:-73.986348, alt113, time(sec): 131.20914602279663
Item: 345, Location ID: YhL_6PbwPplSzRyfkfC4Sw_40.775806_-73.954839, lat:40.775806, long:-73.954839, alt130, time(sec): 141.19673562049866
Item: 346, Location ID: zFurEBnSdHaEq6JJgd2s7w_40.764414_-73.980839, lat:40.764414, long:-73.980839, alt122, time(sec): 160.1987133026123
Item: 347, Location ID: dHTtZOdWIqOKBRAr1oHhdA_40.779744_-73.980241, lat:40.779744, long:-73.980241, alt134, time(sec): 139.20013332366943
Item: 348, Location ID: R7bTF0h3KTab2utFsvIA6Q_40.764825_-73.990155, lat:40.764825, long:-73.990155, alt121, time(sec): 132.19812154769897
Item: 349, Location ID: G3OGPziqj7GI53I9PKcbGg_40.764254_-73.999617, lat:40.764254, long:-73.999617, alt100, time(sec): 102.21364688873291
Item: 350, Location ID: GC9v05HvTNjqH0woGo6k_w_40.749862_-73.993833, lat:40.749862, long:-73.993833, alt112, time(sec): 147.19567275047302
Item: 351, Location ID: 6IM_6MYHGEK8KLlsx8iRWw_40.757956_-73.971942, lat:40.757956, long:-73.971942, alt127, time(sec): 163.1815173625946
Item: 352, Location ID: LdK2qovCYXYrwDbdaDEKiw_40.732580_-73.977268, lat:40.73258, long:-73.977268, alt117, time(sec): 121.21249723434448
Item: 353, Location ID: 1hYpp1VhhCtyz4fWrnl-Ew_40.743844_-73.992987, lat:40.743844, long:-73.992987, alt123, time(sec): 150.1769609451294
Item: 354, Location ID: dSWaCrkZnGQlj1gBLa4o3Q_40.771820_-73.982277, lat:40.77182, long:-73.982277, alt132, time(sec): 135.2009036540985
Item: 355, Location ID: M8FBVNtg-AW0oVyRmKjR1A_40.771973_-73.945728, lat:40.771973, long:-73.945728, alt100, time(sec): 112.21840763092041
Item: 356, Location ID: 2aZiHJrsb29Q_IJ3v8pYEQ_40.714767_-74.007589, lat:40.714767, long:-74.007589, alt109, time(sec): 142.19775128364563
Item: 357, Location ID: Irg_GmjCI48sZTwjEoKpFQ_40.755390_-73.971656, lat:40.75539, long:-73.971656, alt115, time(sec): 151.20729875564575
Item: 358, Location ID: 0C_HggjMd-VB56kaX6iBlw_40.717343_-73.995416, lat:40.717343, long:-73.995416, alt119, time(sec): 124.20813727378845
Item: 359, Location ID: O7FooeHj8vGgR2dsI3z3BA_40.720817_-74.007543, lat:40.720817, long:-74.007543, alt109, time(sec): 124.22959017753601
Item: 360, Location ID: w8Zu7htD3alWVxvyIVL9Hg_40.767449_-73.959200, lat:40.767449, long:-73.9592, alt136, time(sec): 142.201171875
Item: 361, Location ID: xl-isxYZG_0OhPxQMGvJdA_40.780644_-73.952667, lat:40.780644, long:-73.952667, alt139, time(sec): 137.2161145210266
Item: 362, Location ID: FVeqTG-tnuDnSWMEv3E98w_40.752322_-73.970219, lat:40.752322, long:-73.970219, alt113, time(sec): 145.19563126564026
Item: 363, Location ID: cVat6jFi1dk6L8B_G4RwLQ_40.724730_-73.976636, lat:40.72473, long:-73.976636, alt109, time(sec): 110.22827434539795
Item: 364, Location ID: bsCYRs6ut_Taz_b5ON8wOA_40.736140_-73.993550, lat:40.73614, long:-73.99355, alt128, time(sec): 140.19636225700378
Item: 365, Location ID: liDa6ejVdJXAtCUZ7KTjAA_40.770239_-73.955691, lat:40.770239, long:-73.955691, alt126, time(sec): 133.20023846626282
Item: 366, Location ID: IlNL1TVB6vS7OAfg11rDvQ_40.748071_-73.999113, lat:40.748071, long:-73.999113, alt109, time(sec): 134.20785474777222
Item: 367, Location ID: ewzx81BNMF1Evkdbe_7oyg_40.777998_-73.960031, lat:40.777998, long:-73.960031, alt137, time(sec): 141.19531345367432
Item: 368, Location ID: fJWVeibdsZqiYLZ_0PtD1g_40.758440_-73.982806, lat:40.75844, long:-73.982806, alt120, time(sec): 146.166321516037
Item: 369, Location ID: xKp0LSNKEaDt0d5C89Cfcg_40.711967_-74.006275, lat:40.711967, long:-74.006275, alt113, time(sec): 160.210857629776
Item: 370, Location ID: ZgcR3TxWE64PVQN_L5pzSA_40.776732_-73.961840, lat:40.776732, long:-73.96184, alt140, time(sec): 222.1946029663086
Item: 371, Location ID: ZI1vrhFeNIIrnW6_F493Vg_40.778337_-73.974915, lat:40.778337, long:-73.974915, alt137, time(sec): 306.20041728019714
Item: 372, Location ID: r8Y-tal1n3qjZnV1K_B5xw_40.744677_-73.980985, lat:40.744677, long:-73.980985, alt130, time(sec): 684.2210445404053
Item: 373, Location ID: 45Xoxquj6GckwFu-ws680Q_40.733300_-73.991295, lat:40.7333, long:-73.991295, alt132, time(sec): 842.2552468776703
Item: 374, Location ID: _DGTP65a1yygJj0JxR93pQ_40.768155_-73.971155, lat:40.768155, long:-73.971155, alt117, time(sec): 821.2821066379547
Item: 375, Location ID: dxnRtikwu9j-n3aKfAnWRA_40.721710_-74.004353, lat:40.72171, long:-74.004353, alt108, time(sec): 709.2488458156586
Item: 376, Location ID: jIehj8N9JgGDLb3D5j9Q9A_40.763824_-73.987776, lat:40.763824, long:-73.987776, alt128, time(sec): 134.2023642063141
Item: 377, Location ID: -nbZz8gmE9ou_wrem___dA_40.754055_-73.982229, lat:40.754055, long:-73.982229, alt121, time(sec): 150.1873369216919
Item: 378, Location ID: wpreRjXx6efmqshLu5weAg_40.732410_-73.976517, lat:40.73241, long:-73.976517, alt114, time(sec): 123.20933556556702
Item: 379, Location ID: 5yN8HU3_Hecb_HmsYtnRYg_40.720941_-73.985118, lat:40.720941, long:-73.985118, alt114, time(sec): 125.21892356872559
Item: 380, Location ID: YAmgVI8JPpchjxuv2emuOQ_40.762315_-73.995879, lat:40.762315, long:-73.995879, alt118, time(sec): 130.20796918869019
Item: 381, Location ID: WTgoe5QvVglejy7L3DxaUQ_40.776487_-73.990784, lat:40.776487, long:-73.990784, alt100, time(sec): 101.2254683971405
Item: 382, Location ID: Y0EopLM744tz_VqUzViyJA_40.713582_-74.003718, lat:40.713582, long:-74.003718, alt109, time(sec): 135.19321084022522
Item: 383, Location ID: Rljra4kS5U25pfAyTCgZOA_40.724429_-73.981480, lat:40.724429, long:-73.98148, alt106, time(sec): 120.19117140769958
Item: 384, Location ID: 3EQWNwaGR3PViMqpxzsFHw_40.722290_-73.994331, lat:40.72229, long:-73.994331, alt123, time(sec): 127.20346307754517
Item: 385, Location ID: RdwMvQ8lin9cRM0AOOzxNA_40.731757_-73.982054, lat:40.731757, long:-73.982054, alt119, time(sec): 128.20303535461426
Item: 386, Location ID: yuQyEf9FDMALaLFiObRv7w_40.738802_-73.988864, lat:40.738802, long:-73.988864, alt132, time(sec): 152.19195532798767
Item: 387, Location ID: K1w501ncDrp6bkZPvA_XOg_40.742412_-73.995622, lat:40.742412, long:-73.995622, alt120, time(sec): 134.2001075744629
Item: 388, Location ID: AJkwbqKLwkGaO53ivuHbQA_40.768816_-73.968259, lat:40.768816, long:-73.968259, alt144, time(sec): 130.20224452018738
Item: 389, Location ID: S34ickr05Gb6wzaYPdV1Dw_40.753988_-73.975821, lat:40.753988, long:-73.975821, alt118, time(sec): 158.1891107559204
Item: 390, Location ID: iEL-uZW2PrCShXyTmDZe8Q_40.733344_-74.002645, lat:40.733344, long:-74.002645, alt110, time(sec): 126.21724200248718
Item: 391, Location ID: 0B2028l9jwU6NvXXpLZaVw_40.727225_-73.979640, lat:40.727225, long:-73.97964, alt108, time(sec): 122.21349358558655
Item: 392, Location ID: YSj8xbr_eoSfrOy9s1r7Zw_40.773648_-73.959857, lat:40.773648, long:-73.959857, alt134, time(sec): 141.19341588020325
Item: 393, Location ID: ZXQAuvH90P86OdbdltQELw_40.750270_-73.979183, lat:40.75027, long:-73.979183, alt164, time(sec): 167.19721484184265
Item: 394, Location ID: bGW8QyrmQK4NWaTfEXP-QQ_40.703164_-74.014281, lat:40.703164, long:-74.014281, alt105, time(sec): 120.22206163406372
