ExpID: 1768790259
Start Location: 0
Location: Seattle_sat
Number of Location: 3000
StartTime: 2026-01-18 21:37:39.755063

Item: 0, Location ID: OQvGr9IfisDKXiW8q9or_g_47.606905_-122.330092, lat:47.606905, long:-122.330092, alt2199, time(sec): 27.152626037597656
Item: 61, Location ID: DNkWAU-Za0xQ_vjFXdsHAQ_47.559059_-122.312811, lat:47.559059, long:-122.312811, alt2172, time(sec): 22.13959765434265
Item: 62, Location ID: aCM8gT06sRgJFp_kYqYx_Q_47.593573_-122.308499, lat:47.593573, long:-122.308499, alt2128, time(sec): 23.21627163887024
Item: 63, Location ID: nN8kUC1ErA323sxFpo1SFg_47.619456_-122.332973, lat:47.619456, long:-122.332973, alt2136, time(sec): 26.161798238754272
Item: 64, Location ID: v2R1vKS6txaFzMRd2aP4QQ_47.596448_-122.334191, lat:47.596448, long:-122.334191, alt2104, time(sec): 23.17387080192566
Item: 65, Location ID: Rpnq47kD6i7ezaDFdNBTiA_47.582919_-122.309512, lat:47.582919, long:-122.309512, alt2163, time(sec): 20.22466516494751
Item: 66, Location ID: _lYEnRuWquLa3QHEulqs5w_47.596056_-122.321497, lat:47.596056, long:-122.321497, alt2129, time(sec): 20.130714178085327
Item: 67, Location ID: WntB9mRbtzDZPHU_h_FSqQ_47.620750_-122.318263, lat:47.62075, long:-122.318263, alt2204, time(sec): 20.199094772338867
Item: 68, Location ID: JHIPwp68b7g40R6n155Lfw_47.597917_-122.287611, lat:47.597917, long:-122.287611, alt2125, time(sec): 20.132869958877563
Item: 69, Location ID: 8lIAs1LYjM73g4dxTLOm9A_47.564289_-122.289996, lat:47.564289, long:-122.289996, alt2137, time(sec): 21.141306161880493
Item: 70, Location ID: HW_I2dzc9qqW5lKWViazwA_47.608063_-122.294912, lat:47.608063, long:-122.294912, alt2187, time(sec): 20.188206434249878
Item: 71, Location ID: drVosDKyD50EVwIoGEsPrg_47.606521_-122.296690, lat:47.606521, long:-122.29669, alt2191, time(sec): 15.197472333908081
Item: 72, Location ID: jI-J-sNZ5mzoI2bAzENp0A_47.607858_-122.306340, lat:47.607858, long:-122.30634, alt2196, time(sec): 21.196993112564087
Item: 73, Location ID: abHJF79COt6xdKzD0Wddmw_47.612881_-122.289574, lat:47.612881, long:-122.289574, alt2200, time(sec): 20.164530277252197
Item: 74, Location ID: 6goti14rtakhJHm46TsCCQ_47.567232_-122.314148, lat:47.567232, long:-122.314148, alt2171, time(sec): 22.14816904067993
Item: 75, Location ID: 99ZQw1KlhPWdrgbz-jGzfg_47.610320_-122.320855, lat:47.61032, long:-122.320855, alt2205, time(sec): 24.106845140457153
Item: 76, Location ID: TiQqdbOgWGABJO0WD4x0dw_47.578372_-122.293052, lat:47.578372, long:-122.293052, alt2139, time(sec): 20.124192714691162
Item: 77, Location ID: -LpsDKv4XSCMTv8FihJ4jA_47.600820_-122.301739, lat:47.60082, long:-122.301739, alt2195, time(sec): 21.15654230117798
Item: 78, Location ID: ElEGh1bUcZSVrTTdpx52eQ_47.586685_-122.309460, lat:47.586685, long:-122.30946, alt2142, time(sec): 21.119725942611694
Item: 79, Location ID: -61ZuMqHItPoXu66Ae6nUg_47.614688_-122.321378, lat:47.614688, long:-122.321378, alt2195, time(sec): 19.166070699691772
Item: 80, Location ID: kHnYX6WVa1NdDpo7BKjdKQ_47.564144_-122.319960, lat:47.564144, long:-122.31996, alt2149, time(sec): 17.154658555984497
Item: 81, Location ID: S1EMskNDoXRnogon8brGag_47.608030_-122.300637, lat:47.60803, long:-122.300637, alt2186, time(sec): 18.24264097213745
Item: 82, Location ID: 6mkyzUEbnu4HNFv9fJ-2sg_47.607997_-122.311577, lat:47.607997, long:-122.311577, alt2202, time(sec): 20.20518922805786
Item: 83, Location ID: AhN3zXtdnyJXSqDqpN7_9A_47.593501_-122.321868, lat:47.593501, long:-122.321868, alt2114, time(sec): 21.149832248687744
Item: 84, Location ID: j3w65vqMN3cst9KNXxuFwA_47.575965_-122.320296, lat:47.575965, long:-122.320296, alt2114, time(sec): 23.14662742614746
Item: 85, Location ID: 4s5XAsa_edMSfzwPqrruJw_47.571669_-122.297793, lat:47.571669, long:-122.297793, alt2134, time(sec): 24.143489837646484
Item: 86, Location ID: VqWtA2tLFs7ynePpJ41BSg_47.585498_-122.312086, lat:47.585498, long:-122.312086, alt2181, time(sec): 19.11395788192749
Item: 87, Location ID: dYnzyK2h5he5ibQIvmD6hA_47.585034_-122.308187, lat:47.585034, long:-122.308187, alt2141, time(sec): 16.176948070526123
Item: 88, Location ID: YTHdF6GbOkokVbvmAGoBDw_47.600861_-122.321463, lat:47.600861, long:-122.321463, alt2172, time(sec): 21.142505645751953
Item: 89, Location ID: tA1UU-2bpwW2q0xawuPYAw_47.586205_-122.312086, lat:47.586205, long:-122.312086, alt2178, time(sec): 16.132184743881226
Item: 90, Location ID: 1lEyDYbZgIQZLoitGvuzpg_47.565369_-122.312752, lat:47.565369, long:-122.312752, alt2187, time(sec): 18.163347482681274
Item: 91, Location ID: BbZfMaed8Xg6eOBQsETOVw_47.595463_-122.294374, lat:47.595463, long:-122.294374, alt2187, time(sec): 18.163764238357544
Item: 92, Location ID: er9xBzjbrFRYBD8FxN9FUw_47.570791_-122.334112, lat:47.570791, long:-122.334112, alt2105, time(sec): 24.11541986465454
Item: 93, Location ID: lA96iB10Ese3Gg0kDID9xA_47.577866_-122.306426, lat:47.577866, long:-122.306426, alt2169, time(sec): 21.15229058265686
Item: 94, Location ID: Z1Fy0oVB4tPRYZ9wc_4o9Q_47.563672_-122.297943, lat:47.563672, long:-122.297943, alt2157, time(sec): 24.171079874038696
Item: 95, Location ID: _gC49_qz_HPLrrk6W4i9_A_47.600170_-122.317282, lat:47.60017, long:-122.317282, alt2162, time(sec): 17.168968677520752
Item: 96, Location ID: SUbyXxYmYGYU5J6_aJv0RQ_47.601209_-122.308966, lat:47.601209, long:-122.308966, alt2188, time(sec): 18.178220748901367
Item: 97, Location ID: ZzBw0EbjC_qe3Buqdt-01w_47.597488_-122.308930, lat:47.597488, long:-122.30893, alt2167, time(sec): 18.12236738204956
Item: 98, Location ID: 7Fu14NqwIY1QaJaIcxGkSw_47.577715_-122.333506, lat:47.577715, long:-122.333506, alt2107, time(sec): 23.158807277679443
Item: 99, Location ID: DPYByF7A6l-v4w18fmzlIQ_47.596656_-122.313300, lat:47.596656, long:-122.3133, alt2132, time(sec): 18.124738693237305
Item: 100, Location ID: AQvI7u-3FByhddC57_Htpg_47.561177_-122.297097, lat:47.561177, long:-122.297097, alt2169, time(sec): 19.15738606452942
Item: 101, Location ID: i0f6c5LvQuBD5_UjbKXqhw_47.579770_-122.322288, lat:47.57977, long:-122.322288, alt2106, time(sec): 23.15501880645752
Item: 102, Location ID: wIZdZF7nIxzXgVDl_ZvunA_47.561397_-122.296392, lat:47.561397, long:-122.296392, alt2154, time(sec): 16.139891386032104
Item: 103, Location ID: fA_ouwy03gFnnTszNN69tA_47.580933_-122.298185, lat:47.580933, long:-122.298185, alt2119, time(sec): 20.151000261306763
Item: 104, Location ID: ZYb3Ehn7ub_Zs59Zh5dMNQ_47.611272_-122.333029, lat:47.611272, long:-122.333029, alt2170, time(sec): 29.17393708229065
Item: 105, Location ID: uxVcL9FmK5tvbr0_ysmflQ_47.607926_-122.290398, lat:47.607926, long:-122.290398, alt2205, time(sec): 20.13357377052307
Item: 106, Location ID: KeTjvw1zOTosic1kYBC18Q_47.576665_-122.296381, lat:47.576665, long:-122.296381, alt2116, time(sec): 18.13205051422119
Item: 107, Location ID: dn7zJ5pYbnglKCbUUThasw_47.578398_-122.325892, lat:47.578398, long:-122.325892, alt2105, time(sec): 17.175432205200195
Item: 108, Location ID: VYZYdiIcMk5atzkhHC2n_g_47.567940_-122.288003, lat:47.56794, long:-122.288003, alt2113, time(sec): 23.16554069519043
Item: 109, Location ID: NUipkmoTmXR83L2R1xxNzQ_47.583875_-122.315359, lat:47.583875, long:-122.315359, alt2192, time(sec): 18.130903005599976
Item: 110, Location ID: FO4sK_9AZeJeYrel-hKYrw_47.618294_-122.311428, lat:47.618294, long:-122.311428, alt2232, time(sec): 21.131950855255127
Item: 111, Location ID: Vh-E_hpt4wcJ2d2UadoE8A_47.563248_-122.337957, lat:47.563248, long:-122.337957, alt2102, time(sec): 21.127947568893433
Item: 112, Location ID: c82fM8HQGwXVdtDf3_cXug_47.576878_-122.314105, lat:47.576878, long:-122.314105, alt2184, time(sec): 18.10594654083252
Item: 113, Location ID: TVgO5soCiPLhbn-4eyYNhA_47.578952_-122.329010, lat:47.578952, long:-122.32901, alt2106, time(sec): 16.15033745765686
Item: 114, Location ID: 1j1uj2OSDgb0FzmEsDhqRQ_47.610370_-122.308947, lat:47.61037, long:-122.308947, alt2219, time(sec): 17.168487787246704
Item: 115, Location ID: i6-VWRFJGtzronSvogocXA_47.565081_-122.316012, lat:47.565081, long:-122.316012, alt2178, time(sec): 20.132983922958374
Item: 116, Location ID: ufKjl56PD1QTLP5YIwNPPA_47.594584_-122.299578, lat:47.594584, long:-122.299578, alt2170, time(sec): 20.115811109542847
Item: 117, Location ID: R-c8_9wYFgVKkHPjz3I5DA_47.560733_-122.292607, lat:47.560733, long:-122.292607, alt2140, time(sec): 21.174225568771362
Item: 118, Location ID: xsf4ClDHwmxUTuyVDfQOsw_47.600042_-122.315635, lat:47.600042, long:-122.315635, alt2154, time(sec): 20.09754204750061
Item: 119, Location ID: VV4gOId3glj4hMa5irR5_Q_47.597373_-122.292659, lat:47.597373, long:-122.292659, alt2192, time(sec): 17.17216682434082
Item: 120, Location ID: huwvUl-TJDAeySxKrToL9Q_47.605934_-122.305070, lat:47.605934, long:-122.30507, alt2187, time(sec): 20.145271062850952
Item: 121, Location ID: xa2LjFWY4jgK6KO8usY2JQ_47.603506_-122.301808, lat:47.603506, long:-122.301808, alt2200, time(sec): 17.16090202331543
Item: 122, Location ID: vbJIwGB1YBBEdyGl9MyBBg_47.608193_-122.320908, lat:47.608193, long:-122.320908, alt2219, time(sec): 19.174169540405273
Item: 123, Location ID: OK9paXp0baOPoLQMiCaNpQ_47.559497_-122.288856, lat:47.559497, long:-122.288856, alt2135, time(sec): 18.1333429813385
Item: 124, Location ID: 7937HXFNQj6m8YURE4S0og_47.604520_-122.303755, lat:47.60452, long:-122.303755, alt2185, time(sec): 16.205163717269897
Item: 125, Location ID: LPJTavQytbsPF6vxO8oURg_47.559644_-122.321331, lat:47.559644, long:-122.321331, alt2139, time(sec): 20.12368130683899
Item: 126, Location ID: RW2_BFrubPJaxj_ZbiGtAQ_47.559724_-122.317543, lat:47.559724, long:-122.317543, alt2156, time(sec): 16.1902437210083
Item: 127, Location ID: x_zSHZYXe3YQDJylceJZXA_47.582632_-122.314057, lat:47.582632, long:-122.314057, alt2188, time(sec): 16.17370343208313
Item: 128, Location ID: Cdep0rSf-LSdCLEmZzONsQ_47.609037_-122.302614, lat:47.609037, long:-122.302614, alt2190, time(sec): 18.130906343460083
Item: 129, Location ID: bu4-XqLvQ6NNBFADGFHxTA_47.596775_-122.300744, lat:47.596775, long:-122.300744, alt2182, time(sec): 16.142081022262573
Item: 130, Location ID: L1egJkF0BHQkAMUTmYSEDw_47.573343_-122.310276, lat:47.573343, long:-122.310276, alt2192, time(sec): 19.213272094726562
Item: 131, Location ID: UR-bi3xo9Yn5LIiMOjgDRQ_47.618458_-122.309511, lat:47.618458, long:-122.309511, alt2232, time(sec): 19.17005705833435
Item: 132, Location ID: bdGSIqaomZLTdSebhFDlhw_47.560120_-122.305381, lat:47.56012, long:-122.305381, alt2191, time(sec): 22.178353548049927
Item: 133, Location ID: nJ2afDVLD2FTPoeMQu_MLw_47.599627_-122.299899, lat:47.599627, long:-122.299899, alt2189, time(sec): 16.120206832885742
Item: 134, Location ID: uJlYMdVMihWpBcNVH-eiaQ_47.610984_-122.337396, lat:47.610984, long:-122.337396, alt2140, time(sec): 29.174625396728516
Item: 135, Location ID: QHGRmjJ2K5WtK3AQ8IzbuA_47.610822_-122.310177, lat:47.610822, long:-122.310177, alt2219, time(sec): 16.154109001159668
Item: 136, Location ID: Di-UFvrvT-lo9paxxEDnCw_47.598790_-122.307657, lat:47.59879, long:-122.307657, alt2180, time(sec): 18.18195343017578
Item: 137, Location ID: C6cPxnn6mx2XKcaUIviHXQ_47.619406_-122.337194, lat:47.619406, long:-122.337194, alt2131, time(sec): 29.140993118286133
Item: 138, Location ID: URNTn-ifGZTQLsKdUiqwSQ_47.617959_-122.313639, lat:47.617959, long:-122.313639, alt2221, time(sec): 16.123605012893677
Item: 139, Location ID: bu3ShBXw2bydlMbBwJPYqA_47.611383_-122.308228, lat:47.611383, long:-122.308228, alt2222, time(sec): 15.153156518936157
Item: 140, Location ID: VKkoJk_DoJXk_Mlpbgm75g_47.558324_-122.318000, lat:47.558324, long:-122.318, alt2150, time(sec): 17.110828399658203
Item: 141, Location ID: N-QkcCfknzjtyxVH1-y7fg_47.575087_-122.305440, lat:47.575087, long:-122.30544, alt2176, time(sec): 20.130425930023193
Item: 142, Location ID: IzcwMFrtpp9JZ4a0TFaiCQ_47.574914_-122.311267, lat:47.574914, long:-122.311267, alt2191, time(sec): 15.220215559005737
Item: 143, Location ID: y96qblOrEDAoI3RXxyQh3w_47.598971_-122.297403, lat:47.598971, long:-122.297403, alt2185, time(sec): 17.176239013671875
Item: 144, Location ID: ozBk7ZGOlNi47eY8r40I7g_47.588367_-122.333768, lat:47.588367, long:-122.333768, alt2104, time(sec): 22.081651210784912
Item: 145, Location ID: huNZDLZpJ4uYnZ-R2NTgcw_47.563491_-122.316330, lat:47.563491, long:-122.31633, alt2177, time(sec): 18.13087511062622
Item: 146, Location ID: Dk2mvSZ28LlorqCkr_9aMg_47.576904_-122.333262, lat:47.576904, long:-122.333262, alt2106, time(sec): 19.170591592788696
Item: 147, Location ID: txF8DxA4aKQAwJdopjO9Jg_47.581702_-122.316025, lat:47.581702, long:-122.316025, alt2175, time(sec): 19.158252716064453
Item: 148, Location ID: XiP6_vE2CcXZV3xzJmKQlQ_47.592050_-122.298840, lat:47.59205, long:-122.29884, alt2158, time(sec): 20.152523279190063
Item: 149, Location ID: nXe4uTm6Xej3hikOgLRGVg_47.558446_-122.334137, lat:47.558446, long:-122.334137, alt2100, time(sec): 20.18971300125122
Item: 150, Location ID: YtN7xh4XirqbbPHfOZ5gtw_47.560771_-122.300327, lat:47.560771, long:-122.300327, alt2183, time(sec): 18.204944133758545
Item: 151, Location ID: 8R46A34a0rE9fyNtpVS2tg_47.581948_-122.294154, lat:47.581948, long:-122.294154, alt2155, time(sec): 18.136738061904907
Item: 152, Location ID: cMbnL68XT1rFIWbV26hrfA_47.612390_-122.321778, lat:47.61239, long:-122.321778, alt2201, time(sec): 22.144830465316772
Item: 153, Location ID: VWMQ2tMlMj7X4zu6Y-tqJw_47.586085_-122.321040, lat:47.586085, long:-122.32104, alt2107, time(sec): 23.133070945739746
Item: 154, Location ID: zhVafvkecUWVVNBrudmb8w_47.568642_-122.324043, lat:47.568642, long:-122.324043, alt2104, time(sec): 23.142098903656006
Item: 155, Location ID: JgdwDa9nzmpfeze2ArYJGw_47.612949_-122.325391, lat:47.612949, long:-122.325391, alt2194, time(sec): 17.156495332717896
Item: 156, Location ID: tzazQeC0lWZcZVQ3D8aaog_47.586601_-122.300329, lat:47.586601, long:-122.300329, alt2136, time(sec): 20.123912811279297
Item: 157, Location ID: a8j3T1UYIKBgGs8R950wRg_47.610286_-122.321460, lat:47.610286, long:-122.32146, alt2210, time(sec): 17.158453702926636
Item: 158, Location ID: np-6qeNRZmcXDGa3nmaMfw_47.601904_-122.314946, lat:47.601904, long:-122.314946, alt2161, time(sec): 21.140663146972656
Item: 159, Location ID: 2FKgMfkj58-yvLOrTCKcCw_47.580014_-122.303962, lat:47.580014, long:-122.303962, alt2158, time(sec): 18.130807161331177
Item: 160, Location ID: x7YqIMm6TLV-cdyBv8wLuA_47.583994_-122.295137, lat:47.583994, long:-122.295137, alt2161, time(sec): 17.186622381210327
Item: 161, Location ID: y0SA82uHOIDF_ZX58G8cPQ_47.570299_-122.338365, lat:47.570299, long:-122.338365, alt2104, time(sec): 22.15488076210022
Item: 162, Location ID: Ay-btfjzlloW2748n8GhIQ_47.608884_-122.311565, lat:47.608884, long:-122.311565, alt2206, time(sec): 22.125133752822876
Item: 163, Location ID: -QTSIuVaMM2cTXLoLrH7Eg_47.574554_-122.295134, lat:47.574554, long:-122.295134, alt2116, time(sec): 22.13981056213379
Item: 164, Location ID: _3juYXk_qNopdGmySGvACw_47.589932_-122.287508, lat:47.589932, long:-122.287508, alt2130, time(sec): 21.148420095443726
Item: 165, Location ID: PSimgK3xrBbCs4pW0uGNvw_47.596478_-122.323749, lat:47.596478, long:-122.323749, alt2121, time(sec): 21.12909436225891
Item: 166, Location ID: 2Y1E5HmVNVqf3grLQUoF0w_47.571913_-122.310917, lat:47.571913, long:-122.310917, alt2191, time(sec): 18.097166538238525
Item: 167, Location ID: x_n75MiJ4FGgP4rg4_3Lig_47.575213_-122.316399, lat:47.575213, long:-122.316399, alt2167, time(sec): 18.2532856464386
Item: 168, Location ID: -KcFwavoiNtUOYQN6BZPuA_47.612383_-122.316763, lat:47.612383, long:-122.316763, alt2196, time(sec): 18.183274745941162
Item: 169, Location ID: ig2HywJFy6Rv8SskYBZD4g_47.582047_-122.319772, lat:47.582047, long:-122.319772, alt2108, time(sec): 19.11573553085327
Item: 170, Location ID: 2vND4DAYoZFqj6N8JI3xGg_47.587273_-122.293785, lat:47.587273, long:-122.293785, alt2179, time(sec): 17.269038915634155
Item: 171, Location ID: ZPIIuS-CaDzzDwcPc2GnZw_47.582853_-122.288435, lat:47.582853, long:-122.288435, alt2126, time(sec): 18.17510747909546
Item: 172, Location ID: kCoXdw6XC9tZdRHLx_nBAw_47.567239_-122.316600, lat:47.567239, long:-122.3166, alt2185, time(sec): 16.105021238327026
