ExpID: 1764993367
Start Location: 1320
Number of Location: 500
StartTime: 2025-12-05 22:56:07.176565

Item: 1320, Location ID: jlXA_Mzyx3TXRNV6-ZH32g_47.607664_-122.335111, lat:47.607664, long:-122.335111, alt146, time(sec): 104.55056238174438
Item: 1356, Location ID: Ilk4gYVY4zmJOux6mon3jg_47.565415_-122.316659, lat:47.565415, long:-122.316659, alt175, time(sec): 74.7166919708252
Item: 1357, Location ID: VgF5B6m-FLmqLxzm0aCSEA_47.608141_-122.332497, lat:47.608141, long:-122.332497, alt168, time(sec): 98.56914687156677
Item: 1358, Location ID: S6xe2coi_0qHwTc7syu4Ew_47.559595_-122.292406, lat:47.559595, long:-122.292406, alt141, time(sec): 68.60020327568054
Item: 1359, Location ID: mAgXZWUM_Qi6iuDA4RVDog_47.609258_-122.287696, lat:47.609258, long:-122.287696, alt200, time(sec): 77.67248821258545
Item: 1360, Location ID: LY2IyiEbgKqQut04ZMb4oA_47.604029_-122.327955, lat:47.604029, long:-122.327955, alt131, time(sec): 74.60502338409424
Item: 1361, Location ID: n54nDESorwVJr_VSChigVA_47.563879_-122.331335, lat:47.563879, long:-122.331335, alt106, time(sec): 62.655508518218994
Item: 1362, Location ID: EBiF7Etk05mZYENGxMR0Jw_47.561259_-122.326157, lat:47.561259, long:-122.326157, alt106, time(sec): 61.64449882507324
Item: 1363, Location ID: tM_tzUURfHpFAejTbbtY9Q_47.567351_-122.312509, lat:47.567351, long:-122.312509, alt181, time(sec): 71.55408668518066
Item: 1364, Location ID: 6ihQq0gWnd5Uu3ujJovkJA_47.593959_-122.329026, lat:47.593959, long:-122.329026, alt111, time(sec): 73.59779191017151
Item: 1365, Location ID: SkHWvfRlVQsow5DAtF_7kA_47.580825_-122.296793, lat:47.580825, long:-122.296793, alt120, time(sec): 64.64760971069336
Item: 1366, Location ID: TrKUmmo0GsXg8oEAqlC0Gg_47.615754_-122.292415, lat:47.615754, long:-122.292415, alt172, time(sec): 74.82435083389282
Item: 1367, Location ID: pXW11eYc-sNxTo52g4KkCg_47.579992_-122.296336, lat:47.579992, long:-122.296336, alt122, time(sec): 63.56581974029541
Item: 1368, Location ID: 9FJeQFd5wgRp8rBCEK77og_47.604515_-122.294334, lat:47.604515, long:-122.294334, alt205, time(sec): 82.51422786712646
Item: 1369, Location ID: PkCV_HvNjnUgkHNLGHsOvQ_47.586090_-122.331159, lat:47.58609, long:-122.331159, alt104, time(sec): 64.50853943824768
Item: 1370, Location ID: OWgijCueSvhwohQSiQJAuw_47.593307_-122.296720, lat:47.593307, long:-122.29672, alt159, time(sec): 73.4891140460968
Item: 1371, Location ID: r7_iVDi792MpMOuJYNBfQw_47.590053_-122.298126, lat:47.590053, long:-122.298126, alt148, time(sec): 67.6332700252533
Item: 1372, Location ID: Su-E0tPHDpj-xZ9FX7HeRQ_47.601679_-122.322779, lat:47.601679, long:-122.322779, alt174, time(sec): 77.68269634246826
Item: 1373, Location ID: Q3B-djUdUn4EZazLx0QRoQ_47.589279_-122.327376, lat:47.589279, long:-122.327376, alt103, time(sec): 66.52861762046814
Item: 1374, Location ID: We73m5ZAQuEz-Sf2RFGm1g_47.577697_-122.305398, lat:47.577697, long:-122.305398, alt168, time(sec): 72.59039664268494
Item: 1375, Location ID: z9mh2FQxRIYeZnsNLgBrWw_47.568603_-122.307400, lat:47.568603, long:-122.3074, alt202, time(sec): 76.57735824584961
Item: 1376, Location ID: GdyZbTc6xdr8kzKFH6dWhg_47.605249_-122.324509, lat:47.605249, long:-122.324509, alt199, time(sec): 95.64528608322144
Item: 1377, Location ID: 9EQf2BK1fK7obzkzgGwAtQ_47.589228_-122.317319, lat:47.589228, long:-122.317319, alt187, time(sec): 84.49342083930969
Item: 1378, Location ID: HMDalSPB0t9Wh-JdLN6q6A_47.610790_-122.289406, lat:47.61079, long:-122.289406, alt207, time(sec): 83.66288018226624
Item: 1379, Location ID: uhJd70IlfimeH2PbYjuXCA_47.570537_-122.296021, lat:47.570537, long:-122.296021, alt135, time(sec): 77.71727967262268
Item: 1380, Location ID: pRGfqTKPIDHyrtwDALnsiw_47.615937_-122.295529, lat:47.615937, long:-122.295529, alt150, time(sec): 75.5370888710022
Item: 1381, Location ID: N3V9bfTyFY2Cp8xtgoUcEw_47.582181_-122.316145, lat:47.582181, long:-122.316145, alt172, time(sec): 104.65833902359009
Item: 1382, Location ID: DS2WcdapMuj1KIxn0xHt6Q_47.570522_-122.294581, lat:47.570522, long:-122.294581, alt134, time(sec): 100.58902955055237
Item: 1383, Location ID: n8JEwpGPI1kR7jxvNq8XTw_47.576000_-122.334170, lat:47.576, long:-122.33417, alt105, time(sec): 99.54453086853027
Item: 1384, Location ID: YbvdAKOTmwq2tCgjUxLNtQ_47.608671_-122.299539, lat:47.608671, long:-122.299539, alt187, time(sec): 131.61083030700684
Item: 1385, Location ID: bEbonjZFk_2d-CRSrEVkeA_47.589260_-122.326032, lat:47.58926, long:-122.326032, alt107, time(sec): 130.6123869419098
Item: 1386, Location ID: kyxhgWOz1s4wut0lqCmOIw_47.558446_-122.329470, lat:47.558446, long:-122.32947, alt104, time(sec): 125.65860295295715
Item: 1387, Location ID: a4AFavzIbMrzyvepCeQX7A_47.559782_-122.324543, lat:47.559782, long:-122.324543, alt104, time(sec): 122.51738595962524
Item: 1388, Location ID: A1vT5Rrkjc057HxxGVoWgw_47.620946_-122.293503, lat:47.620946, long:-122.293503, alt131, time(sec): 166.44891381263733
Item: 1389, Location ID: SijxuB1ldqxcHQaZDxdChg_47.566217_-122.295849, lat:47.566217, long:-122.295849, alt144, time(sec): 205.6004798412323
Item: 1390, Location ID: n04cY7StIqZSiUpsPMsFBg_47.615271_-122.333879, lat:47.615271, long:-122.333879, alt148, time(sec): 391.5018858909607
Item: 1391, Location ID: XkxtjZdm7WpPPaAtdtiCvQ_47.603923_-122.312891, lat:47.603923, long:-122.312891, alt175, time(sec): 259.60128021240234
Item: 1392, Location ID: vKquCDeZiyv-oBB2E8Xycg_47.621355_-122.288857, lat:47.621355, long:-122.288857, alt158, time(sec): 351.5739710330963
Item: 1393, Location ID: TQROyJBm9QMuJa_u9chkJA_47.582551_-122.315373, lat:47.582551, long:-122.315373, alt180, time(sec): 378.61173820495605
Item: 1394, Location ID: LgO8eFWrwikG4LBdGV5dNw_47.601313_-122.306342, lat:47.601313, long:-122.306342, alt192, time(sec): 358.57126235961914
Item: 1395, Location ID: FgxcwcYaPUgvc-v8dfaQUw_47.564352_-122.300768, lat:47.564352, long:-122.300768, alt191, time(sec): 415.5440266132355
Item: 1396, Location ID: Daz_3Cjr2oXuPK9YjeN3NA_47.587007_-122.313267, lat:47.587007, long:-122.313267, alt183, time(sec): 94.75815176963806
Item: 1397, Location ID: KK5koHW5BD_iNO1z7krV9Q_47.590022_-122.312769, lat:47.590022, long:-122.312769, alt158, time(sec): 135.78119277954102
Item: 1398, Location ID: oWzO_sx28VFH8CWObqgh1g_47.581600_-122.313379, lat:47.5816, long:-122.313379, alt186, time(sec): 209.63920092582703
Item: 1399, Location ID: bY1cqLX2KguSTckuzwsmyg_47.566242_-122.307061, lat:47.566242, long:-122.307061, alt208, time(sec): 289.63686418533325
Item: 1400, Location ID: mf4CBpgliFbO2JfVIj8KeQ_47.592000_-122.311724, lat:47.592, long:-122.311724, alt144, time(sec): 308.45272397994995
Item: 1401, Location ID: elKNaesInFbKmwk7OdW67A_47.575360_-122.314706, lat:47.57536, long:-122.314706, alt182, time(sec): 430.56566166877747
Item: 1402, Location ID: 7sPfr2piHApIyOD1ZkaQ3g_47.611654_-122.293206, lat:47.611654, long:-122.293206, alt190, time(sec): 523.6270697116852
Item: 1403, Location ID: QT0bkFmy1yfXwCqXp6PwCQ_47.582555_-122.313394, lat:47.582555, long:-122.313394, alt187, time(sec): 243.58311080932617
Item: 1404, Location ID: 7lRD7D6e6npnB1t55F55DQ_47.566724_-122.288823, lat:47.566724, long:-122.288823, alt118, time(sec): 69.6285650730133
Item: 1405, Location ID: Uj9fEpW0Ts0X23V-7M04Hg_47.590466_-122.294811, lat:47.590466, long:-122.294811, alt147, time(sec): 75.59783840179443
Item: 1406, Location ID: 9Goz66wZ8TtpPMGiW1ayQQ_47.592759_-122.306294, lat:47.592759, long:-122.306294, alt147, time(sec): 65.72271800041199
Item: 1407, Location ID: P3IFOVu3wKRtJ5az5urXog_47.595279_-122.323749, lat:47.595279, long:-122.323749, alt113, time(sec): 70.70191693305969
Item: 1408, Location ID: JbMG-zNJgQhS5cdmR7369Q_47.616806_-122.297475, lat:47.616806, long:-122.297475, alt160, time(sec): 64.51399946212769
Item: 1409, Location ID: OmbjoeIRBCzWmEJKqBB3ug_47.591047_-122.301454, lat:47.591047, long:-122.301454, alt150, time(sec): 68.71562480926514
Item: 1410, Location ID: mtqssq3WAZLbU51KdxWS7Q_47.569371_-122.338225, lat:47.569371, long:-122.338225, alt104, time(sec): 66.55733251571655
Item: 1411, Location ID: XKKTv3IQD3iXJ6YE_7m1EQ_47.594156_-122.299066, lat:47.594156, long:-122.299066, alt167, time(sec): 72.51740717887878
Item: 1412, Location ID: fJgIWUr7lv9qMFlJM1z2VQ_47.611041_-122.290427, lat:47.611041, long:-122.290427, alt208, time(sec): 79.62279462814331
Item: 1413, Location ID: kWgf2lTAHqf8_KwXiKxbzQ_47.564125_-122.291038, lat:47.564125, long:-122.291038, alt154, time(sec): 69.65337467193604
Item: 1414, Location ID: pcfIOIRx96OKeKlF5QWboQ_47.619716_-122.292345, lat:47.619716, long:-122.292345, alt132, time(sec): 62.8523051738739
Item: 1415, Location ID: tO0hJsV70FG5yb36dgg9pg_47.590668_-122.289172, lat:47.590668, long:-122.289172, alt156, time(sec): 68.6109025478363
Item: 1416, Location ID: PzZLBrFVb4e4DOt5L76hMg_47.606490_-122.334845, lat:47.60649, long:-122.334845, alt174, time(sec): 92.6578483581543
Item: 1417, Location ID: 0Jd7A4m1ipW0tGZ_fVk8Hw_47.615589_-122.338392, lat:47.615589, long:-122.338392, alt130, time(sec): 88.47999453544617
Item: 1418, Location ID: uYo51N49mVrnZISXl5ROfQ_47.572461_-122.293622, lat:47.572461, long:-122.293622, alt117, time(sec): 67.5863573551178
Item: 1419, Location ID: jSRXKMrJKAIPuGidWnnBEg_47.619404_-122.335913, lat:47.619404, long:-122.335913, alt144, time(sec): 90.6279468536377
Item: 1420, Location ID: D_2eg0eenHcLgogqWVAZ8Q_47.558678_-122.289979, lat:47.558678, long:-122.289979, alt138, time(sec): 67.56485557556152
Item: 1421, Location ID: Oc4KluMlOWRJ1S1cdHA0TQ_47.596052_-122.287837, lat:47.596052, long:-122.287837, alt119, time(sec): 59.66605281829834
Item: 1422, Location ID: Ln2QK2o5Q89G9SyeHIxkGA_47.607580_-122.305707, lat:47.60758, long:-122.305707, alt193, time(sec): 72.63531255722046
Item: 1423, Location ID: -YxjNnf10NhKwkliTlzFxA_47.587165_-122.327569, lat:47.587165, long:-122.327569, alt106, time(sec): 62.63953232765198
Item: 1424, Location ID: vH_PPXcgDOomiKeKtAh5EQ_47.575691_-122.300311, lat:47.575691, long:-122.300311, alt146, time(sec): 66.56081676483154
Item: 1425, Location ID: afsP4-hRCzd1CCos6kIpMA_47.619935_-122.304760, lat:47.619935, long:-122.30476, alt204, time(sec): 74.69212126731873
Item: 1426, Location ID: O0deQNCRFWtLlmdJQnaoXg_47.608027_-122.301241, lat:47.608027, long:-122.301241, alt186, time(sec): 66.55993843078613
Item: 1427, Location ID: X2H3K6WzNPfAvSWEDhIoeA_47.585231_-122.327586, lat:47.585231, long:-122.327586, alt105, time(sec): 61.57024955749512
Item: 1428, Location ID: XVtC6G8PZSq3tEQwi0O_2A_47.574718_-122.296271, lat:47.574718, long:-122.296271, alt114, time(sec): 65.63551211357117
Item: 1429, Location ID: aSU9J1TgerwEtMFdqP4y0Q_47.591403_-122.326035, lat:47.591403, long:-122.326035, alt107, time(sec): 64.65151453018188
Item: 1430, Location ID: korVjo9a9lrAEGfPbajMjg_47.582233_-122.329051, lat:47.582233, long:-122.329051, alt105, time(sec): 62.60671639442444
Item: 1431, Location ID: vYRyptNFb6S8qt1JyQZNOA_47.614126_-122.323847, lat:47.614126, long:-122.323847, alt190, time(sec): 79.5713267326355
Item: 1432, Location ID: HfqToYbhp7Jao3ip84XKLA_47.595030_-122.311585, lat:47.59503, long:-122.311585, alt129, time(sec): 64.68427038192749
Item: 1433, Location ID: NcwCjJ7hc6wWT6BzY7x8QA_47.562254_-122.321380, lat:47.562254, long:-122.32138, alt131, time(sec): 63.64620566368103
Item: 1434, Location ID: -OIwdZXHkdS7btv17KEOcw_47.614132_-122.311652, lat:47.614132, long:-122.311652, alt224, time(sec): 78.55661964416504
Item: 1435, Location ID: HfzlJaijyfmsx0YCxzrYtA_47.564851_-122.297310, lat:47.564851, long:-122.29731, alt150, time(sec): 68.64749789237976
Item: 1436, Location ID: DvxIJbbRZHru-uIPTHqzDg_47.620609_-122.287962, lat:47.620609, long:-122.287962, alt180, time(sec): 76.63646268844604
Item: 1437, Location ID: E0gpzRu_gkDHOoRVPJ-xaw_47.616176_-122.301412, lat:47.616176, long:-122.301412, alt198, time(sec): 68.53231930732727
Item: 1438, Location ID: ssKQWjb4EHSKpULG_Fv9hA_47.594439_-122.316060, lat:47.594439, long:-122.31606, alt162, time(sec): 74.8797378540039
Item: 1439, Location ID: ak_9ih2dLCt-bNTOCkUkgg_47.613329_-122.324471, lat:47.613329, long:-122.324471, alt193, time(sec): 82.52908945083618
Item: 1440, Location ID: 0pvNUGuRF86lGzIV2iSPwQ_47.617055_-122.322192, lat:47.617055, long:-122.322192, alt204, time(sec): 74.63425970077515
Item: 1441, Location ID: FVBfcC6aHDcckaNX8xo8fA_47.588211_-122.325493, lat:47.588211, long:-122.325493, alt106, time(sec): 62.69459271430969
Item: 1442, Location ID: ucBJ1XeniZe9kFY5Q1tOcQ_47.560195_-122.315314, lat:47.560195, long:-122.315314, alt172, time(sec): 70.56015110015869
Item: 1443, Location ID: hz_BuewpU6epJhh6FxMlmg_47.599813_-122.325080, lat:47.599813, long:-122.32508, alt132, time(sec): 70.57235050201416
Item: 1444, Location ID: MWN7w4HkxcHEAMg3CP3wrA_47.595405_-122.318506, lat:47.595405, long:-122.318506, alt131, time(sec): 66.68701553344727
Item: 1445, Location ID: qCaorQ5lM1lwMftCJSGCsg_47.600802_-122.304565, lat:47.600802, long:-122.304565, alt182, time(sec): 72.65626382827759
Item: 1446, Location ID: Jp5pYLNLDs5fxKMIU1pFxw_47.566543_-122.289339, lat:47.566543, long:-122.289339, alt121, time(sec): 65.64172267913818
Item: 1447, Location ID: rDpbGi6YWRzruk8aXr4RgQ_47.578322_-122.315337, lat:47.578322, long:-122.315337, alt178, time(sec): 77.57115912437439
Item: 1448, Location ID: ZwFdHOdobd9zCnZh11hIFg_47.597497_-122.312307, lat:47.597497, long:-122.312307, alt141, time(sec): 65.5716552734375
Item: 1449, Location ID: NOzui_HS1wxA5kdXGHVG1Q_47.612896_-122.312727, lat:47.612896, long:-122.312727, alt211, time(sec): 74.57391476631165
Item: 1450, Location ID: oSl06UJxxh7Km2yjIe_abA_47.575640_-122.338429, lat:47.57564, long:-122.338429, alt106, time(sec): 65.52235889434814
Item: 1451, Location ID: kwnYLw2J-DDFJuJqlO0pkA_47.603516_-122.315363, lat:47.603516, long:-122.315363, alt172, time(sec): 69.70242714881897
Item: 1452, Location ID: CtQLhl_Ny1LaYPXhSMDKcg_47.593830_-122.300134, lat:47.59383, long:-122.300134, alt167, time(sec): 69.57951927185059
Item: 1453, Location ID: GtPOjSQeKDtYmHp5yYHTZg_47.570739_-122.320791, lat:47.570739, long:-122.320791, alt116, time(sec): 66.7191276550293
Item: 1454, Location ID: MV--kqTSuuzutnVDqvm6qA_47.589759_-122.329883, lat:47.589759, long:-122.329883, alt110, time(sec): 68.64871072769165
Item: 1455, Location ID: NKx5MLnRQOELkxoOx2bbug_47.614177_-122.328818, lat:47.614177, long:-122.328818, alt171, time(sec): 83.51742815971375
Item: 1456, Location ID: LOKmb7e_IKTxu64ySPAaIA_47.572357_-122.331139, lat:47.572357, long:-122.331139, alt104, time(sec): 64.655681848526
Item: 1457, Location ID: fiZ5RRnYJ2PUl8ORWeulCw_47.605301_-122.299983, lat:47.605301, long:-122.299983, alt195, time(sec): 70.64787364006042
Item: 1458, Location ID: mBVM595uAXeFLi-knof15w_47.574514_-122.309014, lat:47.574514, long:-122.309014, alt192, time(sec): 75.75795674324036
Item: 1459, Location ID: ZJhLOYTL7-UKO3a0mS_AQA_47.614137_-122.312192, lat:47.614137, long:-122.312192, alt223, time(sec): 78.61347842216492
Item: 1460, Location ID: Nj_TddNhr1E4P-JT8sbG6g_47.564746_-122.300447, lat:47.564746, long:-122.300447, alt185, time(sec): 74.59286904335022
Item: 1461, Location ID: pqYSoNj2I53CqkRBajiVxA_47.577766_-122.336238, lat:47.577766, long:-122.336238, alt103, time(sec): 63.74573826789856
Item: 1462, Location ID: oDf-bt3ZDbzHe6lFD6gRUA_47.573521_-122.287729, lat:47.573521, long:-122.287729, alt129, time(sec): 71.53967642784119
Item: 1463, Location ID: vDXudCpBRurZ_fPafCnBnA_47.599531_-122.317256, lat:47.599531, long:-122.317256, alt156, time(sec): 66.68802261352539
Item: 1464, Location ID: -_ybhwqoxlbACE4ocN717Q_47.611280_-122.308871, lat:47.61128, long:-122.308871, alt223, time(sec): 78.72189807891846
Item: 1465, Location ID: dhKtwIghWxIHDgHmMAsugA_47.563448_-122.306836, lat:47.563448, long:-122.306836, alt205, time(sec): 74.58123588562012
Item: 1466, Location ID: 2-8YfM4g9XXq2WHlkbwZRw_47.618834_-122.318734, lat:47.618834, long:-122.318734, alt201, time(sec): 70.69766759872437
Item: 1467, Location ID: iTInYhZtwJbCUm6g066bOQ_47.599585_-122.303292, lat:47.599585, long:-122.303292, alt193, time(sec): 74.63445258140564
Item: 1468, Location ID: xWYxWq0y1qpRjQQv0_uaUQ_47.567107_-122.317254, lat:47.567107, long:-122.317254, alt175, time(sec): 71.48985743522644
Item: 1469, Location ID: TgIJdD3P2tor36iGpHV1Qg_47.600031_-122.335416, lat:47.600031, long:-122.335416, alt113, time(sec): 72.62265753746033
Item: 1470, Location ID: _P-VLxdpI5OX2MhY_hToEQ_47.566291_-122.314721, lat:47.566291, long:-122.314721, alt185, time(sec): 70.78526425361633
Item: 1471, Location ID: GPRdDo5R9OJJS-_0M_phtw_47.589896_-122.327323, lat:47.589896, long:-122.327323, alt106, time(sec): 64.53471660614014
Item: 1472, Location ID: draxMaSSjUy-Lg8d4wnOtA_47.582419_-122.322388, lat:47.582419, long:-122.322388, alt107, time(sec): 61.51510524749756
Item: 1473, Location ID: cTYYb83RiTGWSRVc8HRXvA_47.566810_-122.312707, lat:47.56681, long:-122.312707, alt184, time(sec): 70.59144496917725
Item: 1474, Location ID: tAhr59TDBHA20eLGx1TSqg_47.583963_-122.324362, lat:47.583963, long:-122.324362, alt104, time(sec): 61.605889558792114
Item: 1475, Location ID: KwIw8Syo3Xlsbfc330LdmA_47.609234_-122.314520, lat:47.609234, long:-122.31452, alt191, time(sec): 69.54516339302063
Item: 1476, Location ID: Kd5XdSpr7Tcx4Ps2XPfhxA_47.569076_-122.288914, lat:47.569076, long:-122.288914, alt112, time(sec): 63.58202409744263
Item: 1477, Location ID: HEOVZkivvDwU6B9KqccZsg_47.614434_-122.318953, lat:47.614434, long:-122.318953, alt194, time(sec): 72.4846088886261
Item: 1478, Location ID: lBF8Ank9xO1czAzRuUPq2A_47.559672_-122.288241, lat:47.559672, long:-122.288241, alt131, time(sec): 66.69185090065002
Item: 1479, Location ID: 9QKgWkE_luMyHumHWDYyqw_47.592796_-122.307274, lat:47.592796, long:-122.307274, alt135, time(sec): 64.73697233200073
Item: 1480, Location ID: hiPMynD-VISetxsZExkUxg_47.568624_-122.326808, lat:47.568624, long:-122.326808, alt106, time(sec): 64.70376062393188
Item: 1481, Location ID: RP4W-aF3GchGd7ip9XkYpA_47.606447_-122.297872, lat:47.606447, long:-122.297872, alt191, time(sec): 72.54419994354248
Item: 1482, Location ID: Q8X_m7yMZfF-c_pOTmHbkQ_47.590352_-122.290477, lat:47.590352, long:-122.290477, alt167, time(sec): 73.51148986816406
Item: 1483, Location ID: nFi4oWwv2AaxH2xAClrwnA_47.569078_-122.307241, lat:47.569078, long:-122.307241, alt202, time(sec): 75.64982032775879
Item: 1484, Location ID: ilTyZdtgKX5Di9AAxG3OFw_47.565654_-122.306212, lat:47.565654, long:-122.306212, alt206, time(sec): 73.58913350105286
Item: 1485, Location ID: rWtHsoG07EJqSoXXSb6Dzg_47.612267_-122.315439, lat:47.612267, long:-122.315439, alt199, time(sec): 71.55374264717102
Item: 1486, Location ID: HpIrLL0aAoea5Um_-XZ9DQ_47.601494_-122.304277, lat:47.601494, long:-122.304277, alt185, time(sec): 72.63485908508301
Item: 1487, Location ID: N4c_jHy5YCxdXq6z5wZVIA_47.579321_-122.290900, lat:47.579321, long:-122.2909, alt147, time(sec): 75.72170853614807
Item: 1488, Location ID: pJ31dZm5yDVkC_hdmfgFjg_47.603691_-122.324913, lat:47.603691, long:-122.324913, alt201, time(sec): 92.5611367225647
Item: 1489, Location ID: 9Bdeta_sxikSvCabaPJShQ_47.600911_-122.329563, lat:47.600911, long:-122.329563, alt119, time(sec): 72.58354663848877
Item: 1490, Location ID: c7ugmYzni2N7R0gMWYWa9g_47.582586_-122.300389, lat:47.582586, long:-122.300389, alt116, time(sec): 62.73686718940735
Item: 1491, Location ID: I4jPPvMBzB-d_fi864eLKw_47.614628_-122.289245, lat:47.614628, long:-122.289245, alt201, time(sec): 79.58396005630493
Item: 1492, Location ID: sBwtxaK-MJYhwjb8FNLTbg_47.609831_-122.290454, lat:47.609831, long:-122.290454, alt207, time(sec): 79.70873141288757
