ExpID: 1766172494
Start Location: 1072
Location: NewYork
Number of Location: 500
StartTime: 2025-12-19 14:28:14.607995

Item: 1072, Location ID: PQlwHPl2dXeztbLejV5KtA_40.747122_-73.989238, lat:40.747122, long:-73.989238, alt125, time(sec): 167.31462836265564
Item: 1131, Location ID: Bc_2Js3bAdn1YIaj52SXLg_40.723924_-74.000630, lat:40.723924, long:-74.00063, alt115, time(sec): 119.41844367980957
Item: 1132, Location ID: RDWfIvPggaQ5P1WAk7t18Q_40.774712_-73.954211, lat:40.774712, long:-73.954211, alt132, time(sec): 130.53237438201904
Item: 1133, Location ID: BLK3RZ43WyGKqneP_URwSA_40.718570_-74.010394, lat:40.71857, long:-74.010394, alt113, time(sec): 118.39523029327393
Item: 1134, Location ID: WqGuwFNyTrC_XuCQ7tHonA_40.711295_-73.997245, lat:40.711295, long:-73.997245, alt114, time(sec): 114.30638885498047
Item: 1135, Location ID: szM_MeggRDC9uWZaeEqZ1g_40.729815_-73.990511, lat:40.729815, long:-73.990511, alt120, time(sec): 127.3782126903534
Item: 1136, Location ID: icz_RCBlj2chmuNVCOijoA_40.706639_-74.012113, lat:40.706639, long:-74.012113, alt111, time(sec): 142.31905913352966
Item: 1137, Location ID: tLuQyFhapBW4TZIxDWlGUg_40.747411_-73.986084, lat:40.747411, long:-73.986084, alt151, time(sec): 133.3478684425354
Item: 1138, Location ID: hdcBF5_mv7ru6hnUlDthKQ_40.712445_-74.009861, lat:40.712445, long:-74.009861, alt143, time(sec): 128.34839057922363
Item: 1139, Location ID: L1YORLweF7KGzIqrsJeuTA_40.750256_-73.969197, lat:40.750256, long:-73.969197, alt111, time(sec): 117.27311611175537
Item: 1140, Location ID: 9UudExBWMkfS1RkrISEBbQ_40.726740_-74.008748, lat:40.72674, long:-74.008748, alt117, time(sec): 114.52006649971008
Item: 1141, Location ID: BojtnTA_xHe3D91sYc1qBQ_40.709620_-73.993181, lat:40.70962, long:-73.993181, alt104, time(sec): 102.56846594810486
Item: 1142, Location ID: AhGjZhbgR0eNiGgl-DehmQ_40.757181_-73.959934, lat:40.757181, long:-73.959934, alt100, time(sec): 111.42572712898254
Item: 1143, Location ID: sFPuV1Exjg2JO7NHODsVBg_40.769944_-73.984259, lat:40.769944, long:-73.984259, alt137, time(sec): 123.45886492729187
Item: 1144, Location ID: _Ndm5dvUckWOXFyQ6rt3Aw_40.709784_-74.016455, lat:40.709784, long:-74.016455, alt104, time(sec): 105.55233812332153
Item: 1145, Location ID: elbyNch2E2O_b-rWwempmQ_40.772216_-73.964320, lat:40.772216, long:-73.96432, alt134, time(sec): 129.31148409843445
Item: 1146, Location ID: q33A4CmSNtPYNaks8dRXGw_40.738699_-73.990450, lat:40.738699, long:-73.99045, alt134, time(sec): 122.36376786231995
Item: 1147, Location ID: lMtJSXk7wxqGY-lBUxYp2A_40.738156_-74.006960, lat:40.738156, long:-74.00696, alt116, time(sec): 108.39351105690002
Item: 1148, Location ID: bimfL5d7zS2JYbm3kgKLUQ_40.714880_-73.979483, lat:40.71488, long:-73.979483, alt111, time(sec): 108.50462245941162
Item: 1149, Location ID: VdhPMlLWwZ7Bhnh8YQL3Eg_40.752699_-73.969190, lat:40.752699, long:-73.96919, alt112, time(sec): 124.29877781867981
Item: 1150, Location ID: qAgI1zO8jJGkh0ZK6US8uQ_40.718185_-74.003775, lat:40.718185, long:-74.003775, alt119, time(sec): 136.424480676651
Item: 1151, Location ID: uUGb7DTZ8U7dcVQOqTRaEg_40.720710_-73.997340, lat:40.72071, long:-73.99734, alt127, time(sec): 115.45578575134277
Item: 1152, Location ID: qip_BdSYb2b5z3IMKkWYCQ_40.770645_-73.952744, lat:40.770645, long:-73.952744, alt126, time(sec): 124.36521530151367
Item: 1153, Location ID: wjmZ13l6wM7IfGiRgB87kQ_40.772974_-73.948124, lat:40.772974, long:-73.948124, alt124, time(sec): 120.35664391517639
Item: 1154, Location ID: JprdLHP8wtXSyC9zk7Wa4Q_40.709544_-74.009446, lat:40.709544, long:-74.009446, alt113, time(sec): 142.3719744682312
Item: 1155, Location ID: gP5BWJVJLF2GVU8tVHGh3w_40.775717_-73.986504, lat:40.775717, long:-73.986504, alt120, time(sec): 118.33425068855286
Item: 1156, Location ID: 1Du3sJHDYPo_YxcPjnNLYA_40.724952_-73.998333, lat:40.724952, long:-73.998333, alt125, time(sec): 126.49248027801514
Item: 1157, Location ID: q8opspN_ZtUASf6p0vvxCw_40.738225_-73.992949, lat:40.738225, long:-73.992949, alt132, time(sec): 116.31085896492004
Item: 1158, Location ID: Nz3SwXRYV7cLTmOpDWQTSg_40.753879_-74.003406, lat:40.753879, long:-74.003406, alt101, time(sec): 113.4198808670044
Item: 1159, Location ID: tRKEODoPVWMtoFMMw3gGFg_40.780960_-73.953064, lat:40.78096, long:-73.953064, alt140, time(sec): 130.45122599601746
Item: 1160, Location ID: DfNQ06W8NlP57gT7u6-uHw_40.726453_-73.984528, lat:40.726453, long:-73.984528, alt114, time(sec): 118.40223813056946
Item: 1161, Location ID: Lk2O2bN30AZsVmxIUJ1jqg_40.763032_-73.993675, lat:40.763032, long:-73.993675, alt116, time(sec): 123.50258374214172
Item: 1162, Location ID: -LrRGcJDeKYt7w7LysJS1A_40.782662_-73.977170, lat:40.782662, long:-73.97717, alt151, time(sec): 120.45142483711243
Item: 1163, Location ID: QEIA0xw2ypMp_ER8X13dNA_40.735391_-73.992155, lat:40.735391, long:-73.992155, alt133, time(sec): 126.40563201904297
Item: 1164, Location ID: x_rUSqRyjsg_Z0uFbreWNw_40.769678_-73.958332, lat:40.769678, long:-73.958332, alt136, time(sec): 202.37274289131165
Item: 1165, Location ID: g8JXJj_feIJZsZjYZPAXng_40.775273_-73.951594, lat:40.775273, long:-73.951594, alt127, time(sec): 378.3529713153839
Item: 1166, Location ID: mtx89RdoGVBy_F4FufRRYw_40.767977_-73.960456, lat:40.767977, long:-73.960456, alt138, time(sec): 617.3201427459717
Item: 1167, Location ID: vpDb7u6PdvO1qEfhYLsbZA_40.721239_-73.992315, lat:40.721239, long:-73.992315, alt117, time(sec): 638.4712629318237
Item: 1168, Location ID: KvLapvaqjdK3_dP45EtJ-A_40.757507_-73.963088, lat:40.757507, long:-73.963088, alt140, time(sec): 973.6477537155151
Item: 1169, Location ID: wDdXb01WPRn-oCl_YHfvcA_40.714953_-74.006494, lat:40.714953, long:-74.006494, alt144, time(sec): 788.3127710819244
Item: 1170, Location ID: 4W84VtjTeF4iepRGjRQhOg_40.774577_-73.949960, lat:40.774577, long:-73.94996, alt135, time(sec): 131.3347954750061
Item: 1171, Location ID: -t3ZC_6UspXdad9rmA6rSQ_40.743794_-73.983812, lat:40.743794, long:-73.983812, alt132, time(sec): 142.41946482658386
Item: 1172, Location ID: tUOQWl19WbfcLCK_GtNGeA_40.776504_-73.975277, lat:40.776504, long:-73.975277, alt132, time(sec): 120.46105170249939
Item: 1173, Location ID: QtyuT_rQeU8qWxMiccHS9g_40.756860_-73.971298, lat:40.75686, long:-73.971298, alt116, time(sec): 148.39449763298035
Item: 1174, Location ID: -_TcbuB50k_0kUiOTYXj9g_40.775010_-73.970416, lat:40.77501, long:-73.970416, alt121, time(sec): 108.5376524925232
Item: 1175, Location ID: J0ZQ1uL3Xsm7xX5_mi2rYg_40.778567_-73.961383, lat:40.778567, long:-73.961383, alt146, time(sec): 133.42860102653503
Item: 1176, Location ID: z8lQcMwT6Fv3Fhr2MOaLvg_40.752908_-74.008085, lat:40.752908, long:-74.008085, alt103, time(sec): 93.4648425579071
Item: 1177, Location ID: y8UBVlxdoO1cy8Dr8pf0qw_40.777280_-73.948232, lat:40.77728, long:-73.948232, alt122, time(sec): 122.46469712257385
Item: 1178, Location ID: b14X2t6KZx0w7vbhRJwF_A_40.761301_-73.957812, lat:40.761301, long:-73.957812, alt126, time(sec): 119.3972384929657
Item: 1179, Location ID: jg5fqa8wc1SvZ_vmmxRyRQ_40.781108_-73.970462, lat:40.781108, long:-73.970462, alt129, time(sec): 117.32227230072021
Item: 1180, Location ID: MEtgu3bf7kI0UTg-gbEVrw_40.728495_-74.011104, lat:40.728495, long:-74.011104, alt100, time(sec): 99.54099345207214
Item: 1181, Location ID: t2NM2GgRHx_44QfJ_oQSww_40.763313_-73.978816, lat:40.763313, long:-73.978816, alt120, time(sec): 151.44161868095398
Item: 1182, Location ID: a733njXcCHAbojM0iBziLQ_40.758361_-73.980659, lat:40.758361, long:-73.980659, alt122, time(sec): 146.29007649421692
Item: 1183, Location ID: Gc1AEX9ADWZbY3KuQoo4PA_40.764596_-73.956293, lat:40.764596, long:-73.956293, alt129, time(sec): 130.4305248260498
Item: 1184, Location ID: PPr-laa3VZsfjL6XXMqGtA_40.725198_-74.011239, lat:40.725198, long:-74.011239, alt100, time(sec): 98.41109275817871
Item: 1185, Location ID: 6i253y-x1we82FYClxn3Kg_40.735246_-74.003266, lat:40.735246, long:-74.003266, alt120, time(sec): 123.43478322029114
Item: 1186, Location ID: a3N6xbAP-2jnsQ5eauYaTQ_40.755499_-73.973117, lat:40.755499, long:-73.973117, alt116, time(sec): 164.3498842716217
Item: 1187, Location ID: DmveVD8ItHpp73trbT2Sww_40.766444_-73.995959, lat:40.766444, long:-73.995959, alt106, time(sec): 110.60488104820251
Item: 1188, Location ID: 9vjEIKWNfUu_M3zEvMYQVQ_40.755800_-73.966786, lat:40.7558, long:-73.966786, alt124, time(sec): 138.39274287223816
Item: 1189, Location ID: w-pdKzKqyeEXYkBWk_mdMA_40.782692_-73.964076, lat:40.782692, long:-73.964076, alt137, time(sec): 106.50265336036682
Item: 1190, Location ID: 2qXoOlKfSAMpiQoA9SUDYQ_40.768179_-73.954775, lat:40.768179, long:-73.954775, alt126, time(sec): 133.3874146938324
Item: 1191, Location ID: gfjn3-qBqVDkVAc5kKof1w_40.763250_-73.970588, lat:40.76325, long:-73.970588, alt162, time(sec): 145.49274253845215
Item: 1192, Location ID: JTGc9Mv3T0CS9iW_NOjl4g_40.774744_-73.962456, lat:40.774744, long:-73.962456, alt137, time(sec): 133.41250228881836
Item: 1193, Location ID: d9N6CGo-adM2A979Uf7MUw_40.760025_-73.976114, lat:40.760025, long:-73.976114, alt122, time(sec): 150.34631252288818
Item: 1194, Location ID: zU1NF4A1ujqLAW0tRTrEfQ_40.751407_-73.991549, lat:40.751407, long:-73.991549, alt114, time(sec): 148.332528591156
Item: 1195, Location ID: 7yRh9PasfnaGQVSgdguJvw_40.762225_-73.968180, lat:40.762225, long:-73.96818, alt148, time(sec): 148.44947385787964
Item: 1196, Location ID: YbO00FjySI8IkbfQ9J5Tzw_40.778023_-73.988166, lat:40.778023, long:-73.988166, alt132, time(sec): 112.42353105545044
Item: 1197, Location ID: ZvXBWWiWqMosYuRTTpL6yw_40.781888_-73.972418, lat:40.781888, long:-73.972418, alt147, time(sec): 116.52542638778687
Item: 1198, Location ID: QQrb__qOysFQNGQkbxQ6BA_40.739401_-74.002780, lat:40.739401, long:-74.00278, alt112, time(sec): 162.4090437889099
Item: 1199, Location ID: JLXK5Aj39wD813-gpWbfSw_40.768844_-73.956347, lat:40.768844, long:-73.956347, alt117, time(sec): 331.3383252620697
Item: 1200, Location ID: H1SgxST2FyWuT7x6YS97Jw_40.748974_-74.000911, lat:40.748974, long:-74.000911, alt112, time(sec): 495.3228003978729
Item: 1201, Location ID: kjyt2HW4UrFo1AsrUCrJ7w_40.773346_-73.967095, lat:40.773346, long:-73.967095, alt122, time(sec): 603.4440019130707
Item: 1202, Location ID: hQJONLwVER9btYhhmlcOAQ_40.780155_-73.973093, lat:40.780155, long:-73.973093, alt140, time(sec): 682.4511611461639
Item: 1203, Location ID: 3askkfOLOVxeKiYPOO7Vdw_40.750500_-74.008280, lat:40.7505, long:-74.00828, alt108, time(sec): 603.4135496616364
Item: 1204, Location ID: wzT1DWmO9yzLIGe1Tqm28g_40.735851_-73.999342, lat:40.735851, long:-73.999342, alt122, time(sec): 725.4949972629547
Item: 1205, Location ID: JpSut-iYLMNomfKt3wV66Q_40.779028_-73.976558, lat:40.779028, long:-73.976558, alt139, time(sec): 116.56026887893677
Item: 1206, Location ID: e19BH53D8Xw4XukTJwJ9PQ_40.708537_-74.010452, lat:40.708537, long:-74.010452, alt113, time(sec): 135.33542823791504
Item: 1207, Location ID: deSJqGuk9DbhW4DHxRFOLA_40.754469_-74.002955, lat:40.754469, long:-74.002955, alt104, time(sec): 110.49386405944824
Item: 1208, Location ID: P-qE_zYRtVuNxiCQAX2auw_40.739554_-73.997938, lat:40.739554, long:-73.997938, alt123, time(sec): 123.33428430557251
Item: 1209, Location ID: aootB2DFIMoi5KBtlE1b3g_40.766151_-73.952062, lat:40.766151, long:-73.952062, alt123, time(sec): 111.4708001613617
Item: 1210, Location ID: xvZA4Co0bnzE1g7WTxMJSA_40.775920_-73.975698, lat:40.77592, long:-73.975698, alt153, time(sec): 109.33450293540955
Item: 1211, Location ID: GwpWlgJBOlLpBXB8xYrdZg_40.750966_-73.996483, lat:40.750966, long:-73.996483, alt115, time(sec): 135.34647250175476
Item: 1212, Location ID: czXngKxXXexlSyX2tMambw_40.743751_-73.987984, lat:40.743751, long:-73.987984, alt147, time(sec): 144.42590308189392
Item: 1213, Location ID: Edxcq4UiBQ3K20-kFlXL2A_40.751027_-73.979031, lat:40.751027, long:-73.979031, alt167, time(sec): 150.36574339866638
Item: 1214, Location ID: boPSEwHHOAWQIHUHQwXuuA_40.773523_-73.976839, lat:40.773523, long:-73.976839, alt137, time(sec): 114.53979110717773
Item: 1215, Location ID: MCNPcFi4ko3Jb4xlUhOthw_40.782687_-73.963616, lat:40.782687, long:-73.963616, alt135, time(sec): 99.497802734375
Item: 1216, Location ID: 8KbW4Qq5VWUryZ_AO36qJA_40.771969_-73.981584, lat:40.771969, long:-73.981584, alt143, time(sec): 121.41651582717896
Item: 1217, Location ID: 96CT5Jbnn2uNsRFpCrQDzQ_40.761551_-73.964619, lat:40.761551, long:-73.964619, alt134, time(sec): 136.31754517555237
Item: 1218, Location ID: 9Rd6ZN3h_MUq7z8SE-ydYg_40.778763_-73.979860, lat:40.778763, long:-73.97986, alt140, time(sec): 124.50131392478943
Item: 1219, Location ID: NWWDe2xiXN2nyWTc-n6Yhw_40.771381_-73.973505, lat:40.771381, long:-73.973505, alt117, time(sec): 107.3676598072052
Item: 1220, Location ID: GKYVv5waty3wA59XRf4szg_40.779055_-73.955911, lat:40.779055, long:-73.955911, alt142, time(sec): 133.4000380039215
Item: 1221, Location ID: KLjPvd74kosGdvfw9W-9kA_40.782394_-73.951380, lat:40.782394, long:-73.95138, alt128, time(sec): 169.44484686851501
Item: 1222, Location ID: H9FCVeiWYQtb85OSA0iYyg_40.756582_-73.961229, lat:40.756582, long:-73.961229, alt149, time(sec): 289.3547577857971
Item: 1223, Location ID: IttGWC9ICkXpJPSCbUiXhw_40.723385_-74.006183, lat:40.723385, long:-74.006183, alt103, time(sec): 436.459260225296
Item: 1224, Location ID: 0H001uBN9miU9JMa07XQZQ_40.755522_-73.971014, lat:40.755522, long:-73.971014, alt114, time(sec): 854.4346911907196
Item: 1225, Location ID: DWUhXZ-nPCUt5-3PKuAurA_40.739636_-74.006359, lat:40.739636, long:-74.006359, alt106, time(sec): 694.3984866142273
Item: 1226, Location ID: SfzoMh7ZttrGmb8YP0WhDw_40.775263_-73.956584, lat:40.775263, long:-73.956584, alt137, time(sec): 1069.4862751960754
Item: 1227, Location ID: Qg1FTMe7do3szsUXJgXcHw_40.749227_-73.976726, lat:40.749227, long:-73.976726, alt116, time(sec): 225.40146255493164
Item: 1228, Location ID: hKWk5Efy4jvE_XcJ6R8qnQ_40.741429_-74.009335, lat:40.741429, long:-74.009335, alt102, time(sec): 204.267671585083
Item: 1229, Location ID: RaUMZ14UfyFX_udSTUnzeA_40.730459_-73.977827, lat:40.730459, long:-73.977827, alt112, time(sec): 371.3661048412323
Item: 1230, Location ID: Ih_9tFtzPWGcXYtTHo6eHw_40.717976_-74.015342, lat:40.717976, long:-74.015342, alt100, time(sec): 341.4682078361511
Item: 1231, Location ID: NWXJmAhrGNm7rv44Xbd6dA_40.756592_-73.990328, lat:40.756592, long:-73.990328, alt120, time(sec): 807.4682421684265
Item: 1232, Location ID: 2XRMUZ4d32ZOqsir-L-uyw_40.771539_-73.969231, lat:40.771539, long:-73.969231, alt133, time(sec): 767.4644958972931
Item: 1233, Location ID: rnnNp-9gYYd9iDJHorIipQ_40.745241_-73.990545, lat:40.745241, long:-73.990545, alt113, time(sec): 973.4914088249207
Item: 1234, Location ID: OZQKPAPC0vAuaQWKGyw_IQ_40.778477_-73.947181, lat:40.778477, long:-73.947181, alt138, time(sec): 151.39684987068176
Item: 1235, Location ID: evKw7kPvmdTmeeLujtzt5Q_40.777550_-73.944954, lat:40.77755, long:-73.944954, alt116, time(sec): 236.45402598381042
Item: 1236, Location ID: kF2ZcFXKrhFVs8hPdeOD1Q_40.741487_-74.004516, lat:40.741487, long:-74.004516, alt111, time(sec): 406.4237468242645
Item: 1237, Location ID: l_a8duyDTuqOYVOH5aCR2g_40.745885_-73.994007, lat:40.745885, long:-73.994007, alt123, time(sec): 726.4017744064331
Item: 1238, Location ID: BZaHMf1cMf0KnINhMoiQBA_40.728006_-74.010892, lat:40.728006, long:-74.010892, alt102, time(sec): 525.2876770496368
Item: 1239, Location ID: 4F9z6FB-7WrL3uDgbZcDOw_40.779987_-73.944867, lat:40.779987, long:-73.944867, alt132, time(sec): 680.4424965381622
Item: 1240, Location ID: ihrcYN9140YTEBGPZGYLCw_40.763277_-73.957065, lat:40.763277, long:-73.957065, alt130, time(sec): 859.3729422092438
Item: 1241, Location ID: TVezn3S2Y49lODSyGtaIbw_40.719503_-73.978991, lat:40.719503, long:-73.978991, alt105, time(sec): 103.43703150749207
Item: 1242, Location ID: 7h4A2ftj292nDVGyDqqmbg_40.778348_-73.944920, lat:40.778348, long:-73.94492, alt124, time(sec): 158.55524015426636
Item: 1243, Location ID: Q06FUFMkDCTm8qbmyZ0vuA_40.750098_-73.974893, lat:40.750098, long:-73.974893, alt105, time(sec): 423.3188579082489
Item: 1244, Location ID: CKC1q6uatvbMMZ4ECgjh1A_40.767595_-73.982748, lat:40.767595, long:-73.982748, alt129, time(sec): 681.3496305942535
