ExpID: 1764707935
Start Location: 517
Number of Location: 300
StartTime: 2025-12-02 15:38:55.527107

Item: 517, Location ID: wEfFMCqeHdi7sIKN7scUMQ_47.560688_-122.301974, lat:47.560688, long:-122.301974, alt218, time(sec): 86.63250970840454
Item: 540, Location ID: Gande9R13rvnsLLSE5N_jw_47.603807_-122.337004, lat:47.603807, long:-122.337004, alt121, time(sec): 76.53339219093323
Item: 541, Location ID: PW1V8k9GWJ6_De_KJcRu8g_47.604548_-122.305073, lat:47.604548, long:-122.305073, alt189, time(sec): 75.56525421142578
Item: 542, Location ID: EOfRcbUnu9cSFhshl3qlNQ_47.600881_-122.314469, lat:47.600881, long:-122.314469, alt160, time(sec): 68.67062258720398
Item: 543, Location ID: 5WenUEWla71WNQ1BkS9U7A_47.569844_-122.295339, lat:47.569844, long:-122.295339, alt136, time(sec): 80.59170603752136
Item: 544, Location ID: _umDEKcP_ZlWhqaZDcHEDA_47.594359_-122.297846, lat:47.594359, long:-122.297846, alt166, time(sec): 77.61672568321228
Item: 545, Location ID: W0aWzBQ8H44TmmehMPQfoA_47.586239_-122.294066, lat:47.586239, long:-122.294066, alt177, time(sec): 83.65508341789246
Item: 546, Location ID: uQeGsPygJfISL0iIru5bZQ_47.564598_-122.319973, lat:47.564598, long:-122.319973, alt146, time(sec): 73.5980007648468
Item: 547, Location ID: 5F2YatSzFUOzRf0cKYM8UQ_47.574274_-122.307759, lat:47.574274, long:-122.307759, alt190, time(sec): 81.68529677391052
Item: 548, Location ID: qnfDOeILwEnop_ggXD-9tA_47.613443_-122.304938, lat:47.613443, long:-122.304938, alt207, time(sec): 79.71871662139893
Item: 549, Location ID: ls8UrJfU_t_0TZBmYQE3rg_47.582410_-122.325966, lat:47.58241, long:-122.325966, alt105, time(sec): 65.67076778411865
Item: 550, Location ID: Z0WBLuaW6baEv_z5W3RHsQ_47.573111_-122.305123, lat:47.573111, long:-122.305123, alt181, time(sec): 80.77897596359253
Item: 551, Location ID: WXqnNbif03TP4RPf5lZMXg_47.593520_-122.312772, lat:47.59352, long:-122.312772, alt144, time(sec): 75.58437371253967
Item: 552, Location ID: XfEP0YsY8p4KRo48qkBjww_47.594402_-122.291600, lat:47.594402, long:-122.2916, alt161, time(sec): 77.6379783153534
Item: 553, Location ID: WpFR_CNDLpkgfo0LDIevxQ_47.584478_-122.318109, lat:47.584478, long:-122.318109, alt152, time(sec): 74.74649262428284
Item: 554, Location ID: kEzsiXvKrsj7qNl--G-KdA_47.604345_-122.311322, lat:47.604345, long:-122.311322, alt189, time(sec): 74.68608832359314
Item: 555, Location ID: Mqwnj2mCywYo39FtQOKMxA_47.614593_-122.306234, lat:47.614593, long:-122.306234, alt206, time(sec): 78.69283318519592
Item: 556, Location ID: q7_z9jB6Sc1paCNz5ASE-Q_47.580547_-122.312128, lat:47.580547, long:-122.312128, alt187, time(sec): 84.65728092193604
Item: 557, Location ID: 8RDUTZu3ViVy2W7bgoTo5A_47.587805_-122.312718, lat:47.587805, long:-122.312718, alt179, time(sec): 82.69998216629028
Item: 558, Location ID: pX1wEI03yccX_0UyXKY_Cg_47.597200_-122.322508, lat:47.5972, long:-122.322508, alt125, time(sec): 71.62644100189209
Item: 559, Location ID: DxcS6Z75k6ZAaUCcHChb8w_47.577715_-122.336712, lat:47.577715, long:-122.336712, alt103, time(sec): 69.72679471969604
Item: 560, Location ID: RMAZuJCLH7Wqs4huFLQW_Q_47.611344_-122.317739, lat:47.611344, long:-122.317739, alt191, time(sec): 75.75241494178772
Item: 561, Location ID: CPejYPWr4vy3sanVNfVQig_47.600467_-122.295854, lat:47.600467, long:-122.295854, alt196, time(sec): 84.74575090408325
Item: 562, Location ID: 23ncDvl64kaohtuCsv69_g_47.583906_-122.293000, lat:47.583906, long:-122.293, alt171, time(sec): 84.64318370819092
Item: 563, Location ID: eC5szACW_QWcFSDN8nD-5g_47.591442_-122.295488, lat:47.591442, long:-122.295488, alt152, time(sec): 78.64718413352966
Item: 564, Location ID: M60k66_jcUMC6DCCH5dpQA_47.606148_-122.306841, lat:47.606148, long:-122.306841, alt198, time(sec): 79.70803213119507
Item: 565, Location ID: eo9S_UMKh0Bclm2LqnTpZA_47.567084_-122.295286, lat:47.567084, long:-122.295286, alt142, time(sec): 88.76775693893433
Item: 566, Location ID: ztXry69VGqI6oDP8nshr1w_47.584480_-122.299065, lat:47.58448, long:-122.299065, alt130, time(sec): 86.70688056945801
Item: 567, Location ID: LQG-ftrs5D2vWzqikKxLbQ_47.619890_-122.321061, lat:47.61989, long:-122.321061, alt204, time(sec): 161.56779670715332
Item: 568, Location ID: HYtqWk5JT1TdzTnLhGe8kA_47.593324_-122.296170, lat:47.593324, long:-122.29617, alt160, time(sec): 223.5534975528717
Item: 569, Location ID: Oe-UPxMxXLZZeCCiTT65og_47.580700_-122.300195, lat:47.5807, long:-122.300195, alt115, time(sec): 206.58100056648254
Item: 570, Location ID: 1gswg392oh8SWyMdEkHm7w_47.600650_-122.293776, lat:47.60065, long:-122.293776, alt201, time(sec): 384.60785937309265
Item: 571, Location ID: qOyBGWKdfTesSuOcQnni2Q_47.601089_-122.333538, lat:47.601089, long:-122.333538, alt119, time(sec): 471.6645646095276
Item: 572, Location ID: CBTztsrFL4jeBffYk1ezaw_47.575895_-122.297037, lat:47.575895, long:-122.297037, alt113, time(sec): 381.5122036933899
Item: 573, Location ID: YcSwgJ4JHTleFaa75EhZlA_47.618121_-122.319201, lat:47.618121, long:-122.319201, alt203, time(sec): 568.7646169662476
Item: 574, Location ID: wjODJEyMBc1Cai4GtRxBOA_47.570007_-122.295680, lat:47.570007, long:-122.29568, alt136, time(sec): 542.9967477321625
Item: 575, Location ID: 9vgJ_Mzi9MIc3dNMg3BwrA_47.607923_-122.287569, lat:47.607923, long:-122.287569, alt198, time(sec): 548.586047410965
Item: 576, Location ID: byNFBO-8c3-trbvwqsqZaQ_47.587663_-122.289019, lat:47.587663, long:-122.289019, alt152, time(sec): 102.63289546966553
Item: 577, Location ID: N31Abjts3brgGBNiix4wgw_47.607320_-122.335608, lat:47.60732, long:-122.335608, alt146, time(sec): 246.55106949806213
Item: 578, Location ID: YRmCKnC-3SlpkGJDr3rBKw_47.582246_-122.293605, lat:47.582246, long:-122.293605, alt160, time(sec): 283.6179871559143
Item: 579, Location ID: -l_znp_Fqt7UGXWq0d_jhA_47.566240_-122.294613, lat:47.56624, long:-122.294613, alt142, time(sec): 318.52250027656555
Item: 580, Location ID: 6tL0vsYeeGV7DEVV2jbo_A_47.604938_-122.318130, lat:47.604938, long:-122.31813, alt189, time(sec): 430.5594654083252
Item: 581, Location ID: e9oib0xWNb-iJ_SHrChu4g_47.570554_-122.314018, lat:47.570554, long:-122.314018, alt172, time(sec): 463.6584851741791
Item: 582, Location ID: MoEnPO1cc29EA_5UYJhC9A_47.617777_-122.307396, lat:47.617777, long:-122.307396, alt220, time(sec): 584.5907280445099
Item: 583, Location ID: jE8mVVVUXP2R32DJgIIpuw_47.604471_-122.304400, lat:47.604471, long:-122.3044, alt182, time(sec): 531.6055073738098
Item: 584, Location ID: f0UnKxhEZkSTQjO4S96rxg_47.584544_-122.308674, lat:47.584544, long:-122.308674, alt150, time(sec): 554.6440777778625
Item: 585, Location ID: c51OUeSu2YpGJgDZS0m6Pw_47.572650_-122.318480, lat:47.57265, long:-122.31848, alt134, time(sec): 144.6502547264099
Item: 586, Location ID: tsTwNJynOITdPJ_l2Qe2aA_47.614939_-122.301418, lat:47.614939, long:-122.301418, alt195, time(sec): 123.66681814193726
Item: 587, Location ID: YvO0L7JRCaf1KfQiF5CE8A_47.606160_-122.303630, lat:47.60616, long:-122.30363, alt185, time(sec): 150.53818368911743
Item: 588, Location ID: ikrIRUr0aF3AXUpWRRewEg_47.609250_-122.289796, lat:47.60925, long:-122.289796, alt208, time(sec): 298.62946605682373
Item: 589, Location ID: aUCl_FaJLGuW1InJDWVJDw_47.616459_-122.296839, lat:47.616459, long:-122.296839, alt156, time(sec): 245.6033055782318
Item: 590, Location ID: AWO2zamN4DDPNHo4HwXk1w_47.613767_-122.334742, lat:47.613767, long:-122.334742, alt160, time(sec): 665.7164807319641
Item: 591, Location ID: sXNBA7q_J1o7MaZ2sbdvgA_47.613344_-122.302683, lat:47.613344, long:-122.302683, alt197, time(sec): 473.63419461250305
Item: 592, Location ID: shtgj9PRWwtPrDvsuix6Gw_47.575466_-122.328379, lat:47.575466, long:-122.328379, alt107, time(sec): 410.5733394622803
Item: 593, Location ID: xLqbcNa8HKfkPeZQCaXFDg_47.559117_-122.329446, lat:47.559117, long:-122.329446, alt102, time(sec): 395.6432731151581
Item: 594, Location ID: I4ET2H5WgHL5hcCLteh6ug_47.566870_-122.315977, lat:47.56687, long:-122.315977, alt187, time(sec): 652.6623222827911
Item: 595, Location ID: 7d6-A9O8pM_NNbjfKG7Kow_47.612957_-122.304873, lat:47.612957, long:-122.304873, alt207, time(sec): 166.7165243625641
Item: 596, Location ID: gNfdTYBYtdLL_KdF8FtWBA_47.568099_-122.297147, lat:47.568099, long:-122.297147, alt133, time(sec): 106.67750263214111
Item: 597, Location ID: 0JZjgbMVvL7Ocr3XLiAmqg_47.617239_-122.326200, lat:47.617239, long:-122.3262, alt175, time(sec): 199.5530014038086
Item: 598, Location ID: xOM2aS02CgImHLyFO59sYA_47.597373_-122.287818, lat:47.597373, long:-122.287818, alt119, time(sec): 179.4887728691101
Item: 599, Location ID: Ts-eMiEVojNkyNZfbn1wUA_47.578837_-122.302331, lat:47.578837, long:-122.302331, alt154, time(sec): 259.7793388366699
Item: 600, Location ID: ZAVX8ITE-ECDKA0z_ZTqYg_47.577443_-122.316018, lat:47.577443, long:-122.316018, alt176, time(sec): 382.67138743400574
Item: 601, Location ID: PEBQKcPwnTFCvVdic4DayA_47.585482_-122.295587, lat:47.585482, long:-122.295587, alt159, time(sec): 446.6663975715637
Item: 602, Location ID: l4ZUyzosu8RGRmWne9_n-Q_47.576814_-122.336721, lat:47.576814, long:-122.336721, alt103, time(sec): 368.65840768814087
Item: 603, Location ID: qVOotPGqXTX6uhOWXyV8wQ_47.605502_-122.326283, lat:47.605502, long:-122.326283, alt189, time(sec): 874.6418328285217
Item: 604, Location ID: v2v_K-G0b66ywS7u_DusuQ_47.587732_-122.329046, lat:47.587732, long:-122.329046, alt108, time(sec): 528.517938375473
Item: 605, Location ID: TIK5PaOLDfkzXMGB88JzaQ_47.583646_-122.294038, lat:47.583646, long:-122.294038, alt162, time(sec): 243.61927342414856
Item: 606, Location ID: eHZXqf0lU8f0O-W9y9wQAQ_47.584556_-122.335131, lat:47.584556, long:-122.335131, alt101, time(sec): 68.74047541618347
Item: 607, Location ID: kJVRUvMb2zcGckqtUw4bBg_47.615476_-122.336173, lat:47.615476, long:-122.336173, alt135, time(sec): 89.54260993003845
Item: 608, Location ID: yLQok8PS2JOFFAO0NxrTNQ_47.575218_-122.309226, lat:47.575218, long:-122.309226, alt191, time(sec): 82.66194009780884
Item: 609, Location ID: uiDPuazKUeQavYIAVn6mcA_47.617250_-122.319852, lat:47.61725, long:-122.319852, alt195, time(sec): 77.57258677482605
Item: 610, Location ID: cFqZadnqH0quAW8HNrfDFA_47.576351_-122.334390, lat:47.576351, long:-122.33439, alt105, time(sec): 68.62147974967957
Item: 611, Location ID: OEVmUWC-2rUHi7J4Y2TS2w_47.596423_-122.311870, lat:47.596423, long:-122.31187, alt135, time(sec): 70.63059115409851
Item: 612, Location ID: PEneH6UgVAFQRLEC_xHdlA_47.609711_-122.309588, lat:47.609711, long:-122.309588, alt218, time(sec): 79.55282616615295
Item: 613, Location ID: 3PvElC1rgMB84PHT140R_Q_47.573118_-122.334319, lat:47.573118, long:-122.334319, alt104, time(sec): 67.64665746688843
Item: 614, Location ID: kRE_19Cik-71MPHctepfEw_47.609397_-122.305698, lat:47.609397, long:-122.305698, alt203, time(sec): 76.6020565032959
Item: 615, Location ID: YVn3zN-n3l1tVk8SY3O5Og_47.600286_-122.296279, lat:47.600286, long:-122.296279, alt193, time(sec): 83.61152744293213
Item: 616, Location ID: fmezf16gsIjzcKLA5__YXg_47.594074_-122.296611, lat:47.594074, long:-122.296611, alt165, time(sec): 75.57719564437866
Item: 617, Location ID: PCqRH5evnKb2nXoowLv-QA_47.618346_-122.300555, lat:47.618346, long:-122.300555, alt185, time(sec): 75.86211395263672
Item: 618, Location ID: 1QW2BxF7-7FPIau0_jCy1A_47.592637_-122.303264, lat:47.592637, long:-122.303264, alt154, time(sec): 75.62421989440918
Item: 619, Location ID: 3hbUM0lO6sUok5RcevS5Cw_47.604500_-122.291216, lat:47.6045, long:-122.291216, alt186, time(sec): 81.66129112243652
Item: 620, Location ID: arhL5LqmjX9nKUExNvWjxQ_47.575471_-122.304354, lat:47.575471, long:-122.304354, alt174, time(sec): 80.7513062953949
Item: 621, Location ID: SLUt543h-ZezEWpP0U09yw_47.566324_-122.315340, lat:47.566324, long:-122.31534, alt189, time(sec): 80.7355899810791
Item: 622, Location ID: zcX0h1kAMFRsRY0B-o1duw_47.606799_-122.321877, lat:47.606799, long:-122.321877, alt212, time(sec): 98.63571095466614
Item: 623, Location ID: xFvsHZy7BRqH6PAUCK1f6w_47.603528_-122.320350, lat:47.603528, long:-122.32035, alt199, time(sec): 82.56524085998535
Item: 624, Location ID: K9zYZZG7zTJsBTxFoiGH6Q_47.609943_-122.338007, lat:47.609943, long:-122.338007, alt148, time(sec): 94.52495336532593
Item: 625, Location ID: VaFFUcS53rt8UDJPhJpGhw_47.599759_-122.295045, lat:47.599759, long:-122.295045, alt198, time(sec): 85.62113189697266
Item: 626, Location ID: jTQLMJ0FuILJFS5VFweuYw_47.585175_-122.310806, lat:47.585175, long:-122.310806, alt173, time(sec): 79.72015452384949
Item: 627, Location ID: ShEVnGbhAu4KQw_mGEMPwA_47.568956_-122.322035, lat:47.568956, long:-122.322035, alt106, time(sec): 67.67719054222107
Item: 628, Location ID: 3UttCHQbWEDCjjujiDMhQQ_47.609260_-122.290721, lat:47.60926, long:-122.290721, alt207, time(sec): 87.66020274162292
Item: 629, Location ID: MNiJcKZHNOhI6R264v3Osg_47.620404_-122.294799, lat:47.620404, long:-122.294799, alt135, time(sec): 68.68148875236511
Item: 630, Location ID: DipElJSb0iX2xkzyEbAkiQ_47.587849_-122.298077, lat:47.587849, long:-122.298077, alt135, time(sec): 73.56701135635376
Item: 631, Location ID: 4GiuP7JwIA7gA2lx7weoWA_47.560877_-122.293721, lat:47.560877, long:-122.293721, alt144, time(sec): 80.59114694595337
Item: 632, Location ID: YeaY29FwChk1flKXB54cnQ_47.589859_-122.295369, lat:47.589859, long:-122.295369, alt148, time(sec): 80.7219865322113
Item: 633, Location ID: vGWMMOWUK-uNej8toHf9wA_47.564890_-122.306261, lat:47.56489, long:-122.306261, alt207, time(sec): 84.6185097694397
Item: 634, Location ID: rXZNxaYilJQDtJcjCiwyjA_47.590828_-122.308742, lat:47.590828, long:-122.308742, alt129, time(sec): 70.61813998222351
Item: 635, Location ID: Lxv3u82SYZx3flbZQwP_tQ_47.614789_-122.294236, lat:47.614789, long:-122.294236, alt167, time(sec): 75.51006317138672
Item: 636, Location ID: HLURfj6v_VfpNjnQSgb-Vg_47.598340_-122.312379, lat:47.59834, long:-122.312379, alt156, time(sec): 70.67013192176819
Item: 637, Location ID: -ukiF96RszyGjzAYr5VHSQ_47.588910_-122.327449, lat:47.58891, long:-122.327449, alt104, time(sec): 69.66752791404724
Item: 638, Location ID: TZ7LlxjqzwlIgJ9ugjMeuA_47.586536_-122.333298, lat:47.586536, long:-122.333298, alt106, time(sec): 65.6198890209198
Item: 639, Location ID: BSFhXf8ejVHin0s1nXIGAA_47.571971_-122.307564, lat:47.571971, long:-122.307564, alt195, time(sec): 83.51757884025574
Item: 640, Location ID: MTh6TkrLYzgl4ZyqnNiryg_47.600841_-122.313812, lat:47.600841, long:-122.313812, alt160, time(sec): 71.58483719825745
Item: 641, Location ID: 9gmVuQDx5JnT70tMiTKNmQ_47.590939_-122.290464, lat:47.590939, long:-122.290464, alt170, time(sec): 83.66406393051147
Item: 642, Location ID: H8bm6KHXYLGUkG1soI-URA_47.569206_-122.314769, lat:47.569206, long:-122.314769, alt181, time(sec): 83.58753299713135
Item: 643, Location ID: s_U-AjsvArnnRwdVBhxMsA_47.620746_-122.307918, lat:47.620746, long:-122.307918, alt216, time(sec): 81.52801036834717
Item: 644, Location ID: g4PqJR4XFvPaDe1_YV9-6w_47.615693_-122.298793, lat:47.615693, long:-122.298793, alt176, time(sec): 71.47794270515442
Item: 645, Location ID: UNdI6WPhznkHMGhtYFdueQ_47.560722_-122.321498, lat:47.560722, long:-122.321498, alt142, time(sec): 74.59092712402344
Item: 646, Location ID: FB9l_9dBtjsFJFTdRKOtSA_47.591228_-122.292996, lat:47.591228, long:-122.292996, alt176, time(sec): 82.56501746177673
Item: 647, Location ID: WVy0V0LeCjBNSioFEokXdg_47.599952_-122.287630, lat:47.599952, long:-122.28763, alt133, time(sec): 69.67899346351624
Item: 648, Location ID: xuA1HBC7XdfPE0r6k59zSA_47.620900_-122.314324, lat:47.6209, long:-122.314324, alt228, time(sec): 82.50366854667664
Item: 649, Location ID: IjYaHm3ipLuVpYWEoIRC8w_47.603539_-122.294732, lat:47.603539, long:-122.294732, alt205, time(sec): 88.68043422698975
Item: 650, Location ID: W4Td26XXHMRUV-KBbb44YA_47.581902_-122.296465, lat:47.581902, long:-122.296465, alt135, time(sec): 76.6674256324768
Item: 651, Location ID: ytAFY-7O6-cd6GDZPFglSw_47.621155_-122.313063, lat:47.621155, long:-122.313063, alt229, time(sec): 90.57710528373718
Item: 652, Location ID: Ce3h1RqECy0XpOxCCcx1Dw_47.618033_-122.322218, lat:47.618033, long:-122.322218, alt198, time(sec): 86.51077437400818
Item: 653, Location ID: vnui03YJG47l1vTye3VBqA_47.583876_-122.332364, lat:47.583876, long:-122.332364, alt106, time(sec): 76.67399191856384
Item: 654, Location ID: 1zKVnJjepDxF0NFHdrEYlw_47.563496_-122.314088, lat:47.563496, long:-122.314088, alt181, time(sec): 89.51283717155457
Item: 655, Location ID: bQrHdtZHKW0CacRgp1brGg_47.596636_-122.308081, lat:47.596636, long:-122.308081, alt162, time(sec): 79.5701551437378
Item: 656, Location ID: eyozl4Zob2V-J8wYPrFbSw_47.616800_-122.304866, lat:47.6168, long:-122.304866, alt206, time(sec): 87.5527753829956
Item: 657, Location ID: jLwCeRnNcVVql7dDB3p39g_47.604062_-122.311268, lat:47.604062, long:-122.311268, alt186, time(sec): 81.70164251327515
Item: 658, Location ID: O0pjdcW0j_pXAU9c2uUFIQ_47.600856_-122.320740, lat:47.600856, long:-122.32074, alt174, time(sec): 86.65362882614136
Item: 659, Location ID: v-N5V0ii3PFQvvs_wTgDIQ_47.565773_-122.333283, lat:47.565773, long:-122.333283, alt105, time(sec): 78.47167205810547
Item: 660, Location ID: uo-IP6C88Appsz4BlZAeJQ_47.572659_-122.320747, lat:47.572659, long:-122.320747, alt110, time(sec): 74.57210278511047
Item: 661, Location ID: ORJad8R89I2XyyEJR_Vr5w_47.580694_-122.292998, lat:47.580694, long:-122.292998, alt152, time(sec): 94.60640525817871
Item: 662, Location ID: UKTnRFs0yRnVcHPjwOwcCQ_47.582016_-122.291951, lat:47.582016, long:-122.291951, alt156, time(sec): 93.67354846000671
Item: 663, Location ID: m7pxA59wbdoYLKl7FCB8ng_47.618421_-122.301200, lat:47.618421, long:-122.3012, alt194, time(sec): 81.58186745643616
Item: 664, Location ID: PV9yAhQSmDFcfLZjkGgePA_47.619203_-122.326603, lat:47.619203, long:-122.326603, alt178, time(sec): 88.64314937591553
Item: 665, Location ID: CE-yuO2kB0X7_8t2b88z6Q_47.586686_-122.312703, lat:47.586686, long:-122.312703, alt182, time(sec): 96.67458748817444
Item: 666, Location ID: s_v2cdYpiXebuDGWeOy0OA_47.619958_-122.316591, lat:47.619958, long:-122.316591, alt213, time(sec): 87.51363039016724
Item: 667, Location ID: PW5qtlE-JW-iet_wkjuwIQ_47.589003_-122.293608, lat:47.589003, long:-122.293608, alt167, time(sec): 92.65691661834717
Item: 668, Location ID: Jy5hpgQixiSEw0VABFg9BQ_47.593278_-122.292919, lat:47.593278, long:-122.292919, alt184, time(sec): 84.66145205497742
Item: 669, Location ID: 8lj6ztiq7NVZ6KrvvZQ0dg_47.573078_-122.301676, lat:47.573078, long:-122.301676, alt169, time(sec): 87.48152565956116
Item: 670, Location ID: 5iewMQldSyOWUg4hbuNj9g_47.585615_-122.296421, lat:47.585615, long:-122.296421, alt149, time(sec): 81.63744187355042
Item: 671, Location ID: -1EoV4o25NKsUBI8pqLOGw_47.602151_-122.304419, lat:47.602151, long:-122.304419, alt182, time(sec): 76.60808539390564
Item: 672, Location ID: Liqn2FtmWB0vdJBeqDVLRg_47.612507_-122.294908, lat:47.612507, long:-122.294908, alt175, time(sec): 76.61756467819214
Item: 673, Location ID: 2U3p7HfXez4e_OUaBoC83w_47.614589_-122.311483, lat:47.614589, long:-122.311483, alt228, time(sec): 84.58818316459656
Item: 674, Location ID: Ot-eMHu3seBDCH7Ok0JTGQ_47.604905_-122.297870, lat:47.604905, long:-122.29787, alt192, time(sec): 76.51460194587708
Item: 675, Location ID: mHqPg4_2hW7LvL-1Hw2NBg_47.609500_-122.294380, lat:47.6095, long:-122.29438, alt192, time(sec): 83.66077160835266
Item: 676, Location ID: zf5i6woNTsHLaESBZx-Vdw_47.595012_-122.316523, lat:47.595012, long:-122.316523, alt135, time(sec): 76.58339619636536
Item: 677, Location ID: WC131qGI3AAbeO1H5m9pog_47.568957_-122.311956, lat:47.568957, long:-122.311956, alt192, time(sec): 83.87311959266663
Item: 678, Location ID: bUFeGMVMn6uZZigMm1HSYw_47.614162_-122.297518, lat:47.614162, long:-122.297518, alt171, time(sec): 77.72216629981995
Item: 679, Location ID: 7_e3ehCdAGhWhSXIKq1l_g_47.620075_-122.336529, lat:47.620075, long:-122.336529, alt130, time(sec): 92.6353816986084
Item: 680, Location ID: UCzG9G7QOZcbTBgBPtNLYQ_47.591235_-122.310008, lat:47.591235, long:-122.310008, alt128, time(sec): 72.61821150779724
Item: 681, Location ID: eaA0Dc439Csiltt8GJRK5Q_47.576144_-122.326538, lat:47.576144, long:-122.326538, alt107, time(sec): 70.75276947021484
Item: 682, Location ID: pc1Eq-qlABzHqqJgBaYXmg_47.567495_-122.315360, lat:47.567495, long:-122.31536, alt188, time(sec): 84.56366753578186
Item: 683, Location ID: zl4u233Ynk6ZNRvROVXn4w_47.588797_-122.303898, lat:47.588797, long:-122.303898, alt128, time(sec): 72.633052110672
Item: 684, Location ID: EkGPuZSKHlyCUFtgh2WoSw_47.560536_-122.313000, lat:47.560536, long:-122.313, alt183, time(sec): 83.73296618461609
Item: 685, Location ID: ih_TRuUk0hzZd2rsr5orUg_47.615179_-122.303611, lat:47.615179, long:-122.303611, alt202, time(sec): 79.58863258361816
Item: 686, Location ID: ixJrd0Hw-uHdVse29wPWmQ_47.600614_-122.334845, lat:47.600614, long:-122.334845, alt121, time(sec): 86.65779209136963
Item: 687, Location ID: GmxMZHvQmOfQ9aFww5UOhA_47.571406_-122.310655, lat:47.571406, long:-122.310655, alt192, time(sec): 85.69710779190063
Item: 688, Location ID: Zq1Jj4q8xoD8pPkd6p-Jsg_47.558942_-122.302861, lat:47.558942, long:-122.302861, alt185, time(sec): 83.59212374687195
Item: 689, Location ID: ieQcKIyTpqMlPLMtchPFbw_47.559418_-122.315614, lat:47.559418, long:-122.315614, alt163, time(sec): 77.6623203754425
Item: 690, Location ID: J2jnYQ12iOa_SYd_IfgMKA_47.585065_-122.323422, lat:47.585065, long:-122.323422, alt103, time(sec): 70.49824738502502
Item: 691, Location ID: vKfnlpcbpHNSA3ryywnZ1g_47.609561_-122.329365, lat:47.609561, long:-122.329365, alt190, time(sec): 112.72353458404541
Item: 692, Location ID: sLM0dSv773XXN1XZ2nXd-g_47.602283_-122.290371, lat:47.602283, long:-122.290371, alt179, time(sec): 84.74502086639404
